"filename", "language", "CSV", "comment", "blank", "total"
"/Users/mac/Documents/PFE/Code/scripts/V1.0.2/datasets/articles/articles.csv", "CSV", 22, 0, 1, 23
"/Users/mac/Documents/PFE/Code/scripts/V1.0.2/datasets/articles/articles2.csv", "CSV", 7724, 0, 1, 7725
"/Users/mac/Documents/PFE/Code/scripts/V1.0.2/datasets/articles/articles3.csv", "CSV", 7578, 0, 1, 7579
"/Users/mac/Documents/PFE/Code/scripts/V1.0.2/datasets/articles/articles4.csv", "CSV", 9112, 0, 1, 9113
"/Users/mac/Documents/PFE/Code/scripts/V1.0.2/datasets/articles/articles5.csv", "CSV", 1207, 0, 1, 1208
"Total", "-", 25643, 0, 5, 25648
