,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1182993,Approaches to correct for double counting in tiered hybrid life cycle inventories,2009,Anders Hammer Strømman and Glen P Peters and Edgar G Hertwich,17,Journal of Cleaner Production,2,248-254,Elsevier,,True,XsiMfAUAAAAJ:2osOgNQ5qMEC,115,,13549844755882052506,/scholar?cites=13549844755882052506,,,0,0,0
1182994,Global warming potential of carbon dioxide emissions from biomass stored in the anthroposphere and used for bioenergy at end of life,2013,Geoffrey Guest and Francesco Cherubini and Anders H Strømman,17,Journal of industrial ecology,1,20-30,,,True,XsiMfAUAAAAJ:Zph67rFs4hoC,100,,1519962835725361056,/scholar?cites=1519962835725361056,,,0,0,0
1182995,Effects of boreal forest management practices on the climate impact of CO2 emissions from bioenergy,2011,Francesco Cherubini and Anders H Strømman and Edgar Hertwich,223,Ecological Modelling,1,59-66,Elsevier,,True,XsiMfAUAAAAJ:W7OEmFMy1HYC,92,,14786029653854575300,/scholar?cites=14786029653854575300,,,0,0,0
1182996,Life-cycle assessment of carbon dioxide capture for enhanced oil recovery,2008,Edgar G Hertwich and Martin Aaberg and Bhawna Singh and Anders H Strømman,16,Chinese Journal of Chemical Engineering,3,343-353,Elsevier,,True,XsiMfAUAAAAJ:UeHWp8X0CEIC,91,,9454949264806783274,/scholar?cites=9454949264806783274,,,0,0,0
1182997,The Importance of economies of scale for reductions in greenhouse gas emissions from shipping,2012,Haakon Lindstad and Bjørn E Asbjørnslett and Anders H Strømman,46,Energy policy,,386-398,Elsevier,,True,XsiMfAUAAAAJ:4DMP91E08xMC,86,,5971671997571360191,/scholar?cites=5971671997571360191,,,0,0,0
1182998,Environmental impact and added value in forestry operations in Norway,2008,Ottar Michelsen and Christian Solli and Anders Hammer Strømman,12,Journal of Industrial Ecology,1,69-81,Blackwell Publishing Inc,,True,XsiMfAUAAAAJ:IjCSPb-OGe4C,85,,8888643165800392403,/scholar?cites=8888643165800392403,,,0,0,0
1182999,Enhancing life cycle impact assessment from climate science: Review of recent findings and recommendations for application to LCA,2016,Annie Levasseur and Otavio Cavalett and Jan S Fuglestvedt and Thomas Gasser and Daniel JA Johansson and Susanne V Jørgensen and Marco Raugei and Andy Reisinger and Greg Schivley and Anders Strømman and Katsumasa Tanaka and Francesco Cherubini,71,,,163-174,Elsevier,,True,XsiMfAUAAAAJ:vRqMK49ujn8C,83,,8106152848032928504,/scholar?cites=8106152848032928504,,,0,0,0
1183000,Identifying key assumptions and differences in life cycle assessment studies of lithium-ion traction batteries with focus on greenhouse gas emissions,2017,Linda Ager-Wick Ellingsen and Christine Roxanne Hung and Anders Hammer Strømman,55,Transportation Research Part D: Transport and Environment,,82-90,Pergamon,,True,XsiMfAUAAAAJ:VOx2b1Wkg3QC,82,,8250124482641010134,/scholar?cites=8250124482641010134,,,0,0,0
1183001,Climate change 2014: synthesis report. Contribution of Working Groups I. II and III to the fifth assessment report of the Intergovernmental Panel on Climate Change,2014,Rajendra K Pachauri and Myles R Allen and Vicente R Barros and John Broome and Wolfgang Cramer and Renate Christ and John A Church and Leon Clarke and Qin Dahe and Purnamita Dasgupta and Navroz K Dubash and O Edenhofer and I Elgizouli and CB Field and Piers Forster and P Friedlingstein and J Fuglestvedt and L Gomez-Echeverri and S Hallegatte and G Hegerl and M Howden and K Jiang and B Jimenez Cisneroz and V Kattsov and H Lee and KJ Mach and J Marotzke and MD Mastrandrea and L Meyer and J Minx and Y Mulugetta and K O'Brien and M Oppenheimer and JJ Pereira and R Pichs-Madruga and G-K Plattner and Hans-Otto Pörtner and SB Power and B Preston and NH Ravindranath and A Reisinger and K Riahi and M Rusticucci and R Scholes and K Seyboth and Y Sokona and R Stavins and TF Stocker and P Tschakert and D Van Vuuren and J-P van Ypserle,,,,151,IPCC,,True,tnOfVgYAAAAJ:9vf0nzSNQJEC,5049,,5496953345600573834,/scholar?cites=5496953345600573834,,,0,0,0
1183002,Summary for policymakers,2007,IPCC (Intergovernmental Panel on Climate Change),,,,1-18,Cambridge University Press,,True,tnOfVgYAAAAJ:dTyEYWd-f8wC,3831,,14763105806003041026,/scholar?cites=14763105806003041026,,,0,0,0
1183003,Climate change 2007. Synthesis report. Contribution of Working Groups I. II and III to the fourth assessment report,2008,Rajendra K Pachauri and Andy Reisinger,,,,,,,True,tnOfVgYAAAAJ:XD-gHx7UXLsC,3490,,935712023784986234,/scholar?cites=935712023784986234,,,0,0,0
1183004,Tourism and climate change: Impacts. adaptation and mitigation,2012,Daniel Scott and C Michael Hall and Gossling Stefan,,,,,Routledge,,True,tnOfVgYAAAAJ:aqlVkmm33-oC,519,,849562237756227283,/scholar?cites=849562237756227283,,,0,0,0
1183005,Carbon dioxide and climate impulse response functions for the computation of greenhouse gas metrics: a multi-model analysis,2013,Fortunat Joos and Raphael Roth and Jan S Fuglestvedt and Glen P Peters and Ian G Enting and W von Bloh and Victor Brovkin and Eleanor J Burke and Michael Eby and Neil R Edwards and T Friedrich and Thomas L Frölicher and Paul R Halloran and Philip B Holden and Chris Jones and Thomas Kleinen and Fred T Mackenzie and Katsumi Matsumoto and Malte Meinshausen and G-K Plattner and Andy Reisinger and Joachim Segschneider and Gary Shaffer and Marco Steinacher and Kuno Strassmann and Katsumasa Tanaka and A Timmermann and Andrew J Weaver,13,Atmospheric Chemistry and Physics,5,2793-2825,Copernicus GmbH,,True,tnOfVgYAAAAJ:UebtZRa9Y70C,479,,18406580056217967863,/scholar?cites=18406580056217967863,,,0,0,0
1183006,Probabilistic cost estimates for climate change mitigation,2013,Joeri Rogelj and David L McCollum and Andy Reisinger and Malte Meinshausen and Keywan Riahi,493,Nature,7430,79-83,Nature Publishing Group,,True,tnOfVgYAAAAJ:ufrVoPGSRksC,305,,11991036891302281725,/scholar?cites=11991036891302281725,,,0,0,0
1183007,Technical summary,2014,Christopher B Field and Vicente R Barros and Katharine J Mach and Michael D Mastrandrea and RA van Aalst and W Neil Adger and Douglas J Arent and Jonathan Barnett and Richard A Betts and T Eren Bilir and Joern Birkmann and Joann Carmin and Dave D Chadee and Andrew J Challinor and Monalisa Chatterjee and Wolfgang Cramer and DJ Davidson and Yuka Otsuki Estrada and J-P Gattuso and Yasuakai Hijioka and Ove Hoegh-Guldberg and H-Q Huang and Gregory E Insarov and Roger N Jones and R Sari Kovats and Joan Nymand Larsen and Iñigo J Losada and José A Marengo and Roger F McLean and Linda O Mearns and Reinhard Mechler and John F Morton and Isabelle Niang and Taikan Oki and Jane Mukarugwiza Olwoch and Maggie Opondo and Elvira S Poloczanska and H-O Pörtner and P Romero-Lankao and DN Schmidt and MR Shaw and William Solecki and DA Stone and JMR Stone and KM Strzepek and AG Suarez and Petra Tschakert and Riccardo Valentini and Sebastian Vicuña and Alicia Villamizar and KE Vincent and Rachel Warren and LL White and TJ Wilbanks and Poh Poh Wong and GW Yohe,,,,,Cambridge University Press,,True,tnOfVgYAAAAJ:JQOojiI6XY0C,272,,10817902961161895044,/scholar?cites=10817902961161895044,,,0,0,0
1183008,Australasia,2014,Andy Reisinger and Roger Kitching and Francis Chiew and Lesley Hughes and Paul Newton and Sandra Schuster and Andrew Tait and Penny Whetton and Jon Barnett and Susanne Becken and Paula Blackett and Sarah Boulter and Andrew Campbell and Daniel Collins and Jocelyn Davies and Keith Dear and Stephen Dovers and Kyla Finlay and Bruce Glavovic,,,,1371-1438,Cambridge University Press,,True,tnOfVgYAAAAJ:HoB7MX3m0LUC,235,,1447815319422727469,/scholar?cites=1447815319422727469,,,0,0,0
1183009,Reducing emissions from agriculture to meet the 2 C target,2016,Eva Wollenberg and Meryl Richards and Pete Smith and Petr Havlík and Michael Obersteiner and Francesco N Tubiello and Martin Herold and Pierre Gerber and Sarah Carter and Andrew Reisinger and Detlef P van Vuuren and Amy Dickie and Henry Neufeldt and Björn O Sander and Reiner Wassmann and Rolf Sommer and James E Amonette and Alessandra Falcucci and Mario Herrero and Carolyn Opio and Rosa Maria Roman‐Cuesta and Elke Stehfest and Henk Westhoek and Ivan Ortiz‐Monasterio and Tek Sapkota and Mariana C Rufino and Philip K Thornton and Louis Verchot and Paul C West and Jean‐François Soussana and Tobias Baedeker and Marc Sadler and Sonja Vermeulen and Bruce M Campbell,22,Global change biology,12,3859-3864,,,True,tnOfVgYAAAAJ:abG-DnoFyZgC,234,,1524465017057105645,/scholar?cites=1524465017057105645,,,0,0,0
1183010,Strengthening and implementing the global response,2018,Heleen de Coninck and Aromar Revi and Mustafa Babiker and Paolo Bertoldi and Marcos Buckeridge and Anton Cartwright and Wenjie Dong and James Ford and Sabine Fuss and J-C Hourcade and Debora Ley and Reinhard Mechler and Peter Newman and Anastasia Revokatova and Seth Schultz and Linda Steg and Taishi Sugiyama and M Araos and S Bakker and A Bazaz and E Belfer and T Benton and I Camiloni and S Connors and D Dasgupta and K Ebi and M den Elzen and PF Pinho and P Forster and J Fuglestvedt and F Ghersi and V Ginzburg and A Grandis and B Hayward and E Haughey and O Hoegh-Guldberg and K Jiang and J Kala and R Klein and K de Kleijne and D Liverman and M Dominguez and S Mehrotra and L Mundaca and C Opio and A Payne and M Plazzotta and J Pereira and A Reisinger and K Rhiney and T Roberts and J Rogelj and A van Rooij and R Seferian and D Shindell and C Singh and R Slade and G Sparovek and A Suarez and S Seneviratne and J Sillmann and W Solecki and M Taylor and A Thomas and E Trutnevyte and A van Valkengoed and L Wollenberg,,,,,Intergovernmental Panel on Climate Change,,True,tnOfVgYAAAAJ:WqliGbK-hY8C,186,,9516403816353238465,/scholar?cites=9516403816353238465,,,0,0,0
1183011,Observations of HNO2 in the polluted winter atmosphere: possible heterogeneous production on aerosols,2000,Andy R Reisinger,34,Atmospheric Environment,23,3865-3874,Pergamon,,True,tnOfVgYAAAAJ:hC7cP41nSMkC,107,,8862962018288545004,/scholar?cites=8862962018288545004,,,0,0,0
1183012,New use of global warming potentials to compare cumulative and short-lived climate pollutants,2016,Myles R Allen and Jan S Fuglestvedt and Keith P Shine and Andy Reisinger and Raymond T Pierrehumbert and Piers M Forster,6,Nature Climate Change,8,773-776,Nature Publishing Group,,True,tnOfVgYAAAAJ:EUQCXRtRnyEC,96,,1114286617092988180,/scholar?cites=1114286617092988180,,,0,0,0
1183013,Enhancing life cycle impact assessment from climate science: Review of recent findings and recommendations for application to LCA,2016,Annie Levasseur and Otavio Cavalett and Jan S Fuglestvedt and Thomas Gasser and Daniel JA Johansson and Susanne V Jørgensen and Marco Raugei and Andy Reisinger and Greg Schivley and Anders Strømman and Katsumasa Tanaka and Francesco Cherubini,71,,,163-174,Elsevier,,True,tnOfVgYAAAAJ:P5F9QuxV20EC,83,,8106152848032928504,/scholar?cites=8106152848032928504,,,0,0,0
1183014,Exploring climate change uncertainties to support adaptive management of changing flood-risk,2013,Judy Lawrence and Andy Reisinger and Brett Mullan and Bethanna Jackson,33,Environmental science & policy,,133-142,Elsevier,,True,tnOfVgYAAAAJ:4TOpqqG69KYC,80,,17807079395597216422,/scholar?cites=17807079395597216422,,,0,0,0
1183015,Climate Change 2007: Synthesis Report Summary for Policymakers,2007,Intergovernmental Panel On Climate Change and RK Pachauri and A Reisinger,,Valencia: IPCC,,,,,True,tnOfVgYAAAAJ:gsN89kCJA0AC,71,,1021281981581747396,/scholar?cites=1021281981581747396,,,0,0,0
1183016,Future changes in global warming potentials under representative concentration pathways,2011,Andy Reisinger and Malte Meinshausen and Martin Manning,6,Environmental Research Letters,2,024020,IOP Publishing,,True,tnOfVgYAAAAJ:Y0pCki6q_DkC,69,,14267428844421165153,/scholar?cites=14267428844421165153,,,0,0,0
1183017,Uncertainties of global warming metrics: CO2 and CH4,2010,Andy Reisinger and Malte Meinshausen and Martin Manning and Greg Bodeker,37,Geophysical Research Letters,14,,,,True,tnOfVgYAAAAJ:qjMakFHDy7sC,68,,3270977614010207527,/scholar?cites=3270977614010207527,,,0,0,0
1183018,Implications of alternative metrics for global mitigation costs and greenhouse gas emissions from agriculture,2013,Andy Reisinger and Petr Havlik and Keywan Riahi and O van Vliet and Michael Obersteiner and Mario Herrero,117,Climatic Change,4,677-690,Springer Netherlands,,True,tnOfVgYAAAAJ:hqOjcs7Dif8C,65,,18416076589585668697,/scholar?cites=18416076589585668697,,,0,0,0
1183019,Global and local climate change scenarios to support adaptation in New Zealand,2010,Andy Reisinger and AB Mullan and Martin Manning and DW Wratt and Richard Nottage,,"Climate change adaptation in New Zealand: Future scenarios and some sectoral perspectives. Nottage, RAC, Wratt, DS, Bornman, JF, Jones, K.(eds). New Zealand Climate Change Centre, Wellington",,26-43,,,True,tnOfVgYAAAAJ:zYLM7Y9cAGgC,65,,3934161647619311517,/scholar?cites=3934161647619311517,,,0,0,0
1183020,How much do direct livestock emissions actually contribute to global warming?,2018,Andy Reisinger and Harry Clark,24,Global change biology,4,1749-1761,,,True,tnOfVgYAAAAJ:kRWSkSYxWN8C,60,,14145774001512759556,/scholar?cites=14145774001512759556,,,0,0,0
1183021,Bridging the gap between impact assessment methods and climate science,2016,Francesco Cherubini and Jan Fuglestvedt and Thomas Gasser and Andy Reisinger and Otavio Cavalett and Mark AJ Huijbregts and Daniel JA Johansson and Susanne V Jørgensen and Marco Raugei and Greg Schivley and Anders Hammer Strømman and Katsumasa Tanaka and Annie Levasseur,64,,,129-140,Elsevier,,True,tnOfVgYAAAAJ:1sJd4Hv_s6UC,57,,10436688433709166485,/scholar?cites=10436688433709166485,,,0,0,0
1183022,Adapting global shared socio-economic pathways for national and local scenarios,2018,Bob Frame and Judy Lawrence and Anne-Gaelle Ausseil and Andy Reisinger and Adam Daigneault,21,Climate Risk Management,,39-51,Elsevier,,True,tnOfVgYAAAAJ:tkaPQYYpVKoC,49,,260820459522748932,/scholar?cites=260820459522748932,,,0,0,0
1183023,Measuring nitrous oxide emission rate from grazed pasture using Fourier-transform infrared spectroscopy in the nocturnal boundary layer,2002,Francis M Kelliher and Andy R Reisinger and Ross J Martin and Michael J Harvey and Sally J Price and Robert R Sherlock,111,Agricultural and Forest Meteorology,1,29-38,Elsevier,,True,tnOfVgYAAAAJ:UeHWp8X0CEIC,49,,9670082195480409433,/scholar?cites=9670082195480409433,,,0,0,0
1183024,From coping to resilience: the role of managed retreat in highly developed coastal regions of New Zealand,2015,Andy Reisinger and Judy Lawrence and Georgina Hart and Ralph Chapman,,Climate change and the coast: Building resilient communities,,285-310,,,True,tnOfVgYAAAAJ:M3NEmzRMIkIC,47,,10634320996731653251,/scholar?cites=10634320996731653251,,,0,0,0
1183025,Broader perspectives for comparing different greenhouse gases,2011,Martin Manning and Andy Reisinger,369,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",1943,1891-1905,The Royal Society Publishing,,True,tnOfVgYAAAAJ:YsMSGLbcyi4C,47,,16078664994362368728,/scholar?cites=16078664994362368728,,,0,0,0
1183026,Methane emissions from free‐ranging cattle: Comparison of tracer and integrated horizontal flux techniques,2008,David WT Griffith and Glenn R Bryant and David Hsu and Andy R Reisinger,37,Journal of Environmental Quality,2,582-591,American Society of Agronomy. Crop Science Society of America. Soil Science Society,,True,tnOfVgYAAAAJ:W7OEmFMy1HYC,44,,3715903875071164173,/scholar?cites=3715903875071164173,,,0,0,0
1183027,Integrated versus stand-alone second generation ethanol production from sugarcane bagasse and trash,2012,Marina OS Dias and Tassia L Junqueira and Otávio Cavalett and Marcelo P Cunha and Charles DF Jesus and Carlos EV Rossell and Rubens Maciel Filho and Antonio Bonomi,103,Bioresource technology,1,152-161,Elsevier,,True,ovnTLCAAAAAJ:2osOgNQ5qMEC,330,,16535234725144140509,/scholar?cites=16535234725144140509,,,0,0,0
1183028,Emergy assessment of integrated production systems of grains. pig and fish in small farms in the South Brazil,2006,Otávio Cavalett and Julio Ferraz De Queiroz and Enrique Ortega,193,Ecological Modelling,3-4,205-224,Elsevier,,True,ovnTLCAAAAAJ:u5HHmVD_uO8C,244,,6282888669794838870,/scholar?cites=6282888669794838870,,,0,0,0
1183029,Anaerobic digestion of vinasse from sugarcane biorefineries in Brazil from energy. environmental. and economic perspectives: Profit or expense?,2014,Bruna S Moraes and Tassia L Junqueira and Lucas G Pavanello and Otávio Cavalett and Paulo E Mantelatto and Antonio Bonomi and Marcelo Zaiat,113,Applied Energy,,825-835,Elsevier,,True,ovnTLCAAAAAJ:aqlVkmm33-oC,223,,6331350207681538276,/scholar?cites=6331350207681538276,,,0,0,0
1183030,Integrated environmental assessment of biodiesel production from soybean in Brazil,2010,Otávio Cavalett and Enrique Ortega,18,Journal of Cleaner Production,1,55-70,Elsevier,,True,ovnTLCAAAAAJ:d1gkVwhDpl0C,180,,17383336536651538417,/scholar?cites=17383336536651538417,,,0,0,0
1183031,Comparative LCA of ethanol versus gasoline in Brazil using different LCIA methods,2013,Otávio Cavalett and Mateus Ferreira Chagas and Joaquim EA Seabra and Antonio Bonomi,18,The International Journal of Life Cycle Assessment,3,647-658,Springer-Verlag,,True,ovnTLCAAAAAJ:Tyk-4Ss8FVUC,179,,1777488859319184565,/scholar?cites=1777488859319184565,,,0,0,0
1183032,Environmental and economic assessment of sugarcane first generation biorefineries in Brazil,2012,Otávio Cavalett and Tassia L Junqueira and Marina OS Dias and Charles DF Jesus and Paulo E Mantelatto and Marcelo P Cunha and Henrique CJ Franco and Terezinha F Cardoso and Rubens Maciel Filho and Carlos EV Rossell and Antonio Bonomi,14,Clean Technologies and Environmental Policy,3,399-410,Springer-Verlag,,True,ovnTLCAAAAAJ:qjMakFHDy7sC,161,,6360466695624813844,/scholar?cites=6360466695624813844,,,0,0,0
1183033,Biorefineries for the production of first and second generation ethanol and electricity from sugarcane,2013,Marina OS Dias and Tassia L Junqueira and Otávio Cavalett and Lucas G Pavanello and Marcelo P Cunha and Charles DF Jesus and Rubens Maciel Filho and Antonio Bonomi,109,Applied Energy,,72-78,Elsevier,,True,ovnTLCAAAAAJ:KlAtU1dfN6UC,146,,4398991003487910496,/scholar?cites=4398991003487910496,,,0,0,0
1183034,Sugarcane processing for ethanol and sugar in Brazil,2015,Marina Oliveira de Souza Dias and Rubens Maciel Filho and Paulo Eduardo Mantelatto and Otávio Cavalett and Carlos Eduardo Vaz Rossell and Antonio Bonomi and Manoel Regis Lima Verde Leal,15,Environmental Development,,35-51,Elsevier,,True,ovnTLCAAAAAJ:hC7cP41nSMkC,141,,15345458509108487268,/scholar?cites=15345458509108487268,,,0,0,0
1183035,Emergy. nutrients balance. and economic assessment of soybean production and industrialization in Brazil,2009,Otávio Cavalett and Enrique Ortega,17,Journal of Cleaner Production,8,762-771,Elsevier,,True,ovnTLCAAAAAJ:9yKSN-GCB0IC,137,,2148712709826725335,/scholar?cites=2148712709826725335,,,0,0,0
1183036,Outlook for ethanol production costs in Brazil up to 2030. for different biomass crops and industrial technologies,2015,JGG Jonker and F Van Der Hilst and HM Junginger and O Cavalett and MF Chagas and APC Faaij,147,Applied Energy,,593-610,Elsevier,,True,ovnTLCAAAAAJ:qUcmZB5y_30C,108,,15229193000199007355,/scholar?cites=15229193000199007355,,,0,0,0
1183037,Brazilian soybean production: emergy analysis with an expanded scope,2005,Enrique Ortega and Otávio Cavalett and Robert Bonifácio and Marcos Watanabe,25,"Bulletin of Science, Technology & Society",4,323-334,Sage Publications,,True,ovnTLCAAAAAJ:u-x6o8ySG0sC,107,,18259696038066926490,/scholar?cites=18259696038066926490,,,0,0,0
1183038,Trends in global warming and human health impacts related to Brazilian sugarcane ethanol production considering black carbon emissions,2013,Marcelo Galdos and Otávio Cavalett and Joaquim EA Seabra and Luiz Augusto Horta Nogueira and Antonio Bonomi,104,Applied Energy,,576-582,Elsevier,,True,ovnTLCAAAAAJ:LkGwnXOMwfcC,100,,4830192325463492617,/scholar?cites=4830192325463492617,,,0,0,0
1183039,Life cycle assessment of butanol production in sugarcane biorefineries in Brazil,2015,Lucas G Pereira and Mateus F Chagas and Marina OS Dias and Otávio Cavalett and Antonio Bonomi,96,Journal of cleaner Production,,557-568,Elsevier,,True,ovnTLCAAAAAJ:mVmsd5A6BfQC,95,,7850856546727955954,/scholar?cites=7850856546727955954,,,0,0,0
1183040,De promessa a realidade: como o etanol celulósico pode revolucionar a indústria da cana-de-açúcar: uma avaliação do potencial competitivo e sugestões de política pública,2015,Artur Yabe Milanez and Diego Nyko and Marcelo Soares Valente and Luciano Cunha Sousa and Antonio Maria Francisco Luiz Jose Bonomi and Charles Dayan Farias de Jesus and Marcos Djun Barbosa Watanabe and Mateus Ferreira Chagas and Mylene Cristina Alves Ferreira Rezende and Otávio Cavalett and Tassia Lopes Junqueira and Vera Lúcia Reis de Gouvêia,,,,,Banco Nacional de Desenvolvimento Econômico e Social,,True,ovnTLCAAAAAJ:hFOr9nPyWt4C,92,,9878215376929140982,/scholar?cites=9878215376929140982,,,0,0,0
1183041,Cogeneration in integrated first and second generation ethanol from sugarcane,2013,Marina OS Dias and Tassia L Junqueira and Otávio Cavalett and Marcelo P Cunha and Charles DF Jesus and Paulo E Mantelatto and Carlos EV Rossell and Rubens Maciel Filho and Antonio Bonomi,91,Chemical engineering research and design,8,1411-1417,Elsevier,,True,ovnTLCAAAAAJ:4TOpqqG69KYC,86,,1874179109820665176,/scholar?cites=1874179109820665176,,,0,0,0
1183042,Enhancing life cycle impact assessment from climate science: Review of recent findings and recommendations for application to LCA,2016,Annie Levasseur and Otavio Cavalett and Jan S Fuglestvedt and Thomas Gasser and Daniel JA Johansson and Susanne V Jørgensen and Marco Raugei and Andy Reisinger and Greg Schivley and Anders Strømman and Katsumasa Tanaka and Francesco Cherubini,71,,,163-174,Elsevier,,True,ovnTLCAAAAAJ:NaGl4SEjCO4C,83,,8106152848032928504,/scholar?cites=8106152848032928504,,,0,0,0
1183043,Techno-economic analysis and climate change impacts of sugarcane biorefineries considering different time horizons,2017,Tassia L Junqueira and Mateus F Chagas and Vera LR Gouveia and Mylene CAF Rezende and Marcos DB Watanabe and Charles DF Jesus and Otavio Cavalett and Artur Y Milanez and Antonio Bonomi,10,Biotechnology for biofuels,1,1-12,BioMed Central,,True,ovnTLCAAAAAJ:pqnbT2bcN3wC,67,,38610912856946607,/scholar?cites=38610912856946607,,,0,0,0
1183044,Virtual biorefinery,2016,Antonio Bonomi and Otavio Cavalett and M Cunha and MA Lima,,Cham: Springer International Publishing,,,,,True,ovnTLCAAAAAJ:r0BpntZqJG4C,67,,1074455933967397628,/scholar?cites=1074455933967397628,,,0,0,0
1183045,Technical and economic assessment of trash recovery in the sugarcane bioenergy production system,2013,Terezinha de Fátima Cardoso and Otávio Cavalett and Mateus Ferreira Chagas and Edvaldo Rodrigo de Morais and João Luís Nunes Carvalho and Henrique Coutinho Junqueira Franco and Marcelo Valadares Galdos and Fábio Vale Scarpare and Oscar Antonio Braunbeck and Luis Augusto Barbosa Cortez and Antonio Bonomi,70,Scientia Agricola,5,353-360,Scientia Agricola,,True,ovnTLCAAAAAJ:4DMP91E08xMC,59,,3726051476646482306,/scholar?cites=3726051476646482306,,,0,0,0
1183046,Life cycle assessment of poly (lactic acid)(PLA): comparison between chemical recycling. mechanical recycling and composting,2016,Marina F Cosate De Andrade and Patrícia MS Souza and Otávio Cavalett and Ana R Morales,24,Journal of Polymers and the Environment,4,372-384,Springer US,,True,ovnTLCAAAAAJ:J_g5lzvAfSwC,57,,4777935527967912488,/scholar?cites=4777935527967912488,,,0,0,0
1183047,Bridging the gap between impact assessment methods and climate science,2016,Francesco Cherubini and Jan Fuglestvedt and Thomas Gasser and Andy Reisinger and Otavio Cavalett and Mark AJ Huijbregts and Daniel JA Johansson and Susanne V Jørgensen and Marco Raugei and Greg Schivley and Anders Hammer Strømman and Katsumasa Tanaka and Annie Levasseur,64,,,129-140,Elsevier,,True,ovnTLCAAAAAJ:RGFaLdJalmkC,57,,10436688433709166485,/scholar?cites=10436688433709166485,,,0,0,0
1183048,Techno-economic and environmental assessment of renewable jet fuel production in integrated Brazilian sugarcane biorefineries,2018,Bruno Colling Klein and Mateus Ferreira Chagas and Tassia Lopes Junqueira and Mylene Cristina Alves Ferreira Rezende and Terezinha de Fátima Cardoso and Otavio Cavalett and Antonio Bonomi,209,Applied Energy,,290-305,Elsevier,,True,ovnTLCAAAAAJ:a0OBvERweLwC,49,,12022112405516111671,/scholar?cites=12022112405516111671,,,0,0,0
1183049,Integrated first and second generation ethanol production from sugarcane,2014,Marina OS Dias and Otavio Cavalett and Rubens Maciel Filho and Antonio Bonomi,,Chemical Engineering Transactions,,,Associazione Italiana di Ingegneria Chimica,,True,ovnTLCAAAAAJ:35N4QoGY0k4C,48,,14582594665744862617,/scholar?cites=14582594665744862617,,,0,0,0
1183050,Butanol production in a sugarcane biorefinery using ethanol as feedstock. Part I: Integration to a first generation sugarcane distillery,2014,Marina OS Dias and Lucas G Pereira and Tassia L Junqueira and Lucas G Pavanello and Mateus F Chagas and Otávio Cavalett and Rubens Maciel Filho and Antonio Bonomi,92,Chemical Engineering Research and Design,8,1441-1451,Elsevier,,True,ovnTLCAAAAAJ:dhFuZR0502QC,46,,18127714378594861506,/scholar?cites=18127714378594861506,,,0,0,0
1183051,Sugarcane as a carbon source: The Brazilian case,2012,André Corrêa do Lago and Antonio Bonomi and Otávio Cavalett and Marcelo Pereira da Cunha and Marco Aurélio Pinheiro Lima,46,Biomass and Bioenergy,,5-12,Pergamon,,True,ovnTLCAAAAAJ:ufrVoPGSRksC,44,,8114946291690574354,/scholar?cites=8114946291690574354,,,0,0,0
1183052,Environmental and economic impacts of different sugarcane production systems in the ethanol biorefinery,2016,Mateus F Chagas and Ricardo O Bordonal and Otávio Cavalett and João Luis N Carvalho and Antonio Bonomi and Newton La Scala Jr,10,"Biofuels, Bioproducts and Biorefining",1,89-106,John Wiley & Sons. Ltd,,True,ovnTLCAAAAAJ:M3NEmzRMIkIC,42,,8102860890194736199,/scholar?cites=8102860890194736199,,,0,0,0
1183053,The biorefinery concept: using biomass instead of oil for producing energy and chemicals,2010,Francesco Cherubini,51,Energy conversion and management,7,1412-1421,Pergamon,,True,QDTYuCMAAAAJ:u-x6o8ySG0sC,1630,,11263059181516490082,/scholar?cites=11263059181516490082,,,0,0,0
1183054,Energy-and greenhouse gas-based LCA of biofuel and bioenergy systems: Key issues. ranges and recommendations,2009,Francesco Cherubini and Neil D Bird and Annette Cowie and Gerfried Jungmeier and Bernhard Schlamadinger and Susanne Woess-Gallasch,53,"Resources, conservation and recycling",8,434-447,Elsevier,,True,QDTYuCMAAAAJ:u5HHmVD_uO8C,957,,75925863947300447,/scholar?cites=75925863947300447,,,0,0,0
1183055,Life cycle assessment of bioenergy systems: state of the art and future challenges,2011,Francesco Cherubini and Anders Hammer Strømman,102,,2,437-451,Elsevier,,True,QDTYuCMAAAAJ:d1gkVwhDpl0C,779,,3529486266551440212,/scholar?cites=3529486266551440212,,,0,0,0
1183056,Life cycle assessment (LCA) of waste management strategies: Landfilling. sorting plant and incineration,2009,Francesco Cherubini and Silvia Bargigli and Sergio Ulgiati,34,Energy,12,2116-2123,Pergamon,,True,QDTYuCMAAAAJ:9yKSN-GCB0IC,641,,3082000586543899285,/scholar?cites=3082000586543899285,,,0,0,0
1183057,CO2 emissions from biomass combustion for bioenergy: atmospheric decay and contribution to global warming,2011,Francesco Cherubini and Glen P Peters and Terje Berntsen and Anders H Strømman and Edgar Hertwich,3,Gcb Bioenergy,5,413-426,Blackwell Publishing Ltd,,True,QDTYuCMAAAAJ:qjMakFHDy7sC,505,,18338373186477058705,/scholar?cites=18338373186477058705,,,0,0,0
