,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1275062,Constraints on deformable models: Recovering 3D shape and nonrigid motion,1988,Demetri Terzopoulos and Andrew Witkin and Michael Kass,36,Artificial intelligence,1,91-123,Elsevier,,True,ma2bi00AAAAJ:u-x6o8ySG0sC,1130,,2551257667997293403,/scholar?cites=2551257667997293403,,,,0,0,0
1275063,Spacetime constraints,1988,Andrew Witkin and Michael Kass,22,ACM Siggraph Computer Graphics,4,159-168,ACM,,True,ma2bi00AAAAJ:d1gkVwhDpl0C,1115,,6206078869786313332,/scholar?cites=6206078869786313332,,,,0,0,0
1275064,Analyzing oriented patterns,1987,Michael Kass and Andrew Witkin,37,"Computer vision, graphics, and image processing",3,362-385,Academic Press,,True,ma2bi00AAAAJ:qjMakFHDy7sC,921,,11287290920656245866,/scholar?cites=11287290920656245866,,,,0,0,0
1275065,Subdivision surfaces in character animation,1998,Tony DeRose and Michael Kass and Tien Truong,,,,85-94,,,True,ma2bi00AAAAJ:2osOgNQ5qMEC,877,,9098888442048646374,/scholar?cites=9098888442048646374,,,,0,0,0
1275066,Hierarchical Z-buffer visibility,1993,Ned Greene and Michael Kass and Gavin Miller,,,,231-238,,,True,ma2bi00AAAAJ:9yKSN-GCB0IC,838,,10233894874905860053,/scholar?cites=10233894874905860053,,,,0,0,0
1275067,Rapid. stable fluid dynamics for computer graphics,1990,Michael Kass and Gavin Miller,,,,49-57,,,True,ma2bi00AAAAJ:IjCSPb-OGe4C,645,,9942055634670477591,/scholar?cites=9942055634670477591,,,,0,0,0
1275068,Efficient. fair interpolation using Catmull-Clark surfaces,1993,Mark Halstead and Michael Kass and Tony DeRose,,,,35-44,,,True,ma2bi00AAAAJ:UeHWp8X0CEIC,632,,14571973083141808277,/scholar?cites=14571973083141808277,,,,0,0,0
1275069,Symmetry-seeking models and 3D object reconstruction,1988,Demetri Terzopoulos and Andrew Witkin and Michael Kass,1,International Journal of Computer Vision,3,211-221,Kluwer Academic Publishers,,True,ma2bi00AAAAJ:zYLM7Y9cAGgC,475,,13838394270410264046,/scholar?cites=13838394270410264046,,,,0,0,0
1275070,Reaction-diffusion textures,1991,Andrew Witkin and Michael Kass,,,,299-308,,,True,ma2bi00AAAAJ:Tyk-4Ss8FVUC,459,,13704374331766686353,/scholar?cites=13704374331766686353,,,,0,0,0
1275071,Signal matching through scale space,1987,Andrew Witkin and Demetri Terzopoulos and Michael Kass,1,International journal of computer vision,2,133-144,Kluwer Academic Publishers,,True,ma2bi00AAAAJ:Y0pCki6q_DkC,347,,12035037367294426678,/scholar?cites=12035037367294426678,,,,0,0,0
1275072,User-guided 3D active contour segmentation of anatomical structures: significantly improved efficiency and reliability,2006,Paul A Yushkevich and Joseph Piven and Heather Cody Hazlett and Rachel Gimpel Smith and Sean Ho and James C Gee and Guido Gerig,31,Neuroimage,3,1116-1128,Academic Press,,True,P5CovF0AAAAJ:d1gkVwhDpl0C,5251,,3055922466902436715,/scholar?cites=3055922466902436715,,,,0,0,0
1275073,Nonlinear anisotropic filtering of MRI data,1992,Guido Gerig and Olaf Kubler and Ron Kikinis and Ferenc A Jolesz,11,IEEE Transactions on medical imaging,2,221-232,IEEE,,True,P5CovF0AAAAJ:u5HHmVD_uO8C,1477,,5478149228514043921,/scholar?cites=5478149228514043921,,,,0,0,0
1275074,Three-dimensional multi-scale line filter for segmentation and visualization of curvilinear structures in medical images,1998,Yoshinobu Sato and Shin Nakajima and Nobuyuki Shiraga and Hideki Atsumi and Shigeyuki Yoshida and Thomas Koller and Guido Gerig and Ron Kikinis,2,Medical image analysis,2,143-168,Elsevier,,True,P5CovF0AAAAJ:u-x6o8ySG0sC,1330,,7566924338065513273,/scholar?cites=7566924338065513273,,,,0,0,0
1275075,Unbiased diffeomorphic atlas construction for computational anatomy,2004,Sarang Joshi and Brad Davis and Matthieu Jomier and Guido Gerig,23,NeuroImage,,S151-S160,Academic Press,,True,P5CovF0AAAAJ:2osOgNQ5qMEC,951,,13393420104208130545,/scholar?cites=13393420104208130545,,,,0,0,0
1275076,A structural MRI study of human brain development from birth to 2 years,2008,Rebecca C Knickmeyer and Sylvain Gouttard and Chaeryon Kang and Dianne Evans and Kathy Wilber and J Keith Smith and Robert M Hamer and Weili Lin and Guido Gerig and John H Gilmore,28,Journal of neuroscience,47,12176-12182,Society for Neuroscience,,True,P5CovF0AAAAJ:9ZlFYXVOiuMC,873,,14591284055555998961,/scholar?cites=14591284055555998961,,,,0,0,0
1275077,Parametrization of closed surfaces for 3-D shape description,1995,Ch Brechbühler and Guido Gerig and Olaf Kübler,61,Computer vision and image understanding,2,154-170,Academic Press,,True,P5CovF0AAAAJ:PVjk1bu6vJQC,860,,6004663605685281848,/scholar?cites=6004663605685281848,,,,0,0,0
1275078,A brain tumor segmentation framework based on outlier detection,2004,Marcel Prastawa and Elizabeth Bullitt and Sean Ho and Guido Gerig,8,Medical image analysis,3,275-283,Elsevier,,True,P5CovF0AAAAJ:YsMSGLbcyi4C,719,,15742138001324177394,/scholar?cites=15742138001324177394,,,,0,0,0
1275079,Magnetic resonance imaging and head circumference study of brain size in autism: birth through age 2 years,2005,Heather Cody Hazlett and Michele Poe and Guido Gerig and Rachel Gimpel Smith and James Provenzale and Allison Ross and John Gilmore and Joseph Piven,62,Archives of general psychiatry,12,1366-1376,American Medical Association,,True,P5CovF0AAAAJ:zYLM7Y9cAGgC,717,,11179569612310926997,/scholar?cites=11179569612310926997,,,,0,0,0
1275080,Geometry-driven diffusion in computer vision,2013,Bart M Haar Romeny,1,,,,Springer Science & Business Media,,True,P5CovF0AAAAJ:-95Q15plzcUC,664,,12107063883799971839,/scholar?cites=12107063883799971839,,,,0,0,0
1275081,Differences in white matter fiber tract development present from 6 to 24 months in infants with autism,2012,Jason J Wolff and Hongbin Gu and Guido Gerig and Jed T Elison and Martin Styner and Sylvain Gouttard and Kelly N Botteron and Stephen R Dager and Geraldine Dawson and Annette M Estes and Alan C Evans and Heather C Hazlett and Penelope Kostopoulos and Robert C McKinstry and Sarah J Paterson and Robert T Schultz and Lonnie Zwaigenbaum and Joseph Piven and IBIS Network,169,American journal of Psychiatry,6,589-600,American Psychiatric Publishing,,True,P5CovF0AAAAJ:ruyezt5ZtCIC,625,,13262044225686531444,/scholar?cites=13262044225686531444,,,,0,0,0
1275082,Parametric estimate of intensity inhomogeneities applied to MRI,2000,Martin Styner and Christian Brechbuhler and G Szckely and Guido Gerig,19,IEEE transactions on medical imaging,3,153-165,IEEE,,True,P5CovF0AAAAJ:qjMakFHDy7sC,609,,4277181089820926568,/scholar?cites=4277181089820926568,,,,0,0,0
1275083,Curcumin inhibits formation of amyloid β oligomers and fibrils. binds plaques. and reduces amyloid in vivo,2005,Fusheng Yang and Giselle P Lim and Aynun N Begum and Oliver J Ubeda and Mychica R Simmons and Surendra S Ambegaokar and Pingping P Chen and Rakez Kayed and Charles G Glabe and Sally A Frautschy and Gregory M Cole,280,Journal of Biological Chemistry,7,5892-5901,Elsevier,,True,UAYehrgAAAAJ:P9oYG7HA76QC,2343,,15724210320883315030,/scholar?cites=15724210320883315030,,,,0,0,0
1275084,Effect of working capital management on firm profitability: Empirical evidence from India,2011,Amit K Sharma and Satish Kumar,12,Global business review,1,159-173,SAGE Publications,,True,UAYehrgAAAAJ:2POsdo3tyOAC,462,,15802856922835833289,/scholar?cites=15802856922835833289,,,,0,0,0
1275085,Hepatoprotective activity of andrographolide from Andrographis paniculata against carbontetrachloride.,1990,SS Handa and Anupam Sharma,92,The Indian journal of medical research,,276-283,,,True,UAYehrgAAAAJ:ji7lAbPyDbYC,412,,11869328567868018723,/scholar?cites=11869328567868018723,,,,0,0,0
1275086,Antioxidant Role of Glutathione S-Transferases: Protection Against Oxidant Toxicity and Regulation of Stress-Mediated Apoptosis,2004,Rajendra Sharma and Yusong Yang and Abha Sharma and Sanjay Awasthi and Yogesh C Awasthi,6,,2,289-300,Mary Ann Liebert. Inc.,,True,UAYehrgAAAAJ:MreiaWo1ERkC,311,,18007129813152556563,/scholar?cites=18007129813152556563,,,,0,0,0
1275087,Plant growth-promoting bacterium Pseudomonas sp. strain GRP3 influences iron acquisition in mung bean (Vigna radiata L. Wilzeck),2003,A Sharma and BN Johri and AK Sharma and BR Glick,35,Soil Biology and Biochemistry,7,887-894,Pergamon,,True,UAYehrgAAAAJ:aDdGf5um_jkC,304,,8394914059293794596,/scholar?cites=8394914059293794596,,,,0,0,0
1275088,Extraction of oil from Jatropha curcas L. seed kernels by combination of ultrasonication and aqueous enzymatic oil extraction,2005,Shweta Shah and Aparna Sharma and MN Gupta,96,Bioresource technology,1,121-123,Elsevier,,True,UAYehrgAAAAJ:KxT4QD0sKr4C,302,,18256451525954357921,/scholar?cites=18256451525954357921,,,,0,0,0
1275089,Lipid peroxidation and cell cycle signaling: 4-hydroxynonenal. a key molecule in stress mediated signaling.,2003,Yusong Yang and Rajendra Sharma and Abha Sharma and Sanjay Awasthi and Yogesh C Awasthi,50,,2,319-336,,,True,UAYehrgAAAAJ:9LrdxYebArsC,299,,814235355219034764,/scholar?cites=814235355219034764,,,,0,0,0
1275090,Economic value added (EVA)-literature review and relevant issues,2010,Anil K Sharma and Satish Kumar,2,International journal of economics and finance,2,200-220,,,True,UAYehrgAAAAJ:gFrPXmx1TSsC,298,,18128598972608579679,/scholar?cites=18128598972608579679,,,,0,0,0
1275091,Flaxseed—a potential functional food source,2015,Priyanka Kajla and Alka Sharma and Dev Raj Sood,52,,4,1857-1871,Springer India,,True,UAYehrgAAAAJ:b8wqy9DyMDUC,272,,14798271246008608640,/scholar?cites=14798271246008608640,,,,0,0,0
1275092,Status of wetlands in India: A review of extent. ecosystem benefits. threats and management strategies,2014,Nitin Bassi and M Dinesh Kumar and Anuradha Sharma and P Pardha-Saradhi,2,,,1-19,Elsevier,,True,UAYehrgAAAAJ:i2xiXl-TujoC,271,,17216093432311727279,/scholar?cites=17216093432311727279,,,,0,0,0
1275093,Regulation of 4-hydroxynonenal-mediated signaling by glutathione S-transferases,2004,Yogesh C Awasthi and Yusong Yang and Narendra K Tiwari and Brad Patrick and Abha Sharma and Jie Li and Sanjay Awasthi,37,,5,607-619,Pergamon,,True,UAYehrgAAAAJ:F-1HeU7gMOYC,269,,3698614209304924227,/scholar?cites=3698614209304924227,,,,0,0,0
1275094,Human motion analysis: A review,1999,Jake K Aggarwal and Quin Cai,73,,3,428-440,Academic Press,,True,Vj8SG_oAAAAJ:u5HHmVD_uO8C,2535,,4572535326209419257,/scholar?cites=4572535326209419257,,,,0,0,0
1275095,Human activity analysis: A review,2011,Jake K Aggarwal and Michael S Ryoo,43,,3,1-43,Acm,,True,Vj8SG_oAAAAJ:9yKSN-GCB0IC,2418,,17629238843937059991,/scholar?cites=17629238843937059991,,,,0,0,0
1275096,Structure from stereo-a review,1989,Umesh R Dhond and Jake K Aggarwal,19,,6,1489-1510,IEEE,,True,Vj8SG_oAAAAJ:hNSvKAmkeYkC,1377,,11133563707886985271,/scholar?cites=11133563707886985271,,,,0,0,0
1275097,View invariant human action recognition using histograms of 3d joints,2012,Lu Xia and Chia-Chih Chen and Jake K Aggarwal,,,,20-27,IEEE,,True,Vj8SG_oAAAAJ:RGFaLdJalmkC,1373,,2262400623113147225,/scholar?cites=2262400623113147225,,,,0,0,0
1275098,On the computation of motion from sequences of images-a review,1988,JK Aggarwal and N Nandhakumar,76,,8,917-935,IEEE,,True,Vj8SG_oAAAAJ:d1gkVwhDpl0C,1051,,13865957484785449870,/scholar?cites=13865957484785449870,,,,0,0,0
1275099,Human detection using depth information by kinect,2011,Lu Xia and Chia-Chih Chen and Jake K Aggarwal,,,,15-22,IEEE,,True,Vj8SG_oAAAAJ:LkGwnXOMwfcC,700,,18162130644134749386,/scholar?cites=18162130644134749386,,,,0,0,0
1275100,Volumetric descriptions of objects from multiple views,1983,Worthy N Martin and Jagdishkumar Keshoram Aggarwal,,IEEE transactions on pattern analysis and machine intelligence,2,150-158,IEEE,,True,Vj8SG_oAAAAJ:qe6vwMD2xtsC,674,,7498379528947540045,/scholar?cites=7498379528947540045,,,,0,0,0
1275101,Spatio-temporal relationship match: Video structure comparison for recognition of complex human activities,2009,Michael S Ryoo and Jake K Aggarwal,,,,1593-1600,IEEE,,True,Vj8SG_oAAAAJ:W7OEmFMy1HYC,667,,13262498534341896008,/scholar?cites=13262498534341896008,,,,0,0,0
1275102,A large-scale benchmark dataset for event recognition in surveillance video,2011,Sangmin Oh and Anthony Hoogs and Amitha Perera and Naresh Cuntoor and Chia-Chih Chen and Jong Taek Lee and Saurajit Mukherjee and JK Aggarwal and Hyungtae Lee and Larry Davis and Eran Swears and Xioyang Wang and Qiang Ji and Kishore Reddy and Mubarak Shah and Carl Vondrick and Hamed Pirsiavash and Deva Ramanan and Jenny Yuen and Antonio Torralba and Bi Song and Anesco Fong and Amit Roy-Chowdhury and Mita Desai,,,,3153-3160,IEEE,,True,Vj8SG_oAAAAJ:4JMBOYKVnBMC,632,,7107034697157985163,/scholar?cites=7107034697157985163,,,,0,0,0
1275103,Image sequence analysis: Motion estimation,1981,Thomas S Huang and RY Tsai,,,,1-18,Springer. Berlin. Heidelberg,,True,Vj8SG_oAAAAJ:Xz60mAmATU4C,519,,4228596406910124735,/scholar?cites=4228596406910124735,,,,0,0,0
1275104,Human activity recognition from 3d data: A review,2014,Jake K Aggarwal and Lu Xia,48,,,70-80,North-Holland,,True,Vj8SG_oAAAAJ:M0leSnx2MbUC,484,,8349083262795820941,/scholar?cites=8349083262795820941,,,,0,0,0
1275105,Feedback control theory,2013,John C Doyle and Bruce A Francis and Allen R Tannenbaum,,,,,Courier Corporation,,True,w0Vl_lsAAAAJ:u5HHmVD_uO8C,4465,,14933887470062837279,/scholar?cites=14933887470062837279,,,,0,0,0
1275106,Localizing region-based active contours,2008,Shawn Lankton and Allen Tannenbaum,17,IEEE transactions on image processing,11,2029-2039,IEEE,,True,w0Vl_lsAAAAJ:UebtZRa9Y70C,1381,,7188580329010235337,/scholar?cites=7188580329010235337,,,,0,0,0
1275107,Gradient flows and geometric active contour models,1995,Satyanad Kichenassamy and Arun Kumar and Peter Olver and Allen Tannenbaum and Anthony Yezzi,,,,810-815,IEEE,,True,w0Vl_lsAAAAJ:d1gkVwhDpl0C,926,,10983902267672845015,/scholar?cites=10983902267672845015,,,,0,0,0
1275108,A geometric snake model for segmentation of medical imagery,1997,Anthony Yezzi and Satyanad Kichenassamy and Arun Kumar and Peter Olver and Allen Tannenbaum,16,IEEE Transactions on medical imaging,2,199-209,IEEE,,True,w0Vl_lsAAAAJ:9yKSN-GCB0IC,858,,892790392560112182,/scholar?cites=892790392560112182,,,,0,0,0
1275109,Shapes. shocks. and deformations I: the components of two-dimensional shape and the reaction-diffusion space,1995,Benjamin B Kimia and Allen R Tannenbaum and Steven W Zucker,15,,3,189-224,Kluwer Academic Publishers,,True,w0Vl_lsAAAAJ:u-x6o8ySG0sC,816,,17271111075993907928,/scholar?cites=17271111075993907928,,,,0,0,0
1275110,Robust control of linear time-invariant plants using periodic compensation,1985,Poolla Khargonekar and Kameshwar Poolla and Allen Tannenbaum,30,IEEE Transactions on Automatic Control,11,1088-1096,IEEE,,True,w0Vl_lsAAAAJ:qjMakFHDy7sC,765,,9438709986931261019,/scholar?cites=9438709986931261019,,,,0,0,0
1275111,Behavioral analysis of anisotropic diffusion in image processing,1996,Yu-Li You and Wenyuan Xu and Allen Tannenbaum and Mostafa Kaveh,5,IEEE Transactions on Image Processing,11,1539-1553,IEEE,,True,w0Vl_lsAAAAJ:2osOgNQ5qMEC,730,,16114560317069050026,/scholar?cites=16114560317069050026,,,,0,0,0
1275112,Geometry-driven diffusion in computer vision,2013,Bart M Haar Romeny,1,,,,Springer Science & Business Media,,True,w0Vl_lsAAAAJ:rbGdIwl2e6cC,664,,12107063883799971839,/scholar?cites=12107063883799971839,,,,0,0,0
1275113,Conformal curvature flows: from phase transitions to active vision,1996,Satyanad Kichenassamy and Arun Kumar and Peter Olver and Allen Tannenbaum and Anthony Yezzi,134,Archive for Rational Mechanics and Analysis,3,275-301,Springer-Verlag,,True,w0Vl_lsAAAAJ:UeHWp8X0CEIC,572,,2693918965355062317,/scholar?cites=2693918965355062317,,,,0,0,0
1275114,Hamilton-jacobi skeletons,2002,Kaleem Siddiqi and Sylvain Bouix and Allen Tannenbaum and Steven W Zucker,48,International Journal of Computer Vision,3,215-231,Kluwer Academic Publishers,,True,w0Vl_lsAAAAJ:roLk4NBRz8UC,516,,9279790889894599053,/scholar?cites=9279790889894599053,,,,0,0,0
1275115,Affine invariant scale-space,1993,Guillermo Sapiro and Allen Tannenbaum,11,International journal of computer vision,1,25-44,Kluwer Academic Publishers,,True,w0Vl_lsAAAAJ:IjCSPb-OGe4C,495,,350226128269269538,/scholar?cites=350226128269269538,,,,0,0,0
1275116,Indoor location sensing using geo-magnetism,2011,Jaewoo Chung and Matt Donahoe and Chris Schmandt and Ig-Jae Kim and Pedram Razavai and Micaela Wiseman,,,,141-154,,,True,mkpLT20AAAAJ:d1gkVwhDpl0C,521,,17428736872189648063,/scholar?cites=17428736872189648063,,,,0,0,0
1275117,Mobile health monitoring system based on activity recognition using accelerometer,2010,Yu-Jin Hong and Ig-Jae Kim and Sang Chul Ahn and Hyoung-Gon Kim,18,Simulation Modelling Practice and Theory,4,446-455,Elsevier,,True,mkpLT20AAAAJ:2osOgNQ5qMEC,175,,17716716881004527333,/scholar?cites=17716716881004527333,,,,0,0,0
1275118,Implementation of a passive automatic focusing algorithm for digital still camera,1995,Je-Ho Lee and Kun-Sop Kim and Byung-Deok Nam and Jae-Chon Lee and Yong-Moo Kwon and Hyoung-Gon Kim,41,IEEE transactions on consumer electronics,3,449-454,IEEE,,True,mkpLT20AAAAJ:PoWvk5oyLR8C,156,,2494253707439293949,/scholar?cites=2494253707439293949,,,,0,0,0
1275119,Activity recognition using wearable sensors for elder care,2008,Yu-Jin Hong and Ig-Jae Kim and Sang Chul Ahn and Hyoung-Gon Kim,2,,,302-305,IEEE,,True,mkpLT20AAAAJ:u-x6o8ySG0sC,152,,16171408019471384040,/scholar?cites=16171408019471384040,,,,0,0,0
1275120,Detecting driver drowsiness using feature-level fusion and user-specific classification,2014,Jaeik Jo and Sung Joo Lee and Kang Ryoung Park and Ig-Jae Kim and Jaihie Kim,41,Expert Systems with Applications,4,1139-1152,Pergamon,,True,mkpLT20AAAAJ:bFI3QPDXJZMC,138,,4791678954462999360,/scholar?cites=4791678954462999360,,,,0,0,0
1275121,A genome-wide association study of a coronary artery disease risk variant,2013,Ji-Young Lee and Bok-Soo Lee and Dong-Jik Shin and Kyung Woo Park and Young-Ah Shin and Kwang Joong Kim and Lyong Heo and Ji Young Lee and Yun Kyoung Kim and Young Jin Kim and Chang Bum Hong and Sang-Hak Lee and Dankyu Yoon and Hyo Jung Ku and Il-Young Oh and Bong-Jo Kim and Juyoung Lee and Seon-Joo Park and Jimin Kim and Hye-kyung Kawk and Jong-Eun Lee and Hye-kyung Park and Jae-Eun Lee and Hye-young Nam and Hyun-young Park and Chol Shin and Mitsuhiro Yokota and Hiroyuki Asano and Masahiro Nakatochi and Tatsuaki Matsubara and Hidetoshi Kitajima and Ken Yamamoto and Hyung-Lae Kim and Bok-Ghee Han and Myeong-Chan Cho and Yangsoo Jang and Hyo-Soo Kim and Jeong Euy Park and Jong-Young Lee,58,Journal of human genetics,3,120-126,Nature Publishing Group,,True,mkpLT20AAAAJ:tVzLobxzA7YC,126,,1134946525571270594,/scholar?cites=1134946525571270594,,,,0,0,0
1275122,Interactive presentation system,2008,Sang-chul Ahn and Hyoung-gon Kim and Ig-jae Kim and Chang-sik Hwang,,,,,,,True,mkpLT20AAAAJ:4DMP91E08xMC,112,,14626747155722141869,/scholar?cites=14626747155722141869,,,,0,0,0
1275123,Object oriented face detection using range and color information,1998,Sang-Hoon Kim and Nam-Kyu Kim and Sang Chul Ahn and Hyoung-Gon Kim,,,,76-81,IEEE,,True,mkpLT20AAAAJ:edDO8Oi4QzsC,98,,17232079838052564671,/scholar?cites=17232079838052564671,,,,0,0,0
1275124,Logic operations based on magnetic-vortex-state networks,2012,Hyunsung Jung and Youn-Seok Choi and Ki-Suk Lee and Dong-Soo Han and Young-Sang Yu and Mi-Young Im and Peter Fischer and Sang-Koog Kim,6,Acs Nano,5,3712-3717,American Chemical Society,,True,mkpLT20AAAAJ:w8fV-8NuKYgC,88,,7977803061350002839,/scholar?cites=7977803061350002839,,,,0,0,0
1275125,Laparoscopic versus open left pancreatectomy: can preoperative factors indicate the safer technique?,2011,Clifford S Cho and David A Kooby and C Max Schmidt and Attila Nakeeb and David J Bentrem and Nipun B Merchant and Alexander A Parikh and Ronald CG Martin and Charles R Scoggins and Syed A Ahmad and Hong J Kim and Nicholas Hamilton and William G Hawkins and Sharon M Weber,253,Annals of surgery,5,975-980,LWW,,True,mkpLT20AAAAJ:YeN430KGy3cC,83,,347273685756865809,/scholar?cites=347273685756865809,,,,0,0,0
1275126,Path planning and role selection mechanism for soccer robots,1998,Jong-Hwan Kim and Kwang-Choon Kim and Dong-Han Kim and Yong-Jae Kim and Prahlad Vadakkepat,4,,,3216-3221,IEEE,,True,mkpLT20AAAAJ:OLNndOjO69MC,79,,4607281406784287860,/scholar?cites=4607281406784287860,,,,0,0,0
1275127,Image reconstruction from projections,1995,Gabor T Herman,1,Real-Time Imaging,1,3-18,Elsevier,,True,B153thgAAAAJ:-DxkuPiZhfEC,4547,,1808246181093950048,/scholar?cites=1808246181093950048,,,,0,0,0
1275128,Algebraic reconstruction techniques (ART) for three-dimensional electron microscopy and X-ray photography,1970,Richard Gordon and Robert Bender and Gabor T Herman,29,Journal of theoretical Biology,3,471-481,Academic Press,,True,B153thgAAAAJ:u-x6o8ySG0sC,3108,,5201810890280519214,/scholar?cites=5201810890280519214,,,,0,0,0
1275129,Fundamentals of computerized tomography: image reconstruction from projections,2009,Gabor T Herman,,,,,Springer Science & Business Media,,True,B153thgAAAAJ:LkGwnXOMwfcC,1726,,2881489143788626291,/scholar?cites=2881489143788626291,,,,0,0,0
1275130,Three-dimensional display of human organs from computed tomograms,1979,Gabor T Herman and Hsun Kao Liu,9,Computer graphics and image processing,1,1-21,Academic Press,,True,B153thgAAAAJ:2osOgNQ5qMEC,708,,4995879942089217395,/scholar?cites=4995879942089217395,,,,0,0,0
1275131,Discrete tomography: Foundations. algorithms. and applications,1999,Gabor T Herman and Attila Kuba,,,,,Birkhäuser Boston,,True,B153thgAAAAJ:qjMakFHDy7sC,634,,10980991988481085180,/scholar?cites=10980991988481085180,,,,0,0,0
1275132,Developmental systems and languages,1975,Gabor T Herman and Grzegorz Rozenberg,,,,,Elsevier Science Inc.,,True,B153thgAAAAJ:9yKSN-GCB0IC,633,,9188349340304085284,/scholar?cites=9188349340304085284,,,,0,0,0
1275133,Algebraic reconstruction techniques can be made computationally efficient (positron emission tomography application),1993,Gabor T Herman and Lorraine B Meyer,12,IEEE transactions on medical imaging,3,600-609,Ieee,,True,B153thgAAAAJ:IjCSPb-OGe4C,631,,11679021209266811462,/scholar?cites=11679021209266811462,,,,0,0,0
1275134,Iterative reconstruction algorithms,1976,Gabor T Herman and Arnold Lent,6,Computers in biology and medicine,4,273-294,Pergamon,,True,B153thgAAAAJ:eQOLeE2rZwMC,560,,6206184197837814108,/scholar?cites=6206184197837814108,,,,0,0,0
1275135,A maximum a posteriori probability expectation maximization algorithm for image reconstruction in emission tomography,1987,Emanuel Levitan and Gabor T Herman,6,IEEE transactions on medical imaging,3,185-192,IEEE,,True,B153thgAAAAJ:W7OEmFMy1HYC,531,,15778719562586324335,/scholar?cites=15778719562586324335,,,,0,0,0
1275136,3D imaging in medicine,1999,Jayaram K Udupa and Gabor T Herman,,,,,CRC,,True,B153thgAAAAJ:Tyk-4Ss8FVUC,529,,16530412596442568256,/scholar?cites=16530412596442568256,,,,0,0,0
1275137,Gender differences in age effect on brain atrophy measured by magnetic resonance imaging.,1991,Ruben C Gur and P David Mozley and Susan M Resnick and Gary L Gottlieb and Mark Kohn and Robert Zimmerman and Gabor Herman and Scott Atlas and Robert Grossman and Deborah Berretta,88,Proceedings of the National Academy of Sciences,7,2845-2849,National Academy of Sciences,,True,B153thgAAAAJ:qe6vwMD2xtsC,513,,9291401153573484491,/scholar?cites=9291401153573484491,,,,0,0,0
1275138,Fiji: an open-source platform for biological-image analysis,2012,Johannes Schindelin and Ignacio Arganda-Carreras and Erwin Frise and Verena Kaynig and Mark Longair and Tobias Pietzsch and Stephan Preibisch and Curtis Rueden and Stephan Saalfeld and Benjamin Schmid and Jean-Yves Tinevez and Daniel James White and Volker Hartenstein and Kevin Eliceiri and Pavel Tomancak and Albert Cardona,9,Nature Methods,7,676–682,Nature Publishing Group,,True,02VpQlGwa_kC:eQOLeE2rZwMC,27959,,17249863664147333646,/scholar?cites=17249863664147333646,,,,0,0,0
1275139,BoneJ: free and extensible bone image analysis in ImageJ,2010,Michael Doube and Michał M Kłosowski and Ignacio Arganda-Carreras and Fabrice P Cordelières and Robert P Dougherty and Jonathan S Jackson and Benjamin Schmid and John R Hutchinson and Sandra J Shefelbine,47,Bone,6,1076-1079,Elsevier,,True,02VpQlGwa_kC:u-x6o8ySG0sC,1728,,16814410598979768336,/scholar?cites=16814410598979768336,,,,0,0,0
1275140,Trainable Weka Segmentation: a machine learning tool for microscopy pixel classification,2017,Ignacio Arganda-Carreras and Verena Kaynig and Curtis Rueden and Kevin W Eliceiri and Johannes Schindelin and Albert Cardona and H Sebastian Seung,33,Bioinformatics,15,2424-2426,Oxford University Press,,True,02VpQlGwa_kC:bKqednn6t2AC,922,,12995971888361615836,/scholar?cites=12995971888361615836,,,,0,0,0
1275141,TrakEM2 software for neural circuit reconstruction,2012,Albert Cardona and Stephan Saalfeld and Johannes Schindelin and Ignacio Arganda-Carreras and Stephan Preibisch and Mark Longair and Pavel Tomancak and Volker Hartenstein and Rodney J Douglas,7,PloS one,6,e38011,Public Library of Science,,True,02VpQlGwa_kC:YsMSGLbcyi4C,626,,2577882229249708240,/scholar?cites=2577882229249708240,,,,0,0,0
1275142,Serial two-photon tomography for automated ex vivo mouse brain imaging,2012,Timothy Ragan and Lolahon R Kadiri and Kannan Umadevi Venkataraju and Karsten Bahlmann and Jason Sutin and Julian Taranda and Ignacio Arganda-Carreras and Yongsoo Kim and H Sebastian Seung and Pavel Osten,9,Nature methods,3,255-258,Nature Publishing Group,,True,02VpQlGwa_kC:W7OEmFMy1HYC,460,,4117678849410542476,/scholar?cites=4117678849410542476,,,,0,0,0
1275143,3D reconstruction of histological sections: Application to mammary gland tissue,2010,Ignacio Arganda‐Carreras and Rodrigo Fernández‐González and Arrate Muñoz‐Barrutia and Carlos Ortiz‐De‐Solorzano,73,Microscopy research and technique,11,1019-1029,Wiley Subscription Services. Inc.. A Wiley Company,,True,02VpQlGwa_kC:2osOgNQ5qMEC,420,,4992490625560199211,/scholar?cites=4992490625560199211,,,,0,0,0
1275144,MorphoLibJ: integrated library and plugins for mathematical morphology with ImageJ,2016,David Legland and Ignacio Arganda-Carreras and Philippe Andrey,32,Bioinformatics,22,3532-3534,Oxford University Press,,True,02VpQlGwa_kC:4vMrXwiscB8C,403,,15755915495942198773,/scholar?cites=15755915495942198773,,,,0,0,0
