,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1275300,Mean and variance of implicitly defined biased estimators (such as penalized maximum likelihood): Applications to tomography,1996,Jeffrey A Fessler,5,IEEE Trans. on Image Processing,3,493-506,IEEE,,True,J5f4Gq8AAAAJ:eQOLeE2rZwMC,453,,7145407297718440808,/scholar?cites=7145407297718440808,,,,0,0,0
1275301,Positron-emission tomography,1997,John M Ollinger and Jeffrey A Fessler,14,IEEE Signal Processing Magazine,1,43-55,IEEE,,True,J5f4Gq8AAAAJ:roLk4NBRz8UC,452,,14662860761119828703,/scholar?cites=14662860761119828703,,,,0,0,0
1275302,Globally convergent algorithms for maximum a posteriori transmission tomography,1995,Kenneth Lange and Jeffrey A Fessler,4,,10,1430-1438,IEEE,,True,J5f4Gq8AAAAJ:_FxGoFyzp5QC,438,,10319217196185943640,/scholar?cites=10319217196185943640,,,,0,0,0
1275303,Image Super-Resolution Using Deep Convolutional Networks,2015,Chao Dong and Chen Change Loy and Kaiming He and Xiaoou Tang,38,IEEE Transactions on Pattern Analysis and Machine Intelligence,2,295 - 307,,,True,559LF80AAAAJ:j8pvxH-kN2QC,4502,,13705212607084119344,/scholar?cites=13705212607084119344,,,,0,0,0
1275304,Learning a Deep Convolutional Network for Image Super-Resolution,2014,Chao Dong and Chen Change Loy and Kaiming He and Xiaoou Tang,,,,184-199,,,True,559LF80AAAAJ:hC7cP41nSMkC,3078,,12401256383167717427,/scholar?cites=12401256383167717427,,,,0,0,0
1275305,Accelerating the Super-Resolution Convolutional Neural Network,2016,Chao Dong and Chen Change Loy and Xiaoou Tang,,,,391-407,,,True,559LF80AAAAJ:rpSJNIKeXWsC,1445,,14172147191910078930,/scholar?cites=14172147191910078930,,,,0,0,0
1275306,Facial Landmark Detection by Deep Multi-task Learning,2014,Zhanpeng Zhang and Ping Luo and Chen Change Loy and Xiaoou Tang,,,,94-108,,,True,559LF80AAAAJ:-f6ydRqryjwC,1146,,16482489996145376565,/scholar?cites=16482489996145376565,,,,0,0,0
1275307,ESRGAN: Enhanced Super-Resolution Generative Adversarial Networks,2018,Xintao Wang and Ke Yu and Shixiang Wu and Jinjin Gu and Yihao Liu and Chao Dong and Yu Qiao and Chen Change Loy,,"Workshop and Challenge on  Perceptual Image Restoration  and Manipulation, European Conference on Computer Vision",,,,,True,559LF80AAAAJ:koF6b02d8EEC,877,,9756581518416283122,/scholar?cites=9756581518416283122,,,,0,0,0
1275308,WIDER FACE: A Face Detection Benchmark,2016,Shuo Yang and Ping Luo and Chen Change Loy and Xiaoou Tang,,,,5525-5533,,,True,559LF80AAAAJ:4oJvMfeQlr8C,869,,8866787776930184069,/scholar?cites=8866787776930184069,,,,0,0,0
1275309,NTIRE 2017 Challenge on Single Image Super-Resolution: Methods and Results,2017,Radu Timofte and Eirikur Agustsson and Luc Van Gool and Ming-Hsuan Yang and Lei Zhang and Bee Lim and Sanghyun Son and Heewon Kim and Seungjun Nah and Kyoung Mu Lee and Xintao Wang and Yapeng Tian and Ke Yu and Yulun Zhang and Shixiang Wu and Chao Dong and Liang Lin and Yu Qiao and Chen Change Loy and Woong Bae and Jaejun Yoo and Yoseob Han and Jong Chul Ye and Jae-Seok Choi and Munchurl Kim and Yuchen Fan and Jiahui Yu and Wei Han and Ding Liu and Haichao Yu and Zhangyang Wang and Honghui Shi and Xinchao Wang and Thomas S Huang and Yunjin Chen and Kai Zhang and Wangmeng Zuo and Zhimin Tang and Linkai Luo and Shaohui Li and Min Fu and Lei Cao and Wen Heng and Giang Bui and Truc Le and Ye Duan and Dacheng Tao and Ruxin Wang and Xu Lin and Jianxin Pang and Jinchang Xu and Yu Zhao and Xiangyu Xu and Jinshan Pan and Deqing Sun and Yujin Zhang and Xibin Song and Yuchao Dai and Xueying Qin and Xuan-Phung Huynh and Tiantong Guo and Hojjat Seyed Mousavi and Tiep Huu Vu and Vishal Monga and Cristovao Cruz and Karen Egiazarian and Vladimir Katkovnik and Rakesh Mehta and Arnav Kumar Jain and Abhinav Agarwalla and Ch V Sai Praveen,,,,1110-1121,IEEE,,True,559LF80AAAAJ:-38epGy1wY0C,660,,7685867950273076567,/scholar?cites=7685867950273076567,,,,0,0,0
1275310,Person Re-Identification,2014,Shaogang Gong and Marco Cristani and Shuicheng Yan and Chen Change Loy,,,,,Springer,,True,559LF80AAAAJ:mVmsd5A6BfQC,611,,11419042456636746640,/scholar?cites=11419042456636746640,,,,0,0,0
1275311,Semantic Image Segmentation via Deep Parsing Network,2015,Ziwei Liu and Xiaoxiao Li and Ping Luo and Chen Change Loy and Xiaoou Tang,,,,1377-1385,,,True,559LF80AAAAJ:ufKn5pxu7C0C,596,,18281955767933637624,/scholar?cites=18281955767933637624,,,,0,0,0
1275312,A Large-Scale Car Dataset for Fine-Grained Categorization and Verification,2015,Linjie Yang and Ping Luo and Chen Change Loy and Xiaoou Tang,,,,3973-3981,,,True,559LF80AAAAJ:IT1MJ6E3JesC,578,,15493017649905778902,/scholar?cites=15493017649905778902,,,,0,0,0
1275313,From Facial Parts Responses to Face Detection: A Deep Learning Approach,2015,Shuo Yang and Ping Luo and Chen Change Loy and Xiaoou Tang,,,,3676-3684,IEEE,,True,559LF80AAAAJ:eAUscmXIlQ8C,539,,1818335115841631894,/scholar?cites=1818335115841631894,,,,0,0,0
1275314,Image denoising by sparse 3-D transform-domain collaborative filtering,2007,Kostadin Dabov and Alessandro Foi and Vladimir Katkovnik and Karen Egiazarian,16,IEEE Transactions on image processing,8,2080-2095,IEEE,,True,PzvGG50AAAAJ:iLjPvThLa1EC,6697,,1880635753920193383,/scholar?cites=1880635753920193383,,,,0,0,0
1275315,TID2008-a database for evaluation of full-reference visual quality assessment metrics,2009,Nikolay Ponomarenko and Vladimir Lukin and Alexander Zelensky and Karen Egiazarian and Marco Carli and Federica Battisti,10,Advances of Modern Radioelectronics,4,30-45,,,True,PzvGG50AAAAJ:_FxGoFyzp5QC,1204,,10197442694825674852,/scholar?cites=10197442694825674852,,,,0,0,0
1275316,Pointwise shape-adaptive DCT for high-quality denoising and deblocking of grayscale and color images,2007,Alessandro Foi and Vladimir Katkovnik and Karen Egiazarian,16,IEEE transactions on image processing,5,1395-1411,IEEE,,True,PzvGG50AAAAJ:d1gkVwhDpl0C,707,,16797819363845377319,/scholar?cites=16797819363845377319,,,,0,0,0
1275317,Image database TID2013: Peculiarities. results and perspectives,2015,Nikolay Ponomarenko and Lina Jin and Oleg Ieremeiev and Vladimir Lukin and Karen Egiazarian and Jaakko Astola and Benoit Vozel and Kacem Chehdi and Marco Carli and Federica Battisti and C-C Jay Kuo,30,Signal processing: Image communication,,57-77,Elsevier,,True,PzvGG50AAAAJ:uAP7c9r_Rr8C,689,,5014264754084340197,/scholar?cites=5014264754084340197,,,,0,0,0
1275318,Ntire 2017 challenge on single image super-resolution: Methods and results,2017,Radu Timofte and Eirikur Agustsson and Luc Van Gool and Ming-Hsuan Yang and Lei Zhang,,,,114-125,,,True,PzvGG50AAAAJ:-QO_JlXAMEAC,660,,7685867950273076567,/scholar?cites=7685867950273076567,,,,0,0,0
1275319,Image denoising with block-matching and 3D filtering,2006,Kostadin Dabov and Alessandro Foi and Vladimir Katkovnik and Karen Egiazarian,6064,,,606414,International Society for Optics and Photonics,,True,PzvGG50AAAAJ:eQOLeE2rZwMC,635,,12035458621659547348,/scholar?cites=12035458621659547348,,,,0,0,0
1275320,Practical Poissonian-Gaussian noise modeling and fitting for single-image raw-data,2008,Alessandro Foi and Mejdi Trimeche and Vladimir Katkovnik and Karen Egiazarian,17,IEEE Transactions on Image Processing,10,1737-1754,IEEE,,True,PzvGG50AAAAJ:YsMSGLbcyi4C,613,,6474300874050249945,/scholar?cites=6474300874050249945,,,,0,0,0
1275321,Nonlocal transform-domain filter for volumetric data denoising and reconstruction,2012,Matteo Maggioni and Vladimir Katkovnik and Karen Egiazarian and Alessandro Foi,22,IEEE transactions on image processing,1,119-133,IEEE,,True,PzvGG50AAAAJ:Wq2b2clWBLsC,548,,1139966088247133849,/scholar?cites=1139966088247133849,,,,0,0,0
1275322,BM3D frames and variational image deblurring,2011,Aram Danielyan and Vladimir Katkovnik and Karen Egiazarian,21,IEEE Transactions on Image Processing,4,1715-1728,IEEE,,True,PzvGG50AAAAJ:q3CdL3IzO_QC,502,,7479437573299155466,/scholar?cites=7479437573299155466,,,,0,0,0
1275323,Blind image deconvolution: theory and applications,2007,Patrizio Campisi and Karen Egiazarian,,,,,CRC press,,True,PzvGG50AAAAJ:UeHWp8X0CEIC,482,,836772146740495837,/scholar?cites=836772146740495837,,,,0,0,0
1275324,BM3D image denoising with shape-adaptive principal component analysis,2009,Kostadin Dabov and Alessandro Foi and Vladimir Katkovnik and Karen Egiazarian,,,,,,,True,PzvGG50AAAAJ:aqlVkmm33-oC,479,,4155195784514451543,/scholar?cites=4155195784514451543,,,,0,0,0
1275325,Hyperspectral unmixing overview: Geometrical. statistical. and sparse regression-based approaches,2012,José M Bioucas-Dias and Antonio Plaza and Nicolas Dobigeon and Mario Parente and Qian Du and Paul Gader and Jocelyn Chanussot,5,IEEE journal of selected topics in applied earth observations and remote sensing,2,354-379,IEEE,,True,6owK2OQAAAAJ:u-x6o8ySG0sC,2156,,17205403180489548653,/scholar?cites=17205403180489548653,,,,0,0,0
1275326,Recent advances in techniques for hyperspectral image processing,2009,Antonio Plaza and Jon Atli Benediktsson and Joseph W Boardman and Jason Brazile and Lorenzo Bruzzone and Gustavo Camps-Valls and Jocelyn Chanussot and Mathieu Fauvel and Paolo Gamba and Anthony Gualtieri and Mattia Marconcini and James C Tilton and Giovanna Trianni,113,,,S110-S122,Elsevier,,True,6owK2OQAAAAJ:u5HHmVD_uO8C,1550,,1097542597342145576,/scholar?cites=1097542597342145576,,,,0,0,0
1275327,Hyperspectral remote sensing data analysis and future challenges,2013,José M Bioucas-Dias and Antonio Plaza and Gustavo Camps-Valls and Paul Scheunders and Nasser Nasrabadi and Jocelyn Chanussot,1,IEEE Geoscience and remote sensing magazine,2,6-36,IEEE,,True,6owK2OQAAAAJ:UebtZRa9Y70C,1188,,5708218922703984457,/scholar?cites=5708218922703984457,,,,0,0,0
1275328,Advances in spectral-spatial classification of hyperspectral images,2012,Mathieu Fauvel and Yuliya Tarabalka and Jon Atli Benediktsson and Jocelyn Chanussot and James C Tilton,101,Proceedings of the IEEE,3,652-675,IEEE,,True,6owK2OQAAAAJ:W7OEmFMy1HYC,1102,,11236706543765100310,/scholar?cites=11236706543765100310,,,,0,0,0
1275329,Spectral and spatial classification of hyperspectral data using SVMs and morphological profiles,2008,Mathieu Fauvel and Jón Atli Benediktsson and Jocelyn Chanussot and Johannes R Sveinsson,46,IEEE Transactions on Geoscience and Remote Sensing,11,3804-3814,IEEE,,True,6owK2OQAAAAJ:d1gkVwhDpl0C,1079,,5736200849932403972,/scholar?cites=5736200849932403972,,,,0,0,0
1275330,Spectral–spatial classification of hyperspectral imagery based on partitional clustering techniques,2009,Yuliya Tarabalka and Jón Atli Benediktsson and Jocelyn Chanussot,47,IEEE transactions on geoscience and remote sensing,8,2973-2987,IEEE,,True,6owK2OQAAAAJ:2osOgNQ5qMEC,754,,1300729458194095409,/scholar?cites=1300729458194095409,,,,0,0,0
1275331,Comparison of pansharpening algorithms: Outcome of the 2006 GRS-S data-fusion contest,2007,Luciano Alparone and Lucien Wald and Jocelyn Chanussot and Claire Thomas and Paolo Gamba and Lori Mann Bruce,45,IEEE Transactions on Geoscience and Remote Sensing,10,3012-3021,IEEE,,True,6owK2OQAAAAJ:9yKSN-GCB0IC,723,,7417222297840746147,/scholar?cites=7417222297840746147,,,,0,0,0
1275332,A critical comparison among pansharpening algorithms,2014,Gemine Vivone and Luciano Alparone and Jocelyn Chanussot and Mauro Dalla Mura and Andrea Garzelli and Giorgio A Licciardi and Rocco Restaino and Lucien Wald,53,IEEE Transactions on Geoscience and Remote Sensing,5,2565-2586,IEEE,,True,6owK2OQAAAAJ:Bg7qf7VwUHIC,680,,14799732814292562398,/scholar?cites=14799732814292562398,,,,0,0,0
1275333,SVM-and MRF-based method for accurate classification of hyperspectral images,2010,Yuliya Tarabalka and Mathieu Fauvel and Jocelyn Chanussot and Jón Atli Benediktsson,7,IEEE Geoscience and Remote Sensing Letters,4,736-740,IEEE,,True,6owK2OQAAAAJ:UeHWp8X0CEIC,670,,16696464315508072700,/scholar?cites=16696464315508072700,,,,0,0,0
1275334,Segmentation and classification of hyperspectral images using watershed transformation,2010,Yuliya Tarabalka and Jocelyn Chanussot and Jon Atli Benediktsson,43,Pattern Recognition,7,2367-2379,Pergamon,,True,6owK2OQAAAAJ:Tyk-4Ss8FVUC,592,,17021391705967066623,/scholar?cites=17021391705967066623,,,,0,0,0
1275335,Synthesis of multispectral images to high spatial resolution: A critical review of fusion methods based on remote sensing physics,2008,Claire Thomas and Thierry Ranchin and Lucien Wald and Jocelyn Chanussot,46,,5,1301-1312,IEEE,,True,6owK2OQAAAAJ:qjMakFHDy7sC,547,,17290385875296962681,/scholar?cites=17290385875296962681,,,,0,0,0
1275336,Wavelets and filter banks,1996,Gilbert Strang and Truong Nguyen,,,,,SIAM,,True,5rjfy4AAAAAJ:u5HHmVD_uO8C,7723,,9961462857290838425,/scholar?cites=9961462857290838425,,,,0,0,0
1275337,ECG beat detection using filter banks,1999,Valtino X Afonso and Willis J Tompkins and Truong Q Nguyen and Shen Luo,46,IEEE transactions on biomedical engineering,2,192-202,IEEE,,True,5rjfy4AAAAAJ:u-x6o8ySG0sC,871,,2014774044470807489,/scholar?cites=2014774044470807489,,,,0,0,0
1275338,Handbook of time series analysis. signal processing. and dynamics,1999,David Stephen Geoffrey Pollock and Richard C Green and Truong Nguyen,,,,,Elsevier,,True,5rjfy4AAAAAJ:d1gkVwhDpl0C,464,,17408781567068832163,/scholar?cites=17408781567068832163,,,,0,0,0
1275339,Eigenfilters: A new approach to least-squares FIR filter design and applications including Nyquist filters,1987,P Vaidyanathan and Truong Nguyen,34,IEEE Transactions on Circuits and Systems,1,11-23,IEEE,,True,5rjfy4AAAAAJ:2osOgNQ5qMEC,411,,10864080984396706112,/scholar?cites=10864080984396706112,,,,0,0,0
1275340,An augmented Lagrangian method for total variation video restoration,2011,Stanley H Chan and Ramsin Khoshabeh and Kristofor B Gibson and Philip E Gill and Truong Q Nguyen,20,IEEE Transactions on Image Processing,11,3097-3111,IEEE,,True,5rjfy4AAAAAJ:QIV2ME_5wuYC,388,,8628105094668466819,/scholar?cites=8628105094668466819,,,,0,0,0
1275341,Linear phase paraunitary filter banks: Theory. factorizations and designs,1993,Anand K Soman and PP Vaidyanathan and Truong Q Nguyen,41,IEEE transactions on signal processing,12,3480-3496,IEEE,,True,5rjfy4AAAAAJ:9yKSN-GCB0IC,377,,17874240675299539540,/scholar?cites=17874240675299539540,,,,0,0,0
1275342,Two-channel perfect-reconstruction FIR QMF structures which yield linear-phase analysis and synthesis filters,1989,Truong Q Nguyen and PP Vaidyanathan,37,"IEEE Transactions on Acoustics, Speech, and Signal Processing",5,676-690,IEEE,,True,5rjfy4AAAAAJ:qjMakFHDy7sC,345,,17613339765729738693,/scholar?cites=17613339765729738693,,,,0,0,0
1275343,Design of hybrid filter banks for analog/digital conversion,1998,Scott R Velazquez and Truong Q Nguyen and Steven R Broadstone,46,IEEE transactions on signal processing,4,956-967,IEEE,,True,5rjfy4AAAAAJ:IjCSPb-OGe4C,342,,10809400274047190944,/scholar?cites=10809400274047190944,,,,0,0,0
1275344,An investigation of dehazing effects on image and video coding,2011,Kristofor B Gibson and Dung T Vo and Truong Q Nguyen,21,IEEE transactions on image processing,2,662-673,IEEE,,True,5rjfy4AAAAAJ:NhqRSupF_l8C,313,,11754578787856512887,/scholar?cites=11754578787856512887,,,,0,0,0
1275345,Image superresolution using support vector regression,2007,Karl S Ni and Truong Q Nguyen,16,IEEE Transactions on Image Processing,6,1596-1610,IEEE,,True,5rjfy4AAAAAJ:ufrVoPGSRksC,292,,1166464545100530713,/scholar?cites=1166464545100530713,,,,0,0,0
1275346,The GenLOT: Generalized linear-phase lapped orthogonal transform,1996,Ricardo L De Queiroz and Truong Q Nguyen and K Raghunath Rao,44,IEEE Transactions on Signal Processing,3,497-507,IEEE,,True,5rjfy4AAAAAJ:UeHWp8X0CEIC,284,,8213246852017906984,/scholar?cites=8213246852017906984,,,,0,0,0
1275347,Image compression using block truncation coding,1979,Edward Delp and O Mitchell,27,IEEE transactions on Communications,9,1335-1342,IEEE,,True,qxs5pc4AAAAJ:u-x6o8ySG0sC,1123,,8220926504912356006,/scholar?cites=8220926504912356006,,,,0,0,0
1275348,Perceptual watermarks for digital images and video,1999,Raymond B Wolfgang and Christine I Podilchuk and Edward J Delp,87,Proceedings of the IEEE,7,1108-1126,IEEE,,True,qxs5pc4AAAAJ:u5HHmVD_uO8C,1113,,15990139444267383758,/scholar?cites=15990139444267383758,,,,0,0,0
1275349,Digital watermarking: algorithms and applications,2001,Christine I Podilchuk and Edward J Delp,18,IEEE signal processing Magazine,4,33-46,IEEE,,True,qxs5pc4AAAAJ:9yKSN-GCB0IC,1020,,14037346202282244869,/scholar?cites=14037346202282244869,,,,0,0,0
1275350,A watermark for digital images,1996,Raymond B Wolfgang and Edward J Delp,3,,,219-222,IEEE,,True,qxs5pc4AAAAJ:d1gkVwhDpl0C,762,,4263500363081716591,/scholar?cites=4263500363081716591,,,,0,0,0
1275351,The use of mobile devices in aiding dietary assessment and evaluation,2010,Fengqing Zhu and Marc Bosch and Insoo Woo and SungYe Kim and Carol J Boushey and David S Ebert and Edward J Delp,4,IEEE journal of selected topics in signal processing,4,756-766,IEEE,,True,qxs5pc4AAAAJ:AXPGKjj_ei8C,349,,11251441526461400042,/scholar?cites=11251441526461400042,,,,0,0,0
1275352,An iterative growing and pruning algorithm for classification tree design,1989,Saul B Gelfand and CS Ravishankar and Edward J Delp,,,,818-823,IEEE,,True,qxs5pc4AAAAJ:2osOgNQ5qMEC,347,,17191648457826993616,/scholar?cites=17191648457826993616,,,,0,0,0
1275353,Optimum color spaces for skin detection,2001,Alberto Albiol and Luis Torres and Edward J Delp,1,,,122-124,IEEE,,True,qxs5pc4AAAAJ:W7OEmFMy1HYC,329,,2708313428221321254,/scholar?cites=2708313428221321254,,,,0,0,0
1275354,Detection of image alterations using semifragile watermarks,2000,Eugene T Lin and Christine I Podilchuk and Edward J Delp III,3971,,,152-163,International Society for Optics and Photonics,,True,qxs5pc4AAAAJ:IjCSPb-OGe4C,326,,12654218374582996454,/scholar?cites=12654218374582996454,,,,0,0,0
1275355,Advances in digital video content protection,2005,EI Lin and Ahmet M Eskicioglu and Reginald L Lagendijk and Edward J Delp,93,,1,171-183,IEEE,,True,qxs5pc4AAAAJ:Tyk-4Ss8FVUC,312,,13261972815315241119,/scholar?cites=13261972815315241119,,,,0,0,0
1275356,A review of fragile image watermarks,1999,Eugene T Lin and Edward J Delp,1,Proceedings of the Multimedia and Security Workshop (ACM Multimedia'99) Multimedia Contents,,25-29,,,True,qxs5pc4AAAAJ:zYLM7Y9cAGgC,294,,9990426487992399822,/scholar?cites=9990426487992399822,,,,0,0,0
1275357,Deepfake video detection using recurrent neural networks,2018,David Güera and Edward J Delp,,,,1-6,IEEE,,True,qxs5pc4AAAAJ:M8meJADSprsC,276,,14458897909158175298,/scholar?cites=14458897909158175298,,,,0,0,0
1275358,Evidence for the spin-0 nature of the Higgs boson using ATLAS data,2013,Georges Aad and Tatevik Abajyan and Brad Abbott and Jalal Abdallah and S Abdel Khalek and Rosemarie Aben and B Abi and M Abolins and OS AbouZeid and H Abramowicz and H Abreu and Y Abulaiti and BS Acharya and L Adamczyk and DL Adams and TN Addy and J Adelman and S Adomeit and T Adye and S Aefsky and JA Aguilar-Saavedra and M Agustoni and SP Ahlen and A Ahmad and M Ahsan and G Aielli and TPA Åkesson and G Akimoto and AV Akimov and MA Alam and J Albert and S Albrand and MJ Alconada Verzini and M Aleksa and IN Aleksandrov and F Alessandria and C Alexa and G Alexander and G Alexandre and T Alexopoulos and M Alhroob and M Aliev and G Alimonti and L Alio and J Alison and BMM Allbrooke and LJ Allison and PP Allport and SE Allwood-Spiers and J Almond and A Aloisio and R Alon and A Alonso and F Alonso and A Altheimer and B Alvarez Gonzalez and MG Alviggi and K Amako and Y Amaral Coutinho and C Amelung and VV Ammosov and SP Amor Dos Santos and A Amorim and S Amoroso and N Amram and C Anastopoulos and LS Ancu and N Andari and T Andeen and CF Anders and G Anders and KJ Anderson and A Andreazza and V Andrei and XS Anduaga and S Angelidakis and P Anger and A Angerami and F Anghinolfi and AV Anisenkov and N Anjos and A Annovi and A Antonaki and M Antonelli and A Antonov and J Antos and F Anulli and M Aoki and L Aperio Bella and R Apolle and G Arabidze and I Aracena and Y Arai and ATH Arce and S Arfaoui and JF Arguin and S Argyropoulos and E Arik and M Arik and AJ Armbruster and O Arnaez and V Arnal and O Arslan and A Artamonov and G Artoni and S Asai and N Asbah and S Ask and B Åsman and L Asquith and K Assamagan and R Astalos and A Astbury and M Atkinson and NB Atlay and B Auerbach and E Auge and K Augsten and M Aurousseau and G Avolio and D Axen and G Azuelos and Y Azuma and MA Baak and C Bacci and AM Bach and H Bachacou and K Bachas and M Backes and M Backhaus and J Backus Mayes and E Badescu and P Bagiacchi and P Bagnaia and Y Bai and DC Bailey and T Bain and JT Baines and OK Baker and S Baker and P Balek and F Balli and E Banas and Sw Banerjee and D Banfi and A Bangert and V Bansal and HS Bansil and L Barak and SP Baranov,726,Physics Letters B,1-3,120-144,North-Holland,,True,eo4DntUAAAAJ:c2LjitseEfMC,1451,,12208398159265531045,/scholar?cites=12208398159265531045,,,,0,0,0
1275359,Black carbon emissions in China,2001,David G Streets and Shalini Gupta and Stephanie T Waldhoff and Michael Q Wang and Tami C Bond and Bo Yiyun,35,Atmospheric environment,25,4281-4296,Pergamon,,True,eo4DntUAAAAJ:zIozKTkozWIC,576,,5602362372227500266,/scholar?cites=5602362372227500266,,,,0,0,0
1275360,Method and apparatus for creating modifiable and combinable speech objects for acquiring information from a speaker in an interactive voice response system,2001,Peter C Monaco and Steven C Ehrlich and Debajit Ghosh and Mark Klenk and Julian Sinai and Madhavan Thirumalai and Sundeep Gupta,,,,,,,True,eo4DntUAAAAJ:DwWRdx-KAo4C,503,,13120826429322246761,/scholar?cites=13120826429322246761,,,,0,0,0
1275361,Insight into adsorption equilibrium. kinetics and thermodynamics of Malachite Green onto clayey soil of Indian origin,2010,Papita Saha and Shamik Chowdhury and Suyash Gupta and Indresh Kumar,165,Chemical Engineering Journal,3,874-882,Elsevier,,True,eo4DntUAAAAJ:1cQOl6Zi554C,296,,6477186075214266591,/scholar?cites=6477186075214266591,,,,0,0,0
1275362,Anthropogenic emissions of non-methane volatile organic compounds in China,2002,Zbigniew Klimont and David G Streets and Shalini Gupta and Janusz Cofala and Fu Lixin and Yoichi Ichikawa,36,Atmospheric Environment,8,1309-1322,Pergamon,,True,eo4DntUAAAAJ:gDB6RRZydyMC,256,,6273217905532078273,/scholar?cites=6273217905532078273,,,,0,0,0
1275363,Wavelet-based statistical approach for speckle reduction in medical ultrasound images,2004,Savita Gupta and RC Chauhan and SC Sexana,42,Medical and Biological Engineering and computing,2,189-192,Springer-Verlag,,True,eo4DntUAAAAJ:fPk4N6BV_jEC,248,,3936741820071285526,/scholar?cites=3936741820071285526,,,,0,0,0
1275364,Image Denoising Using Wavelet Thresholding.,2002,Lakhwinder Kaur and Savita Gupta and RC Chauhan,2,ICVGIP,,16-18,,,True,eo4DntUAAAAJ:4OULZ7Gr8RgC,244,,8857845163889117925,/scholar?cites=8857845163889117925,,,,0,0,0
1275365,The k most vital arcs in the shortest path problem,1989,Kavindra Malik and Ashok K Mittal and Santosh K Gupta,8,Operations Research Letters,4,223-227,North-Holland,,True,eo4DntUAAAAJ:L8BhO0RnMU4C,240,,18422735141760386065,/scholar?cites=18422735141760386065,,,,0,0,0
1275366,4-Thiazolidinones: the advances continue…,2014,Avinash C Tripathi and Shiv Ji Gupta and Gul Naz Fatima and Pankaj Kumar Sonar and Amit Verma and Shailendra K Saraf,72,,,52-77,Elsevier Masson,,True,eo4DntUAAAAJ:3pYxbvHKFu8C,239,,11700046863793759903,/scholar?cites=11700046863793759903,,,,0,0,0
1275367,Therapeutic and Medicinal Uses of Aloe vera: A Review,2013,Pankaj K Sahu and Deen Dayal Giri and Ritu Singh and Priyanka Pandey and Sharmistha Gupta and Atul Kumar Shrivastava and Ajay Kumar and Kapil Dev Pandey,4,,08,599,Scientific Research Publishing,,True,eo4DntUAAAAJ:cOfwuRB03ygC,234,,12037037564873880514,/scholar?cites=12037037564873880514,,,,0,0,0
1275368,High-performance. scalable mutlicore hardware and software system,2012,William M Johnson and Murali S Chinnakonda and Jeffrey L Nye and Toshio Nagata and John W Glotzbach and Hamid R Sheikh and Ajay Jayaraj and Stephen Busch and Shalini Gupta and Robert JP Nychka and David H Bartley and Ganesh Sundararajan,,,,,,,True,eo4DntUAAAAJ:8QO3eJiZnkEC,219,,2829738615381637293,/scholar?cites=2829738615381637293,,,,0,0,0
1275369,Testing for nonlinearity in time series: the method of surrogate data,1992,James Theiler and Stephen Eubank and André Longtin and Bryan Galdrikian and J Doyne Farmer,58,Physica D: Nonlinear Phenomena,1-4,77-94,North-Holland,,True,YGPQbLQAAAAJ:u5HHmVD_uO8C,4270,,12375949362040451047,/scholar?cites=12375949362040451047,,,,0,0,0
1275370,GNU scientific library reference manual,2007,Mark Galassi and Jim Davies and James Theiler and Brian Gough and Gerard Jungman and Patrick Alken and Michael Booth and Fabrice Rossi and R Ulerich,,URL http://www. gnu. org/software/gsl,,,,,True,YGPQbLQAAAAJ:KaMxkj08jr0C,2505,,5805417034500595039,/scholar?cites=5805417034500595039,,,,0,0,0
1275371,Timing the ancestor of the HIV-1 pandemic strains,2000,Bette Korber and Mark Muldoon and James Theiler and Fei Gao and Radhika Gupta and Alan Lapedes and BH Hahn and Steven Wolinsky and Tanmoy Bhattacharya,288,science,5472,1789-1796,American Association for the Advancement of Science,,True,YGPQbLQAAAAJ:LI9QrySNdTsC,1386,,7055234930252058893,/scholar?cites=7055234930252058893,,,,0,0,0
1275372,Tracking changes in SARS-CoV-2 Spike: evidence that D614G increases infectivity of the COVID-19 virus,2020,Bette Korber and Will M Fischer and Sandrasegaram Gnanakaran and Hyejin Yoon and James Theiler and Werner Abfalterer and Nick Hengartner and Elena E Giorgi and Tanmoy Bhattacharya and Brian Foley and Kathryn M Hastie and Matthew D Parker and David G Partridge and Cariad M Evans and Timothy M Freeman and Thushan I de Silva and Adrienne Angyal and Rebecca L Brown and Laura Carrilero and Luke R Green and Danielle C Groves and Katie J Johnson and Alexander J Keeley and Benjamin B Lindsey and Paul J Parsons and Mohammad Raza and Sarah Rowland-Jones and Nikki Smith and Rachel M Tucker and Dennis Wang and Matthew D Wyles and Charlene McDanal and Lautaro G Perez and Haili Tang and Alex Moon-Walker and Sean P Whelan and Celia C LaBranche and Erica O Saphire and David C Montefiori,182,Cell,4,812-827. e19,Cell Press,,True,YGPQbLQAAAAJ:BrOSOlqYqPUC,1309,,14358145256833756427,/scholar?cites=14358145256833756427,,,,0,0,0
1275373,Spurious dimension from correlation algorithms applied to limited time-series data,1986,James Theiler,34,Physical review A,3,2427,American Physical Society,,True,YGPQbLQAAAAJ:u-x6o8ySG0sC,1252,,444343748265390262,/scholar?cites=444343748265390262,,,,0,0,0
1275374,Estimating fractal dimension,1990,James Theiler,7,,6,1055-1073,Optical Society of America,,True,YGPQbLQAAAAJ:9yKSN-GCB0IC,1132,,9532980790728770006,/scholar?cites=9532980790728770006,,,,0,0,0
