,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1328501,¿Se les está moviendo el piso a las empresas petroleras en América Latina?,2006,Jesús Mora Contreras,340,Economía Informa,,62-77,Facultad de Economía. Universidad Nacional Autónoma de México (UNAM),,True,0UOSCdIAAAAJ:Y0pCki6q_DkC,2,,2104254515998581176,/scholar?cites=2104254515998581176,,,,0,0,0
1328502,La apertura petrolera y el capitalismo rentístico venezolano,1996,Carlos Domingo and María Fargier and Jesús Mora and Vicente Ramírez and Giorgio Tonella,46,Comercio exterior,11,929-938,Banco Nacional de Comercio Exterior (México),,True,0UOSCdIAAAAJ:roLk4NBRz8UC,2,,12977016770502774966,/scholar?cites=12977016770502774966,,,,0,0,0
1328503,Richard Cantillon o la responsabilidad de los propietarios de las tierras en el movimiento económico de la sociedad,1992,Jesús Mora Contreras,17,Economía,7,81-87,,,True,0UOSCdIAAAAJ:e5wmG9Sq2KIC,2,,5079413971349127673,/scholar?cites=5079413971349127673,,,,0,0,0
1328504,One-step one chemical synthesis process of graphene from rice husk for energy storage applications,2017,Pushpendra Singh and Jitendra Bahadur and Kaushik Pal,6,Graphene,3,61-71,Scientific Research Publishing,,True,Nv2xkBMAAAAJ:7PzlFSSx8tAC,29,,9440128128427291555,/scholar?cites=9440128128427291555,,,,0,0,0
1328505,Antibacterial properties of silver doped TiO 2 nanoparticles synthesized via sol-gel technique,2016,Jitendra Bahadur and Shraddha Agrawal and Vinay Panwar and Azra Parveen and Kaushik Pal,24,Macromolecular Research,6,488-493,The Polymer Society of Korea,,True,Nv2xkBMAAAAJ:M3NEmzRMIkIC,28,,13295353332353787732,/scholar?cites=13295353332353787732,,,,0,0,0
1328506,Effective energy harvesting from a single electrode based triboelectric nanogenerator,2016,Navjot Kaur and Jitendra Bahadur and Vinay Panwar and Pushpendra Singh and Keerti Rathi and Kaushik Pal,6,Scientific reports,1,1-9,Nature Publishing Group,,True,Nv2xkBMAAAAJ:qjMakFHDy7sC,27,,958073812026284484,/scholar?cites=958073812026284484,,,,0,0,0
1328507,Solution processed Mo doped SnO2 as an effective ETL in the fabrication of low temperature planer perovskite solar cell under ambient conditions,2019,Jitendra Bahadur and Amir H Ghahremani and Blake Martin and Thad Druffel and Mahendra K Sunkara and Kaushik Pal,67,Organic Electronics,,159-167,North-Holland,,True,Nv2xkBMAAAAJ:4OULZ7Gr8RgC,18,,10048613932415745045,/scholar?cites=10048613932415745045,,,,0,0,0
1328508,Rapid fabrication of perovskite solar cells through intense pulse light annealing of SnO2 and triple cation perovskite thin films,2020,Amir H Ghahremani and Blake Martin and Alexander Gupta and Jitendra Bahadur and Krishnamraju Ankireddy and Thad Druffel,185,Materials & Design,,108237,Elsevier,,True,Nv2xkBMAAAAJ:cFHS6HbyZ2cC,11,,3694194979382608665,/scholar?cites=3694194979382608665,,,,0,0,0
1328509,Micro-Structural. optical and dielectric properties of Ag doped TiO2 synthesized by sol–gel method,2015,Jitendra Bahadur and Shraddha Agrawal and A Parveen and Ali Jawad and SSZ Ashraf and Raza Murad Ghalib,4,Materials Focus,2,134-141,American Scientific Publishers,,True,Nv2xkBMAAAAJ:RYcK_YlVTxYC,10,,15007485961953248112,/scholar?cites=15007485961953248112,,,,0,0,0
1328510,Enhanced moisture stability of MAPbI3 perovskite solar cells through Barium doping,2019,Jitendra Bahadur and Amir H Ghahremani and Sunil Gupta and Thad Druffel and Mahendra K Sunkara and Kaushik Pal,190,Solar Energy,,396-404,Pergamon,,True,Nv2xkBMAAAAJ:dfsIfKJdRG4C,6,,3946816613775580677,/scholar?cites=3946816613775580677,,,,0,0,0
1328511,Structural and magnetic properties of reduced graphene oxide-TiO2 nanoflower composite,2017,Jitendra Bahadur and Kaushik Pal,90,Physica E: Low-dimensional Systems and Nanostructures,,98-103,North-Holland,,True,Nv2xkBMAAAAJ:fPk4N6BV_jEC,6,,13194658354193901386,/scholar?cites=13194658354193901386,,,,0,0,0
1328512,Catalytic action of graphene oxide towards the growth of carbon nanotubes,2016,Jitendra Bahadur and Pushpendra Singh and Vinay Panwar and Kaushik Pal,178,Materials Letters,,292-295,North-Holland,,True,Nv2xkBMAAAAJ:hqOjcs7Dif8C,5,,4349245049431262446,/scholar?cites=4349245049431262446,,,,0,0,0
1328513,An optimum method for uniform synthesis of zirconia on reduced graphene oxide,2016,Vinay Panwar and Jitendra Bahadur and Babulal Chaudhary and Kaushik Pal,27,Advanced Powder Technology,2,728-733,Elsevier,,True,Nv2xkBMAAAAJ:d1gkVwhDpl0C,4,,624858100587351286,/scholar?cites=624858100587351286,,,,0,0,0
1328514,Rubber blend nanocomposites,2017,K Pal and V Panwar and J Bahadur,,,,319-348,Woodhead Publishing,,True,Nv2xkBMAAAAJ:70eg2SAEIzsC,3,,15440479434973511357,/scholar?cites=15440479434973511357,,,,0,0,0
1328515,A study on the material characteristics of low temperature cured SnO2 films for perovskite solar cells under high humidity,2019,Jitendra Bahadur1 · Amir H. Ghahremani · Blake Martin· Sahar Pishgar· Thad Druffel· Mahendra K. Sunkara · Kaushik Pal,30,Journal of  Materials  Science:  Materials  in  Electronics,,18452-18461,,,True,Nv2xkBMAAAAJ:yD5IFk8b50cC,1,,10312375997811886356,/scholar?cites=10312375997811886356,,,,0,0,0
1328516,Efficient photodegradation of organic dye using anatase TiO 2 plants as catalyst,2017,Jitendra Bahadur and Kaushik Pal,13,Electronic Materials Letters,6,463-470,The Korean Institute of Metals and Materials,,True,Nv2xkBMAAAAJ:e5wmG9Sq2KIC,1,,11707333633973882221,/scholar?cites=11707333633973882221,,,,0,0,0
1328517,Indian Institute of Technology. Roorkee. Uttarakhand. India,2016,K Pal and V Panwar and J Bahadur,,Progress in Rubber Nanocomposites,,319,Woodhead Publishing,,True,Nv2xkBMAAAAJ:YsMSGLbcyi4C,0,,,,,,,0,0,0
1328518,Understanding the souring at Bakken oil reservoirs,2011,Yevhen Holubnyak and Jordan M Bremer and John A Hamling and Benjamin L Huffman and Blaise Mibeck and Ryan J Klapperich and Steven Alan Smith and James Alan Sorensen and John A Harju,,,,,Society of Petroleum Engineers,,True,lXWa29UAAAAJ:2osOgNQ5qMEC,17,,9709904603123369262,/scholar?cites=9709904603123369262,,,,0,0,0
1328519,Experimental investigations of the effects of acid gas (H2S/CO2) exposure under geological sequestration conditions,2011,Steven B Hawthorne and David J Miller and Yevhen Holubnyak and John A Harju and Barbara G Kutchko and Brian R Strazisar,4,Energy Procedia,,5259-5266,Elsevier,,True,lXWa29UAAAAJ:u5HHmVD_uO8C,16,,11704277008989987649,/scholar?cites=11704277008989987649,,,,0,0,0
1328520,A new classification system for evaluating CO2 storage resource/capacity estimates,2009,Charles David Gorecki and Yevhen Holubnyak and Scott Ayash and Jordan M Bremer and James Alan Sorensen and Edward N Steadman and John A Harju,,,,,Society of Petroleum Engineers,,True,lXWa29UAAAAJ:d1gkVwhDpl0C,14,,9819958077124769115,/scholar?cites=9819958077124769115,,,,0,0,0
1328521,Laboratory and numerical modeling of geochemical reactions in a reservoir used for CO2 storage,2009,James A Sorensen and Yevhen I Holubnyak and Steven B Hawthorne and David J Miller and Kurt Eylands and Edward N Steadman and John A Harju,1,Energy Procedia,1,3391-3398,Elsevier,,True,lXWa29UAAAAJ:u-x6o8ySG0sC,13,,6599211781802580840,/scholar?cites=6599211781802580840,,,,0,0,0
1328522,IEAGHG investigation of extraction of formation water from CO2 storage,2013,RJ Klapperich and RM Cowan and CD Gorecki and G Liu and JM Bremer and YI Holubnyak and NS Kalenze and DJ Knudsen and D Saini and LS Botnen and JL LaBonte and DJ Stepan and EN Steadman and JA Harju and L Basava-Reddi and A McNemar,37,Energy Procedia,,2479-2486,Elsevier,,True,lXWa29UAAAAJ:9yKSN-GCB0IC,8,,2292046228533899213,/scholar?cites=2292046228533899213,,,,0,0,0
1328523,Modeling CO2–H2S–water–rock interactions at Williston Basin reservoir conditions,2011,Yevhen I Holubnyak and Steven B Hawthorne and Blaise AF Mibeck and David J Miller and Jordan M Bremer and James A Sorensen and Edward N Steadman and John A Harju,4,Energy Procedia,,3911-3918,Elsevier,,True,lXWa29UAAAAJ:UeHWp8X0CEIC,8,,2531047302250202504,/scholar?cites=2531047302250202504,,,,0,0,0
1328524,Development of storage coefficients for carbon dioxide storage in deep saline formations,2009,CD Gorecki and JA Sorensen and JM Bremer and SC Ayash and DJ Knudsen and YI Holubnyak and SA Smith and EN Steadman and JA Harju,,"Energy & Environmental Research Center (EERC), University of North Dakota. Report No",,,,,True,lXWa29UAAAAJ:kNdYIx-mwKoC,8,,8198121597275861991,/scholar?cites=8198121597275861991,,,,0,0,0
1328525,Pilot Scale CO2 EOR at Wellington Filed in South Central Kansas,2018,Yevhen Holubnyak and Willard Watney and Jennifer Hollenbach and Jason Rush and Mina Fazelalavi and Tandis Bidgoli and Dana Wreath,,,,,Society of Petroleum Engineers,,True,lXWa29UAAAAJ:Wp0gIr-vW9MC,7,,12027638952691042738,/scholar?cites=12027638952691042738,,,,0,0,0
1328526,Pilot scale CO2 EOR in Mississippian Carbonate Reservoir at Wellington Field in south-central Kansas,2017,Yevhen Holubnyak and Willard Watney and Jason Rush and Mina Fazelalavi and Dana Wreath,114,Energy Procedia,,6989-6996,Elsevier,,True,lXWa29UAAAAJ:4DMP91E08xMC,5,,2230823812778757792,/scholar?cites=2230823812778757792,,,,0,0,0
1328527,Evaluating Potential for Induced Seismicity Through Reservoir-Geomechanical Analysis of Fluid Injection in the Arbuckle Saline Aquifer. South Central Kansas,2015,Tandis S Bidgoli and Yevhen Holubnyak and Mina FazelAlavi,,,,,,,True,lXWa29UAAAAJ:ULOm3_A8WrAC,5,,437493815766394867,/scholar?cites=437493815766394867,,,,0,0,0
1328528,Small Scale Field Test Demonstrating CO2 Sequestration In Arbuckle Saline Aquifer And By CO2-Eor At Wellington Field. Sumner County. Kansas,2017,Yevhen Eugene Holubnyak and Lynn Watney and Jennifer Hollenbach and Tandis Bidgoli and Fatemeh Mina Fazelalavi and John Doveton and John Victorine and Tiraz Birdie and Alex Nolte and Georgios Tsoflias and Brandon Graham and Dana Wreath and Jason Bruns and Brett Blazer,,,DOE-KGS-06821,,Univ. of Kansas. Lawrence. KS (United States). Center for Research & Kansas Geological Survey,,True,lXWa29UAAAAJ:mVmsd5A6BfQC,3,,8552141697269852136,/scholar?cites=8552141697269852136,,,,0,0,0
1328529,Is commercial-scale CO2 capture and geologic storage a viable enterprise for Kansas,2017,Tandis S Bidgoli and Martin DuBois and W Lynn Watney and Susan Stover and Yevhen Holubnyak and Andrew Hollenbach and Jeffrey C Jennings and J Victorine and K Watts,,"AAPG Midcontinent Section Meeting, Oklahoma City, OK",,,,,True,lXWa29UAAAAJ:7PzlFSSx8tAC,3,,7824731057209439479,/scholar?cites=7824731057209439479,,,,0,0,0
1328530,Reservoir Engineering Aspects of Pilot Scale CO2 EOR Project in Upper Mississippian Formation at Wellington Field in Southern Kansas,2014,Yevhen Holubnyak and Willard Watney and Jason Rush and Fatemeh Fazelalavi,63,Energy Procedia,,7732-7739,Elsevier,,True,lXWa29UAAAAJ:MXK_kJrjxJIC,3,,11716065968262147524,/scholar?cites=11716065968262147524,,,,0,0,0
1328531,Dynamic simulation of pilot scale CO2 injection in the Arbuckle saline aquifer at Wellington Field in Southern Kansas,2013,Yevhen Holubnyak and Willard L Watney and Jason Rush and TR Birdie and M Fazelalavi and J Raney,2013,AGU Fall Meeting Abstracts,,H21L-04,,,True,lXWa29UAAAAJ:5nxA0vEk-isC,3,,16160723935157009959,/scholar?cites=16160723935157009959,,,,0,0,0
1328532,Investigation of geochemical interactions of carbon dioxide and carbonate formation in the Northwest McGregor oil field after enhanced oil recovery and CO2 storage,2011,Yevhen I Holubnyak and Blaise A Mibeck and Jordan M Bremer and Steven A Smith and James A Sorensen and Charles D Gorecki and Edward N Steadman and John A Harju,4,Energy Procedia,,3612-3619,Elsevier,,True,lXWa29UAAAAJ:UebtZRa9Y70C,3,,13785680056657119821,/scholar?cites=13785680056657119821,,,,0,0,0
1328533,Theoretical Analysis for Long-Term Space Life Support Reliability,2009,Yevhen Holubnyak and Vadim Rygalov,,,2009-01-2494,,SAE Technical Paper,,True,lXWa29UAAAAJ:zYLM7Y9cAGgC,3,,10380242310231781939,/scholar?cites=10380242310231781939,,,,0,0,0
1328534,Challenges and Opportunities for Commercial-Scale Carbon Capture and Storage in Kansas,2019,Yevhen Holubnyak and Martin Dubois and Jennifer Hollenbach and Franciszek Hasiuk,,,,,Society of Petroleum Engineers,,True,lXWa29UAAAAJ:hC7cP41nSMkC,2,,18184463785689652666,/scholar?cites=18184463785689652666,,,,0,0,0
1328535,Integrated CCS for Kansas (ICKan) Final Technical Report,2018,Yevhen'Eugene' Holubnyak and Martin Dubois and Tandis Bidgoli and Dana Wreath and Lynn Watney and Susan Stover and David Newell and Fatemeh'Mina' Fazelalavi and Andrew Hollenbach and Jeffrey Jennings and Christopher Steincamp and Joseph Schremmer and Brendan Jordan and Brad Crabtree and Jennifer Christensen and Dane McFarlane and John Doveton and Krish Krishnamurthy and Makini Byron and Kevin Watts,,,DOE-ICKan-29474,,Kansas Geological Survey; University of Kansas Center for Research,,True,lXWa29UAAAAJ:qUcmZB5y_30C,2,,4539172992774788554,/scholar?cites=4539172992774788554,,,,0,0,0
1328536,Lessons Learned from Small Scale Field Test Demonstrating CO2 EOR and Geologic Storage at Wellington Field in Southern Kansas,2018,Yevhen Holubnyak and Willard Watney and Tiraz Birdie and Dana Wreath and George Tsoflias and Keith Nolte and Jennifer Hollenbach and Tandis Bidgoli and Mina FazelAlavi and Christa Jackson,,14th Greenhouse Gas Control Technologies Conference Melbourne,,21-26,,,True,lXWa29UAAAAJ:ZeXyd9-uunAC,2,,7361300203389760991,/scholar?cites=7361300203389760991,,,,0,0,0
1328537,Calculation of CO2 storage capacity for Arbuckle Group in Southern Kansas: implications for a seismically active region,2017,Yevhen Holubnyak and Eugene Williams and Lynn Watney and Tandis Bidgoli and Jason Rush and Mina FazelAlavi and Paul Gerlach,114,Energy Procedia,,4679-4689,Elsevier,,True,lXWa29UAAAAJ:aqlVkmm33-oC,2,,6291276277924595912,/scholar?cites=6291276277924595912,,,,0,0,0
1328538,Evaluating the Feasibility of CO2 Storage through Reservoir Characterization and Geologic Modeling of the Viola Formation and Arbuckle Group in Kansas: AAPG Midcontinent …,2017,A Hollenbach and Tandis S Bidgoli and Martin Dubois and Yevhen Holubnyak and Mina Fazelalavi,,"Oklahoma City, OK",,,,,True,lXWa29UAAAAJ:L8Ckcad2t8MC,2,,14185015961787967944,/scholar?cites=14185015961787967944,,,,0,0,0
1328539,Evaluation with dynamic simulations of the volumetric curvature tool for modelling reservoir compartments and leakage pathways in the Arbuckle saline aquifer,2014,Yevhen Holubnyak and Jason Rush and Willard Watney,63,Energy Procedia,,3544-3552,Elsevier,,True,lXWa29UAAAAJ:8k81kl-MbHgC,2,,11201027877148194547,/scholar?cites=11201027877148194547,,,,0,0,0
1328540,Comparison of CO {sub 2} and acid gas interactions with reservoir fluid and rocks at Williston Basin conditions,2010,Yevhen I Holubnyak and B Hawthorne and Blaise A Mibeck and David J Miller and Jordan M Bremer and Steven A Smith and James A Sorensen and Edward N Steadman and John A Harju,,,,,,,True,lXWa29UAAAAJ:Tyk-4Ss8FVUC,2,,4065975183064775197,/scholar?cites=4065975183064775197,,,,0,0,0
1328541,Contribution of Buffer (Absorption) Capacities to Stability of Closed Ecological Systems with Accelerated Treatment of Plant Biomass,2008,Yevhen Holubnyak and Vadim Rygalov,,,2008-01-1978,,SAE Technical Paper,,True,lXWa29UAAAAJ:roLk4NBRz8UC,2,,9463630802047406930,/scholar?cites=9463630802047406930,,,,0,0,0
1328542,The Effect of Faults and Fractures on Fluid Flow During CO2-EOR at Wellington Field in South Kansas,2018,Yevhen Holubnyak and Eric Mackay and Oleg Ishkov and Willard Watney,,14th Greenhouse Gas Control Technologies Conference Melbourne,,21-26,,,True,lXWa29UAAAAJ:IWHjjKOFINEC,1,,14202400684598446970,/scholar?cites=14202400684598446970,,,,0,0,0
1328543,Continuous Pressure and Temperature Monitoring in Lower Arbuckle Saline Aquifer in Wellington Field. Sumner County. Kansas-Response to the M5. 8 Pawnee Earthquake,2016,Willard L Watney and Tandis S Bidgoli and John Victorine and Paul Simpson and Yevhen Holubnyak and Keith Nolte and Georgios P Tsoflias and Dana Wreath and Tiraz R Birdie,2016,AGU Fall Meeting Abstracts,,S51E-3166,,,True,lXWa29UAAAAJ:qxL8FJ1GzNcC,1,,12018348752007746000,/scholar?cites=12018348752007746000,,,,0,0,0
1328544,Energi dan listrik pertanian,1991,K Abdullah and Abdul Kohar Irwanto and Nirwan Siregar and Endah Agustina and Armansyah H Tambunan and M Yamin and Edy Hartulistiyoso and Y Aris Purwanto and D Wulandani and LO Nelwan,,JICA IPB. Bogor,,,,,True,zeuSEDAAAAAJ:u5HHmVD_uO8C,52,,18298158542629203264,/scholar?cites=18298158542629203264,,,,0,0,0
1328545,Temperature distribution of the plastics Pyrolysis process to produce fuel at 450oC,2015,Edy Hartulistiyoso and Febri APAG Sigiro and Muhamad Yulianto,28,Procedia Environmental Sciences,,234-241,Elsevier,,True,zeuSEDAAAAAJ:Y0pCki6q_DkC,29,,2636391614207540102,/scholar?cites=2636391614207540102,,,,0,0,0
1328546,Energi dan Elektrifikasi Pertanian,1998,K Abdullah and K Irwanto and N Siregar and SE Agustina and AH Tambunan and M Yamin and E Hartulistiyoso and YA Purwanto and D Wulandani and LO Nelwan,,Bogor: Proyek Peningkatan Perguruan Tinggi. Institut Pertanian Bogor,,,,,True,zeuSEDAAAAAJ:BrmTIyaxlBUC,13,,17874002948038981887,/scholar?cites=17874002948038981887,,,,0,0,0
1328547,Pengeringan Lidah Buaya (Aloe Vera) Menggunakan Oven Gelombang Mikro (Microwave Oven),2011,Edy Hartulistiyoso and Rokhani Hasbullah and Eka Priyana,25,Jurnal Keteknikan Pertanian,2,,,,True,zeuSEDAAAAAJ:mvPsJ3kp5DgC,8,,7888773404398852637,/scholar?cites=7888773404398852637,,,,0,0,0
1328548,Aplikasi Microwave untuk Disinfestasi Tribolium castaneum (Herbst.) serta Pengaruhnya terhadap Warna dan Karakteristik Amilografi Terigu,2017,Nur Pratiwi Rasyid and Edy Hartulistiyoso and Dedi Fardiaz,37,agriTECH,2,183-191,,,True,zeuSEDAAAAAJ:1qzjygNMrQYC,5,,12539629232880340369,/scholar?cites=12539629232880340369,,,,0,0,0
1328549,Kajian Distribusi Suhu. RH dan Aliran Udara Pengering untuk Optimasi Disain Pengering Efek Rumah Kaca,2005,DYAH Wulandani,105,"Disertasi, Sekolah Pascasarjana, Institut Pertanian Bogor. Bogor. computational fluid dynamic",,106,,,True,zeuSEDAAAAAJ:3fE2CSJIrl8C,5,,17760335384676892756,/scholar?cites=17760335384676892756,,,,0,0,0
1328550,Pengembangan metode pembekuan vakum untuk produk pangan,2002,D Wulandani and AH Tambunan and LO Nelwan and E Hartulistiyoso,,Laporan Penelitian Hibah Bersaing,,,,,True,zeuSEDAAAAAJ:Zph67rFs4hoC,5,,3336091555616598066,/scholar?cites=3336091555616598066,,,,0,0,0
1328551,Pengaruh Kadar Air terhadap Beberapa Sifat Fisik Biji Lada Putih,2016,Andi Muhammad Akram Mukhlis and Edy Hartulistiyoso and Yohanes Aris Purwanto,37,agriTECH,1,16-22,,,True,zeuSEDAAAAAJ:kRWSkSYxWN8C,4,,10017813200220935666,/scholar?cites=10017813200220935666,,,,0,0,0
1328552,Pengeringan Industrial,2001,AH Tambunan and D Wulandari and E Hartulistiyoso and LO Nelwan,,,,,Terjemahan dari: Sekamon Devahastin. Bogor: IPB Press,,True,zeuSEDAAAAAJ:q3oQSFYPqjQC,3,,5134885287666616884,/scholar?cites=5134885287666616884,,,,0,0,0
1328553,Untersuchungen zur Applikation von Mikrowellenenergie für die Entkeimung von Gewürzen: am Beispiel von Majoran (Majorana hortensis Moench),1998,Edy Hartulistiyoso,,,,,,,True,zeuSEDAAAAAJ:u-x6o8ySG0sC,3,,12723909165850071792,/scholar?cites=12723909165850071792,,,,0,0,0
