,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1154487,Plutonium and americium determination in mosses by laser ablation ICP-MS combined with isotope dilution technique,2003,Sergei F Boulyga and Donatella Desideri and Maria Assunta Meli and Corrado Testa and J Sabine Becker,226,International Journal of Mass Spectrometry,3,329-339,Elsevier,,True,-K5mGh8AAAAJ:u5HHmVD_uO8C,101,,9431951437437127593,/scholar?cites=9431951437437127593,,,0,0,0
1154488,238U. 234U. 226Ra. 210Po concentrations of bottled mineral waters in Italy and their dose contribution,2007,Donatella Desideri and Maria Assunta Meli and Laura Feduzi and Carla Roselli and A Rongoni and D Saetta,94,Journal of environmental radioactivity,2,86-97,Elsevier,,True,-K5mGh8AAAAJ:d1gkVwhDpl0C,99,,7567050658518118593,/scholar?cites=7567050658518118593,,,0,0,0
1154489,Determination of essential and non-essential elements in some medicinal plants by polarised X ray fluorescence spectrometer (EDPXRF),2010,Donatella Desideri and Maria Assunta Meli and Carla Roselli,95,Microchemical Journal,2,174-180,Elsevier,,True,-K5mGh8AAAAJ:_FxGoFyzp5QC,72,,17712716527588278230,/scholar?cites=17712716527588278230,,,0,0,0
1154490,Radiological characterization of drinking waters in Central Italy,2007,Donatella Desideri and Carla Roselli and Laura Feduzi and Maria Assunta Meli,87,Microchemical Journal,1,13-19,Elsevier,,True,-K5mGh8AAAAJ:2osOgNQ5qMEC,68,,3567782397648107961,/scholar?cites=3567782397648107961,,,0,0,0
1154491,Natural and artificial radioactivity determination of some medicinal plants,2010,Donatella Desideri and Maria Assunta Meli and Carla Roselli,101,Journal of environmental radioactivity,9,751-756,Elsevier,,True,-K5mGh8AAAAJ:KlAtU1dfN6UC,60,,12013526952571893257,/scholar?cites=12013526952571893257,,,0,0,0
1154492,210Po and 210Pb inhalation by cigarette smoking in Italy,2007,Donatella Desideri and Maria Assunta Meli and Laura Feduzi and Carla Roselli,92,Health physics,1,58-63,LWW,,True,-K5mGh8AAAAJ:IjCSPb-OGe4C,56,,9599612783677242948,/scholar?cites=9599612783677242948,,,0,0,0
1154493,Determination of 236 U and transuranium elements in depleted uranium ammunition by α-spectrometry and ICP–MS,2002,Donatella Desideri and M a Meli and Carla Roselli and C Testa and S Boulyga and J Becker,374,Analytical and bioanalytical chemistry,6,1091-1095,Springer-Verlag,,True,-K5mGh8AAAAJ:u-x6o8ySG0sC,55,,2809141992036048274,/scholar?cites=2809141992036048274,,,0,0,0
1154494,Essential and toxic elements in seaweeds for human consumption,2016,Donatella Desideri and Chiara Cantaluppi and Federica Ceccotto and Maria Assunta Meli and Carla Roselli and Laura Feduzi,79,"Journal of toxicology and environmental health, part A",3,112-122,Taylor & Francis,,True,-K5mGh8AAAAJ:cFHS6HbyZ2cC,53,,6071147387039380400,/scholar?cites=6071147387039380400,,,0,0,0
1154495,Soil concentration. vertical distribution and inventory of plutonium. 241Am. 90Sr and 137Cs in the Marche Region of Central Italy.,1999,Guogang Jia and Corrado Testa and Donatella Desideri and Francesca Guerra and Maria A Meli and Carla Roselli and Maria E Belli,77,Health physics,1,52-61,,,True,-K5mGh8AAAAJ:9yKSN-GCB0IC,52,,14853626534313603536,/scholar?cites=14853626534313603536,,,0,0,0
1154496,Polarized X ray fluorescence spectrometer (EDPXRF) for the determination of essential and non essential elements in tea,2011,Donatella Desideri and Maria Assunta Meli and Carla Roselli and Laura Feduzi,98,Microchemical Journal,2,186-189,Elsevier,,True,-K5mGh8AAAAJ:L8Ckcad2t8MC,44,,6572624593799197019,/scholar?cites=6572624593799197019,,,0,0,0
1154497,Radiological characterization of phosphate fertilizers: Comparison between alpha and gamma spectrometry,2009,Carla Roselli and Donatella Desideri and Maria Assunta Meli,91,Microchemical Journal,2,181-186,Elsevier,,True,-K5mGh8AAAAJ:zYLM7Y9cAGgC,44,,8884255459457218402,/scholar?cites=8884255459457218402,,,0,0,0
