,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1155247,Elastic moduli of the superhard cubic BC 2 N phase by Brillouin scattering,2003,SN Tkachev and VL Solozhenko and PV Zinin and MH Manghnani and LC Ming,68,Physical Review B,5,052104,American Physical Society,,True,lodo_YAAAAAJ:eQOLeE2rZwMC,71,,1666943847490073822,/scholar?cites=1666943847490073822,,,0,0,0
1155248,Another step toward an international practical pressure scale: 2nd AIRAPT IPPS task group report,1986,VE Bean and S Akimoto and PM Bell and S Block and WB Holzapfel and MH Manghnani and MF Nicol and SM Stishov,139,Physica B+ C,,52-54,North-Holland,,True,lodo_YAAAAAJ:M3ejUd6NZC8C,70,,9889855282182295715,/scholar?cites=9889855282182295715,,,0,0,0
1155249,First crystal-structure determination of olivine in diamond: Composition and implications for provenance in the Earth's mantle,2011,Fabrizio Nestola and Paolo Nimis and Luca Ziberna and Micaela Longo and Andrea Marzoli and Jeff W Harris and Murli H Manghnani and Yana Fedortchouk,305,Earth and Planetary Science Letters,1-2,249-255,Elsevier,,True,lodo_YAAAAAJ:vRqMK49ujn8C,69,,16300803490291842342,/scholar?cites=16300803490291842342,,,0,0,0
1155250,Electrical conductivity of ultramafic rocks to 1820 Kelvin,1978,CS Rai and MH Manghnani,17,Physics of the Earth and Planetary Interiors,1,6-13,Elsevier,,True,lodo_YAAAAAJ:ULOm3_A8WrAC,69,,11878298960745659388,/scholar?cites=11878298960745659388,,,0,0,0
1155251,Ultrasonic equation of state of rhenium,1974,Murli H Manghnani and Keith Katahara and Edward S Fisher,9,Physical Review B,4,1421,American Physical Society,,True,lodo_YAAAAAJ:UebtZRa9Y70C,68,,15179145202333192583,/scholar?cites=15179145202333192583,,,0,0,0
1155252,Crystal structure of magnetite under pressure,1986,N Nakagiri and MH Manghnani and LC Ming and S Kimura,13,Physics and Chemistry of Minerals,4,238-244,Springer-Verlag,,True,lodo_YAAAAAJ:Zph67rFs4hoC,67,,17950913459826344346,/scholar?cites=17950913459826344346,,,0,0,0
1155253,Anomalous elastic behavior in Cu2O under pressure,1974,MH Manghnani and WS Brower and HS Parker,25,physica status solidi (a),1,69-76,WILEY‐VCH Verlag,,True,lodo_YAAAAAJ:KlAtU1dfN6UC,67,,14710838662691871130,/scholar?cites=14710838662691871130,,,0,0,0
1155254,Temperature dependence of the elastic constants of single-crystal rutile between 4 and 583 K,1972,MH Manghnani and ES Fisher and WS Brower Jr,33,Journal of Physics and Chemistry of Solids,11,2149-2159,Pergamon,,True,lodo_YAAAAAJ:LkGwnXOMwfcC,67,,7470726485097002506,/scholar?cites=7470726485097002506,,,0,0,0
1155255,Raman studies of GaN/sapphire thin film heterostructures,2009,Anwar Hushur and Murli H Manghnani and Jagdish Narayan,106,Journal of Applied Physics,5,054317,American Institute of Physics,,True,lodo_YAAAAAJ:HoB7MX3m0LUC,66,,17949805191743997422,/scholar?cites=17949805191743997422,,,0,0,0
1155256,Elastic properties of diopside. anorthite. and grossular glasses and liquids: a Brillouin scattering study up to 1400 K,1993,Vahid Askarpour and Murli H Manghnani and Pascal Richet,98,Journal of Geophysical Research: Solid Earth,B10,17683-17689,,,True,lodo_YAAAAAJ:0EnyYjriUFMC,64,,2717822487480666848,/scholar?cites=2717822487480666848,,,0,0,0
1155257,10. Campanian to Pleistocene Calcareous Nannofossil Stratigraphy from the Northwest Pacific Ocean. Deep Sea Drilling Project Leg 86,2007,S Monechi and A D’Agostino and PS Doyle and WR Riedel and D Bukry and JJ Morley and C Sancetta and I Koizumi and U Bleil and GR Heath and DH Rea and S Levi and NJ Shackleton and MA Hall and JC Zachos and MA Arthur and RC Thunell and DF Williams and EJ Tappa and HV Michel and F Asaro and W Alvarez and LW Alvarez and TL Ku and JR Southon and JS Vogel and ZC Liang and M Kusakabe and DE Nelson and J Schoonmaker and FT MacKenzie and M Manghnani and RC Schneider and D Kim and A Weiner and J To and N Lenötre and H Chamley and M Hoffert and M Leinen and TR Janecek and RB Kovar and C Lopez and GL Campi and LA Krissek and DK Lofland and BRT Simoneit and HR Beller and RE McDuff and JC Fountain and RD Jacobi and TJ Fahey and PJ Schultheiss and K Horai and RP Von Herzen and LH Burckle and J Backman and AA Wright,,,,,,,True,lodo_YAAAAAJ:CB2v5VPnA5kC,63,,11305474360573295994,/scholar?cites=11305474360573295994,,,0,0,0
1155258,Equation of state of α-Si 3 N 4 s,1997,MB Kruger and JH Nguyen and YM Li and WA Caldwell and MH Manghnani and R Jeanloz,55,Physical Review B,6,3456,American Physical Society,,True,lodo_YAAAAAJ:Se3iqnhoufwC,63,,13643343144484378368,/scholar?cites=13643343144484378368,,,0,0,0
1155259,Elasticity of single-crystal MgAl 2 O 4 spinel up to 1273 K by Brillouin spectroscopy,1993,V Askarpour and MH Manghnani and S Fassbender and A Yoneda,19,Physics and Chemistry of Minerals,8,511-519,Springer-Verlag,,True,lodo_YAAAAAJ:roLk4NBRz8UC,63,,4328797217701230307,/scholar?cites=4328797217701230307,,,0,0,0
1155260,Interfacial polarization of disseminated conductive minerals in absence of redox-active species—Part 1: Mechanistic model and validation,2016,S Misra and C Torres-Verdín and A Revil and J Rasmus and D Homan,81,Geophysics,2,E139-E157,Society of Exploration Geophysicists,,True,aWt67tcAAAAJ:q3oQSFYPqjQC,65,,5898074202708417625,/scholar?cites=5898074202708417625,,,0,0,0
1155261,Relative permeability estimates for Wolfcamp and Eagle Ford shale samples from oil. gas and condensate windows using adsorption-desorption measurements,2017,Shiv Prakash Ojha and Siddharth Misra and Ali Tinni and Carl Sondergeld and Chandra Rai,208,Fuel,,52-64,Elsevier,,True,aWt67tcAAAAJ:SdhP9T11ey4C,45,,4075254194036359022,/scholar?cites=4075254194036359022,,,0,0,0
1155262,Prediction of subsurface NMR T2 distributions in a shale petroleum system using variational autoencoder-based neural networks,2017,Hao Li and Siddharth Misra,14,IEEE Geoscience and Remote Sensing Letters,12,2395-2397,IEEE,,True,aWt67tcAAAAJ:uLbwQdceFCQC,44,,15356861377149067069,/scholar?cites=15356861377149067069,,,0,0,0
1155263,Interfacial polarization of disseminated conductive minerals in absence of redox-active species—Part 2: Effective electrical conductivity and dielectric …,2016,S Misra and C Torres-Verdín and A Revil and J Rasmus and D Homan,81,Geophysics,2,E159-E176,GeoScienceWorld,,True,aWt67tcAAAAJ:mvPsJ3kp5DgC,44,,12256464473801255967,/scholar?cites=12256464473801255967,,,0,0,0
1155264,Pore connectivity and pore size distribution estimates for Wolfcamp and Eagle Ford shale samples from oil. gas and condensate windows using adsorption-desorption measurements,2017,Shiv Prakash Ojha and Siddharth Misra and Ali Tinni and Carl Sondergeld and Chandra Rai,158,Journal of Petroleum Science and Engineering,,454-468,Elsevier,,True,aWt67tcAAAAJ:N5tVd3kTz84C,28,,8569751930136315159,/scholar?cites=8569751930136315159,,,0,0,0
1155265,When petrophysics meets big data: What can machine do?,2019,Chicheng Xu and Siddharth Misra and Poorna Srinivasan and Shouxiang Ma,,,,,Society of Petroleum Engineers,,True,aWt67tcAAAAJ:ipzZ9siozwsC,25,,5581354627825449073,/scholar?cites=5581354627825449073,,,0,0,0
1155266,Long short-term memory and variational autoencoder with convolutional neural networks for generating NMR T2 distributions,2018,Hao Li and Siddharth Misra,16,IEEE Geoscience and Remote Sensing Letters,2,192-195,IEEE,,True,aWt67tcAAAAJ:j8SEvjWlNXcC,25,,6221614886841170179,/scholar?cites=6221614886841170179,,,0,0,0
1155267,Neural network modeling of in situ fluid-filled pore size distributions in subsurface shale reservoirs under data constraints,2020,Hao Li and Siddharth Misra and Jiabo He,32,Neural Computing and Applications,8,3873-3885,Springer London,,True,aWt67tcAAAAJ:uc_IGeMz5qoC,21,,18279879349785429714,/scholar?cites=18279879349785429714,,,0,0,0
1155268,Assessment of miscible light-hydrocarbon-injection recovery efficiency in Bakken shale formation using wireline-log-derived indices,2018,Hao Li and Siddharth Misra,89,Marine and Petroleum Geology,,585-593,Elsevier,,True,aWt67tcAAAAJ:UHK10RUVsp4C,21,,13707218262312686974,/scholar?cites=13707218262312686974,,,0,0,0
1155269,Data-driven in-situ geomechanical characterization in shale reservoirs,2018,Hao Li and Jiabo He and Siddharth Misra,,,,,Society of Petroleum Engineers,,True,aWt67tcAAAAJ:-_dYPAW6P2MC,20,,6656691916264460309,/scholar?cites=6656691916264460309,,,0,0,0
1155270,Estimation of pore network characteristics and saturation-dependent relative permeability in organic-rich shale samples obtained from bakken. wolfcamp. and woodford shale …,2017,Shiv Prakash Ojha and Siddharth Misra and Ankita Sinha and Son Dang and Carl Sondergeld and Chandra Rai,,,,,Society of Petrophysicists and Well-Log Analysts,,True,aWt67tcAAAAJ:9vf0nzSNQJEC,20,,13196463703591281640,/scholar?cites=13196463703591281640,,,0,0,0
1155271,Simultaneous estimation of intrinsic permeability. effective porosity. PoreVolume compressibility. and klinkenberg-slip factor of ultra-tight rock samples based on laboratory …,2016,Y Dadmohammadi and S Misra and CH Sondergeld and CS Rai,,,,,Society of Petroleum Engineers,,True,aWt67tcAAAAJ:WqliGbK-hY8C,19,,13655239780146416173,/scholar?cites=13655239780146416173,,,0,0,0
1155272,Laboratory investigation of petrophysical applications of multi-frequency inductive-complex conductivity tensor measurements,2015,Siddharth Misra and Carlos Torres-Verdín and Dean Homan and Gerald Minerbo and John Rasmus,,,,,Society of Petrophysicists and Well-Log Analysts,,True,aWt67tcAAAAJ:D_sINldO8mEC,18,,3743790818290664423,/scholar?cites=3743790818290664423,,,0,0,0
1155273,Prediction of subsurface NMR T2 distribution from formation-mineral composition using variational autoencoder,2017,Hao Li and Siddharth Misra,,,,3350-3354,Society of Exploration Geophysicists,,True,aWt67tcAAAAJ:ye4kPcJQO24C,16,,11014264654219385475,/scholar?cites=11014264654219385475,,,0,0,0
1155274,Machine learning for locating organic matter and pores in scanning electron microscopy images of organic-rich shales,2019,Yaokun Wu and Siddharth Misra and Carl Sondergeld and Mark Curtis and Jeremy Jernigen,253,Fuel,,662-676,Elsevier,,True,aWt67tcAAAAJ:EkHepimYqZsC,15,,13733105995179981445,/scholar?cites=13733105995179981445,,,0,0,0
1155275,Hydrocarbon saturation in upper Wolfcamp shale formation,2018,Pratiksha Tathed and Yifu Han and Siddharth Misra,219,Fuel,,375-388,Elsevier,,True,aWt67tcAAAAJ:tKAzc9rXhukC,15,,11213348944672793243,/scholar?cites=11213348944672793243,,,0,0,0
1155276,Joint petrophysical inversion of multifrequency conductivity and permittivity logs derived from subsurface galvanic. induction. propagation. and dielectric dispersion measurements,2018,Yifu Han and Siddharth Misra,83,Geophysics,3,D97-D112,Society of Exploration Geophysicists,,True,aWt67tcAAAAJ:NJ774b8OgUMC,15,,18362946648750944859,/scholar?cites=18362946648750944859,,,0,0,0
1155277,Petrophysical interpretation of laboratory pressure-step-decay measurements on ultra-tight rock samples. Part 1 – In the presence of only gas slippage,2017,Younas Dadmohammadi and Siddharth Misra and Carl H Sondergeld and Chandra S Rai,156,Journal of Petroleum Science and Engineering,,381-395,Elsevier,,True,aWt67tcAAAAJ:ZuybSZzF8UAC,15,,6240753232554726622,/scholar?cites=6240753232554726622,,,0,0,0
1155278,Improved petrophysical interpretation of laboratory pressure-step-decay measurements on ultra-tight rock samples,2016,Younas Dadmohammadi* and Siddharth Misra and Carl H Sondergeld and Chandra S Rai,,,,888-904,Society of Exploration Geophysicists. American Association of Petroleum Geologists. Society of Petroleum Engineers,,True,aWt67tcAAAAJ:olpn-zPbct0C,15,,3033279378109184546,/scholar?cites=3033279378109184546,,,0,0,0
1155279,Dielectric dispersion log interpretation in Bakken petroleum system,2017,Yifu Han and Siddharth Misra and Gary Simpson,,,,,Society of Petrophysicists and Well-Log Analysts,,True,aWt67tcAAAAJ:dTyEYWd-f8wC,13,,12573682421054990053,/scholar?cites=12573682421054990053,,,0,0,0
1155280,Comparative study of shallow learning models for generating compressional and shear traveltime logs,2018,Jiabo He and Siddharth Misra and Hao Li,59,Petrophysics,06,826-840,Society of Petrophysicists and Well-Log Analysts,,True,aWt67tcAAAAJ:uJ-U7cs_P_0C,12,,13190199288027322944,/scholar?cites=13190199288027322944,,,0,0,0
1155281,Dielectric effects in pyrite-rich clays on multifrequency induction logs and equivalent laboratory core measurements,2016,Siddharth Misra and Martin G Lüling and John Rasmus and Dean M Homan and Thomas D Barber,,,,,Society of Petrophysicists and Well-Log Analysts,,True,aWt67tcAAAAJ:XiVPGOgt02cC,12,,1064211854235575777,/scholar?cites=1064211854235575777,,,0,0,0
1155282,Machine learning for subsurface characterization,2019,Siddharth Misra and Hao Li and Jiabo He,,,,,Gulf Professional Publishing,,True,aWt67tcAAAAJ:SpbeaW3--B0C,11,,8771347676582201204,/scholar?cites=8771347676582201204,,,0,0,0
1155283,Generation of synthetic dielectric dispersion logs in organic-rich shale formations using neural-network models,2019,Jiabo He and Siddharth Misra,84,Geophysics,3,D117-D129,Society of Exploration Geophysicists and American Association of Petroleum Geologists,,True,aWt67tcAAAAJ:0KyAp5RtaNEC,11,,16657463157275942944,/scholar?cites=16657463157275942944,,,0,0,0
1155284,Hydrocarbon saturation in Bakken Petroleum System based on joint inversion of resistivity and dielectric dispersion logs,2018,Pratiksha Tathed and Yifu Han and Siddharth Misra,233,Fuel,,45-55,Elsevier,,True,aWt67tcAAAAJ:2KloaMYe4IUC,10,,17581340015983181663,/scholar?cites=17581340015983181663,,,0,0,0
1155285,Petrophysical interpretation of laboratory pressure-step-decay measurements on ultra-tight rock samples. Part 2–In the presence of gas slippage. transitional flow. and …,2017,Younas Dadmohammadi and Siddharth Misra and Carl Sondergeld and Chandra Rai,158,Journal of Petroleum Science and Engineering,,554-569,Elsevier,,True,aWt67tcAAAAJ:kzcrU_BdoSEC,10,,7319419716503170272,/scholar?cites=7319419716503170272,,,0,0,0
1155286,Micro-structural studies of gas shales,2010,Carl H Sondergeld and Raymond Joseph Ambrose and Chandra Shekhar Rai and Jason Moncrieff,,,,,Society of Petroleum Engineers,,True,VuV4MasAAAAJ:WF5omc3nYNoC,699,,14101587017825836613,/scholar?cites=14101587017825836613,,,0,0,0
1155287,Structural characterization of gas shales on the micro-and nano-scales,2010,Mark Erman Curtis,,,,,OnePetro,,True,VuV4MasAAAAJ:Y0pCki6q_DkC,649,,11749640117399424213,/scholar?cites=11749640117399424213,,,0,0,0
1155288,Microstructural investigation of gas shales in two and three dimensions using nanometer-scale resolution imagingMicrostructure of Gas Shales,2012,Mark E Curtis and Carl H Sondergeld and Raymond J Ambrose and Chandra S Rai,96,AAPG bulletin,4,665-677,GeoScienceWorld,,True,VuV4MasAAAAJ:_FxGoFyzp5QC,639,,17138492180207193251,/scholar?cites=17138492180207193251,,,0,0,0
1155289,New pore-scale considerations for shale gas in place calculations,2010,Raymond Joseph Ambrose and Robert Chad Hartman and Mery Diaz Campos and I Yucel Akkutlu and Carl Sondergeld,,,,,Society of Petroleum Engineers,,True,VuV4MasAAAAJ:IjCSPb-OGe4C,624,,3954435138319937871,/scholar?cites=3954435138319937871,,,0,0,0
1155290,Carbon dioxide storage capacity of organic-rich shales,2011,Seung Mo Kang and Ebrahim Fathi and Ray J Ambrose and I Yucel Akkutlu and Richard F Sigal,16,SPE J,4,842-855,,,True,VuV4MasAAAAJ:9yKSN-GCB0IC,480,,14702297439936780821,/scholar?cites=14702297439936780821,,,0,0,0
1155291,Shale gas-in-place calculations part I: new pore-scale considerations,2012,Raymond J Ambrose and Robert C Hartman and Mery Diaz-Campos and I Yucel Akkutlu and Carl H Sondergeld,17,Spe Journal,01,219-229,Society of Petroleum Engineers,,True,VuV4MasAAAAJ:zYLM7Y9cAGgC,479,,6284903632727933692,/scholar?cites=6284903632727933692,,,0,0,0
1155292,Transmission and scanning electron microscopy investigation of pore connectivity of gas shales on the nanoscale,2011,Mark Erman Curtis and Raymond Joseph Ambrose and Carl H Sondergeld and Chandra Shekhar Rai,,,,,Society of Petroleum Engineers,,True,VuV4MasAAAAJ:eQOLeE2rZwMC,155,,13905380043498938565,/scholar?cites=13905380043498938565,,,0,0,0
1155293,Investigation of the relationship between organic porosity and thermal maturity in the Marcellus Shale,2011,Mark E Curtis and Ray J Ambrose and Carl H Sondergeld and Chandra S Rai,,,,,OnePetro,,True,VuV4MasAAAAJ:2osOgNQ5qMEC,134,,512361491072253089,/scholar?cites=512361491072253089,,,0,0,0
1155294,Multi-component sorbed phase considerations for shale gas-in-place calculations,2011,Raymond Joseph Ambrose and Robert Chad Hartman and I Yucel Akkutlu,,,,,Society of Petroleum Engineers,,True,VuV4MasAAAAJ:qjMakFHDy7sC,117,,999155888662934617,/scholar?cites=999155888662934617,,,0,0,0
1155295,Shale gas-in-place calculations part II-multicomponent gas adsorption effects,2011,Robert Chad Hartman and Raymond Joseph Ambrose and I Yucel Akkutlu and CR Clarkson,,,,,Society of Petroleum Engineers,,True,VuV4MasAAAAJ:LkGwnXOMwfcC,94,,17768169650747557034,/scholar?cites=17768169650747557034,,,0,0,0
1155296,Life-cycle decline curve estimation for tight/shale reservoirs,2011,Raymond Joseph Ambrose and Christopher R Clarkson and Jerry E Youngblood and Rod Adams and Phuong Duy Nguyen and Morteza Nobakht and Brent Biseda,,,,,Society of Petroleum Engineers,,True,VuV4MasAAAAJ:YsMSGLbcyi4C,69,,13749098680199126693,/scholar?cites=13749098680199126693,,,0,0,0
1155297,Micro-structure of gas shales and its effects on gas storage and production performance,2011,Raymond Joseph Ambrose,,,,,,,True,VuV4MasAAAAJ:ufrVoPGSRksC,26,,17076024400172353016,/scholar?cites=17076024400172353016,,,0,0,0
1155298,Effect of completion heterogeneity in a horizontal well with multiple fractures on the long-term forecast in shale-gas reservoirs,2013,Morteza Nobakht and Raymond Ambrose and Christopher R Clarkson and Jerry E Youngblood and Rod Adams,52,Journal of Canadian Petroleum Technology,06,417-425,Society of Petroleum Engineers,,True,VuV4MasAAAAJ:UeHWp8X0CEIC,24,,1710028166242977840,/scholar?cites=1710028166242977840,,,0,0,0
1155299,The laboratory measurement of the gas-storage capacity of organic shales,2013,Richard F Sigal and I Yucel Akkutlu and Seung Mo Kang and Mery Diaz-Campos and Ray Ambrose,54,Petrophysics,03,224-235,Society of Petrophysicists and Well-Log Analysts,,True,VuV4MasAAAAJ:u5HHmVD_uO8C,23,,366018740146622345,/scholar?cites=366018740146622345,,,0,0,0
1155300,Effect of heterogeneity in a horizontal well with multiple fractures on the long-term forecast in shale gas reservoirs,2011,Morteza Nobakht and Raymond Joseph Ambrose and Christopher R Clarkson,,,,,Society of Petroleum Engineers,,True,VuV4MasAAAAJ:Tyk-4Ss8FVUC,23,,11740989622011527613,/scholar?cites=11740989622011527613,,,0,0,0
1155301,Compositional tracking of a Huff-n-Puff project in the eagle ford,2019,ML Carlsen* and CH Whitson* and Mohamad Majzoub Dahouk and Bilal Younus and Ilina Yusra and Erich Kerr and Jack Nohavitza and Matthew Thuesen and JH Drozd and Ray Ambrose and Stian Mydland,,,,4675-4699,Unconventional Resources Technology Conference (URTeC); Society of Exploration Geophysicists,,True,VuV4MasAAAAJ:0EnyYjriUFMC,21,,17196770164685961800,/scholar?cites=17196770164685961800,,,0,0,0
1155302,Modeling Interwell Interference Due to Complex Fracture Hits in Eagle Ford Using EDFM,2019,Mauricio Xavier Fiallos and Wei Yu and Reza Ganjdanesh and Erich Kerr and Kamy Sepehrnoori and Jijun Miao and Raymond Ambrose,,,,,International Petroleum Technology Conference,,True,VuV4MasAAAAJ:roLk4NBRz8UC,21,,4067368103635156377,/scholar?cites=4067368103635156377,,,0,0,0
1155303,CO2 storage capacity of organic-rich shales,2010,Seung Mo Kang and Ebrahim Fathi and Raymond Joseph Ambrose and I Yucel Akkutlu and Richard F Sigal,,,,,Society of Petroleum Engineers,,True,VuV4MasAAAAJ:W7OEmFMy1HYC,18,,13074412253433040128,/scholar?cites=13074412253433040128,,,0,0,0
1155304,Modeling interwell fracture interference and Huff-N-Puff pressure containment in eagle ford using EDFM,2019,Mauricio Xavier Fiallos Torres and Wei Yu and Reza Ganjdanesh and Erich Kerr and Kamy Sepehrnoori and Jijun Miao and Raymond Ambrose,,,,,Society of Petroleum Engineers,,True,VuV4MasAAAAJ:Se3iqnhoufwC,16,,17056392475853915244,/scholar?cites=17056392475853915244,,,0,0,0
1155305,Hydraulic fracture and natural fracture simulation for improved shale gas development,2011,William S Dershowitz and Ray Ambrose and Doo-Hyun Lim and MG Cottrell,,American Association of Petroleum Geologists (AAPG) Annual Conference and Exhibition Houston,,,,,True,VuV4MasAAAAJ:d1gkVwhDpl0C,13,,11923738559387237116,/scholar?cites=11923738559387237116,,,0,0,0
1155306,Gas Injection EOR in Eagle Ford Shale Gas Condensate Reservoirs,2019,Reza Ganjdanesh* and Wei Yu and Mauricio Xavier Fiallos and Erich Kerr and Kamy Sepehrnoori and Raymond Ambrose,,,,4744-4759,Unconventional Resources Technology Conference (URTeC); Society of Exploration Geophysicists,,True,VuV4MasAAAAJ:5nxA0vEk-isC,12,,17564089387897067393,/scholar?cites=17564089387897067393,,,0,0,0
1155307,Modeling Naturally and Hydraulically Fractured Reservoirs with Artificial Intelligence and Assisted History Matching Methods Using Physics-Based Simulators,2019,Esmail Eltahan and Wei Yu and Kamy Sepehrnoori and Erich Kerr and Jijun Miao and Ray Ambrose,,,,,Society of Petroleum Engineers,,True,VuV4MasAAAAJ:hqOjcs7Dif8C,11,,11801065619442145321,/scholar?cites=11801065619442145321,,,0,0,0
1155308,Huff-n-puff gas injection for enhanced condensate recovery in eagle ford,2019,Reza Ganjdanesh and Wei Yu and Mauricio Xavier Fiallos Torres and Kamy Sepehrnoori and Erich Kerr and Raymond Ambrose,,,,,Society of Petroleum Engineers,,True,VuV4MasAAAAJ:8k81kl-MbHgC,10,,17982922178995839044,/scholar?cites=17982922178995839044,,,0,0,0
1155309,Use of reservoir simulation to forecast field EOR response-An eagle ford gas injection Huff-N-Puff application,2020,Erich Kerr and Kiran Kumar Venepalli and K Patel and Raymond Ambrose and James Erdle,,,,,Society of Petroleum Engineers,,True,VuV4MasAAAAJ:MXK_kJrjxJIC,6,,11551232714809402817,/scholar?cites=11551232714809402817,,,0,0,0
1155310,Compositional Tracking of a Huff-n-Puff Project in the Eagle Ford: A Second Take,2020,ML Carlsen and S Mydland and MM Dahouk and CH Whitson and I Yusra and M Thuesen and R Ambrose and J Nohavitza,,,,1865-1875,Unconventional Resources Technology Conference (URTeC),,True,VuV4MasAAAAJ:Zph67rFs4hoC,1,,13359712122890461832,/scholar?cites=13359712122890461832,,,0,0,0
1155311,Assisted history matching using Bayesian inference: Application to multi-well simulation of a huff-n-puff pilot test in the Permian Basin,2020,Esmail Eltahan and Reza Ganjdanesh and Wei Yu and Kamy Sepehrnoori and Hunter Drozd and Raymond Ambrose,,,,278-294,Unconventional Resources Technology Conference (URTeC),,True,VuV4MasAAAAJ:KlAtU1dfN6UC,1,,2044566067869339229,/scholar?cites=2044566067869339229,,,0,0,0
1155312,Parametric investigation of shale gas production considering nano-scale pore size distribution. formation factor. and non-Darcy flow mechanisms,2011,Guillermo German Michel Villazon and Richard F Sigal and Faruk Civan and Deepak Devegowda,,,,,Society of Petroleum Engineers,,True,F1Jx3twAAAAJ:Wp0gIr-vW9MC,159,,12244081734250189247,/scholar?cites=12244081734250189247,,,0,0,0
