,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1078310,Biosynthesis of iron oxide nanoparticles by cytoplasmic extract of bacteria Lactobacillus Fermentum,2018,Mina Fani and Fereshte Ghandehari and Malahat Rezaee,1,Journal of Medicinal and Chemical Sciences,2,28-30,Sami Publishing Company (SPC),,True,Mgr0MCUAAAAJ:IjCSPb-OGe4C,15,,17534484709515702813,/scholar?cites=17534484709515702813,,,0,0,0
1078311,Biosynthesis of iron oxide nanoparticles by cytoplasmic extracts of bacteria lactobacillus casei,2018,Parastoo Torabian and Fereshte Ghandehari and Mahnoosh Fatemi,2,Asian Journal of Green Chemistry,3,181-188,Sami Publishing Company,,True,Mgr0MCUAAAAJ:9yKSN-GCB0IC,6,,4915682972045965711,/scholar?cites=4915682972045965711,,,0,0,0
1078312,In silico and in vitro studies of cytotoxic activity of different peptides derived from vesicular stomatitis virus G protein,2015,Fereshte Ghandehari and Mandana Behbahani and Abbasali Pourazar and Zahra Noormohammadi,18,Iranian journal of basic medical sciences,1,47,Mashhad University of Medical Sciences,,True,Mgr0MCUAAAAJ:u5HHmVD_uO8C,6,,2432867746720587721,/scholar?cites=2432867746720587721,,,0,0,0
1078313,Probing rate of YMDD motif mutant in lamivudine treatment of Iranian patients with chronic hepatitis B virus infection,2011,Freshte Ghandehari and Abasali Pourazar and Mehrnaz Shanehsaz Zadeh and Nahid Tajedin,5,Asian journal of transfusion science,1,32,Wolters Kluwer--Medknow Publications,,True,Mgr0MCUAAAAJ:_FxGoFyzp5QC,6,,11692862102919619571,/scholar?cites=11692862102919619571,,,0,0,0
1078314,The effect of Ficus carica latex on 7. 12-dimethylbenz (a) anthracene-induced breast cancer in rats,2018,Fereshte Ghandehari and Mahnoosh Fatemi,8,Avicenna journal of phytomedicine,4,286,Mashhad University of Medical Sciences,,True,Mgr0MCUAAAAJ:2osOgNQ5qMEC,4,,11142789657317779274,/scholar?cites=11142789657317779274,,,0,0,0
1078315,Protective effect of Lactobacillus fermentum on lead-induced hematological and body weight alterations in rats,2019,Elham Ghazanfarpour and Mahnoosh Fatemi and Fereshte Ghandehari,13,Iranian Journal of Toxicology,3,15-20,Iranian Journal of Toxicology,,True,Mgr0MCUAAAAJ:YsMSGLbcyi4C,3,,12148104046620141923,/scholar?cites=12148104046620141923,,,0,0,0
1078316,Producing vesicular stomatitis virus G (VSVG) protein and assessment of its cytotoxic activity against breast cancer cells,2015,F Ghandehari and M Behbahani and A Pourazar and Z Nourmohammadi,33,Journal of Isfahan Medical School,325,221-230,Isfahan University of Medical Sciences (IUMS),,True,Mgr0MCUAAAAJ:eQOLeE2rZwMC,1,,8274993788118165099,/scholar?cites=8274993788118165099,,,0,0,0
1078317,Antioxidant Effects of Camel Milk in Rats Infected with Salmonella typhimurium,2020,M Fatemi and F Ghandehari and M Abasi,17,Journal of Food Technology and Nutrition,fall 2020,79-84,,,True,Mgr0MCUAAAAJ:0EnyYjriUFMC,0,,,,,,0,0,0
1078318,Study of anticancer activity of cecropin B on 7. 12-dimethylbenz (a) anthracene-induced breast cancer,2020,Fereshte Ghandehari and Mahnoosh Fatemi,22,Journal of Shahrekord University of Medical Sciences,3,106-112,Shahrekord University of Medical Sciences,,True,Mgr0MCUAAAAJ:UebtZRa9Y70C,0,,,,,,0,0,0
1078319,Study of Antioxidant Effects of Selenium-Enriched Saccharomyces Boulardii on Staphylococcus Aureus Infection,2020,Mahnoosh Fatemi and Fereshte Ghandehari,27,Journal of Kerman University of Medical Sciences,3,222-231,,,True,Mgr0MCUAAAAJ:5nxA0vEk-isC,0,,,,,,0,0,0
1078320,Evaluating Antibacterial Effect of Green Synthesis Oxide Iron Nanoparticles Using Cytoplasmic Extract of Lactobacillus casei,2019,P Torabian and F Ghandehari and M Fatemi,21,Journal of Babol University of Medical Sciences,1,237-241,Journal of Babol University of Medical Sciences,,True,Mgr0MCUAAAAJ:ufrVoPGSRksC,0,,,,,,0,0,0
1078321,Kuantitasi dan identifikasi bakteri asam laktat serta konsentrasi asam laktat dari fermentasi ikan gabus (Channa striata). ikan nila (Oreochromis niloticus). dan ikan sepat …,2016,Dewi Novianti,10,Sainmatika: Jurnal Ilmiah Matematika dan Ilmu Pengetahuan Alam,2,,,,True,t1CwZ-AAAAAJ:Wp0gIr-vW9MC,11,,7295481334897069564,/scholar?cites=7295481334897069564,,,0,0,0
1078322,Kemampuan Daya Hambat Ekstrak Buah Mengkudu (Morinda citrifolia) terhadap Bakteri Shigella dysenteriae,2015,Dewi Novianti,12,Sainmatika: Jurnal Ilmiah Matematika dan Ilmu Pengetahuan Alam,1,,,,True,t1CwZ-AAAAAJ:UeHWp8X0CEIC,8,,13046515958446212494,/scholar?cites=13046515958446212494,,,0,0,0
1078323,Kemampuan Antifungi Ekstrak Rimpang Temulawak (Curcuma xanthorrhiza) Terhadap Candida albicans,2016,Dewi Novianti,13,Sainmatika: Jurnal Ilmiah Matematika dan Ilmu Pengetahuan Alam,2,,,,True,t1CwZ-AAAAAJ:2osOgNQ5qMEC,6,,11798174594146604588,/scholar?cites=11798174594146604588,,,0,0,0
1078324,Pemeriksaan kandungan bakteri escherichia coli pada jajanan bakso tusuk di pasar tradisional kota Palembang,2015,Dewi Novianti,12,Sainmatika: Jurnal Ilmiah Matematika dan Ilmu Pengetahuan Alam,2,,,,True,t1CwZ-AAAAAJ:u5HHmVD_uO8C,6,,592692316083699734,/scholar?cites=592692316083699734,,,0,0,0
1078325,Perbanyakan Jamur Trichoderma sp pada Beberapa Media,2018,Dewi Novianti,15,Sainmatika: Jurnal Ilmiah Matematika dan Ilmu Pengetahuan Alam,1,35-41,,,True,t1CwZ-AAAAAJ:mVmsd5A6BfQC,3,,13690540396721289055,/scholar?cites=13690540396721289055,,,0,0,0
1078326,Efektivitas Beberapa Media untuk Perbanyakan Jamur Metarhizium anisopliae,2017,Dewi Novianti,14,Sainmatika: Jurnal Ilmiah Matematika dan Ilmu Pengetahuan Alam,2,81-88,,,True,t1CwZ-AAAAAJ:ULOm3_A8WrAC,3,,9516962363034218118,/scholar?cites=9516962363034218118,,,0,0,0
1078327,Efektivitas infus daun sirih sebagai antibakteri streptococcus mutans penyebab karies gigi,2016,Dewi Novianti,10,Sainmatika: Jurnal Ilmiah Matematika dan Ilmu Pengetahuan Alam,1,,,,True,t1CwZ-AAAAAJ:d1gkVwhDpl0C,3,,2121074952310986168,/scholar?cites=2121074952310986168,,,0,0,0
1078328,Potensi dan Pengembangan Jenis Tanaman Obat di Desa Meranjat Kecamatan Indralaya Selatan,2017,Dewi Novianti,14,Sainmatika: Jurnal Ilmiah Matematika dan Ilmu Pengetahuan Alam,1,45-52,,,True,t1CwZ-AAAAAJ:UebtZRa9Y70C,2,,13680915864442713132,/scholar?cites=13680915864442713132,,,0,0,0
1078329,Pengenalan Zat Aditif Pada Makanan Dan Dampaknya Terhadap Kesehatan Di Sma Negeri I Belimbing Muara Enim Provinsi Sumatera Selatan,2020,Ita Emilia and Andi Arif Setiawan and Yunita Panca Putri and Marmaini Marmaini and Dewi Rosanti and Dwi Warsari and Syaiful Eddy and Syamsul Rizal and Dewi Novianti and Dian Mutiara and Nur Haziza,26,Jurnal Pengabdian Kepada Masyarakat,2,65-68,,,True,t1CwZ-AAAAAJ:RHpTSmoSYBkC,1,,12911790408089094020,/scholar?cites=12911790408089094020,,,0,0,0
1078330,Toksisitas Ekstrak Daun Srikaya (Annona squamosa Linn.) Terhadap Jamur Fusarium sp,2019,Dewi Novianti,16,Sainmatika: Jurnal Ilmiah Matematika dan Ilmu Pengetahuan Alam,2,130-136,,,True,t1CwZ-AAAAAJ:TQgYirikUcIC,0,,,,,,0,0,0
1078331,Fractionation of bioactive materials temulawak rhizome (Curcuma xanthorrhiza) on fungal Candida albicans in search of phytopharmaca,2019,D Novianti and T Kartika,1375,Journal of Physics: Conference Series,1,012015,IOP Publishing,,True,t1CwZ-AAAAAJ:mB3voiENLucC,0,,,,,,0,0,0
1078332,Coliform bacterial pollution in Rawal Lake. Islamabad and its feeding streams/river,2010,A Mashiatullah and MZ Chaudhary and MS Khan and T Javed and RM Qureshi,47,The Nucleus,1,35-40,,,True,W8CbTX0AAAAJ:PjIctmvwreMC,17,,4384867386669199756,/scholar?cites=4384867386669199756,,,0,0,0
1078333,Physicochemical and chemical quality of Mailsi City groundwater,2014,S Abbas and A Mashiatullah and A Javed and MS Khan and S Saleem,51,The Nucleus,2,199-205,,,True,W8CbTX0AAAAJ:J_QLn5ZebxAC,4,,17409480194356053081,/scholar?cites=17409480194356053081,,,0,0,0
1078334,Metal pollution assessment in sediments of Karachi Coast. Pakistan,2011,A Mashiatullah and MZ Chaudhary and T Javed and A Ghaffar and MS Khan and N Ahmad and RM Qureshi,48,The Nucleus,3,223-230,,,True,W8CbTX0AAAAJ:eQOLeE2rZwMC,4,,8243426308007981006,/scholar?cites=8243426308007981006,,,0,0,0
1078335,Bacteriological (fecal and total coliform) quality of Pakistani coastal water,2010,A Mashiatullah and T Javed and MS Khan and MZ Chaudhary and RM Qureshi and F Khalid,47,The Nucleus,2,173-180,,,True,W8CbTX0AAAAJ:u-x6o8ySG0sC,4,,7889170348425845891,/scholar?cites=7889170348425845891,,,0,0,0
1078336,Adsorption of heavy metals by bio-chars produced from pyrolysis of paper mulberry from simulated industrial wastewater,2014,S Adil and A Mashiatullah and M Asma and A Ghaffar and S Khan and J Abid,51,The Nucleus,3,323-327,,,True,W8CbTX0AAAAJ:jU8F8PsuBvwC,3,,9922711877890785556,/scholar?cites=9922711877890785556,,,0,0,0
1078337,Assessment of groundwater quality using physiochemical and geochemical analysis in the vicinity of Lei Nala. Islamabad. Pakistan,2011,S Munir and A Mashiatullah and S Mahmood and M Zafar and T Javed and MS Khan,48,The Nucleus,2,149-158,,,True,W8CbTX0AAAAJ:YsMSGLbcyi4C,2,,835992962310880962,/scholar?cites=835992962310880962,,,0,0,0
1078338,Radiological Risk Assessment to Marine Biota Along Manora Channel Karachi Coast Pakistan,2015,S Saleem and A Mashiatullah and M Asma and N Yaqoob and M Sarwar Khan,6,Iranica Journal of Energy and Environment,3,212-216,Babol Noshirvani University of Technology,,True,W8CbTX0AAAAJ:qxL8FJ1GzNcC,1,,17639555011444061281,/scholar?cites=17639555011444061281,,,0,0,0
1078339,Elemental depth profile in sediment core of korangi creek along Karachi coast. Pakistan,2012,MZ Chaudhry and A Mashiatullah and T Javed and N Ahmad and MS Khan and RM Qureshi,49,The Nucleus,1,39-48,,,True,W8CbTX0AAAAJ:7ITeEtXG1KIC,1,,10930815247956963015,/scholar?cites=10930815247956963015,,,0,0,0
1078340,Influence of pH on uptake and bioaccumulation of radiocesium (137Cs) in the green mussels Perna viridis,2010,A Mashiatullah and MS Khan and T Javed and MZ Chaudhary and RM Qureshi and F Chughtai,47,The Nucleus,1,31-34,,,True,W8CbTX0AAAAJ:u6-6eBKWo08C,1,,2506720520742383476,/scholar?cites=2506720520742383476,,,0,0,0
1078341,INFLUENCE OF SALINITY ON UPTAKE RATE AND BIOACCUMULATION OF 137Cs IN THE OYSTER CRASSOSTREA GLOMERATA,2020,A Mashiatullah and RM Qureshi and S Khan and J Abid and T Javed and F Chughtai and P Akhtar and A Jabbar,45,The Nucleus,3-4,119-124,,,True,W8CbTX0AAAAJ:Tyk-4Ss8FVUC,0,,,,,,0,0,0
1078342,Chemical and biological studies at and around proposed CHASNUPP-3/CHASNUPP-4 outfall,2012,A Mashiatullah and T Javed and N Yaqoob and A Ghaffar and MS Khan and MA Tasneem,,,INIS-PK--008,,,,True,W8CbTX0AAAAJ:IjCSPb-OGe4C,0,,,,,,0,0,0
1078343,Protective effect of rosemary (Rosmarinus officinalis) extract on naphthalene induced nephrotoxicity in adult male albino rat,2015,Neveen Mohamed El-Sherif and Noha Mohy Issa,3,Journal of Interdisciplinary Histopathology,1,24-32,Scopemed Publishing,,True,7wWTYYQAAAAJ:u5HHmVD_uO8C,9,,17757376832880713153,/scholar?cites=17757376832880713153,,,0,0,0
1078344,Light and electronic histological studies to the effect of Sofosbuvir on the visual cerebral cortex of adult male albino rat,2017,N Issa and N El-Sherif,13,Journal of American Science. 2017a,4,79-87,,,True,7wWTYYQAAAAJ:d1gkVwhDpl0C,5,,17303486817944973913,/scholar?cites=17303486817944973913,,,0,0,0
1078345,Histological and immunohistochemical study on the toxic effects of Anthracene on the lung and liver of adult male albino rats and the possible protective role of Ocimum …,2015,NM Issa and NM El-Sherif,1,J Cell Biol Histol,1,103,,,True,7wWTYYQAAAAJ:qjMakFHDy7sC,5,,12817319685856284333,/scholar?cites=12817319685856284333,,,0,0,0
1078346,Histological and Immunohistochemical Studies on the Cornea and Retina of Sofosbuvir Treated Rats,2017,NM Issa and NM El-Sherif,4,Austin J Anat,2,1068,,,True,7wWTYYQAAAAJ:2osOgNQ5qMEC,3,,14761448748021741797,/scholar?cites=14761448748021741797,,,0,0,0
1078347,Effect of Ginseng on the Testis of Subclinical Hypothyroidism Model in Adult Male Albino Rat,2017,NM Issa and NM El-Sherif,4,Austin J Anat,2,1065,,,True,7wWTYYQAAAAJ:UeHWp8X0CEIC,2,,10013296693309404222,/scholar?cites=10013296693309404222,,,0,0,0
1078348,The effect of N-acetylcysteine on the sensory retina of male albino rats exposed prenatally to cypermethrin,2020,NM Issa and MA Al-Gholam,,Folia morphologica,,,,,True,7wWTYYQAAAAJ:YsMSGLbcyi4C,1,,8697676276282830093,/scholar?cites=8697676276282830093,,,0,0,0
1078349,The Possible Anti-fibrotic Effect of Artichoke on the Liver and Heart of Bile Duct Ligation Rat Model,2017,Neveen M El-Sherif and Noha M Issa,2,AnatPhysiolBiochemInt J,1,555577,,,True,7wWTYYQAAAAJ:u-x6o8ySG0sC,1,,8707559246307374671,/scholar?cites=8707559246307374671,,,0,0,0
1078350,The Adjuvant Protective Effect of Resveratrol on Cisplatin-Induced Liver Toxicity in Male Albino Rats,2021,Noha M. Issa Huda I. Abd-Elhafiz,,Egyptian journal of hospital medicine,,,,,True,7wWTYYQAAAAJ:8k81kl-MbHgC,0,,,,,,0,0,0
1078351,Effect of cypermethrin on the postnatal development of the medulla oblongata and the possible protective role of melatonin in albino rats,2020,Marwa A Al-Gholam and Noha M Issa,53,Anatomy & Cell Biology,4,460,Korean Association of Anatomists,,True,7wWTYYQAAAAJ:roLk4NBRz8UC,0,,,,,,0,0,0
1078352,Evaluation of Thymus vulgaris (Thyme) role in the protection and treatment of the parotid gland of Triton WR-1339 induced hyperlipidemia in adult male albino rats,2020,Noha M Issa and Dalia Abd Elrazik Noya and Rasha M Salama,,Egyptian Journal of Histology,,,Egyptian Society of Histology and Cytology,,True,7wWTYYQAAAAJ:LkGwnXOMwfcC,0,,,,,,0,0,0
1078353,The Possible Protective Effect of Platelet Rich Plasma on Aspirin Induced Gastric Ulcer in Adult Male Albino Rat,2020,Fatma Fawzy Nada and Fatma El-Nabawia A El-Safty and Abeer E El–mehi and Noha M Issa,81,The Egyptian Journal of Hospital Medicine,1,1240-1250,Ain Shams University. Faculty of Medicine. Pan Arab League of Continuous Medical Education,,True,7wWTYYQAAAAJ:_FxGoFyzp5QC,0,,,,,,0,0,0
1078354,Aspects of energy metabolism in mangalitsa pigs exposed at thermic neutral temperature,2011,Monica Pârvu and AT Bogdan and Ioana Cristina Andronie and Adriana Amfim,44,Scientific Papers Animal Science and Biotechnologies,2,180-182,,,True,PV9cuSEAAAAJ:qxL8FJ1GzNcC,6,,12775088118844869666,/scholar?cites=12775088118844869666,,,0,0,0
1078355,Influence of Cold Stress on the Chemical Composition of Carcass to Mangalica pigs,2012,Monica Pârvu and Alexandru T Bogdan and Ioana Cristina Andronie and Violeta Elena Simion and Adriana Amfim,45,Scientific Papers Animal Science and Biotechnologies,2,394-396,,,True,PV9cuSEAAAAJ:9yKSN-GCB0IC,5,,1371200554176256762,/scholar?cites=1371200554176256762,,,0,0,0
1078356,Estimation of canine intestinal parasites in Bucharest and their risk to public health,2011,Adriana Amfim and Monica Pârvu and B Băcescu and Violeta-Elena Simion,68,Bull. UASVM Vet. Med,,26-30,,,True,PV9cuSEAAAAJ:ULOm3_A8WrAC,4,,10482946046049845234,/scholar?cites=10482946046049845234,,,0,0,0
1078357,Energy Efficiency Of The Diets At The Fattening Pigs Exposed At Heat Stress,2010,Monica Pârvu and Ioana C Andronie and Violeta Simion and Corina Zugravu and Carmen Berghes and Adriana Amfim,67,Bulletin USAMV Animal Science and Biotechnologies,,1-2,,,True,PV9cuSEAAAAJ:QIV2ME_5wuYC,4,,16436302757437025609,/scholar?cites=16436302757437025609,,,0,0,0
1078358,Epidemiological and paraclinical aspects in canine dirofiloariosis,2007,Coman Sofia and B Bacescu and T Coman and GHE PARVU and Cristina Dinu and T Petrut and N Bercaru and ADRIANA AMFIM,40,"Lucrari Stiintifice-Universitatea de Stiinte Agricole a Banatului Timisoara, Medicina Veterinara",,333-339,Facultatea de Medicină Veterinară,,True,PV9cuSEAAAAJ:IjCSPb-OGe4C,4,,3111988361953851093,/scholar?cites=3111988361953851093,,,0,0,0
1078359,The bioproductive effect of broiler lighting program,2014,Monica Parvu and Ioana Cristina Andronie and Violeta Elena Simion and Adriana Amfim,47,Scientific Papers Animal Science and Biotechnologies,1,286-288,,,True,PV9cuSEAAAAJ:dhFuZR0502QC,3,,17101816633016807962,/scholar?cites=17101816633016807962,,,0,0,0
1078360,Studies Concerning the Impact of Climate Changes on Honeybees Behaviour,2013,Monica Pârvu and Ioana Cristina Andronie and Violeta Elena Simion and Adriana Amfim,46,Scientific Papers Animal Science and Biotechnologies,2,282-284,,,True,PV9cuSEAAAAJ:ufrVoPGSRksC,3,,4019683439009921523,/scholar?cites=4019683439009921523,,,0,0,0
1078361,Epidemiological and therapeutics approaches in cats pyrethroids poisoning,2016,ADRIANA Amfim and VIOLETA ELENA Simion and MONICA Parvu,49,Lucrari Stiintifice Medicina Veterinara,,11-16,,,True,PV9cuSEAAAAJ:YsMSGLbcyi4C,2,,3645549272690223661,/scholar?cites=3645549272690223661,,,0,0,0
1078362,Feed Conversion Efficiency in Japanese Quail Egg Production Mathematical Assisted,2010,Monica Pârvu and Ioana Cristina Andronie and Violeta-Elena Simion and Carmen Bergheş and Adriana Amfim,43,Scientific Papers Animal Science and Biotechnologies,1,88-90,,,True,PV9cuSEAAAAJ:Se3iqnhoufwC,2,,7094963127215932721,/scholar?cites=7094963127215932721,,,0,0,0
1078363,Analysis of mycotoxins from biological fluids in bovids,2010,Violeta-Elena Simion and Mădălina Georgescu and Cătălin Negreanu and Adriana Amfim and Elena Mitranescu,67,"Bulletin UASVM, Veterinary Medicine",,277-282,,,True,PV9cuSEAAAAJ:Y0pCki6q_DkC,2,,3545042870270606267,/scholar?cites=3545042870270606267,,,0,0,0
1078364,Canine Model For The Study of the Epigenetic Factors Involved in Mammary Tumor Development,2020,Adriana Amfim and Anca Botezatu and Gabriela Anton and Liliana Burlibasa and Otilia Zarnescu and Camelia Albu and Marioara Matei and Andrei Tanase and Lucian Gabriel Radu and Lygia Alexandrescu and Natalia Cucu,,,,,,,True,PV9cuSEAAAAJ:TQgYirikUcIC,0,,,,,,0,0,0
1078365,Crystal Structures of Peptide Deformylase from Rice Pathogen Xanthomonas oryzae pv. oryzae in Complex with Substrate Peptides. Actinonin. and Fragment …,2016,Ho-Phuong-Thuy Ngo and Thien-Hoang Ho and Inho Lee and Huyen-Thi Tran and Bookyo Sur and Seunghwan Kim and Jeong-Gu Kim and Yeh-Jin Ahn and Sun-Shin Cha and Lin-Woo Kang,64,Journal of agricultural and food chemistry,39,7307-7314,American Chemical Society,,True,AyVgFvEAAAAJ:u5HHmVD_uO8C,10,,4960855102980652440,/scholar?cites=4960855102980652440,,,0,0,0
1078366,Chitosan-MnO2 nanocomposite for effective removal of Cr (VI) from aqueous solution,2020,Van-Phuc Dinh and Minh-Doan Nguyen and Quang Hung Nguyen and Thi-Thuy Luu and Anh Tuyen Luu and Tran Duy Tap and Thien-Hoang Ho and Trong Phuc Phan and Trinh Duy Nguyen and LV Tan,257,Chemosphere,,127147,Pergamon,,True,AyVgFvEAAAAJ:WF5omc3nYNoC,6,,16446784883984350129,/scholar?cites=16446784883984350129,,,0,0,0
1078367,Improvement of enzyme activity of β-1. 3-1. 4-glucanase from Paenibacillus sp. X4 by error-prone PCR and structural insights of mutated residues,2017,Seung Cheol Baek and Thien-Hoang Ho and Hyun Woo Lee and Won Kyeong Jung and Hyo-Seung Gang and Lin-Woo Kang and Hoon Kim,101,Applied microbiology and biotechnology,10,4073-4083,Springer Berlin Heidelberg,,True,AyVgFvEAAAAJ:UeHWp8X0CEIC,5,,15963050289700264298,/scholar?cites=15963050289700264298,,,0,0,0
1078368,Inhibitory effect of α-terpinyl acetate on cytochrome P450 2B6 enzymatic activity,2018,Yejin Lee and Hyoung-Goo Park and Vitchan Kim and Myung-A Cho and Harim Kim and Thien-Hoang Ho and Kyoung Sang Cho and Im-Soon Lee and Donghak Kim,289,Chemico-biological interactions,,90-97,Elsevier,,True,AyVgFvEAAAAJ:zYLM7Y9cAGgC,4,,11149603694322947452,/scholar?cites=11149603694322947452,,,0,0,0
1078369,Crystallographic snapshots of active site metal shift in E. coli fructose 1. 6-bisphosphate aldolase,2016,Huyen-Thi Tran and Seon-Hwa Lee and Thien-Hoang Ho and Seung-Hye Hong and Kim-Hung Huynh and Yeh-Jin Ahn and Deok-Kun Oh and Lin-Woo Kang,49,BMB reports,12,681,Korean Society for Biochemistry and Molecular Biology,,True,AyVgFvEAAAAJ:qjMakFHDy7sC,4,,12020990375193577656,/scholar?cites=12020990375193577656,,,0,0,0
1078370,Determination of cobalt in seawater using neutron activation analysis after preconcentration by adsorption onto γ-MnO2 nanomaterial,2018,Van-Phuc Dinh and Ngoc-Chung Le and Ngoc-Tuan Nguyen and Quang-Thien Tran and Van-Dong Nguyen and Anh-Tuyen Luu and N Quang Hung and Tran Duy Tap and Thien-Hoang Ho,2018,Journal of Chemistry,,,Hindawi,,True,AyVgFvEAAAAJ:eQOLeE2rZwMC,3,,10377497503038235369,/scholar?cites=10377497503038235369,,,0,0,0
1078371,Crystal structures of an atypical aldehyde dehydrogenase having bidirectional oxidizing and reducing activities,2017,Kyoungho Jung and Seung-Hye Hong and Thien-Hoang Ho and Yeh-Jin Ahn and Deok-Kun Oh and Lin-Woo Kang,105,International journal of biological macromolecules,,816-824,Elsevier,,True,AyVgFvEAAAAJ:9yKSN-GCB0IC,3,,10493472583913352557,/scholar?cites=10493472583913352557,,,0,0,0
1078372,Comparison of the adsorption of Zn (II) on alpha-and gamma-MnO2 nanostructures,2017,Ngoc Chung Le and Ngoc Tuan Nguyen and Thien Hoang Ho,59,"Vietnam Journal of Science, Technology and Engineering",3,14-19,,,True,AyVgFvEAAAAJ:YsMSGLbcyi4C,2,,9978729059793950524,/scholar?cites=9978729059793950524,,,0,0,0
1078373,Catalytic intermediate crystal structures of cysteine desulfurase from the Archaeon Thermococcus onnurineus NA1,2017,Thien-Hoang Ho and Kim-Hung Huynh and Diem Quynh Nguyen and Hyunjae Park and Kyoungho Jung and Bookyo Sur and Yeh-Jin Ahn and Sun-Shin Cha and Lin-Woo Kang,2017,Archaea,,,Hindawi,,True,AyVgFvEAAAAJ:IjCSPb-OGe4C,2,,18437442823024719891,/scholar?cites=18437442823024719891,,,0,0,0
