,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
1178515,Highly Active Gold(I)–Silver(I) Oxo Cluster Activating sp3 C–H Bonds of Methyl Ketones under Mild Conditions,2015,Xiao-Li Pei and Yang Yang and Zhen Lei and Shan-Shan Chang and Zong-Jie Guan and Xian-Kai Wan and Ting-Bin Wen and Quan-Ming Wang,137,Journal of the American Chemical Society,16,5520-5525,American Chemical Society,,True,L5ts38cAAAAJ:3fE2CSJIrl8C,33,,17700094201739750350,/scholar?cites=17700094201739750350,,,0,0,0
1178516,Homo and heterometallic gold (I) clusters with hypercoordinated carbon,2019,Zhen Lei and Quan-Ming Wang,378,,,382-394,Elsevier,,True,L5ts38cAAAAJ:qjMakFHDy7sC,31,,15493116841772555182,/scholar?cites=15493116841772555182,,,0,0,0
1178517,Structure Determination of Alkynyl‐Protected Gold Nanocluster Au22(tBuC≡C)18 and Its Thermochromic Luminescence,2020,Xu‐Shuang Han and Xinqi Luan and Hai‐Feng Su and Jiao‐Jiao Li and Shang‐Fu Yuan and Zhen Lei and Yong Pei and Quan‐Ming Wang,132,Angewandte Chemie,6,2329-2332,,,True,L5ts38cAAAAJ:_kc_bZDykSQC,26,,15004970633097203695,/scholar?cites=15004970633097203695,,,0,0,0
1178518,Solvent dependent excited state behaviors of luminescent gold (I)–silver (I) cluster with hypercoordinated carbon,2015,Meng Zhou and Zhen Lei and Qianjin Guo and Quan-Ming Wang and Andong Xia,119,The Journal of Physical Chemistry C,27,14980-14988,American Chemical Society,,True,L5ts38cAAAAJ:5nxA0vEk-isC,24,,13290448585984101244,/scholar?cites=13290448585984101244,,,0,0,0
1178519,An Atomically Precise Au10Ag2 Nanocluster with Red–Near‐IR Dual Emission,2016,Zhen Lei and Zong‐Jie Guan and Xiao‐Li Pei and Shang‐Fu Yuan and Xian‐Kai Wan and Jin‐Yuan Zhang and Quan‐Ming Wang,22,Chemistry–A European Journal,32,11156-11160,,,True,L5ts38cAAAAJ:IjCSPb-OGe4C,22,,15605628092434694681,/scholar?cites=15605628092434694681,,,0,0,0
1178520,Luminescence responsive intracluster rearrangements of gold (i)–silver (i) clusters triggered by acetonitrile,2016,Xiao-Yun Liu and Yang Yang and Zhen Lei and Zong-Jie Guan and Quan-Ming Wang,52,Chemical Communications,51,8022-8025,Royal Society of Chemistry,,True,L5ts38cAAAAJ:Zph67rFs4hoC,22,,1058732386883602383,/scholar?cites=1058732386883602383,,,0,0,0
1178521,Intensely luminescent gold (i) phosphinopyridyl clusters: visualization of unsupported aurophilic interactions in solution,2017,Zhen Lei and Jin-Yuan Zhang and Zong-Jie Guan and Quan-Ming Wang,53,Chemical Communications,79,10902-10905,Royal Society of Chemistry,,True,L5ts38cAAAAJ:UeHWp8X0CEIC,16,,15527765834369641909,/scholar?cites=15527765834369641909,,,0,0,0
1178522,Directed formation of tri-connected Cu (I) coordination polymers,2013,Yu-Mei Lin and Zhen Lei and Shan-Shan Chang and Quan-Ming Wang,15,CrystEngComm,45,9372-9376,Royal Society of Chemistry,,True,L5ts38cAAAAJ:8k81kl-MbHgC,13,,4474909734638951854,/scholar?cites=4474909734638951854,,,0,0,0
1178523,Vapochromic Gold (I)–Silver (I) Cluster Protected by Alkynyl and Phosphine Ligands,2017,Zhen Lei and Shan‐Shan Chang and Quan‐Ming Wang,2017,European Journal of Inorganic Chemistry,44,5098-5102,,,True,L5ts38cAAAAJ:Tyk-4Ss8FVUC,8,,14060693013505907652,/scholar?cites=14060693013505907652,,,0,0,0
1178524,Monitoring the growth of Ag–S clusters through crystallization of intermediate clusters,2019,Zi-Ang Nan and Ying Xiao and Xi-Yan Liu and Tan Wang and Xiao-Ling Cheng and Yang Yang and Zhen Lei and Quan-Ming Wang,55,Chemical Communications,47,6771-6774,Royal Society of Chemistry,,True,L5ts38cAAAAJ:4TOpqqG69KYC,6,,15103800513091770903,/scholar?cites=15103800513091770903,,,0,0,0
1178525,Ultrastable hydrido gold nanoclusters with the protection of phosphines,2020,Shang-Fu Yuan and Jiao-Jiao Li and Zong-Jie Guan and Zhen Lei and Quan-Ming Wang,56,Chemical Communications,51,7037-7040,Royal Society of Chemistry,,True,L5ts38cAAAAJ:ULOm3_A8WrAC,5,,6550800876205313296,/scholar?cites=6550800876205313296,,,0,0,0
1178526,Gas-Phase Photoluminescence and Photodissociation of Silver-Capped Hexagold Clusters,2018,Jean-François Greisch and Ana Ballester-Caudet and Sebastian Volker Kruppa and Zhen Lei and Quan-Ming Wang and Christoph Riehn and Françoise Remacle,122,The Journal of Physical Chemistry A,27,5799-5810,American Chemical Society,,True,L5ts38cAAAAJ:YOwf2qJgpHMC,4,,14709361460731915349,/scholar?cites=14709361460731915349,,,0,0,0
1178527,Atomically Precise Preorganization of Open Metal Sites on Gold Nanoclusters with High Catalytic Performance,2021,Shang‐Fu Yuan and Zhen Lei and Zong‐Jie Guan and Quan‐Ming Wang,60,Angewandte Chemie International Edition,10,5225-5229,,,True,L5ts38cAAAAJ:M3ejUd6NZC8C,1,,13828632641602766203,/scholar?cites=13828632641602766203,,,0,0,0
1178528,Reconstituting the C-Centered Hexagold(I) Clusters with N-Heterocyclic Carbene Ligands,2021,Zhen Lei and Xiao-Li Pei and Hitoshi Ube and Mitsuhiko Shionoya,,Bulletin of the Chemical Society of Japan,,,The Chemical Society of Japan,,True,L5ts38cAAAAJ:Wp0gIr-vW9MC,0,,,,,,0,0,0
1178529,Ligand effects on the photophysical properties of N. N′-diisopropylbenzimidazolylidene-protected C-centered hexagold (I) clusters,2020,Zhen Lei and Koichi Nagata and Hitoshi Ube and Mitsuhiko Shionoya,917,Journal of Organometallic Chemistry,,121271,Elsevier,,True,L5ts38cAAAAJ:UebtZRa9Y70C,0,,,,,,0,0,0
1178530,Study of molecular junctions with a combined surface-enhanced Raman and mechanically controllable break junction method,2006,Jing-Hua Tian and Bo Liu and Xiulan Li and Zhi-Lin Yang and Bin Ren and Sun-Tao Wu and Nongjian Tao and Zhong-Qun Tian,128,Journal of the American Chemical Society,46,14748-14749,American Chemical Society,,True,toYBsQoAAAAJ:u-x6o8ySG0sC,211,,10436913445371014017,/scholar?cites=10436913445371014017,,,0,0,0
1178531,Synthesis and properties of tadpole-shaped gold nanoparticles,2004,Jianqiang Hu and Yong Zhang and Bo Liu and Jinxuan Liu and Haihui Zhou and Yunfeng Xu and Yuxiong Jiang and Zhilin Yang and Zhong-Qun Tian,126,Journal of the American Chemical Society,31,9470-9471,American Chemical Society,,True,toYBsQoAAAAJ:u5HHmVD_uO8C,152,,14711914689124865946,/scholar?cites=14711914689124865946,,,0,0,0
1178532,Redox-switching in a viologen-type adlayer: an electrochemical shell-isolated nanoparticle enhanced Raman spectroscopy study on Au (111)-(1× 1) single crystal electrodes,2011,Bo Liu and Alfred Blaszczyk and Marcel Mayor and Thomas Wandlowski,5,ACS nano,7,5662-5672,American Chemical Society,,True,toYBsQoAAAAJ:UeHWp8X0CEIC,82,,483636842119790106,/scholar?cites=483636842119790106,,,0,0,0
1178533,In situ gap-mode Raman spectroscopy on single-crystal Au (100) electrodes: tuning the torsion angle of 4. 4′-biphenyldithiols by an electrochemical gate field,2011,Li Cui and Bo Liu and David Vonlanthen and Marcel Mayor and Yongchun Fu and Jian-Feng Li and Thomas Wandlowski,133,Journal of the American Chemical Society,19,7332-7335,American Chemical Society,,True,toYBsQoAAAAJ:qjMakFHDy7sC,76,,4603190256653928825,/scholar?cites=4603190256653928825,,,0,0,0
1178534,A controllable electrochemical fabrication of metallic electrodes with a nanometer/angstrom‐sized gap using an electric double layer as feedback,2005,Juan Xiang and Bo Liu and Sun‐Tao Wu and Bin Ren and Fang‐Zu Yang and Bing‐Wei Mao and Yuan L Chow and Zhong‐Qun Tian,117,Angewandte Chemie,8,1291-1294,WILEY‐VCH Verlag,,True,toYBsQoAAAAJ:d1gkVwhDpl0C,72,,16796936400429076882,/scholar?cites=16796936400429076882,,,0,0,0
1178535,Synthesis of One‐Dimensional Copper Sulfide Nanorods as High‐Performance Anode in Lithium Ion Batteries,2014,Xue Li and Xinyi He and Chunmei Shi and Bo Liu and Yiyong Zhang and Shunqing Wu and Zizong Zhu and Jinbao Zhao,7,ChemSusChem,12,3328-3333,WILEY‐VCH Verlag,,True,toYBsQoAAAAJ:yqoGN6RLRZoC,65,,17794956086990456872,/scholar?cites=17794956086990456872,,,0,0,0
1178536,Controllable nanogap fabrication on microchip by chronopotentiometry,2005,Bo Liu and Juan Xiang and Jing-Hua Tian and Can Zhong and Bing-Wei Mao and Fang-Zu Yang and Zhao-Bin Chen and Sun-Tao Wu and Zhong-Qun Tian,50,Electrochimica acta,15,3041-3047,Pergamon,,True,toYBsQoAAAAJ:9yKSN-GCB0IC,52,,4079237120912044711,/scholar?cites=4079237120912044711,,,0,0,0
1178537,A facile synthesis of copper sulfides composite with lithium-storage properties,2015,Xuxiang Wang and Yunhui Wang and Xue Li and Bo Liu and Jinbao Zhao,281,Journal of Power Sources,,185-191,Elsevier,,True,toYBsQoAAAAJ:r_AWSJRzSzQC,49,,8027250069337061305,/scholar?cites=8027250069337061305,,,0,0,0
1178538,The fabrication and characterization of adjustable nanogaps between gold electrodes on chip for electrical measurement of single molecules,2010,Jing-Hua Tian and Yang Yang and Bo Liu and Bernd Schöllhorn and De-Yin Wu and Emmanuel Maisonhaute and Anna Serra Muns and Yong Chen and Christian Amatore and Nong-Jian Tao and Zhong-Qun Tian,21,Nanotechnology,27,274012,IOP Publishing,,True,toYBsQoAAAAJ:2osOgNQ5qMEC,42,,10172924154983501556,/scholar?cites=10172924154983501556,,,0,0,0
1178539,One-step solution-combustion synthesis of complex spinel titanate flake particles with enhanced lithium-storage properties,2015,Xue Li and Qian Xiao and Bo Liu and Huangchang Lin and Jinbao Zhao,273,Journal of Power Sources,,128-135,Elsevier,,True,toYBsQoAAAAJ:HeT0ZceujKMC,38,,7720163053508925800,/scholar?cites=7720163053508925800,,,0,0,0
1178540,Conductance histogram evolution of an EC–MCBJ fabricated Au atomic point contact,2011,Yang Yang and Jun-Yang Liu and Zhao-Bin Chen and Jing-Hua Tian and Xi Jin and Bo Liu and Xiulan Li and Zhong-Zi Luo and Miao Lu and Fang-Zu Yang and Nongjian Tao and Zhong-Qun Tian,22,Nanotechnology,27,275313,IOP Publishing,,True,toYBsQoAAAAJ:zYLM7Y9cAGgC,24,,2876471308381744069,/scholar?cites=2876471308381744069,,,0,0,0
1178541,Structural evolution of NM (Ni and Mn) lithium-rich layered material revealed by in-situ electrochemical Raman spectroscopic study,2016,Jing-Xin Huang and Bing Li and Bo Liu and Bi-Ju Liu and Jin-Bao Zhao and Bin Ren,310,Journal of Power Sources,,85-90,Elsevier,,True,toYBsQoAAAAJ:fFSKOagxvKUC,22,,474777574236455517,/scholar?cites=474777574236455517,,,0,0,0
1178542,A Scanning Probe Microscopy Study of Annulated Redox‐Active Molecules at a Liquid/Solid Interface: The Overruling of the Alkyl Chain Paradigm,2010,Bo Liu and Ying‐Fen Ran and Zhihai Li and Shi‐Xia Liu and Chunyang Jia and Silvio Decurtins and Thomas Wandlowski,16,Chemistry–A European Journal,17,5008-5012,WILEY‐VCH Verlag,,True,toYBsQoAAAAJ:Y0pCki6q_DkC,18,,1366771775206924769,/scholar?cites=1366771775206924769,,,0,0,0
1178543,A self-terminated electrochemical fabrication of electrode pairs with angstrom-sized gaps,2006,Juan Xiang and Bin Liu and Bo Liu and Bin Ren and Zhong-Qun Tian,8,Electrochemistry communications,4,577-580,Elsevier,,True,toYBsQoAAAAJ:IjCSPb-OGe4C,15,,4382729397851620895,/scholar?cites=4382729397851620895,,,0,0,0
1178544,A combined SERS and MCBJ study on molecular junctions on silicon chips,2007,Jing-Hua Tian and Bo Liu and Shan Jin and Ke Dai and Zhao-Bin Chen and Xiulan Li and Huixian Ke and Sun-Tao Wu and Yang Yang and Bin Ren and Bing-Wei Mao and Nongjian Tao and Zhong-Qun Tian,,,,1302-1305,IEEE,,True,toYBsQoAAAAJ:W7OEmFMy1HYC,6,,11548595935746004565,/scholar?cites=11548595935746004565,,,0,0,0
1178545,Thermally activated charge transport in carbon atom chains,2020,Bo Liu and Kazumichi Yokota and Yuki Komoto and Makusu Tsutsui and Masateru Taniguchi,12,Nanoscale,20,11001-11007,Royal Society of Chemistry,,True,toYBsQoAAAAJ:OP4eGU-M3BUC,2,,10432792400943185577,/scholar?cites=10432792400943185577,,,0,0,0
1178546,Optimization and validation of HS-SPME-GCMS method for determination of multifumigant residues in grain. oilseeds. nuts. and dry fruit,2019,Xin Du and Wenjuan Zhang and Bo Liu and Tao Liu and Yu Xiao and Miyuki Taniguchi and YongLin Ren,102,Journal of AOAC International,6,1877-1883,Oxford University Press,,True,toYBsQoAAAAJ:F9fV5C73w3QC,2,,9535539737590532407,/scholar?cites=9535539737590532407,,,0,0,0
1178547,Dissecting Time-Evolved Conductance Behavior of Single Molecule Junctions by Nonparametric Machine Learning,2020,Bo Liu and Sanae Murayama and Yuki Komoto and Makusu Tsutsui and Masateru Taniguchi,11,The Journal of Physical Chemistry Letters,16,6567-6572,American Chemical Society,,True,toYBsQoAAAAJ:a3BOlSfXSfwC,1,,3027897735816496371,/scholar?cites=3027897735816496371,,,0,0,0
1178548,Measuring Single-Molecule Conductance at An Ultra-Low Molecular Concentration in Vacuum,2018,Bo Liu and Makusu Tsutsui and Masateru Taniguchi,9,Micromachines,6,282,Multidisciplinary Digital Publishing Institute,,True,toYBsQoAAAAJ:P7Ujq4OLJYoC,1,,16376299449719547299,/scholar?cites=16376299449719547299,,,0,0,0
1178549,Design and fabrication of an MEA microchip for cell culture study,2012,Yang Yang and Jun-Yang Liu and Cheng Zong and Bo Liu and Da-Xiao Zhang and Wen Sun and Yuan-Fei Wu and Miao Lu and Zhong-Qun Tian,135,Integrated Ferroelectrics,1,71-76,Taylor & Francis Group,,True,toYBsQoAAAAJ:OR75R8vi5nAC,1,,3009485598533108826,/scholar?cites=3009485598533108826,,,0,0,0
1178550,A Preliminary Study on Fabrication and Electronic Measurements of a Ag~ 2S Nanoelectrochemical Switch,2007,D Kong and J Tian and B Liu and H Liu and Z Chen and B Mao and Z Tian,28,CHEMICAL JOURNAL OF CHINESE UNIVERSITIES-CHINESE EDITION-,1,149,HIGHER EDUCATION PRESS,,True,toYBsQoAAAAJ:Tyk-4Ss8FVUC,1,,461932084069296440,/scholar?cites=461932084069296440,,,0,0,0
1178551,Fabrication. Characterization and Electric Properties of a Gold Nanowire Containing 4. 4'-Azopyridine Molecular Junction,2005,Juan Xiang and Bo Liu and J Tian and S Wu and J Hu and Z Tian,26,CHEMICAL JOURNAL OF CHINESE UNIVERSITIES-CHINESE EDITION-,7,1342,HIGHER EDUCATION PRESS,,True,toYBsQoAAAAJ:3htObqc8RwsC,1,,12145188643714584809,/scholar?cites=12145188643714584809,,,0,0,0
1178552,Erratum to? Controllable nanogap fabrication on microchip by chronopotentiometry?[Electrochimica Acta 50 (2005) 3041? 3047],2006,Bo Liu and Juan Xiang and Sun-Tao Wu and Bin Ren and Fang-Zu Yang and Can Zhong and Bing-Wei Mao and Yuan L Chow and Zhong-Qun Tian,51,Electrochimica Acta,18,3855-3855,Oxford; Toronto: Pergamon Press. 1959-,,True,toYBsQoAAAAJ:LhH-TYMQEocC,0,,,,,,0,0,0
1178553,In vitro resistance studies of hepatitis C virus serine protease inhibitors. VX-950 and BILN 2061 structural analysis indicates different resistance mechanisms,2004,Chao Lin and Kai Lin and Yu-Ping Luong and B Govinda Rao and Yun-Yi Wei and Debra L Brennan and John R Fulghum and Hsun-Mei Hsiao and Sue Ma and John P Maxwell and Kevin M Cottrell and Robert B Perni and Cynthia A Gates and Ann D Kwong,279,Journal of Biological Chemistry,17,17508-17514,American Society for Biochemistry and Molecular Biology,,True,i_OlMSEAAAAJ:u5HHmVD_uO8C,381,,5293172688480241959,/scholar?cites=5293172688480241959,,,0,0,0
1178554,Inhibitors of serine proteases. particularly HCV NS3-NS4A protease,2008,Kevin M Cottrell and John Maxwell and Robert B Perni and Janos Pitlik,,,,,,,True,i_OlMSEAAAAJ:QIV2ME_5wuYC,91,,15003539813739702029,/scholar?cites=15003539813739702029,,,0,0,0
1178555,Inhibitors of serine proteases. particularly HCV NS3-NS4A protease,2008,Kevin M Cottrell and John Maxwell and Robert B Perni and Janos Pitlik,,,,,,,True,i_OlMSEAAAAJ:4DMP91E08xMC,91,,15003539813739702029,/scholar?cites=15003539813739702029,,,0,0,0
1178556,Inhibitors of serine proteases. particularly HCV NS3-NS4A protease,2008,Kevin M Cottrell and John Maxwell and Robert B Perni and Janos Pitlik,,,,,,,True,i_OlMSEAAAAJ:mVmsd5A6BfQC,79,,15003539813739702029,/scholar?cites=15003539813739702029,,,0,0,0
1178557,Inhibitors of hepatitis C virus NS3· 4A protease. Part 3: P 2 proline variants,2004,Robert B Perni and Luc J Farmer and Kevin M Cottrell and John J Court and Lawrence F Courtney and David D Deininger and Cynthia A Gates and Scott L Harbeson and Joseph L Kim and Chao Lin and Kai Lin and Yu-Ping Luong and John P Maxwell and Mark A Murcko and Janos Pitlik and B Govinda Rao and Wayne C Schairer and Roger D Tung and John H Van Drie and Keith Wilson and John A Thomson,14,Bioorganic & medicinal chemistry letters,8,1939-1942,Pergamon,,True,i_OlMSEAAAAJ:u-x6o8ySG0sC,61,,17034343505888997153,/scholar?cites=17034343505888997153,,,0,0,0
1178558,Inhibitors of serine proteases,2011,Kevin M Cottrell and John Maxwell and Qing Tang and Anne-Laure Grillot and Arnaud Le Tiran and Emanuele Perola,,,,,,,True,i_OlMSEAAAAJ:Tyk-4Ss8FVUC,53,,9756295398083123972,/scholar?cites=9756295398083123972,,,0,0,0
1178559,Inhibitors of hepatitis C virus NS3· 4A protease. Effect of P4 capping groups on inhibitory potency and pharmacokinetics,2007,Robert B Perni and Gurudatt Chandorkar and Kevin M Cottrell and Cynthia A Gates and Chao Lin and Kai Lin and Yu-Ping Luong and John P Maxwell and Mark A Murcko and Janos Pitlik and Govinda Rao and Wayne C Schairer and John Van Drie and Yunyi Wei,17,Bioorganic & medicinal chemistry letters,12,3406-3411,Pergamon,,True,i_OlMSEAAAAJ:9yKSN-GCB0IC,40,,6542022551539306988,/scholar?cites=6542022551539306988,,,0,0,0
1178560,Antimalarial sulfide. sulfone. and sulfonamide trioxanes,2000,Gary H Posner and John P Maxwell and Hardwin O'Dowd and Mikhail Krasavin and Suji Xie and Theresa A Shapiro,8,Bioorganic & medicinal chemistry,6,1361-1370,Pergamon,,True,i_OlMSEAAAAJ:d1gkVwhDpl0C,39,,12036923552478852804,/scholar?cites=12036923552478852804,,,0,0,0
1178561,Mild. fast. and stereoselective epoxide opening by ketone enolate anions. Application to synthesis of the norlignan curculigine,2003,Gary H Posner and John P Maxwell and Mehmet Kahraman,68,The Journal of organic chemistry,8,3049-3054,American Chemical Society,,True,i_OlMSEAAAAJ:qjMakFHDy7sC,32,,11574462907563757452,/scholar?cites=11574462907563757452,,,0,0,0
1178562,Inhibitors of Hepatitis C Virus NS3. 4A Protease: P2 Proline Variants,2005,Luc J Farmer and Shawn D Britt and Kevin M Cottrell and Lawrence F Courtney and David D Deininger and Cynthia A Gates and Scott L Harbeson and Kai Lin and Chao Lin and Yu-P Luong and John P Maxwell and Janos Pitlik and BG Rao and Wayne C Schairer and John A Thomson and Roger D Tung and John H Van Drie and Yunyi Wei and Robert B Perni,2,Letters in Drug Design & Discovery,7,497-502,Bentham Science Publishers,,True,i_OlMSEAAAAJ:UeHWp8X0CEIC,27,,17322271422208376561,/scholar?cites=17322271422208376561,,,0,0,0
1178563,Dna-pk inhibitors,2014,John Patrick Maxwell and Paul S Charifson and Qing Tang and Steven M Ronkin and Katrina Lee Jackson and Albert Charles Pierce and David J Lauffer and Pan Li and Simon Giroux,,,,,,,True,i_OlMSEAAAAJ:aqlVkmm33-oC,21,,17369727818140458834,/scholar?cites=17369727818140458834,,,0,0,0
1178564,New synthetic methodology for ring expansion of n-sized conjugated cycloalkenones into homoallylic n+ 3 lactones: 3-step synthesis of fragrant phoracantholide,2000,Gary H Posner and Qiang Wang and Bethany A Halford and Jeffrey S Elias and John P Maxwell,41,Tetrahedron Letters,49,9655-9659,Pergamon,,True,i_OlMSEAAAAJ:IjCSPb-OGe4C,21,,6030632953390911633,/scholar?cites=6030632953390911633,,,0,0,0
1178565,Dna-pk inhibitors,2016,John Patrick Maxwell and Paul S Charifson and Qing Tang and Steven M Ronkin and Katrina Lee Jackson and Albert Charles Pierce and David J Lauffer and Pan Li and Simon Giroux and Jinwang Xu and Kevin Michael Cottrell and Mark A Morris and Nathan D Waal and Wenxin Gu and Hongbo Deng,,,,,,,True,i_OlMSEAAAAJ:An6A6Jpfc1oC,20,,17369727818140458834,/scholar?cites=17369727818140458834,,,0,0,0
1178566,Dna-pk inhibitors,2014,John Patrick Maxwell and Paul S Charifson and Qing Tang and Steven M Ronkin and Katrina Lee Jackson and Albert Charles Pierce and David J Lauffer and Pan Li and Simon Giroux,,,,,,,True,i_OlMSEAAAAJ:Wp0gIr-vW9MC,20,,17369727818140458834,/scholar?cites=17369727818140458834,,,0,0,0
1178567,Carbon-centered radicals and rational design of new antimalarial peroxide drugs,2000,GH Posner and M Krasavin and M McCutchen and P Ploypradith and JP Maxwell and JS Elias and MH Parker,,,,,Wiley-Blackwell,,True,i_OlMSEAAAAJ:2l5NCbZemmgC,20,,6812044658939698277,/scholar?cites=6812044658939698277,,,0,0,0
1178568,Discovery of Thienoimidazole-Based HCV NS5A Genotype 1a and 1b Inhibitors,2013,Simon Giroux and Jinwang Xu and T Jagadeeswar Reddy and Mark Morris and Kevin M Cottrell and Caroline Cadilhac and James A Henderson and Oliver Nicolas and Darius Bilimoria and Francois Denis and Nagraj Mani and Nigel Ewing and Rebecca Shawgo and Lucille L’Heureux and Subajini Selliah and Laval Chan and Nathalie Chauret and Francoise Berlioz-Seux and Mark N Namchuk and Anne-Laure Grillot and Youssef L Bennani and Sanjoy K Das and John P Maxwell,5,ACS Medicinal Chemistry Letters,3,240-243,American Chemical Society,,True,i_OlMSEAAAAJ:roLk4NBRz8UC,16,,12930729481856961268,/scholar?cites=12930729481856961268,,,0,0,0
1178569,Dna-pk inhibitors,2014,Paul S Charifson and Kevin Michael Cottrell and Hongbo Deng and John P Duffy and Huai Gao and Simon Giroux and Jeremy Green and Katrina Lee Jackson and Joseph M Kennedy and David J Lauffer and Mark Willem Ledeboer and Pan Li and John Patrick Maxwell and Mark A Morris and Albert Charles Pierce and Nathan D Waal and Jinwang Xu,,,,,,,True,i_OlMSEAAAAJ:kF1pexMAQbMC,15,,14864846813071959868,/scholar?cites=14864846813071959868,,,0,0,0
1178570,Benzimidazole analogues for the treatment or prevention of flavivirus infections,2013,James A Henderson and John Maxwell and Louis Vaillancourt and Mark Morris and Ronald Grey Jr and Simon Giroux and Laval Chan Chun Kong and Sanjoy Kumar Das and Bingcan Liu and Carl Poisson and Caroline Cadilhac and Monica Bubenik and T Jagadeeswar Reddy and Guy Falardeau and Constantin Yannopoulos and Jian Wang and Oswy Z Pereira and Youssef L Bennani and Albert C Pierce and Govinda Rao Bhisetti and Kevin M Cottrell and Valerie Marone,,,,,,,True,i_OlMSEAAAAJ:_FxGoFyzp5QC,15,,1844100541518476175,/scholar?cites=1844100541518476175,,,0,0,0
1178571,Inhibitors of serine proteases,2011,Kevin M Cottrell and John Maxwell and Qing Tang and Anne-Laure Grillot and Arnaud Le Tiran and Emanuele Perola,,,,,,,True,i_OlMSEAAAAJ:W7OEmFMy1HYC,14,,12155713839913783610,/scholar?cites=12155713839913783610,,,0,0,0
