Unnamed: 0,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
41917,FRS.“Advanced Inorganic Chemistry.”,1972.0,F Albert Cotton and Geoffrey Wilkinson,,,,309,John Wiley & Sons. Inc.. New York. London. Sydney. Toronto,,True,J666WVMAAAAJ:6sy8ByAbWgIC,28266,,16252076707222750729,/scholar?cites=16252076707222750729,,,0,0,0
41918,Advanced Inorganic Chemistry–A Comprehensive Text. 2,1966.0,F Albert Cotton and G Wilkinson,,2nd. ed. rev. and augm.,,,,,True,J666WVMAAAAJ:9tXw7Op4-u0C,27841,,16252076707222750729,/scholar?cites=16252076707222750729,,,0,0,0
41919,Advanced inorganic chemistry,1988.0,Frank Albert Cotton and Geoffrey Wilkinson and Carlos A Murillo and Manfred Bochmann and Russell Grimes,6.0,,,,Wiley,,True,J666WVMAAAAJ:S_Qw7xXuMuIC,27722,,16252076707222750729,/scholar?cites=16252076707222750729,,,0,0,0
41920,Comprehensive coordination chemistry,1987.0,L Vilas Boas and J Costa Pessoa and G Wilkinson and RD Gillard and JA McCleverty,3.0,"by G. Wilkinson, Pergamon, Oxford",,453-583,,,True,J666WVMAAAAJ:5N-NJrZHaHcC,1863,,10323922965417293379,/scholar?cites=10323922965417293379,,,0,0,0
41921,Solutions manual to accompany... Basic inorganic chemistry,1987.0,Geoffrey Wilkinson and Paul L Gaus,,,,,Wiley,,True,J666WVMAAAAJ:zzCxg_vo7cAC,1526,,10238643801417808489,/scholar?cites=10238643801417808489,,,0,0,0
41922,The preparation and properties of tris (triphenylphosphine) halogenorhodium (I) and some reactions thereof including catalytic homogeneous hydrogenation of olefins and …,1966.0,John A Osborn and FH Jardine and J Francis Young and Geoffrey Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,1711-1732,Royal Society of Chemistry,,True,J666WVMAAAAJ:mS4qin7VKjkC,1307,,14068985111347053026,/scholar?cites=14068985111347053026,,,0,0,0
41923,Comprehensive coordination chemistry. The synthesis. reactions. properties and applications of coordination compounds. V. 3. Main group and early transition elements,1987.0,Geoffrey Wilkinson and Robert D Gillard and Jon A McCleverty,,,,,,,True,J666WVMAAAAJ:oAywNP-vUhwC,1300,,10323922965417293379,/scholar?cites=10323922965417293379,,,0,0,0
41924,The structure of iron bis-cyclopentadienyl,1952.0,Geoffrey Wilkinson and M Rosenblum and MC Whiting and RB Woodward,74.0,Journal of the American Chemical Society,8,2125-2126,American Chemical Society,,True,J666WVMAAAAJ:8rLWgkbgOXQC,1138,,13212988713916732892,/scholar?cites=13212988713916732892,,,0,0,0
41925,Alkyl and aryl derivatives of π-cyclopentadienyl compounds of chromium. molybdenum. tungsten. and iron,1956.0,T_ S Piper and G Wilkinson,3.0,Journal of Inorganic and Nuclear Chemistry,2,104-124,Pergamon,,True,J666WVMAAAAJ:bbjcffOLshcC,1025,,12418287763969813709,/scholar?cites=12418287763969813709,,,0,0,0
41926,Comprehensive organometallic chemistry,1982.0,Geoffrey Wilkinson and F Gordon A Stone and Edward W Abel,,,,,Pergamon Press,,True,J666WVMAAAAJ:ML0RJ9NH7IQC,1005,,2664358951200305161,/scholar?cites=2664358951200305161,,,0,0,0
41927,New complexes of ruthenium (II) and (III) with triphenylphosphine. triphenylarsine. trichlorostannate. pyridine and other ligands,1966.0,TA Stephenson and G Wilkinson,28.0,Journal of Inorganic and Nuclear Chemistry,4,945-956,Pergamon,,True,J666WVMAAAAJ:4hFrxpcac9AC,898,,3635308367603040682,/scholar?cites=3635308367603040682,,,0,0,0
41928,Comprehensive organometallic chemistry II: a review of the literature 1982-1994,1995.0,Edward W Abel and JA Labinger and Francis Gordon Albert Stone and Jay A Labinger and Geoffrey Wilkinson and MJ Winter,5.0,,,,Elsevier,,True,J666WVMAAAAJ:_AkkBXT-jcoC,852,,12708596335505131553,/scholar?cites=12708596335505131553,,,0,0,0
41929,Comprehensive coordination chemistry,1987.0,BJ Hathaway and G Wilkinson and RD Gillard and JA McCleverty,5.0,"The synthesis, reactions, properties and applications of coordination compounds",,533-774,Pergamon Press Oxford,,True,J666WVMAAAAJ:4aZ_i-5WJEQC,591,,6677687439959683809,/scholar?cites=6677687439959683809,,,0,0,0
41930,Bis-cyclopentadienyl compounds of Ti. Zr. V. Nb and Ta,1954.0,G Wilkinson and JM Birmingham,76.0,Journal of the American Chemical Society,17,4281-4284,American Chemical Society,,True,J666WVMAAAAJ:dgXhHFWAKKUC,587,,17277105290475592270,/scholar?cites=17277105290475592270,,,0,0,0
41931,Dichlorotetrakis (dimethyl sulphoxide) ruthenium (II) and its use as a source material for some new ruthenium (II) complexes,1973.0,IP Evans and A Spencer and G Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",2,204-209,Royal Society of Chemistry,,True,J666WVMAAAAJ:GYcXSSpN504C,568,,8649865594112367152,/scholar?cites=8649865594112367152,,,0,0,0
41932,Hydroformylation of alkenes by use of rhodium complex catalysts,1968.0,D Evans and JA Osborn and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,3133-3142,Royal Society of Chemistry,,True,J666WVMAAAAJ:JH5k92_tO-AC,528,,8455787257878339078,/scholar?cites=8455787257878339078,,,0,0,0
41933,Dichlorotetracarbonyldirhodium,1966.0,J_ A_ McCleverty and G_ Wilkinson and Loren G Lipson and Michael L Maddox and Herbert D Kaesz,8.0,Inorganic Syntheses,,211-214,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:JhbybO29vGQC,522,,13950319078521811627,/scholar?cites=13950319078521811627,,,0,0,0
41934,Tetrakis (triphenylphosphine) dichlororuthenium (II) and Tris (triphenylphosphine) dichlororuthenium (II),1970.0,PS Hallman and TA Stephenson and G Wilkinson,12.0,Inorganic syntheses,,237-240,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:rDsFeusoTZkC,496,,13358552032931479486,/scholar?cites=13358552032931479486,,,0,0,0
41935,Comprehensive Coordination Chemistry,1987.0,EI Stiefel and G Wilkinson and RD Gillard and JA McCleverty,3.0,"by G. Wilkinson, RD Gillard, and JA McCleverty, Pergamon Press, Oxford",Part 36.5,1375-1420,,,True,J666WVMAAAAJ:q09DtPQ_434C,494,,14226969703007582265,/scholar?cites=14226969703007582265,,,0,0,0
41936,Inorganic chemistry,1980.0,F Albert Cotton and Geoffrey Wilkinson,,John Wiley and Sons,,,,,True,J666WVMAAAAJ:qzPvQt7yPGwC,485,,17333815956930964808,/scholar?cites=17333815956930964808,,,0,0,0
41937,Cyclopentadienyl-carbon monoxide and related compounds of some transitional metals,1955.0,TS Piper and FA Cotton and G Wilkinson,1.0,Journal of Inorganic and Nuclear Chemistry,3,165-174,Pergamon,,True,J666WVMAAAAJ:CMvovTBb2okC,479,,9063159972053960383,/scholar?cites=9063159972053960383,,,0,0,0
41938,Synthesis and reaction chemistry of stable two-coordinate phosphorus cations (phosphenium ions),1985.0,AH Cowley and RA Kemp,85.0,Chemical Reviews,5,367-382,American Chemical Society,,True,J666WVMAAAAJ:jvrRlaHg2sAC,454,,18144967825927788937,/scholar?cites=18144967825927788937,,,0,0,0
41939,The cyclopentadienides of scandium. yttrium and some rare earth elements,1956.0,JM Birmingham and G Wilkinson,78.0,Journal of the American Chemical Society,1,42-44,American Chemical Society,,True,J666WVMAAAAJ:SZzxPo9m4nkC,382,,18396607438721339868,/scholar?cites=18396607438721339868,,,0,0,0
41940,Single‐Source III/V Precursors: A New Approach to Gallium Arsenide and Related Semiconductors,1989.0,Alan H Cowley and Richard A Jones,28.0,Angewandte Chemie International Edition in English,9,1208-1215,Hüthig & Wepf Verlag,,True,J666WVMAAAAJ:-vzq6BoH5oUC,367,,11459653176134326159,/scholar?cites=11459653176134326159,,,0,0,0
41941,667. Carboxylates of palladium. platinum. and rhodium. and their adducts,1965.0,TA Stephenson and SM Morehouse and Ao R Powell and JP Heffer and G Wilkinson,,Journal of the Chemical Society (Resumed),,3632-3640,Royal Society of Chemistry,,True,J666WVMAAAAJ:isC4tDSrTZIC,356,,592846660150278959,/scholar?cites=592846660150278959,,,0,0,0
41942,On manganese cyclopentadienide and some chemical reactions of neutral bis-cyclopentadienyl metal compounds,1956.0,G Wilkinson and FA Cotton and JM Birmingham,2.0,Journal of Inorganic and Nuclear Chemistry,2,95-113,Pergamon,,True,J666WVMAAAAJ:BwyfMAYsbu0C,329,,2686497228536456910,/scholar?cites=2686497228536456910,,,0,0,0
41943,Química inorgánica avanzada,1996.0,F Albert Cotton and Geoffrey Wilkinson,,,,,Limusa.,,True,J666WVMAAAAJ:cF7EPgIk0B4C,323,,2401038776002466601,/scholar?cites=2401038776002466601,,,0,0,0
41944,Química inorgánica avanzada.,1990.0,A Cotto and Geoffrey Wilkinson,,,,,Limusa,,True,J666WVMAAAAJ:Nw_I7GeUguwC,323,,2401038776002466601,/scholar?cites=2401038776002466601,,,0,0,0
41945,Química inorgánica avanzada.,1969.0,F Albert Cotton and Geoffrey Wilkinson,,,QD151. 2 C84e,,,,True,J666WVMAAAAJ:EYYDruWGBe4C,323,,2401038776002466601,/scholar?cites=2401038776002466601,,,0,0,0
41946,Tris (triphenylphosphine) halorhodium (I),1967.0,JA Osborn and G Wilkinson and JJ Mrowca,10.0,Inorganic Syntheses,,67-71,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:wH03y5nBhxsC,299,,14921857300631420950,/scholar?cites=14921857300631420950,,,0,0,0
41947,Double bonding between the heavier main-group elements: from reactive intermediates to isolable molecules,1984.0,Alan H Cowley,3.0,Polyhedron,4,389-432,Pergamon,,True,J666WVMAAAAJ:ipzZ9siozwsC,283,,2536053379119875230,/scholar?cites=2536053379119875230,,,0,0,0
41948,Homogeneous hydroformylation of alkenes with hydridocarbonyltris-(triphenylphosphine) rhodium (I) as catalyst.,1970.0,CK Brown and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,2753-2764,Royal Society of Chemistry,,True,J666WVMAAAAJ:hZ5_QnqxF7AC,266,,17089779602444234535,/scholar?cites=17089779602444234535,,,0,0,0
41949,Tetrakis (acetato) dirhodium (II) and similar carboxylato compounds,1972.0,GA Rempel and P Legzdins and H Smith and G Wilkinson and DA Ucko,13.0,Inorganic Syntheses,,90-91,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:O3NaXMp0MMsC,256,,679149579917160474,/scholar?cites=679149579917160474,,,0,0,0
41950,Evaluation of DNA binding. DNA cleavage. protein binding and in vitro cytotoxic activities of bivalent transition metal hydrazone complexes,2011.0,P Krishnamoorthy and P Sathyadevi and Alan H Cowley and Rachel R Butorac and N Dharmaraj,46.0,European journal of medicinal chemistry,8,3376-3387,Elsevier Masson,,True,J666WVMAAAAJ:48xauSegjOkC,253,,4572713540974213890,/scholar?cites=4572713540974213890,,,0,0,0
41951,Hydride intermediates in homogeneous hydrogenation reactions of olefins and acetylenes using rhodium catalysts,1965.0,JF Young and JA Osborn and FH Jardine and G Wilkinson,,Chemical Communications (London),7,131-132,Royal Society of Chemistry,,True,J666WVMAAAAJ:WAzi4Gm8nLoC,240,,5659143449964684176,/scholar?cites=5659143449964684176,,,0,0,0
41952,Homogeneous hydrogenation and hydroformylation using ruthenium complexes,1965.0,D Evans and JA Osborn and FH Jardine and G Wilkinson,208.0,Nature,5016,1203,Nature Publishing Group,,True,J666WVMAAAAJ:xUD2GqFNeDMC,239,,18105372364188740179,/scholar?cites=18105372364188740179,,,0,0,0
41953,646. Norbornadiene–metal complexes and some related compounds,1959.0,EW Abel and MA Bennett and G Wilkinson,,Journal of the Chemical Society (Resumed),,3178-3182,Royal Society of Chemistry,,True,J666WVMAAAAJ:NhqRSupF_l8C,234,,1066266257460663204,/scholar?cites=1066266257460663204,,,0,0,0
41954,The reaction of hydridocarbonyltris (triphenylphosphine) rhodium with carbon monoxide. and of the reaction products. hydridodicarbonylbis (triphenylphosphine) rhodium and …,1968.0,D Evans and G Yagupsky and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,2660-2665,Royal Society of Chemistry,,True,J666WVMAAAAJ:htyGaKyDgHMC,231,,10184341321484710779,/scholar?cites=10184341321484710779,,,0,0,0
41955,Cyclopentadienyl compounds of Sc. Y. La. Ce and some lanthanide elements,1954.0,G Wilkinson and JM Birmingham,76.0,Journal of the American Chemical Society,23,6210-6210,American Chemical Society,,True,J666WVMAAAAJ:qUcmZB5y_30C,229,,373931093369222969,/scholar?cites=373931093369222969,,,0,0,0
41956,New ruthenium carboxylate complexes,1966.0,TA Stephenson and G Wilkinson,28.0,Journal of inorganic and nuclear Chemistry,10,2285-2291,Pergamon,,True,J666WVMAAAAJ:q3CdL3IzO_QC,218,,3285230081617752012,/scholar?cites=3285230081617752012,,,0,0,0
41957,291. Carbonyl halides of manganese and some related compounds,1959.0,EW Abel and G Wilkinson,,Journal of the Chemical Society (Resumed),,1501-1505,Royal Society of Chemistry,,True,J666WVMAAAAJ:WGv8Og3F3KgC,218,,13157254329181625785,/scholar?cites=13157254329181625785,,,0,0,0
41958,Stable compounds with double bonding between the heavier main-group elements,1984.0,Alan H Cowley,17.0,Accounts of Chemical Research,11,386-392,American Chemical Society,,True,J666WVMAAAAJ:8_tS2Vw13FcC,206,,16666093394686881186,/scholar?cites=16666093394686881186,,,0,0,0
41959,The preparation and reactions of hydridochlorotris (triphenylphosphine) ruthenium (II) including homogeneous catalytic hydrogenation of alk-1-enes,1968.0,PS Hallman and BR McGarvey and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,3143-3150,Royal Society of Chemistry,,True,J666WVMAAAAJ:gKiMpY-AVTkC,205,,4239817108050353576,/scholar?cites=4239817108050353576,,,0,0,0
41960,Carbene− Pnictinidene Adducts,1997.0,Anthony J Arduengo and Joseph C Calabrese and Alan H Cowley and HV Rasika Dias and Jens R Goerlich and William J Marshall and Bernhard Riegel,36.0,Inorganic chemistry,10,2151-2158,American Chemical Society,,True,J666WVMAAAAJ:cWzG1nlazyYC,200,,3765662460716191447,/scholar?cites=3765662460716191447,,,0,0,0
41961,π-cyclopentadienyl compounds of uranium-IV and thorium-IV,1956.0,LT Reynolds and G Wilkinson,2.0,Journal of Inorganic and Nuclear Chemistry,4,246-253,Pergamon,,True,J666WVMAAAAJ:ZeXyd9-uunAC,197,,354451680575042436,/scholar?cites=354451680575042436,,,0,0,0
41962,Cyclopentadienyl-nitric oxide compounds of chromium and manganese,1956.0,T-S_ Piper and G Wilkinson,2.0,Journal of Inorganic and Nuclear Chemistry,1,38-45,Pergamon,,True,J666WVMAAAAJ:OC7j4ufeY2cC,196,,17464424094891047796,/scholar?cites=17464424094891047796,,,0,0,0
41963,Bis-cyclopentadienyl Compounds of Nickel and Cobalt,1954.0,G Wilkinson and PL Pauson and FA Cotton,76.0,Journal of the American chemical society,7,1970-1974,American Chemical Society,,True,J666WVMAAAAJ:Mx5hWS9ctUkC,194,,12316658038954623016,/scholar?cites=12316658038954623016,,,0,0,0
41964,Terminal phosphinidene and heavier congeneric complexes. The quest is over,1997.0,Alan H Cowley,30.0,Accounts of chemical research,11,445-451,American Chemical Society,,True,J666WVMAAAAJ:0N-VGjzr574C,184,,3336708160076484226,/scholar?cites=3336708160076484226,,,0,0,0
41965,food and farm policies of the European community,1983.0,Simon Harris and Alan Swinbank and Guy Wilkinson,,,,,Wiley,,True,J666WVMAAAAJ:52neCvzbxIwC,184,,17625224175300510223,/scholar?cites=17625224175300510223,,,0,0,0
41966,Highly luminescent poly (methyl methacrylate)-incorporated europium complex supported by a carbazole-based fluorinated β-diketonate ligand and a 4. 5-bis (diphenylphosphino)-9 …,2010.0,DB Ambili Raj and Biju Francis and MLP Reddy and Rachel R Butorac and Vincent M Lynch and Alan H Cowley,49.0,Inorganic chemistry,19,9055-9063,American Chemical Society,,True,J666WVMAAAAJ:Kqc1aDSOPooC,182,,8613024850606034155,/scholar?cites=8613024850606034155,,,0,0,0
41967,Complexes of rhenium (V),1967.0,Nigel Peter Johnson and Colin JL Lock and Geoffrey Wilkinson and James L Booker and Richard J Thompson,9.0,Inorganic Syntheses,,145-148,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:gVv57TyPmFsC,176,,4226719399816968864,/scholar?cites=4226719399816968864,,,0,0,0
41968,Synthesis and x-ray crystal structures of hexakis (trimethylphosphine) tris-. mu.-methylene-diruthenium (III) and its mono-and dicationic derivatives,1979.0,Michael B Hursthouse and Richard A Jones and KM Abdul Malik and Geoffrey Wilkinson,101.0,Journal of the American Chemical Society,15,4128-4139,American Chemical Society,,True,J666WVMAAAAJ:KYgttONoxcsC,174,,15704264337740804561,/scholar?cites=15704264337740804561,,,0,0,0
41969,The polarographic chemistry of ferrocene. ruthenocene and the metal hydrocarbon ions,1952.0,John A Page and Geoffrey Wilkinson,74.0,Journal of the American Chemical Society,23,6149-6150,American Chemical Society,,True,J666WVMAAAAJ:IX653JsL2_EC,172,,16801278941555240975,/scholar?cites=16801278941555240975,,,0,0,0
41970,Diphosphenes (RP: PR). Synthesis and NMR characterization,1982.0,AH Cowley and JE Kilduff and TH Newman and M Pakulski,104.0,Journal of the American Chemical Society,21,5820-5821,American Chemical Society,,True,J666WVMAAAAJ:NDuN12AVoxsC,166,,5361294150163332855,/scholar?cites=5361294150163332855,,,0,0,0
41971,Synthesis and characterization of a terminal borylene (boranediyl) complex,1998.0,Alan H Cowley and Viviana Lomelí and Andreas Voigt,120.0,Journal of the American Chemical Society,25,6401-6402,American Chemical Society,,True,J666WVMAAAAJ:AXkvAH5U_nMC,164,,5130314402529532951,/scholar?cites=5130314402529532951,,,0,0,0
41972,The iron sandwich. A recollection of the first four months,1975.0,Geoffrey Wilkinson,100.0,Journal of Organometallic Chemistry,1,273-278,Elsevier,,True,J666WVMAAAAJ:vV6vV6tmYwMC,164,,768279293193853646,/scholar?cites=768279293193853646,,,0,0,0
41973,Reactions of peroxobis (triphenylphosphine) platinum (II) and analogs with with carbon dioxide. carbon disulfide. and other unsaturated molecules,1970.0,PJ Hayward and DM Blake and G Wilkinson and CJ Nyman,92.0,Journal of the American Chemical Society,20,5873-5878,American Chemical Society,,True,J666WVMAAAAJ:9pM33mqn1YgC,161,,3541521020011761996,/scholar?cites=3541521020011761996,,,0,0,0
41974,trans‐Chlorocarbonylbis(Tri‐Phenylphosphine)Rhodium and Related Complexes,1968.0,D Evans and JA Osborn and G Wilkinson and Robert Paine Jr and RW Parry,11.0,Inorganic Syntheses,,99-101,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:-mN3Mh-tlDkC,161,,4953122388976564847,/scholar?cites=4953122388976564847,,,0,0,0
41975,600. Dicarbonyl-β-diketonato-and related complexes of rhodium (I),1964.0,F Bonati and G Wilkinson,,Journal of the Chemical Society (Resumed),,3156-3160,Royal Society of Chemistry,,True,J666WVMAAAAJ:27LrP4qxOz0C,158,,6162888956690141075,/scholar?cites=6162888956690141075,,,0,0,0
41976,Cyclopentadienyl and arene metal compounds,1959.0,G Wilkinson and FA Cotton,,Progress in inorganic chemistry,,1-124,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:ghEM2AJqZyQC,158,,6248325654202010370,/scholar?cites=6248325654202010370,,,0,0,0
41977,The synthesis. properties. and reactivities of stable compounds featuring double bonding between heavier Group 14 and 15 elements,1986.0,Alan H Cowley and Nicholas C Norman,,Progress in inorganic chemistry,,1-63,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:k8to_Y4Q4_EC,157,,12477430405228453816,/scholar?cites=12477430405228453816,,,0,0,0
41978,The use of density functional theory to understand and predict structures and bonding in main group compounds with multiple bonds,1998.0,F Albert Cotton and Alan H Cowley and Xuejun Feng,120.0,Journal of the American Chemical Society,8,1795-1799,American Chemical Society,,True,J666WVMAAAAJ:ipSP0SfFaZ8C,154,,17893156351839574933,/scholar?cites=17893156351839574933,,,0,0,0
41979,Cyclopentadienyl Compounds of Chromium. Molybdenum and Tungsten,1954.0,Geoffrey Wilkinson,76.0,Journal of the American Chemical Society,1,209-211,American Chemical Society,,True,J666WVMAAAAJ:eGYfIraVYiQC,152,,6290611453550183588,/scholar?cites=6290611453550183588,,,0,0,0
41980,Bis-cyclopentadienyl derivatives of some transition elements,1953.0,G Wilkinson and PL Pauson and JM Birmingham and FA Cotton,75.0,Journal of the American Chemical Society,4,1011-1012,American Chemical Society,,True,J666WVMAAAAJ:fixghrsIJ_wC,152,,16116518151795989726,/scholar?cites=16116518151795989726,,,0,0,0
41981,The chemistry of the phosphorus-phosphorus bond,1965.0,AH Cowley,65.0,Chemical Reviews,6,617-634,American Chemical Society,,True,J666WVMAAAAJ:yD5IFk8b50cC,144,,940309853535701620,/scholar?cites=940309853535701620,,,0,0,0
41982,Synthesis and X-ray crystal structure of oxotrimesityliridium (V),1993.0,Robyn S Hay-Motherwell and Geoffrey Wilkinson and Bilquis Hussain-Bates and Michael B Hursthouse,12.0,Polyhedron,16,2009-2012,Pergamon,,True,J666WVMAAAAJ:UebtZRa9Y70C,143,,156570888530637525,/scholar?cites=156570888530637525,,,0,0,0
41983,The Preparation and Some Properties of the Cobalticinium Salts,1952.0,Geoffrey Wilkinson,74.0,Journal of the American Chemical Society,23,6148-6149,American Chemical Society,,True,J666WVMAAAAJ:zdjWy_NXXwUC,143,,6218592464830022259,/scholar?cites=6218592464830022259,,,0,0,0
41984,The preparation and some properties of ruthenocene and ruthenicinium salts,1952.0,Geoffrey Wilkinson,74.0,Journal of the American Chemical Society,23,6146-6147,American Chemical Society,,True,J666WVMAAAAJ:L7vk9XBBNxgC,142,,10852601114567834733,/scholar?cites=10852601114567834733,,,0,0,0
41985,Synthesis and structures of compounds containing double bonds between the heavier Group VA elements: diphosphenes. diarsenes. phosphaarsenes. and phosphastibenes,1984.0,Alan H Cowley and Jan E Kilduff and Jon G Lasch and Sushil K Mehrotra and Nichlas C Norman and Marek Pakulski and Bruce R Whittlesey and Jerry L Atwood and William E Hunter,23.0,Inorganic Chemistry,17,2582-2593,American Chemical Society,,True,J666WVMAAAAJ:qSd0DAb9jMoC,140,,12219993507523459472,/scholar?cites=12219993507523459472,,,0,0,0
41986,Carboxylato-triphenylphosphine complexes of ruthenium. cationic triphenylphosphine complexes derived from them. and their behaviour as homogeneous hydrogenation catalysts for …,1973.0,Robert W Mitchell and Alwyn Spencer and Geoffrey Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",8,846-854,Royal Society of Chemistry,,True,J666WVMAAAAJ:u-coK7KVo8oC,140,,4156126691996489564,/scholar?cites=4156126691996489564,,,0,0,0
41987,Mass Spectra of Cyclopentadienyl Metal Compounds. Part I. Bis-cyclopentadienyl Compounds of V. Cr. Fe. Co. Ni. Re and Ru. and Manganese and Magnesium Cyclopentadienides1,1955.0,L Friedman and AP Irsa and G Wilkinson,77.0,Journal of the American Chemical Society,14,3689-3692,American Chemical Society,,True,J666WVMAAAAJ:8dzOF9BpDQoC,139,,6695899199604168296,/scholar?cites=6695899199604168296,,,0,0,0
41988,Cyclopentadienyl-triethylphosphine-copper (I) and bis-cyclopentadienylmercury (II),1956.0,G Wilkinson and TS Piper,2.0,Journal of Inorganic and Nuclear Chemistry,1,32-37,Pergamon,,True,J666WVMAAAAJ:ZbXHRDTBJTgC,138,,17531047638213824469,/scholar?cites=17531047638213824469,,,0,0,0
41989,WR Jackson et WB Jennings,1970.0,AH Cowley and MJS Dewar,92.0,J. Am. Chem. Soc,,1085,,,True,J666WVMAAAAJ:s9ia6_kGH2AC,137,,6727220968957100823,/scholar?cites=6727220968957100823,,,0,0,0
41990,A Theoretical Study of Free and Fe(CO)4-Complexed Borylenes (Boranediyls) and Heavier Congeners:  The Nature of the Iron−Group 13 Element Bonding,1999.0,Charles LB Macdonald and Alan H Cowley,121.0,Journal of the American Chemical Society,51,12113-12126,American Chemical Society,,True,J666WVMAAAAJ:YlPif8NxrbYC,136,,6187094669036417774,/scholar?cites=6187094669036417774,,,0,0,0
41991,A silyliron compound; an Fe-Si δ bond,1956.0,TS Piper and D Lemal and G Wilkinson,43.0,Naturwissenschaften,6,129-129,Springer Berlin/Heidelberg,,True,J666WVMAAAAJ:nj26e0utjpAC,136,,13813523882303209936,/scholar?cites=13813523882303209936,,,0,0,0
41992,Copper (I) and nickel (II) complexes with 1: 1 vs. 1: 2 coordination of ferrocenyl hydrazone ligands: Do the geometry and composition of complexes affect DNA binding/cleavage …,2012.0,Paramasivam Krishnamoorthy and Palanisamy Sathyadevi and Rachel R Butorac and Alan H Cowley and Nattamai SP Bhuvanesh and Nallasamy Dharmaraj,41.0,Dalton Transactions,15,4423-4436,Royal Society of Chemistry,,True,J666WVMAAAAJ:pk6FPx6l9xIC,135,,17635486154620608851,/scholar?cites=17635486154620608851,,,0,0,0
41993,Donor-acceptor bond in phosphine-borane complexes,1971.0,Alan H Cowley and M Cristina Damasco,93.0,Journal of the American Chemical Society,25,6815-6821,American Chemical Society,,True,J666WVMAAAAJ:6MVT8mER-OMC,134,,18261247377720033589,/scholar?cites=18261247377720033589,,,0,0,0
41994,Synthesis and structure of a diarsene: the first compound with an unsupported arsenic-arsenic double bond,1983.0,AH Cowley and JG Lasch and NC Norman and M Pakulski,105.0,Journal of the American Chemical Society,16,5506-5507,American Chemical Society,,True,J666WVMAAAAJ:AZju0d2GQJ0C,132,,7247134093068831425,/scholar?cites=7247134093068831425,,,0,0,0
41995,Mild hydroformylation of olefins using rhodium catalysts,1965.0,J A_ Osborn and G Wilkinson and JF Young,,Chemical Communications (London),2,17-17,Royal Society of Chemistry,,True,J666WVMAAAAJ:DXE8ND7PrJAC,132,,7540048042682102439,/scholar?cites=7540048042682102439,,,0,0,0
41996,Observation of a triplet phosphinidene by ESR spectroscopy,1994.0,Xinhua Li and SI Weissman and Tien-Sung Lin and Peter P Gaspar and Alan H Cowley and Alex I Smirnov,116.0,Journal of the American Chemical Society,17,7899-7900,American Chemical Society,,True,J666WVMAAAAJ:6yz0xqPARnAC,129,,4484208593855896893,/scholar?cites=4484208593855896893,,,0,0,0
41997,Further studies on hydridocarbonyltris (triphenylphosphine) rhodium (I); intermediate species in hydroformylation; rhodium and iridium analogues,1970.0,G Yagupsky and CK Brown and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,1392-1401,Royal Society of Chemistry,,True,J666WVMAAAAJ:eQOLeE2rZwMC,128,,113822965792573937,/scholar?cites=113822965792573937,,,0,0,0
41998,The quest for terminal phosphinidene complexes,1988.0,Alan H Cowley and Andrew R Barron,21.0,Accounts of Chemical Research,2,81-87,American Chemical Society,,True,J666WVMAAAAJ:LiF7i2gyBHwC,127,,18261974459974452224,/scholar?cites=18261974459974452224,,,0,0,0
41999,204. Amine. phosphine. arsine. and stibine complexes of rhenium-(III).-(IV). and-(V),1964.0,NP Johnson and CJL Lock and G Wilkinson,,Journal of the Chemical Society (Resumed),,1054-1066,Royal Society of Chemistry,,True,J666WVMAAAAJ:NtGNdKbuCngC,126,,9706921394924747130,/scholar?cites=9706921394924747130,,,0,0,0
42000,487. Molybdenum (II) carboxylates,1964.0,TA Stephenson and E Bannister and G Wilkinson,,Journal of the Chemical Society (Resumed),,2538-2541,Royal Society of Chemistry,,True,J666WVMAAAAJ:SAZ1SQo2q1kC,126,,6420119869516882746,/scholar?cites=6420119869516882746,,,0,0,0
