,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,gsrank,author_id,eprint_url,got_citations,got_author_ids,author_ids
1090235,Bifunctional binding of cisplatin to DNA: why does cisplatin form 1. 2-intrastrand cross-links with AG but not with GA?,2007,,,,,,,,False,L4OsUuQAAAAJ:7XCffrwrS2sC,105,,,,,,,0,0,0
1090236,Torsionally Responsive C3-Symmetric Azo Dyes: Azo−Hydrazone Tautomerism. Conformational Switching. and Application for Chemical Sensing,2010,,,,,,,,False,L4OsUuQAAAAJ:PbVfkCSoiPoC,100,,,,,,,0,0,0
1090237,A Co2N2 Diamond‐Core Resting State of Cobalt(I): A Three‐Coordinate CoI Synthon Invoking an Unusual Pincer‐Type Rearrangement,2006,,,,,,,,False,L4OsUuQAAAAJ:zEYdoEEwLqEC,98,,,,,,,0,0,0
1090238,Complete Switch of Selectivity in the C–H Alkenylation and Hydroarylation Catalyzed by Iridium: The Role of Directing Groups,2015,,,,,,,,False,L4OsUuQAAAAJ:EXDW3tg14iEC,95,,,,,,,0,0,0
1090239,Why is the Ir (III)-mediated amido transfer much faster than the Rh (III)-mediated reaction? A combined experimental and computational study,2016,,,,,,,,False,L4OsUuQAAAAJ:HHUT0vUrEqMC,94,,,,,,,0,0,0
1090240,Using density functional theory to design DNA base analogues with low oxidation potentials,2001,,,,,,,,False,L4OsUuQAAAAJ:PQ1NLOpCoVAC,94,,,,,,,0,0,0
1090241,Catalytic borylation of methane,2016,,,,,,,,False,L4OsUuQAAAAJ:C4Vd9JCM9EcC,91,,,,,,,0,0,0
1090242,Lewis acid stabilized methylidene and oxoscandium complexes,2008,,,,,,,,False,L4OsUuQAAAAJ:5Klqo5HVOaoC,91,,,,,,,0,0,0
1090243,π•−π• Bonding Interactions Generated by Halogen Oxidation of Zirconium(IV) Redox-Active Ligand Complexes,2008,,,,,,,,False,L4OsUuQAAAAJ:xggF7591RyAC,87,,,,,,,0,0,0
1090244,A Facile Approach to a d4 Ru⋮ N: Moiety,2005,,,,,,,,False,L4OsUuQAAAAJ:w2Gke83ceDMC,87,,,,,,,0,0,0
1090245,Enantioselective excited-state photoreactions controlled by a chiral hydrogen-bonding iridium sensitizer,2017,,,,,,,,False,L4OsUuQAAAAJ:xS75I-D7UoUC,84,,,,,,,0,0,0
1090246,The Mechanism of Water Oxidation Catalysis Promoted by [tpyRu(IV)O]2L3+: A Computational Study,2008,,,,,,,,False,L4OsUuQAAAAJ:MreiaWo1ERkC,82,,,,,,,0,0,0
1090247,Stereoselective rhodium-catalyzed [3+ 2+ 1] carbocyclization of alkenylidenecyclopropanes with carbon monoxide: theoretical evidence for a trimethylenemethane metallacycle …,2012,,,,,,,,False,L4OsUuQAAAAJ:-3_NAp5WSNkC,80,,,,,,,0,0,0
1090248,Room temperature dehydrogenation of ethane to ethylene,2011,,,,,,,,False,L4OsUuQAAAAJ:7gse_HdimRUC,79,,,,,,,0,0,0
1090249,Iridium-catalysed arylation of C–H bonds enabled by oxidatively induced reductive elimination,2018,,,,,,,,False,L4OsUuQAAAAJ:BPKFEoWHWZEC,78,,,,,,,0,0,0
1090250,Fractional quantization of molecular pseudorotation in Na 3,1986,,,,,,,,False,i2iYJQMAAAAJ:u5HHmVD_uO8C,359,,,,,,,0,0,0
1090251,Is multiphoton dissociation of molecules a statistical thermal process?,1978,,,,,,,,False,i2iYJQMAAAAJ:u-x6o8ySG0sC,260,,,,,,,0,0,0
1090252,A nomenclature for Λ‐doublet levels in rotating linear molecules,1988,,,,,,,,False,i2iYJQMAAAAJ:d1gkVwhDpl0C,236,,,,,,,0,0,0
1090253,Simple bond rupture reactions in multiphoton dissociation of molecules,1979,,,,,,,,False,i2iYJQMAAAAJ:9yKSN-GCB0IC,210,,,,,,,0,0,0
1090254,Ultrafast Time-Resolved Soft X-Ray Photoelectron Spectroscopy of Dissociating ,2001,,,,,,,,False,i2iYJQMAAAAJ:2osOgNQ5qMEC,197,,,,,,,0,0,0
1090255,Topological phase in molecular bound states: Application to the E⊗e system,1987,,,,,,,,False,i2iYJQMAAAAJ:qjMakFHDy7sC,143,,,,,,,0,0,0
1090256,Detection of melamine in milk using molecularly imprinted polymers–surface enhanced Raman spectroscopy,2015,,,,,,,,False,i2iYJQMAAAAJ:fbc8zXXH2BUC,126,,,,,,,0,0,0
1090257,Molecular dynamics beyond the adiabatic approximation: new experiments and theory,1985,,,,,,,,False,i2iYJQMAAAAJ:UeHWp8X0CEIC,118,,,,,,,0,0,0
1090258,The extent of energy randomization in the infrared multiphoton dissociation of SF6,1977,,,,,,,,False,i2iYJQMAAAAJ:Tyk-4Ss8FVUC,116,,,,,,,0,0,0
1090259,Raman spectroscopy for tablet coating thickness quantification and coating characterization in the presence of strong fluorescent interference,2006,,,,,,,,False,i2iYJQMAAAAJ:Se3iqnhoufwC,113,,,,,,,0,0,0
1090260,Multiphoton dissociation of SF6 by a molecular beam method,1980,,,,,,,,False,i2iYJQMAAAAJ:YsMSGLbcyi4C,109,,,,,,,0,0,0
1090261,Rotationally resolved photoionization of H2O,1991,,,,,,,,False,i2iYJQMAAAAJ:yFnVuubrUp4C,107,,,,,,,0,0,0
1090262,Evolution from a molecular Rydberg gas to an ultracold plasma in a seeded supersonic expansion of NO,2008,,,,,,,,False,i2iYJQMAAAAJ:M3ejUd6NZC8C,106,,,,,,,0,0,0
1090263,Multiphoton dissociation products from halogenated hydrocarbons,1978,,,,,,,,False,i2iYJQMAAAAJ:W7OEmFMy1HYC,104,,,,,,,0,0,0
1090264,Raman spectroscopic measurement of tablet-to-tablet coating variability,2005,,,,,,,,False,i2iYJQMAAAAJ:5nxA0vEk-isC,102,,,,,,,0,0,0
1090265,On the Shape of C6H6+,1996,,,,,,,,False,i2iYJQMAAAAJ:IjCSPb-OGe4C,99,,,,,,,0,0,0
1090266,A new instrument adapted to in situ Raman analysis of objects of art,2004,,,,,,,,False,i2iYJQMAAAAJ:Y0pCki6q_DkC,92,,,,,,,0,0,0
1090267,Photodissociation dynamics of Fe(CO)5: Excited state lifetimes and energy disposal,1983,,,,,,,,False,i2iYJQMAAAAJ:UebtZRa9Y70C,92,,,,,,,0,0,0
1090268,Pulsed-laser photocatalytic isomerization and hydrogenation of olefins,1982,,,,,,,,False,i2iYJQMAAAAJ:ufrVoPGSRksC,90,,,,,,,0,0,0
1090269,Determination of Sudan I in paprika powder by molecularly imprinted polymers–thin layer chromatography–surface enhanced Raman spectroscopic biosensor,2015,,,,,,,,False,i2iYJQMAAAAJ:vDZJ-YLwNdEC,86,,,,,,,0,0,0
1090270,Photoelectron spectroscopy and electronic structure of clusters of the group V elements. II. Tetramers: Strong Jahn–Teller coupling in the tetrahedral 2E ground states of P+4. As+4. and …,1990,,,,,,,,False,i2iYJQMAAAAJ:zYLM7Y9cAGgC,85,,,,,,,0,0,0
1090271,Higher excited states of benzene: Polarized ultraviolet two‐photon absorption spectroscopy,1985,,,,,,,,False,i2iYJQMAAAAJ:WF5omc3nYNoC,85,,,,,,,0,0,0
1090272,High‐resolution threshold photoionization of N2O,1991,,,,,,,,False,i2iYJQMAAAAJ:_FxGoFyzp5QC,75,,,,,,,0,0,0
1090273,Ultraviolet two‐photon spectroscopy of benzene: A new gerade Rydberg series and evidence for the 1 1E2g valence state,1983,,,,,,,,False,i2iYJQMAAAAJ:eQOLeE2rZwMC,75,,,,,,,0,0,0
1090274,Two-pathway coherent control of photoelectron angular distributions in molecular NO,1995,,,,,,,,False,i2iYJQMAAAAJ:YOwf2qJgpHMC,74,,,,,,,0,0,0
1090275,Specific thin-layer chromatography assay of limonin. a citrus bitter principle,1970,,,,,,,,False,i2iYJQMAAAAJ:hqOjcs7Dif8C,73,,,,,,,0,0,0
