Unnamed: 0,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
290335,University of California,@berkeley.edu,100129,KgZxzjsAAAAJ,{'indices'},robotics|control|hybrid systems|cyber security|embedded systems,Shankar Sastry,https://scholar.google.com/citations?view_op=medium_photo&user=KgZxzjsAAAAJ,32193,128,75,558,321,0,1
290336,"Professor of EECS, University of California, Berkeley",@eecs.berkeley.edu,67889,AhgjQ2QAAAAJ,{'indices'},System design|embedded systems|design automation|verification|synthesis,Alberto Sangiovanni Vincentelli,https://scholar.google.com/citations?view_op=medium_photo&user=AhgjQ2QAAAAJ,10741,119,48,723,232,0,1
290337,Campera Electronic Systems Srl,@campera-es.com,65569,DNyahUEAAAAJ,{'indices'},Embedded Systems|Digital Systems|FPGA|MPSoC,"Calliope-Louisa Sotiropoulou, PhD",https://scholar.google.com/citations?view_op=medium_photo&user=DNyahUEAAAAJ,60161,119,117,365,364,0,1
290338,"Professor of Electrical & Computer Engineering, and Professor of Computer Science, UCLA",@ucla.edu,61721,X2Qs7XYAAAAJ,{'indices'},Embedded Systems|Wireless Networks|Cyber-Physical Systems|Mobile Computing|Sensor Networks,Mani Srivastava,https://scholar.google.com/citations?view_op=medium_photo&user=X2Qs7XYAAAAJ,15010,108,58,349,192,0,1
290339,"Professor of Computer Engineering, ETH Zurich",@ethz.ch,60985,OaAKHewAAAAJ,{'indices'},embedded systems|embedded software|cyberphysical systems|IoT|evolutionary algorithms,Lothar Thiele,https://scholar.google.com/citations?view_op=medium_photo&user=OaAKHewAAAAJ,21736,86,50,362,200,0,1
290340,"ETH Zürich, Università di Bologna",@unibo.it,53069,8riq3sYAAAAJ,{'indices'},Integrated Circuits|Computer Architecture|Embedded Systems|Low Power|Machine Learning,Luca Benini,https://scholar.google.com/citations?view_op=medium_photo&user=8riq3sYAAAAJ,18468,109,59,731,476,0,1
290341,"Professor of Electrical Engineering and Computer Sciences, University of California at …",@berkeley.edu,49924,IJgXsgwAAAAJ,{'indices'},Cyber-Physical Systems|Embedded Systems|Modeling and Simulation|Models of Computation|Philosophy of Technology,Edward A. LEE,https://scholar.google.com/citations?view_op=medium_photo&user=IJgXsgwAAAAJ,14291,87,50,364,158,0,1
290342,University of Illinois,@illinois.edu,38405,cA28Zs0AAAAJ,{'indices'},Real-time Systems|wireless sensor networks|cyber-physical systems|embedded systems|social sensing,Tarek Abdelzaher,https://scholar.google.com/citations?view_op=medium_photo&user=cA28Zs0AAAAJ,10336,91,50,293,192,0,1
290343,Sogang University,@sogang.ac.kr,32933,yDENnYoAAAAJ,{'indices'},Computer architecture|Embedded Systems|Networking|Data mining,Hyuk-Jun Lee,https://scholar.google.com/citations?view_op=medium_photo&user=yDENnYoAAAAJ,13867,75,48,646,341,0,1
290344,"DSc, PhD, El. Eng., Institute of Electronic Systems, Faculty of Electronics and Information",@ise.pw.edu.pl,32505,J0GFPo4AAAAJ,{'indices'},DSP|FPGA|embedded systems|open source software|data acquisition systems,Wojciech M. Zabołotny,https://scholar.google.com/citations?view_op=medium_photo&user=J0GFPo4AAAAJ,16283,39,24,89,54,0,1
290345,"Professor of Computer Science, Stanford University",@cs.stanford.edu,32054,I_YsXU4AAAAJ,{'indices'},Operating Systems|Network Systems|Sensor Networks|Embedded Systems,Philip Levis,https://scholar.google.com/citations?view_op=medium_photo&user=I_YsXU4AAAAJ,10617,64,42,129,81,0,1
290346,Student Of Computer Science,@office365.cdgi.edu.in,30186,Fb0Iy1QAAAAJ,{'indices'},Artificial Intelligence|Embedded Systems,Jagmeet Singh,https://scholar.google.com/citations?view_op=medium_photo&user=Fb0Iy1QAAAAJ,12766,70,45,587,300,0,1
290347,Universidade Nova de Lisboa,@fct.unl.pt,28834,bgLWDg4AAAAJ,{'indices'},Petri Nets|Embedded Systems|Hardware/Software Co-Design|Reconfigurable platforms,ANIKO COSTA,https://scholar.google.com/citations?view_op=medium_photo&user=bgLWDg4AAAAJ,14854,67,43,502,279,0,1
290348,"Student (B.Tech/BE), NIIT University (INDIA)",@st.niituniversity.in,27116,mOYShX4AAAAJ,{'indices'},Electronics|Telecommunication|Embedded Systems|Energy Efficiency,Shrey Kumar,https://scholar.google.com/citations?view_op=medium_photo&user=mOYShX4AAAAJ,11379,62,42,350,243,0,1
290349,"PRINCIPAL and PROFESSOR, SENGUNTHAR COLLEGE OF ENGINEERING …",@scew.org,26008,0ndOzJAAAAAJ,{'indices'},Microwave Engineering|Medical Electronics|Embedded Systems|Power Electronics and Drives|Finite Element Analysis,Dr. R.SATISH KUMAR,https://scholar.google.com/citations?view_op=medium_photo&user=0ndOzJAAAAAJ,20473,45,32,252,150,0,1
290350,"Professor of Electrical Engineering,Princeton University",@princeton.edu,25456,R-z1R84AAAAJ,{'indices'},Secure computing|embedded systems|computer architecture|IoT|machine learning,Niraj Jha,https://scholar.google.com/citations?view_op=medium_photo&user=R-z1R84AAAAJ,6537,79,39,352,139,0,1
290351,Robert Noll Chair Professor at The Pennsylvania State University,@cse.psu.edu,24962,UyeTBeoAAAAJ,{'indices'},Computer Architecture|Embedded Systems,Vijaykrishnan Narayanan,https://scholar.google.com/citations?view_op=medium_photo&user=UyeTBeoAAAAJ,7157,81,42,371,181,0,1
290352,"Fullgraf Professor, Washington University",@cse.wustl.edu,24161,tCq7Wx0AAAAJ,{'indices'},Real-Time Systems|Embedded Systems|Wireless Sensor Networks|Internet of Things|Cyber-Physical Systems,Chenyang Lu,https://scholar.google.com/citations?view_op=medium_photo&user=tCq7Wx0AAAAJ,6911,72,43,207,131,0,1
