Unnamed: 0,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
173401,"HEC Montréal, CIRRELT and University of Bath",@hec.ca,74280,o4n0KvgAAAAJ,{'indices'},operations research|transportation|combinatorial optimization|industrial engineering|mathematical programming,Gilbert Laporte,https://scholar.google.com/citations?view_op=medium_photo&user=o4n0KvgAAAAJ,31414,137,90,529,434,0,1
173402,"Professor of IEOR and CS, Columbia University",@ieor.columbia.edu,70510,r49_E2cAAAAJ,{'indices'},Algorithms|Optimization|Operations Research|Scheduling,Clifford Stein,https://scholar.google.com/citations?view_op=medium_photo&user=r49_E2cAAAAJ,16655,51,31,129,73,0,1
173403,"Professor of Electrical Engineering, MIT",@mit.edu,55923,bWTPrLEAAAAJ,{'indices'},systems and control|optimization|stochastic systems|stochastic networks|operations research,John Tsitsiklis,https://scholar.google.com/citations?view_op=medium_photo&user=bWTPrLEAAAAJ,17434,90,53,238,140,0,1
173404,Baba Mastnath University,@bmu.ac.in,50619,T4brSz0AAAAJ,{'indices'},Operations Research,Kamal Kumar,https://scholar.google.com/citations?view_op=medium_photo&user=T4brSz0AAAAJ,26308,88,56,759,480,0,1
173405,"Professor of Operations Management, California State University, Bakersfield",@csub.edu,50492,Zf2m0RUAAAAJ,{'indices'},Operations Management|Supply Chain Management|Information Systems|Operations Research|Technology Management,Angappa Gunasekaran,https://scholar.google.com/citations?view_op=medium_photo&user=Zf2m0RUAAAAJ,27615,110,85,419,317,0,1
173406,"Professor and Jh. Hunter  Academic Chair, School of Industrial and Systems Engineering …",@isye.gatech.edu,48923,3QxoymwAAAAJ,{'indices'},optimization|operations research|convex optimization|nonparametric statistics,Arkadi Nemirovski,https://scholar.google.com/citations?view_op=medium_photo&user=3QxoymwAAAAJ,18220,69,45,173,104,0,1
173407,"Professor, Georgia Institute of Technology",@isye.gatech.edu,47225,BkIva08AAAAJ,{'indices'},operations research,George Nemhauser,https://scholar.google.com/citations?view_op=medium_photo&user=BkIva08AAAAJ,12144,83,46,214,128,0,1
173408,"Professor of Operations Research, École Polytechnique de Montréal",@cirrelt.net,44462,CilK624AAAAJ,{'indices'},operations research|combinatorial optimization|transportation and logistics|energy|industrial engineering,Michel Gendreau,https://scholar.google.com/citations?view_op=medium_photo&user=CilK624AAAAJ,17623,99,71,314,216,0,1
173409,Professor of Electrical Engineering,@kaust.edu.sa,39029,wKvaIJgAAAAJ,{'indices'},Control Systems|Operations Research|Computer Science|Aerospace Engineering,Eric Feron,https://scholar.google.com/citations?view_op=medium_photo&user=wKvaIJgAAAAJ,10192,58,29,207,102,0,1
173410,Professor in IEOR Department at Columbia University,@columbia.edu,38148,FWApsI0AAAAJ,{'indices'},stochastic models|operations research|stochastic processes|queues|heavy traffic,Ward Whitt,https://scholar.google.com/citations?view_op=medium_photo&user=FWApsI0AAAAJ,9317,101,46,339,204,0,1
173411,"Professor of Applied Mathematics, University of Louvain, Belgium",@uclouvain.be,36563,ChLWT2oAAAAJ,{'indices'},Integer Programming|Operations Research|Production Planning,"Laurence Wolsey,",https://scholar.google.com/citations?view_op=medium_photo&user=ChLWT2oAAAAJ,9601,68,34,155,90,0,1
173412,Daniel J. Epstein Chair Professor of Industrial and Systems Engineering,@usc.edu,33841,DZryMhIAAAAJ,{'indices'},Optimization|Operations Research|Engineering Systems|Differential-Variational Systems|Computation of Equilibria,Jong-Shi Pang,https://scholar.google.com/citations?view_op=medium_photo&user=DZryMhIAAAAJ,9512,75,41,219,135,0,1
173413,Università di Bologna,@unibo.it,33708,2IPL4XIAAAAJ,{'indices'},operations research|combinatorial optimization|algorithms,Paolo Toth,https://scholar.google.com/citations?view_op=medium_photo&user=2IPL4XIAAAAJ,11759,83,48,189,138,0,1
173414,"Professor, The Ohio State University",@osu.edu,32555,QNjCbyoAAAAJ,{'indices'},Power Systems|Operations Research|Optimization|Stochastics|Electricity Markets,Antonio J. Conejo,https://scholar.google.com/citations?view_op=medium_photo&user=QNjCbyoAAAAJ,16307,91,66,238,200,0,1
173415,"Professor, Massachusetts Institute of Technology",@mit.edu,32457,pzT_DS8AAAAJ,{'indices'},algorithms|operations research|computer science,James B. Orlin,https://scholar.google.com/citations?view_op=medium_photo&user=pzT_DS8AAAAJ,7482,68,33,155,89,0,1
173416,University of Texas at Dallas and City University Hong Kong,@utdallas.edu,30554,aG8kFGwAAAAJ,{'indices'},Stochastic Control|Risk Management|Operations Research|Mathematical Finance,Alain Bensoussan,https://scholar.google.com/citations?view_op=medium_photo&user=aG8kFGwAAAAJ,7603,65,37,219,110,0,1
