Unnamed: 0,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
283721,"Professor Emeritus of Distance Education, Athabasca University, Canada",@athabascau.ca,47878.0,19zDF-8AAAAJ,{'indices'},distance learning|e-learning|open scholarship,Terry Anderson,https://scholar.google.com/citations?view_op=medium_photo&user=19zDF-8AAAAJ,18207.0,68,44,163,112,0,1
283722,"Shimane University, Shudo Univesity, Yamaguchi University",,45957.0,kiNDBpoAAAAJ,{'indices'},e-learning|CALL,Shudong Wang,https://scholar.google.com/citations?view_op=medium_photo&user=kiNDBpoAAAAJ,12640.0,110,53,512,278,0,1
283723,"Associate Professor of Education, The University of Hong Kong",@hku.hk,42957.0,ieRf-R0AAAAJ,{'indices'},Educational Technology|Knowledge Management|e-Learning|Information Management,Minhong Wang,https://scholar.google.com/citations?view_op=medium_photo&user=ieRf-R0AAAAJ,26120.0,51,37,177,99,0,1
283724,National Pingtung University,@mail.nptu.edu.tw,25179.0,UOhEJR8AAAAJ,{'indices'},e-learning|social media|computational thinking,Sheng-Yi Wu,https://scholar.google.com/citations?view_op=medium_photo&user=UOhEJR8AAAAJ,11118.0,69,46,501,277,0,1
283725,"Professor of Medicine and Medical Education, Mayo Clinic College of Medicine and Science",@mayo.edu,24572.0,RbXpT6kAAAAJ,{'indices'},Medical education|e-learning|simulation,"David A Cook, MD, MHPE",https://scholar.google.com/citations?view_op=medium_photo&user=RbXpT6kAAAAJ,15917.0,78,61,168,148,0,1
283726,"Professor, Instructional Systems Technology (IST), Indiana University",@indiana.edu,19782.0,dsdG3ewAAAAJ,{'indices'},Self-directed online learning|open education|MOOCs|e-learning|emerging learning technologies,Curtis J. Bonk,https://scholar.google.com/citations?view_op=medium_photo&user=dsdG3ewAAAAJ,6173.0,62,38,152,86,0,1
283727,Universidad Sevilla,@us.es,19114.0,KVgLQh4AAAAJ,{'indices'},Formación profesorado|Desarrollo profesional|E-learning,Carlos Marcelo,https://scholar.google.com/citations?view_op=medium_photo&user=KVgLQh4AAAAJ,7585.0,54,34,154,82,0,1
283728,"Professor, Edith Cowan University",@ecu.edu.au,19063.0,mu_ZbU0AAAAJ,{'indices'},learning technologies|e-learning|online learning,Ron Oliver,https://scholar.google.com/citations?view_op=medium_photo&user=mu_ZbU0AAAAJ,5775.0,62,34,210,91,0,1
283729,Universiti Teknologi Malaysia,@utm.my,18578.0,kha2wNQAAAAJ,{'indices'},Personalized learning|mobile learning|e-learning,PROF. DR. MOHAMAD BILAL ALI,https://scholar.google.com/citations?view_op=medium_photo&user=kha2wNQAAAAJ,12153.0,50,40,525,325,0,1
283730,Hong Kong,@hkuspace.hku.hk,18135.0,KhIYHBgAAAAJ,{'indices'},open and distance learning|e-learning|lifelong learning,Zhang Weiyuan,https://scholar.google.com/citations?view_op=medium_photo&user=KhIYHBgAAAAJ,7721.0,47,34,449,202,0,1
283731,"Professor of Information Systems, Harbin Institute of Technology",@hit.edu.cn,17726.0,p8YrZKsAAAAJ,{'indices'},mobile applications|e-health|e-learning|information systems,doug vogel,https://scholar.google.com/citations?view_op=medium_photo&user=p8YrZKsAAAAJ,4081.0,62,31,170,73,0,1
283732,"Académico Departamento de Educación y Director de CIIET, Universidad de Santiago de …",@usach.cl,17299.0,skoAD_MAAAAJ,{'indices'},e-learning|competencias digitales|Tutoría Online|Diseño Instruccional Online|Competencia Digital Docente,Juan Silva Quiroz,https://scholar.google.com/citations?view_op=medium_photo&user=skoAD_MAAAAJ,8445.0,53,39,402,220,0,1
283733,senior lecturer,@imu.edu.my,17271.0,vmeUHd8AAAAJ,{'indices'},Anatomy|medical education|e-learning,Singh Anudeep,https://scholar.google.com/citations?view_op=medium_photo&user=vmeUHd8AAAAJ,8511.0,45,35,290,186,0,1
283734,"Chair Professor (Data Science), the Hong Kong Polytechnic University",@comp.polyu.edu.hk,16808.0,D1LEg-YAAAAJ,{'indices'},database|data warehouse|multimedia retrieval|web services|e-learning,Qing Li,https://scholar.google.com/citations?view_op=medium_photo&user=D1LEg-YAAAAJ,10060.0,53,41,392,233,0,1
283735,Vanderbilt University,@vanderbilt.edu,16706.0,ZXYmo-oAAAAJ,{'indices'},Legal English|Teaching English as a Second Language|Instructional Technology|E-Learning|Distance Education,Debra Lee,https://scholar.google.com/citations?view_op=medium_photo&user=ZXYmo-oAAAAJ,6810.0,69,39,319,182,0,1
283736,"Professeur de santé publique, Université Côte d'Azur",@chu-nice.fr,16469.0,-JcxHvUAAAAJ,{'indices'},Promotion de la santé|épidémiologie|bases de données|e-learning,Christian Pradier,https://scholar.google.com/citations?view_op=medium_photo&user=-JcxHvUAAAAJ,5811.0,51,31,146,88,0,1
283737,"Associate Professor of Physics, University of Porto",@fe.up.pt,15002.0,iN-QqMYAAAAJ,{'indices'},Computational Physics|Computer Algebra|E-Learning,Jaime E. Villate,https://scholar.google.com/citations?view_op=medium_photo&user=iN-QqMYAAAAJ,7142.0,13,9,16,9,0,1
