,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
427766,ZHAW Zurich University of Applied Science,,8654,EstsI9oAAAAJ,{'indices'},,Helmut Grabner,,3840,31,20,53,32,0,0
427767,"Professor of Photogrammetry and Remote Sensing, ETH Zurich",,16838,FZuNgqIAAAAJ,{'indices'},,Konrad Schindler,,11156,69,52,136,118,0,0
427768,"Professor of Machine Learning, University of Edinburgh",,56795,rvKJDbIAAAAJ,{'indices'},,Chris Williams,,33612,57,40,140,85,0,0
427769,"Principal Researcher, Machine Learning Group, Microsoft Research Cambridge",,28733,GYksTEEAAAAJ,{'indices'},,John Winn,,17144,50,34,83,62,0,0
427770,Research Scientist at Google,,16371,4QvYJ00AAAAJ,{'indices'},,Vittorio Ferrari,,8892,59,47,108,93,0,0
427771,"Director, Esri R&D Center Zurich",,5464,Mkf-G5wAAAAJ,{'indices'},,Pascal Mueller,,1742,24,16,36,22,0,0
427772,"Laboratory of Experimental Psychology, University of Leuven (K.U. Leuven)",,14011,BjwCO0IAAAAJ,{'indices'},,Johan Wagemans,,7439,58,37,261,187,0,0
427773,Research Scientist at Google Research,,5628,VCBBx24AAAAJ,{'indices'},,Jordi Pont-Tuset,,5273,22,21,27,25,0,0
427774,Pix4D SA,,8495,G7cEGOIAAAAJ,{'indices'},,Christoph Strecha,,4614,25,20,37,26,0,0
427775,"PostDoc Researcher, Computer Vision Lab, ETH Zurich",,1590,haqET7QAAAAJ,{'indices'},,Hayko Riemenschneider,,1170,18,16,26,20,0,0
427776,National University of Singapore,,2560,-LJCZMMAAAAJ,{'indices'},,Angela Yao,,1538,22,19,25,24,0,0
427777,Nanjing University,,10229,HEuN8PcAAAAJ,{'indices'},,Limin Wang,,8766,34,33,50,49,0,0
427778,"Professor,University of Western Sydney & Chief Scientist, Digital Health CRC",,28120,Q3Do9UMAAAAJ,{'indices'},,Federico Girosi,,5125,48,26,83,48,0,0
427779,"Professor of Neuroscience, Georgetown University",,12445,IS1Di9MAAAAJ,{'indices'},,Maximilian Riesenhuber,,3820,31,24,53,33,0,0
427780,MaLGa Machine Learning Genoa Center - Università degli Studi di Genova,,7600,quJBh1EAAAAJ,{'indices'},,Lorenzo Rosasco,,5764,42,37,107,90,0,0
427781,Chief Scientist and President,,136343,JYt9T_sAAAAJ,{'indices'},,Christof Koch,,48349,155,89,612,372,0,0
427782,"Duke University, MIT",,44406,R94cBVgAAAAJ,{'indices'},,Sayan Mukherjee,,21639,55,39,116,98,0,0
427783,Istituto Italiano di Tecnologia & University College London,,24356,lcOacs8AAAAJ,{'indices'},,Massimiliano Pontil,,10873,69,48,142,114,0,0
427784,"MIT, Google",,10980,qbjHRA8AAAAJ,{'indices'},,Ryan M. Rifkin,,2688,28,17,43,23,0,0
427785,"Professor in Computer Science, University of Basel ",,20261,HKLgZpYAAAAJ,{'indices'},,Thomas Vetter,,6261,52,33,119,72,0,0
427786,Director at Max Planck Institute for Biological Cybernetics,,34541,34eszXwAAAAJ,{'indices'},,Heinrich H. Bülthoff,,11876,91,52,447,277,0,0
427787,"Professor of Psychology, Cornell University",,15635,Ddfev5kAAAAJ,{'indices'},,Shimon Edelman,,3086,54,32,134,55,0,0
427788,"formerly ITC-irst, now PAT",,8569,Y70_PxYAAAAJ,{'indices'},,Roberto Brunelli,,1437,25,11,32,11,0,0
427789,"Picower Professor of Neuroscience, Massachusetts Institute of Technology",,47169,hv8jgk8AAAAJ,{'indices'},,Earl K. Miller,,16310,77,58,125,107,0,0
427790,INSEAD,,10777,GEbzNGIAAAAJ,{'indices'},,Theodoros Evgeniou,,4448,33,22,49,34,0,0
427791,"Professor for Human Neurobiology, Bremen University",,10472,CBq-OJwAAAAJ,{'indices'},,Manfred Fahle,,2180,47,21,130,56,0,0
427792,"Researcher, MERL",,58933,h-V4QaMAAAAJ,{'indices'},,Michael Jones,,20619,36,22,63,45,0,0
427793,"Professor, Children's Hospital, Harvard Medical School",,16660,WxZ_6nsAAAAJ,{'indices'},,Gabriel Kreiman,,6203,37,28,63,50,0,0
427794,"Perceiving Systems, Max Planck Institute for Intelligent Systems",,4199,vBnTQbAAAAAJ,{'indices'},,Huei-han Jhuang,,2840,8,6,8,6,0,0
427795,"professor of computer science, dibris, università degli studi di genova",,13294,sm7utHwAAAAJ,{'indices'},,alessandro verri,,2782,45,25,94,42,0,0
427796,The School of Computer Science at Tel Aviv University,,35815,UbFrXTsAAAAJ,{'indices'},,Lior Wolf,,17644,58,50,154,126,0,0
427797,"Research Staff Member, IBM Research",,6652,n5vSK6YAAAAJ,{'indices'},,David Beymer,,1553,32,17,62,36,0,0
427798,Stanford,,122300,7K34d7cAAAAJ,{'indices'},,Sebastian Thrun,,45573,156,94,432,318,0,0
427799,"Professor for Photogrammetry & Robotics, University of Bonn",,18376,8vib2lAAAAAJ,{'indices'},,Cyrill Stachniss,,10268,62,44,165,131,0,0
427800,University of Washington and NVIDIA,,71263,DqXsbPAAAAAJ,{'indices'},,Dieter Fox,,25310,113,75,259,207,0,0
427801,Sapienza University of Rome,,12059,yD-SFG4AAAAJ,{'indices'},,Giorgio Grisetti,,6469,39,28,78,56,0,0
427802,"Stanford University, Carnegie Mellon University, University of Freiburg, University of Bonn",,16052,7MyEIhAAAAAJ,{'indices'},,Dirk Haehnel,,5083,45,30,58,43,0,0
427803,"Professor of Computer Science, University of Bonn",,10962,f4fmRWwAAAAJ,{'indices'},,Armin Cremers,,2416,39,22,131,42,0,0
427804,"Professor of Computer Science, University of Bonn, Germany",,8581,lqjRbXgAAAAJ,{'indices'},,Maren Bennewitz,,3979,37,27,77,46,0,0
427805,Senior Researcher Fraunhofer FKIE,,9004,l8JriWkAAAAJ,{'indices'},,Dirk Schulz,,1961,33,18,54,28,0,0
427806,Robotics at Google/X,,9930,w7NaTD0AAAAJ,{'indices'},,Jürgen Sturm,,7047,37,28,51,44,0,0
427807,Google Research,,3752,uX9yGmAAAAAJ,{'indices'},,Christian Plagemann,,1776,30,21,56,38,0,0
427808,Georgia Tech,,23186,-JPZ21IAAAAJ,{'indices'},,seth hutchinson,,7476,47,26,137,68,0,0
427809,Magazino,,5108,Ak8GBEAAAAAJ,{'indices'},,Rainer Kümmerle,,3237,21,17,27,21,0,0
427810,"Lecturer in Mobile Robotics, University of Freiburg, Germany",,2248,bNsSYfYAAAAJ,{'indices'},,Gian Diego Tipaldi,,1454,27,22,41,32,0,0
427811,Rice University,,29529,Q6pxNZYAAAAJ,{'indices'},,Lydia E. Kavraki,,9997,73,39,203,134,0,0
427812,"Professor, Georgia Tech",,26031,ZxXBaswAAAAJ,{'indices'},,Frank Dellaert,,9800,68,46,183,126,0,0
427813,"Professor of Robotics, Carnegie Mellon",,22680,4fvo61oAAAAJ,{'indices'},,Howie Choset,,9587,67,43,260,180,0,0
427814,Northwestern University,,11148,yCpbkPAAAAAJ,{'indices'},,Kevin Lynch,,4227,44,28,107,60,0,0
427815,"Senior Systems Scientist, Carnegie Mellon University",,8731,rQoKPUsAAAAJ,{'indices'},,George Kantor,,3587,37,25,86,50,0,0
427816,KUKA Robotics R&D,,2006,JMLsE6EAAAAJ,{'indices'},,Patrick Pfaff,,883,18,14,22,15,0,0
427817,DLR and Technical University Munich,,3988,SuOUxjUAAAAJ,{'indices'},,Rudolph Triebel,,1829,28,19,51,36,0,0
427818,University of Oxford,,74437,JD8v9fkAAAAJ,{'indices'},,Michael Wooldridge,,14067,95,44,363,186,0,0
427819,"Professor of Computer Science, University of Oxford",,10713,0Z4sWCoAAAAJ,{'indices'},,Alex Rogers,,5170,56,36,163,108,0,0
427820,"Professor of Artificial Intelligence, University of Southampton",,8573,PVZnzdsAAAAJ,{'indices'},,Sarvapali D. (Gopal) Ramchurn,,3888,42,32,108,91,0,0
427821,Professor of Artificial Intelligence,,20005,Wz-D9CwAAAAJ,{'indices'},,Carles Sierra,,3484,60,26,216,69,0,0
427822,University of Southampton,,3134,TIuriUgAAAAJ,{'indices'},,Enrico Gerding,,1475,33,21,71,41,0,0
427823,"NYU, MIT",,8484,puV7nmQAAAAJ,{'indices'},,Peyman Faratin,,1132,28,15,44,18,0,0
427824,"Associate Professor of Artificial Intelligence, University of Southampton",,1565,6TuZKj4AAAAJ,{'indices'},,Sebastian Stein,,987,21,16,35,28,0,0
427825,Researcher,,2907,WOsd0lIAAAAJ,{'indices'},,Perukrishnen Vytelingum,,1138,19,13,26,14,0,0
427826,"Professor of Computer Science, University of Southampton",,6178,8Rt0X9AAAAAJ,{'indices'},,Timothy Norman,,1481,39,19,108,42,0,0
427827,"Lecturer, Computer Science, Loughborough University",,2741,KqRKHv4AAAAJ,{'indices'},,Shaheen Fatima,,637,23,12,35,17,0,0
427828,New York University Abu Dhabi,,2536,eoBU6GwAAAAJ,{'indices'},,Talal Rahwan,,1427,28,21,47,43,0,0
427829,"Associate Professor in Computer Science, University of Warwick",,1547,YBQai3gAAAAJ,{'indices'},,Long Tran-Thanh,,1150,20,15,38,31,0,0
427830,"Department of Informatics, King's College London",,13150,mKVcy8sAAAAJ,{'indices'},,Michael Luck,,2265,54,24,197,61,0,0
427831,"University of Lincoln, School of Computer Science",,16116,L9z6PakAAAAJ,{'indices'},,Simon Parsons,,3388,59,24,223,82,0,0
427832,"Professor of Computer Science, University of Oxford",,28819,wTAM67UAAAAJ,{'indices'},,Nigel Shadbolt,,6779,75,38,324,132,0,0
427833,University of Southamton,,2140,Gy8ggwQAAAAJ,{'indices'},,W. T. Luke Teacy,,648,19,13,25,15,0,0
427834,"assistant professor of Computer Science, University of Verona",,3850,KHAIAA8AAAAJ,{'indices'},,Alessandro Farinelli,,1765,28,21,71,45,0,0
427835,"Associate Professor, Co-Director of the Smart Systems Group, Heriot-Watt University, Edinburgh",,4487,fHzHjJIAAAAJ,{'indices'},,Valentin Robu,,2278,35,26,53,48,0,0
427836,"Department of Informatics, King's College London",,1246,nL-zXO4AAAAJ,{'indices'},,Maria Polukarov,,682,18,12,33,15,0,0
427837,University of Warsaw,,1746,YgykRA0AAAAJ,{'indices'},,Tomasz Michalak,,1152,22,19,45,35,0,0
427838,,,12277,hzPq7jUAAAAJ,{'indices'},,Chuong B. Do,,5532,39,29,55,48,0,0
427839,"Professor of Computer Science, University of Toronto; Director, Chief Data Scientist, UHN",,20015,xoNrEqUAAAAJ,{'indices'},,Michael Brudno,,8772,57,40,102,86,0,0
427840,Stanford University,,153497,YZYne64AAAAJ,{'indices'},,Michael Snyder,,67167,175,114,615,487,0,0
427841,"Faculty Investigator, HudsonAlpha Institute for Biotechnology",,34819,f2_R5B0AAAAJ,{'indices'},,Greg Cooper,,15735,49,40,76,69,0,0
427842,"Bren Professor of Computational Biology, Caltech",,79970,DKfEcuEAAAAJ,{'indices'},,Lior Pachter,,41556,66,47,141,109,0,0
427843,Google,,9598,_7bx8GYAAAAJ,{'indices'},,Eugene Davydov,,3834,15,12,15,12,0,0
427844,"Assistant Professor, Dept. of Genetics, Dept. of Computer Science, Stanford University",,33913,T2vp1pgAAAAJ,{'indices'},,Anshul Kundaje,,25261,50,47,89,84,0,0
427845,"Illumina, 10x Genomics, Stanford University Department of Computer Science",,13687,tA97_jAAAAAJ,{'indices'},,Sofia Kyriazopoulou-Panagiotopoulou,,9450,11,10,11,10,0,0
427846,"Associate Professor, Bakar Computational Health Sciences Institute, UCSF",,8277,n0Tc-dkAAAAJ,{'indices'},,Marina Sirota,,5031,25,24,44,41,0,0
427847,"Lead AI Scientist, PMCC UHN; CIFAR AI Chair, Vector Institute; Assistant Professor, U of Toronto",,3065,37FDILIAAAAJ,{'indices'},,Bo Wang,,2769,22,21,35,31,0,0
427848,"Senior Scientist, Lawrence Berkeley National Laboratory, USA",,42857,h5BKBHkAAAAJ,{'indices'},,Inna Dubchak,,13660,65,40,100,77,0,0
427849,"Stanford University, MIT",,503,StNh8KoAAAAJ,{'indices'},,Victoria Popic,,394,6,6,5,5,0,0
427850,HudsonAlpha Institute for Biotechnology,,176452,uNSng0gAAAAJ,{'indices'},,Richard M. Myers,,64791,160,98,425,311,0,0
427851,Natera Inc,,2548,7dAISKYAAAAJ,{'indices'},,Raheleh Salari,,2069,22,17,32,28,0,0
427852,"Graduate Student in Biomedical Informatics, Stanford University",,2977,2jZMD1EAAAAJ,{'indices'},,Daniel Newburger,,1026,12,10,13,10,0,0
427853,"Postdoctoral Fellow in Bioinformatics, Peter MacCallum Cancer Centre",,3765,gLLeuYcAAAAJ,{'indices'},,David Goode,,2070,21,20,26,26,0,0
427854,Apple Inc.,,2821,2EasRdEAAAAJ,{'indices'},,Junjie Zhu,,2794,9,9,9,9,0,0
427855,"School of Medicine and Surgery, University of Milano-Bicocca, Milano, Italy",,1107,wd38_50AAAAJ,{'indices'},,Daniele Ramazzotti,,1089,14,14,18,18,0,0
427856,"Assistant Professor, University of Michigan",,24300,yAqEpxMAAAAJ,{'indices'},,Alan P Boyle,,15083,28,28,36,34,0,0
427857,"Stanford University, The Chinese University of Hong Kong",,935,KlYBaWsAAAAJ,{'indices'},,Lin Huang,,429,14,12,16,12,0,0
427858,Michigan State University,,14457,WtzKMWAAAAAJ,{'indices'},,Jiliang Tang,,12646,59,57,144,139,0,0
427859,Pennsylvania State University,,5061,cdT_WMMAAAAJ,{'indices'},,Suhang Wang,,5007,29,29,56,56,0,0
427860,"Associate Professor of Computer Science and Engineering, Texas A&M University",,9439,pcCS60IAAAAJ,{'indices'},,"Xia ""Ben"" Hu",,8293,41,40,93,90,0,0
427861,"Assistant Professor of Computer Science, Illinois Institute of Technology",,2749,-6bAV2cAAAAJ,{'indices'},,Kai Shu,,2730,20,20,25,25,0,0
427862,"University of Southern California, Information Sciences Institute",,4210,u-8h3HcAAAAJ,{'indices'},,Fred Morstatter,,3589,22,22,38,34,0,0
427863,Osaka University,,20697,pmq9ejIAAAAJ,{'indices'},,Hiroshi Motoda,,7874,45,26,137,56,0,0
427864,,,7523,Uex-uzMAAAAJ,{'indices'},,Lei Tang,,4352,35,28,43,38,0,0
427865,"Assistant Professor, University of Virginia",,3074,uY6ek7sAAAAJ,{'indices'},,Jundong Li,,3053,27,27,41,41,0,0
427866,Syracuse University,,3253,l0h7wL0AAAAJ,{'indices'},,Reza Zafarani,,2649,25,24,37,32,0,0
427867,Assistant Professor,,19088,60IAq-sAAAAJ,{'indices'},,Manoranjan Dash,,7738,36,27,91,62,0,0
427868,"Associate Professor, School of Computing, National University of Singapore",,10752,ChKAuRAAAAAJ,{'indices'},,Rudy Setiono,,2952,41,26,73,44,0,0
427869,Jerry L. Maulden-Entergy Endowed Chair and Distinguished Professor of Information Science,,2881,V9PGXjMAAAAJ,{'indices'},,Nitin Agarwal,,1387,24,19,58,36,0,0
427870,LinkedIn,,4858,e4SLWj8AAAAJ,{'indices'},,Huiji Gao,,3444,26,24,31,30,0,0
427871,"Department of Computer Science, Binghamton University",,10018,bRCoY7EAAAAJ,{'indices'},,Lei Yu,,4334,18,16,24,18,0,0
427872,Google Inc.,,4666,uAYJbGYAAAAJ,{'indices'},,Zheng Zhao,,2733,25,22,36,30,0,0
427873,Twitter,,1344,LmdywcUAAAAJ,{'indices'},,Shamanth Kumar,,945,14,12,17,13,0,0
427874,LinkedIn,,1407,b4yuAqAAAAAJ,{'indices'},,Mohammad Ali Abbasi,,1078,10,10,12,10,0,0
427875,Airbnb,,940,r2BP6FsAAAAJ,{'indices'},,Liang Wu,,921,16,16,21,21,0,0
427876,"PhD Candidate at Computer Science and Engineering, Arizona State University",,70159,3Y-Ix1EAAAAJ,{'indices'},,Xufei Wang,,38058,118,85,1101,798,0,0
427877,"Distinguished Research Staff Member, IBM T. J. Watson Research Center",,59454,x_wsduUAAAAJ,{'indices'},,Charu Aggarwal,,29638,126,74,342,289,0,0
427878,"Professor Emeritus of Surgery, University of Washington",,15102,W63m4r8AAAAJ,{'indices'},,Richard Satava,,4358,62,33,146,70,0,0
427879,University of Washington and Seattle Children's Hospital,,4505,JYIGs_MAAAAJ,{'indices'},,Thomas Lendvay,,2549,40,30,82,66,0,0
427880,Microsoft,,17549,bkALdvsAAAAJ,{'indices'},,Zicheng Liu,,9171,63,42,209,141,0,0
427881,"Professor of Mathematical Neuroscience, Inria. Co-Editor-in-Chief, J. Math. Neuro. Assoc. Ed. SIIMS",,50963,_PhjyLoAAAAJ,{'indices'},,Olivier Faugeras,,5848,99,36,313,108,0,0
427882,Microsoft Research,,11226,PfSHhIIAAAAJ,{'indices'},,cha zhang,,5890,49,36,138,85,0,0
427883,"Director, Applied Research Center (ARC), Tencent PCG",,3177,4oXBp9UAAAAJ,{'indices'},,Ying Shan,,988,31,20,48,28,0,0
427884,Microsoft,,10232,wcZX6CgAAAAJ,{'indices'},,Liwei He,,2841,51,28,88,68,0,0
427885,Facebook,,46204,YAtwLpwAAAAJ,{'indices'},,Michael F Cohen,,13132,93,55,456,233,0,0
427886,"Sr. Director, Apple",,28948,YdNmnJAAAAAJ,{'indices'},,Alex Acero,,10951,74,42,328,148,0,0
427887,Microsoft Research,,10416,aLsUH7MAAAAJ,{'indices'},,Dinei Florencio,,4931,55,38,142,98,0,0
427888,"Vice President and Chief Scientist, Wormpex AI Research, IEEE & IAPR Fellow",,12872,7SgUlggAAAAJ,{'indices'},,Gang Hua,,8685,58,45,147,119,0,0
427889,State University of New York at Buffalo,,14802,fJ7seq0AAAAJ,{'indices'},,Junsong Yuan,,10198,58,46,189,157,0,0
427890,Microsoft,,8046,Qee1AwMAAAAJ,{'indices'},,Ross Cutler,,2800,42,29,93,75,0,0
427891,University of Wollongong,,6759,mZLzsdgAAAAJ,{'indices'},,Wanqing Li,,5214,40,34,96,70,0,0
427892,independent researcher,,9922,EdjwXCkAAAAJ,{'indices'},,QT Luong,,1293,31,13,47,16,0,0
427893,Inria Research Director - Athena Project Team Leader,,28246,UDRtJsEAAAAJ,{'indices'},,Rachid Deriche,,5455,75,33,229,101,0,0
427894,"Baidu Research/Professor of Computer Science, University of Kentucky",,14500,yveq40QAAAAJ,{'indices'},,Ruigang Yang,,6053,61,40,146,100,0,0
427895,nVidia Research,,6560,qqSucBkAAAAJ,{'indices'},,Charles Loop,,1944,31,19,51,29,0,0
427896,Microsoft Research,,4922,M_fwZg0AAAAJ,{'indices'},,Qin Cai,,1206,18,15,20,17,0,0
427897,Microsoft Research,,835,TvVwFB4AAAAJ,{'indices'},,Sasa Junuzovic,,536,15,12,16,12,0,0
427898,Amazon,,7307,pIWTAtwAAAAJ,{'indices'},,Jasha Droppo,,4086,43,27,102,58,0,0
427899,"Professor of Electrical Engineering and Computer Science, Northwestern University",,17556,zAlz89wAAAAJ,{'indices'},,Ying Wu,,7464,66,38,137,95,0,0
427900,"UC Berkeley, Google",,38612,8R35rCwAAAAJ,{'indices'},,Sergey Levine,,37824,93,91,233,233,0,0
427901,"Research Scientist, OpenAI",,22845,itSa94cAAAAJ,{'indices'},,John Schulman,,22353,37,37,48,48,0,0
427902,"Professor, UC Berkeley and UCSF",,22855,8fztli4AAAAJ,{'indices'},,Ken Goldberg,,10671,77,49,283,174,0,0
427903,"Embodied Intelligence, UC Berkeley",,7929,EMDboA4AAAAJ,{'indices'},,Yan Duan,,7763,20,19,22,22,0,0
427904,Founding engineer @ Ike / SW @ Nuro,,5465,xOWBOKQAAAAJ,{'indices'},,Sachin Patil,,3911,38,30,76,65,0,0
427905,Netflix Research,,5278,HBztuGIAAAAJ,{'indices'},,Rein Houthooft,,5140,11,9,11,9,0,0
427906,"Professor of Computer Science, U.C. Berkeley",,138076,bh-uRFMAAAAJ,{'indices'},,Trevor Darrell,,103131,132,98,367,274,0,0
427907,Co-Founder and Chief Scientist of OpenAI,,226704,x04W_mMAAAAJ,{'indices'},,Ilya Sutskever,,214044,58,57,77,74,0,0
427908,Google Brain,,3907,iVLAQysAAAAJ,{'indices'},,Jonathan Ho,,3693,15,14,16,16,0,0
427909,Technion,,3671,kppa2vgAAAAJ,{'indices'},,Aviv Tamar,,3585,25,24,36,34,0,0
427910,"Professor Electrical Engineering and Computer Science, UC Berkeley",,16136,a5nY-pYAAAAJ,{'indices'},,Alexandre Bayen,,8156,56,44,191,143,0,0
427911,UC Berkeley,,4942,Vzr1RukAAAAJ,{'indices'},,Igor Mordatch,,4149,32,28,42,40,0,0
427912,Co-Founder of OpenAI,,27365,XCZpOcAAAAAJ,{'indices'},,Wojciech Zaremba,,26610,30,29,38,35,0,0
427913,"PhD student of Computer Science, University of California, Berkeley",,1691,8-p9CLsAAAAJ,{'indices'},,Alex X. Lee,,1480,13,12,13,13,0,0
427914,Ike Robotics,,8625,VjsNXysAAAAJ,{'indices'},,Jur van den Berg,,5070,43,34,66,60,0,0
427915,UC Berkeley,,1652,jERkdhIAAAAJ,{'indices'},,Gregory Kahn,,1608,12,12,13,13,0,0
427916,"CEO and Founder, insitro",,92105,5Iqe53IAAAAJ,{'indices'},,Daphne Koller,,37532,145,83,297,236,0,0
