Unnamed: 0,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
253429,"Chief AI Scientist at Facebook & Silver Professor at the Courant Institute, New York …",@cs.nyu.edu,184028,WLN3QrAAAAAJ,{'indices'},AI|machine learning|computer vision|robotics|image compression,Yann LeCun,https://scholar.google.com/citations?view_op=medium_photo&user=WLN3QrAAAAAJ,146526,126,103,293,236,0,1
253430,"University of Illinois, Urbana-Champaign",@ifp.uiuc.edu,169198,rGF6-WkAAAAJ,{'indices'},Computer Vision|Image Processing|Pattern Recognition|Multimedia|AI,Thomas S. Huang,https://scholar.google.com/citations?view_op=medium_photo&user=rGF6-WkAAAAJ,52000,162,85,978,439,0,1
253431,Stanford University,@cs.stanford.edu,165356,mG4imMEAAAAJ,{'indices'},Machine Learning|Deep Learning|AI,Andrew Ng,https://scholar.google.com/citations?view_op=medium_photo&user=mG4imMEAAAAJ,102009,130,103,275,249,0,1
253432,"professor computer vision ETH Zurich & KU Leuven,  Head Toyota Lab TRACE @ KUL & …",@ethz.ch,140115,TwMib_QAAAAJ,{'indices'},computer vision|machine learning|AI|autonomous cars|cultural heritage,Luc Van Gool,https://scholar.google.com/citations?view_op=medium_photo&user=TwMib_QAAAAJ,70399,153,106,776,512,0,1
253433,"McDermott Professor in Brain Sciences, MIT",@ai.mit.edu,119799,WgAGy7wAAAAJ,{'indices'},Machine Learning|Learning Theory|AI|Neuroscience|Computational Vision,TOMASO POGGIO,https://scholar.google.com/citations?view_op=medium_photo&user=WgAGy7wAAAAJ,25835,143,76,487,252,0,1
253434,"Chief Data Scientist, Hitachi Europe",@czanalytics.com,109822,5bF75yoAAAAJ,{'indices'},Data driven business|Computational physics|Machine learning|Artificial Intelligence|AI,Aatos Heikkinen,https://scholar.google.com/citations?view_op=medium_photo&user=5bF75yoAAAAJ,51256,99,64,187,157,0,1
253435,"Professor of Computer Science, University of Freiburg",@informatik.uni-freiburg.de,85978,zj6FavAAAAAJ,{'indices'},Robotics|Artificial Intelligence|AI|Machine Learning|Computer Vision,Wolfram Burgard,https://scholar.google.com/citations?view_op=medium_photo&user=zj6FavAAAAAJ,34939,114,76,467,353,0,1
253436,"Vice-Provost (Research and Enterprise), Imperial College",@imperial.ac.uk,85405,FX5CsuYAAAAJ,{'indices'},AI|Artificial Intelligence|Multi-Agent Systems|Intelligent Agents|multiagent systems,Nick Jennings,https://scholar.google.com/citations?view_op=medium_photo&user=FX5CsuYAAAAJ,15107,128,55,468,277,0,1
253437,Seer,@seer.bio,71530,POWKkqEAAAAJ,{'indices'},Computational Genomics|AI,Serafim Batzoglou,https://scholar.google.com/citations?view_op=medium_photo&user=POWKkqEAAAAJ,25368,59,44,99,74,0,1
253438,"Professor of Computer Science and Engineering, Arizona State University",@asu.edu,64173,Dzf46C8AAAAJ,{'indices'},Feature Selection|Data Mining|AI|Social Computing|Social Media Mining,Huan Liu,https://scholar.google.com/citations?view_op=medium_photo&user=Dzf46C8AAAAJ,34375,111,86,411,323,0,1
253439,Soar Technology Inc.,@modelbenders.com,57963,zcdFTAMAAAAJ,{'indices'},CTO|surgical robotics|AI|deep learning|simulation,Roger D Smith,https://scholar.google.com/citations?view_op=medium_photo&user=zcdFTAMAAAAJ,19001,89,47,685,228,0,1
253440,Tencent Robotics X,@tencent.com,57858,1I-DKy8AAAAJ,{'indices'},Computer Vision|Multimedia|Speech|Robotics|AI,Zhengyou Zhang,https://scholar.google.com/citations?view_op=medium_photo&user=1I-DKy8AAAAJ,22273,97,56,294,184,0,1
253441,UC Berkeley | Covariant.AI,@cs.berkeley.edu,54665,vtwH6GkAAAAJ,{'indices'},Robotics|Machine Learning|AI,Pieter Abbeel,https://scholar.google.com/citations?view_op=medium_photo&user=vtwH6GkAAAAJ,46964,108,100,269,263,0,1
253442,"Professor, Polytechnique Montréal & Mila, Element AI, Canada CIFAR AI Chair",@polymtl.ca,53298,1ScWJOoAAAAJ,{'indices'},Deep Learning|Computer Vision & Pattern Recognition|Natural Language Processing|Data Mining|AI,Chris Pal,https://scholar.google.com/citations?view_op=medium_photo&user=1ScWJOoAAAAJ,22645,46,39,93,77,0,1
253443,"Institute of Automation, Chinese Academy of Sciences",,47958,1eWRcLUAAAAJ,{'indices'},AI,TN Tan,https://scholar.google.com/citations?view_op=medium_photo&user=1eWRcLUAAAAJ,20290,104,71,409,255,0,1
253444,"Professor, KU Leuven",@esat.kuleuven.be,44314,WtBmh0UAAAAJ,{'indices'},AI|Machine Learning|Systems and Control|Complex Networks|Deep Learning,Johan Suykens,https://scholar.google.com/citations?view_op=medium_photo&user=WtBmh0UAAAAJ,16497,83,51,350,226,0,1
253445,UC Santa Cruz,@ucolick.org,43458,04fD24sAAAAJ,{'indices'},Astronomy|AI|Oceanography|Tennis,J. Xavier Prochaska,https://scholar.google.com/citations?view_op=medium_photo&user=04fD24sAAAAJ,22948,108,72,422,334,0,1
253446,"CEO, Allen Institute for AI (AI2)",@allenai.org,41075,-hmxit8AAAAJ,{'indices'},AI|Machine Reading|search.,Oren Etzioni,https://scholar.google.com/citations?view_op=medium_photo&user=-hmxit8AAAAJ,12583,95,49,220,128,0,1
253447,CEO of Open Insights,@fayyad.com,39631,RlpTB_UAAAAJ,{'indices'},Data Science|AI|Machine Learning|Data Mining|Databases,Usama Fayyad,https://scholar.google.com/citations?view_op=medium_photo&user=RlpTB_UAAAAJ,9343,67,28,118,55,0,1
253448,"Stanford, CERN, LHCb, NIO, Athena Robotics, BORGWARD",@syr.edu,36497,l5SGbzEAAAAJ,{'indices'},Physics|Science|Deep Learning|AI|Autonomous Driving,Dr. Zhou Xing,https://scholar.google.com/citations?view_op=medium_photo&user=l5SGbzEAAAAJ,22460,101,78,266,253,0,1
253449,"Professor of AI, Imperial College London & University of Augsburg & CSO, audEERING",@imperial.ac.uk,35909,TxKNCSoAAAAJ,{'indices'},AI|Deep Learning|Digital Health|Audio|Affective Computing,Björn Schuller,https://scholar.google.com/citations?view_op=medium_photo&user=TxKNCSoAAAAJ,24529,86,74,485,375,0,1
253450,Google,@google.com,35450,W8yZCNsAAAAJ,{'indices'},AI|Machine Learning|Distributed Systems,Rajat Monga,https://scholar.google.com/citations?view_op=medium_photo&user=W8yZCNsAAAAJ,33373,18,18,20,20,0,1
253451,Independent Consultant,@jcuff.net,34344,fdEjP58AAAAJ,{'indices'},hpc|bioinformatics|genomics|structure prediction|AI,James Cuff,https://scholar.google.com/citations?view_op=medium_photo&user=fdEjP58AAAAJ,8146,20,16,20,16,0,1
253452,Headroom,@goheadroom.com,33334,yOcNQVgAAAAJ,{'indices'},AI|deep learning|computer vision|machine learning|computational gastronomy,Andrew Rabinovich,https://scholar.google.com/citations?view_op=medium_photo&user=yOcNQVgAAAAJ,30607,29,24,45,39,0,1
253453,"Microsoft Research AI & Krieger-Eisenhower Professor of Cognitive Science, Johns Hopkins …",@jhu.edu,31306,PRtkZzYAAAAJ,{'indices'},Cognitive science|AI|linguistics|Integrating neural and symbolic computation …,Paul Smolensky,https://scholar.google.com/citations?view_op=medium_photo&user=PRtkZzYAAAAJ,6388,57,31,123,61,0,1
253454,Facebook,@fb.com,30642,NbXF7T8AAAAJ,{'indices'},AI|Machine Learning|Computer Vision|Speech Recognition,Marc'Aurelio Ranzato,https://scholar.google.com/citations?view_op=medium_photo&user=NbXF7T8AAAAJ,23713,50,47,75,73,0,1
253455,"Prof. of Computer Science, Queens College",@cs.qc.edu,30399,lr_fQCEAAAAJ,{'indices'},AI|Data Mining|Information Retrieval|Web,J Chen,https://scholar.google.com/citations?view_op=medium_photo&user=lr_fQCEAAAAJ,15619,79,53,627,426,0,1
253456,"Professor of Computer Science, University of Rochester",@cs.rochester.edu,30225,CcbnBvgAAAAJ,{'indices'},AI|multimedia|computational social science|computational medicine|big data analytics,Jiebo Luo,https://scholar.google.com/citations?view_op=medium_photo&user=CcbnBvgAAAAJ,16650,96,62,353,264,0,1
253457,"Professor, Santa Fe Institute",@santafe.edu,29967,4xK5uaQAAAAJ,{'indices'},AI|Cognitive Science|Complex Systems,Melanie Mitchell,https://scholar.google.com/citations?view_op=medium_photo&user=4xK5uaQAAAAJ,8174,47,25,81,49,0,1
253458,"Professor of Computer Science, University of California, Irvine",@uci.edu,29928,1CR0meYAAAAJ,{'indices'},AI|Machine Learning|Genomics|Neural Computation,Xiaohui Xie,https://scholar.google.com/citations?view_op=medium_photo&user=1CR0meYAAAAJ,12109,55,44,101,92,0,1
253459,"School of Computer Science, University of Massachusetts Amherst",@cs.umass.edu,29081,izMnGyMAAAAJ,{'indices'},Multi-Agent Systems|AI,Victor Lesser,https://scholar.google.com/citations?view_op=medium_photo&user=izMnGyMAAAAJ,2962,85,27,306,72,0,1
253460,"Open-source robotics, Ark infosolution",@arkinfo.in,29068,U8gFt0YAAAAJ,{'indices'},computer vision|ai|machine learning,Nitesh Kumar,https://scholar.google.com/citations?view_op=medium_photo&user=U8gFt0YAAAAJ,16697,60,43,430,275,0,1
253461,Lenovo Research and previously Microsoft Research,@lenovo.com,28655,rCGsLtcAAAAJ,{'indices'},Multimedia analysis|computer vision|AI|machine learning,"Yong Rui, Fellow of ACM, IEEE, IAPR, SPIE",https://scholar.google.com/citations?view_op=medium_photo&user=rCGsLtcAAAAJ,10234,80,50,233,171,0,1
253462,Georgia Tech,@gatech.edu,26709,vjZrDKQAAAAJ,{'indices'},Computer Vision|Robotics|Machine Learning|AI,James Hays,https://scholar.google.com/citations?view_op=medium_photo&user=vjZrDKQAAAAJ,21357,45,40,63,60,0,1
253463,National Institute of Standards and Technology,@nist.gov,26451,aRS7X70AAAAJ,{'indices'},AI|Data science|Bioinformatics|Cheminformatics,Lewis Y Geer,https://scholar.google.com/citations?view_op=medium_photo&user=aRS7X70AAAAJ,10804,37,23,41,30,0,1
253464,"Lead Data Scientist @ Cape Analytics, formerly Research Scientist, Stanford University",@capeanalytics.com,26249,2q8b6Y0AAAAJ,{'indices'},AI|Astrophysics|High-energy astrophysics|time-domain astronomy,Giacomo Vianello,https://scholar.google.com/citations?view_op=medium_photo&user=2q8b6Y0AAAAJ,17014,72,59,136,129,0,1
253465,Birla Institute of Technology,@rackbank.com,25875,xsC9wjoAAAAJ,{'indices'},Internet of Thnigs|AI|ML,Parikshit Kumar Bais,https://scholar.google.com/citations?view_op=medium_photo&user=xsC9wjoAAAAJ,14251,59,39,382,229,0,1
253466,"Carleton University, Ottawa, ON, Canada",@carleton.ca,24940,zuGMGBoAAAAJ,{'indices'},AI|Security|Wireless|Connected/Autonomous Vehicles,F. Richard Yu,https://scholar.google.com/citations?view_op=medium_photo&user=zuGMGBoAAAAJ,19193,81,72,346,302,0,1
253467,The University of Hong Kong,@eee.hku.hk,24441,GKL_i6sAAAAJ,{'indices'},AI|big data|smart grid|networks|optimization techniques.,Victor OK Li,https://scholar.google.com/citations?view_op=medium_photo&user=GKL_i6sAAAAJ,10009,69,43,452,199,0,1
253468,Rutgers University,@winlab.rutgers.edu,24087,6KgM0OkAAAAJ,{'indices'},Physics|materials|wireless|AI,Richard E. Howard,https://scholar.google.com/citations?view_op=medium_photo&user=6KgM0OkAAAAJ,10976,56,23,166,50,0,1
253469,"Assistant Professor, MIT",@mit.edu,23326,ROILf3EAAAAJ,{'indices'},Computer Vision|Machine Learning|AI|Cognitive Science,Phillip Isola,https://scholar.google.com/citations?view_op=medium_photo&user=ROILf3EAAAAJ,22642,33,32,37,36,0,1
253470,"Crick-Clay Professor of Biomathematics, Cold Spring Harbor Laboratory",@cshl.edu,23182,siYbnagAAAAJ,{'indices'},Neuroscience|Statistical Physics|Theoretical Engineering|Machine Learning|AI,Partha P Mitra,https://scholar.google.com/citations?view_op=medium_photo&user=siYbnagAAAAJ,7832,62,46,132,92,0,1
253471,Qualcomm Inc.,@qti.qualcomm.com,23088,rU9lVtwAAAAJ,{'indices'},5G|Wireless Communications|AI|Quantum Computation,Durga Malladi,https://scholar.google.com/citations?view_op=medium_photo&user=rU9lVtwAAAAJ,13075,76,49,414,324,0,1
253472,Invenia Labs; University of Birmingham; University of Manchester,@invenialabs.co.uk,22458,nltQkfgAAAAJ,{'indices'},Evolutionary Computation|Multiobjective Optimization|Machine Learning|AI,Joshua Knowles,https://scholar.google.com/citations?view_op=medium_photo&user=nltQkfgAAAAJ,7726,61,37,111,81,0,1
253473,Microsoft Research,@microsoft.com,22402,qWGk7FUAAAAJ,{'indices'},location|AI|humor,John Krumm,https://scholar.google.com/citations?view_op=medium_photo&user=qWGk7FUAAAAJ,8426,70,49,169,124,0,1
253474,Warwick University,@warwick.ac.uk,21735,AQGP_HEAAAAJ,{'indices'},Electronic noses|CMOS gas sensors|particle sensors|AI,Julian Gardner,https://scholar.google.com/citations?view_op=medium_photo&user=AQGP_HEAAAAJ,5482,71,33,215,103,0,1
253475,"Corporate Vice President, Bing Advertising Products and Engineering",@microsoft.com,21577,4HAkmwcAAAAJ,{'indices'},AI|Machine Learning|data mining|online advertising|information retrieval,Jianchang (JC) Mao,https://scholar.google.com/citations?view_op=medium_photo&user=4HAkmwcAAAAJ,6532,43,30,80,50,0,1
