,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
325962,"University of California, Los Angeles",,10551,gYdB3GgAAAAJ,{'indices'},,Jeff Burke,,5685,38,27,73,54,0,0
325963,University of Utah,,2491,hXFOvYIAAAAJ,{'indices'},,Thomas Schmid,,845,28,16,41,26,0,0
325964,"Research Staff Member, IBM T. J. Watson Research Center",,1744,UIM7nGwAAAAJ,{'indices'},,Supriyo Chakraborty,,1368,20,18,37,30,0,0
325965,"Founder, Tricog Health",,1416,10RVXDQAAAAJ,{'indices'},,Zainul Charbiwala,,513,18,12,22,14,0,0
325966,Student,,31399,T8TpgdsAAAAJ,{'indices'},,Ram Kumar,,13912,67,43,440,261,0,0
325967,"Professor of Computer Science and Engineering,  Halıcıoğlu Data Science Institute, UC San Diego",,22790,I1w51gUAAAAJ,{'indices'},,Rajesh K. Gupta,,6562,71,37,244,121,0,0
325968,"Microsoft Professor of Computer Science, Harvard University",,15846,VMihW8oAAAAJ,{'indices'},,Eddie Kohler,,3960,51,25,84,46,0,0
325969,"Director of Data Science, Utopus Insights",,1719,Mg3rjYEAAAAJ,{'indices'},,Younghun Kim,,705,17,11,24,16,0,0
325970,"Associate Professor, Dept. of Software, Sangmyung University",,1773,RHgiWKgAAAAJ,{'indices'},,Heemin Park,,274,12,8,15,6,0,0
325971,Bindimaps,,3386,k6ntbFYAAAAJ,{'indices'},,Athanassios Boulis,,855,18,14,26,17,0,0
325972,"University of Michigan, Ann Arbor",,4617,X6fRNfUAAAAJ,{'indices'},,Laura Balzano,,2279,26,22,43,39,0,0
325973,Army Research Laboratory,,6687,obew8e0AAAAJ,{'indices'},,Lance Kaplan,,3462,41,33,113,73,0,0
325974,"Graduate Student, UCLA",,975,k6TEw8kAAAAJ,{'indices'},,Paul D Martin,,716,14,12,17,13,0,0
325975,Professor of electrical and computer engineering,,19689,OSx0RzAAAAAJ,{'indices'},,Prathima Agrawal,,4684,67,31,325,117,0,0
325976,"University of California, Berkeley",,105789,urTiL7QAAAAJ,{'indices'},,David CULLER,,18083,129,61,344,205,0,0
325977,Tanta University,,2386,AusbFkQAAAAJ,{'indices'},,Moustafa F. Alzantot,,1850,13,13,13,13,0,0
325978,"Professor and Fletcher Jones Endowed Chair, Departments of Computer Science and Electrical",,32390,lRUi-A8AAAAJ,{'indices'},,Gaurav Sukhatme,,10233,94,51,363,233,0,0
325979,"Professor, Department of Computer Science, University of Innsbruck",,6393,Ph-LRkwAAAAJ,{'indices'},,Jan Beutel,,2213,35,24,85,51,0,0
325980,,,23650,l_K78hIAAAAJ,{'indices'},,Marco Laumanns,,8853,39,24,59,42,0,0
325981,"Koenig Endowed Chair Professor, Electrical and Computer Engineering, Michigan State University",,155838,paTAXiIAAAAJ,{'indices'},,Kalyanmoy Deb,,63484,123,78,573,412,0,0
325982,"Professor of Computer Science, TU Dortmund University, Germany",,5859,_kx4s9QAAAAJ,{'indices'},,Jian-Jia Chen,,2736,39,26,132,92,0,0
325983,"Kenan Professor of Computer Science, The University of North Carolina at Chapel Hill",,6838,ez7zZa8AAAAJ,{'indices'},,Samarjit Chakraborty,,3090,41,27,156,101,0,0
325984,"Full Professor, Computer Science, Friedrich-Alexander-Universität Erlangen-Nürnberg",,14892,Hj3eizAAAAAJ,{'indices'},,Jürgen Teich,,5034,57,31,332,135,0,0
325985,"Independent Research Group Leader, TU Dresden",,2404,uU8ftTgAAAAJ,{'indices'},,Marco Zimmerling,,1683,19,19,29,26,0,0
325986,TU Graz / CSH Vienna,,2414,f-MDKlYAAAAJ,{'indices'},,Olga Saukh,,1442,19,13,30,17,0,0
325987,"ETH Zürich, Università di Bologna",,53127,8riq3sYAAAAJ,{'indices'},,Luca Benini,,18526,109,59,732,477,0,0
325988,,,1405,bqKcJIUAAAAJ,{'indices'},,Ernesto Wandeler,,302,18,10,21,11,0,0
325989,"Senior Scientist, ETH Zurich",,876,NTW7_cUAAAAJ,{'indices'},,Nikolay Stoimenov,,432,17,12,17,13,0,0
325990,ETH Zurich,,879,ZG_IDdYAAAAJ,{'indices'},,Roman Lim,,506,16,11,22,12,0,0
325991,uniqFEED (PhD at ETH Zurich),,1247,AKn0kA4AAAAJ,{'indices'},,David Hasenfratz,,910,14,13,18,15,0,0
325992,"Senior System Architect, Sonova",,1829,we7bxaUAAAAJ,{'indices'},,Federico Ferrari,,1262,12,10,12,11,0,0
325993,"PhD Student, ETH Zurich",,691,4zwRUAYAAAAJ,{'indices'},,Lars Schor,,293,12,9,15,9,0,0
325994,Indian Institute of Technology Madras,,838,4pr87jAAAAAJ,{'indices'},,Pratyush Kumar,,617,13,12,22,14,0,0
325995,"Computer Engineering Group, ETH Zurich",,651,HSEpj_MAAAAJ,{'indices'},,Pengcheng Huang,,532,14,13,16,16,0,0
325996,Siemens,,3421,tt7zepEAAAAJ,{'indices'},,Simon Künzli,,1280,16,8,18,5,0,0
325997,"Corporate Research, Robert Bosch GmbH",,906,HzUVxIoAAAAJ,{'indices'},,Matthias Woehrle,,350,16,9,27,9,0,0
325998,Nebion AG,,5942,kCALWJkAAAAJ,{'indices'},,Stefan Bleuler,,1965,16,12,20,15,0,0
325999,"EPFL, Stanford",,46887,1Z0AeMkAAAAJ,{'indices'},,Giovanni De Micheli,,10518,100,44,521,273,0,0
326000,University of Trento,,6784,uOGD6mQAAAAJ,{'indices'},,Davide Brunelli,,4104,46,36,116,97,0,0
326001,ETH Zurich,,3827,ytj7UUcAAAAJ,{'indices'},,Michele Magno,,3068,36,31,83,80,0,0
326002,Politecnico di Torino,,10658,B35eC7sAAAAJ,{'indices'},,Enrico Macii,,2974,47,24,200,92,0,0
326003,"Professor, Computing Engineering",,6783,oWWvjBkAAAAJ,{'indices'},,Massimo Poncino,,1781,42,17,156,60,0,0
326004,University of Ferrara,,7226,ag6MWiUAAAAJ,{'indices'},,Davide Bertozzi,,1604,38,19,91,50,0,0
326005,"Assistant Professor, University of Bologna",,1936,vt9PdNsAAAAJ,{'indices'},,Andrea Bartolini,,1541,24,21,65,59,0,0
326006,ICT Center - FBK,,3280,NOjpApQAAAAJ,{'indices'},,Elisabetta Farella,,1924,30,23,63,45,0,0
326007,University Of Bologna,,2347,FOkQ6qMAAAAJ,{'indices'},,Davide Rossi,,2149,26,25,61,53,0,0
326008,"Associate Professor, University of Modena and Reggio Emilia",,1552,fcalJAYAAAAJ,{'indices'},,Andrea Marongiu,,1112,22,17,52,38,0,0
326009,Politecnico di Torino,,3343,fZKbeGoAAAAJ,{'indices'},,Alberto Macii,,745,32,14,63,27,0,0
326010,DiSPeA - University of Urbino,,6484,M9Ood7kAAAAJ,{'indices'},,Alessandro Bogliolo,,1478,35,16,80,27,0,0
326011,"Associate Professor EE, Embedded Systems Lab. (ESL), EPFL",,8035,H1JXhMIAAAAJ,{'indices'},,David Atienza,,3389,50,28,147,97,0,0
326012,SmartCardia,,6082,fBXv8UkAAAAJ,{'indices'},,Srinivasan Murali,,1288,33,21,48,33,0,0
326013,Università di Bologna,,2331,QZx62_4AAAAJ,{'indices'},,Igor Loi,,1392,25,21,43,33,0,0
326014,University of Bologna,,10375,e3W5hisAAAAJ,{'indices'},,Bruno Riccò,,1505,51,20,179,47,0,0
326015,"Postdoc, EPFL",,2970,N1pBONYAAAAJ,{'indices'},,Federico Angiolini,,558,25,13,38,19,0,0
326016,ETH Zürich,,2164,tJPaDTYAAAAJ,{'indices'},,Antonio Pullini,,1244,25,20,40,30,0,0
326017,"Research Staff Member, IBM Research-Zurich",,2312,yx0pEmYAAAAJ,{'indices'},,Abbas Rahimi,,2009,29,26,66,62,0,0
326018,Huawei Technologies,,1486,15o2H4cAAAAJ,{'indices'},,Lukas Cavigelli,,1469,15,15,24,24,0,0
326019,"D.Sc., Ph.D., El. Eng., assoc. prof., Warsaw University of Technology",,45164,THwMLkAAAAAJ,{'indices'},,Krzysztof T. Pozniak,,20277,51,27,184,61,0,0
326020,"Assistant Professor (Adiunkt), Warsaw University of Technology",,22343,a9CUp14AAAAJ,{'indices'},,Grzegorz Kasprowicz,,12629,27,20,68,41,0,0
326021,"adiunkt, Instytut Fizyki Plazmy i Laserowej Mikrosyntezy",,2423,r3G0dp8AAAAJ,{'indices'},,Tomasz Czarski,,925,27,18,66,31,0,0
326022,"The Faculty of Electronics and Information Technology, Warsaw University of Technology",,779,0e6lTMgAAAAJ,{'indices'},,PhD Eng Andrzej Wojenski,,662,17,15,28,25,0,0
326023,"PhD student, Warsaw University of Technology",,425,2BWeP_wAAAAJ,{'indices'},,Piotr Kolasinski,,374,14,12,16,15,0,0
326024,"Professor in Electronics Engineering, Politechnika Warszawska",,87753,nAJ6bUcAAAAJ,{'indices'},,Ryszard S. Romaniuk,,32933,95,52,450,129,0,0
326025,"National Centre for Nuclear Research, Poland",,87278,ajGIGWAAAAAJ,{'indices'},,Grzegorz Wrochna,,39482,136,91,350,257,0,0
326026,"doktorant, Politechnika Warszawska",,83,FiYwNc0AAAAJ,{'indices'},,Michał Gąska,,82,5,5,1,1,0,0
326027,"Warsaw University of Technology, Center for Theoretical Physics",,239,fstgTuYAAAAJ,{'indices'},,Bartek Juszczyk,,178,10,9,10,9,0,0
326028,CERN,,6337,b9U7wIkAAAAJ,{'indices'},,Michał HUSEJKO,,1809,13,7,14,7,0,0
326029,Warsaw University of Technology,,220,YRZNxscAAAAJ,{'indices'},,Marek Gumiński,,218,4,4,2,2,0,0
326030,AGH University of Science and Technology,,677,XXamdsEAAAAJ,{'indices'},,Krzysztof Kasiński,,474,14,10,18,11,0,0
326031,Politechnika Warszawska,,122,sNl6SowAAAAJ,{'indices'},,Maciej Linczuk,,83,6,5,5,3,0,0
326032,University of Cambridge,,22537,IdDePL0AAAAJ,{'indices'},,P Smielewski,,11426,82,53,267,228,0,0
326033,Tokamak Energy Ltd,,2677,RmLsjAkAAAAJ,{'indices'},,Michele Romanelli,,1495,28,20,64,40,0,0
326034,"Fizyk, Centrum Fizyki Teoretycznej PAN",,7835,8_qr0XYAAAAJ,{'indices'},,Lech Mankiewicz,,3251,39,14,98,22,0,0
326035,"Postdoctoral Fellow, EUSO Team, RIKEN, Japan",,1921,CY4JAeUAAAAJ,{'indices'},,Lech Wiktor Piotrowski,,797,20,15,34,20,0,0
326036,XFEL,,2537,JYNcvPQAAAAJ,{'indices'},,Tomasz Jezynski,,789,17,8,26,8,0,0
326037,"Politechnika Warszawska, Instytut Systemów Elektronicznych",,302,rjWK8C4AAAAJ,{'indices'},,Aleksander Burd,,34,6,3,6,1,0,0
326038,"electronics engineer, Paul Scherrer Institut",,393,Sk0i-FoAAAAJ,{'indices'},,Dominik Konrad Rybka,,169,13,7,13,6,0,0
326039,"University of California, Berkeley",,105789,urTiL7QAAAAJ,{'indices'},,David CULLER,,18083,129,61,344,205,0,0
326040,Google,,12183,1AzRLAUAAAAJ,{'indices'},,David Gay,,2121,31,20,45,25,0,0
326041,"Associate Professor, Computer Science, University of Houston",,6812,1INvq7wAAAAJ,{'indices'},,Omprakash Gnawali,,2700,33,24,66,46,0,0
326042,Kumu Networks,,6394,EkEr5XkAAAAJ,{'indices'},,Mayank Jain,,4349,26,22,37,29,0,0
326043,Kumu Networks,,5584,svjF_3kAAAAJ,{'indices'},,JUNG IL CHOI,,3716,23,21,32,24,0,0
326044,"Associate Professor, The Ohio State University",,7038,rMDGWjYAAAAJ,{'indices'},,Kannan Srinivasan (Athreya),,3495,27,20,42,34,0,0
326045,"Stanford University, PhD",,1691,VvnlZC4AAAAJ,{'indices'},,Maria Kazandjieva,,763,14,7,15,6,0,0
326046,"Associate Professor, UC Berkeley",,11402,H790-zwAAAAJ,{'indices'},,Prabal Dutta,,4494,50,35,100,83,0,0
326047,"Depts of EE & CS, Stanford University",,23418,cc4Qi_IAAAAJ,{'indices'},,Sachin Katti,,12247,55,46,101,88,0,0
326048,"Professor of Computer Science, UC Berkeley",,155970,GUAoEcAAAAAJ,{'indices'},,Scott Shenker,,45945,157,84,403,243,0,0
326049,"Associate Professor of Computer Science, Brown University",,8924,VuvKPiQAAAAJ,{'indices'},,Rodrigo Fonseca,,3191,39,26,75,49,0,0
326050,Google and UC Berkeley,,31862,BbzYzsgAAAAJ,{'indices'},,Eric Brewer,,6716,80,39,162,89,0,0
326051,Princeton University,,12274,--nVNvIAAAAJ,{'indices'},,Kyle Jamieson,,4225,34,28,56,44,0,0
326052,Google,,33158,3m1zllIAAAAJ,{'indices'},,Matt Welsh,,6896,66,35,119,67,0,0
326053,MIT,,56471,a1ngrCIAAAAJ,{'indices'},,Samuel Madden,,18511,101,71,240,198,0,0
326054,"Professor of Computer Science, UC Berkeley",,118708,vN-is70AAAAJ,{'indices'},,Ion Stoica,,46160,135,87,327,251,0,0
326055,"Google, Cisco Systems, UC Berkeley",,7546,rHIz0PoAAAAJ,{'indices'},,Jonathan Hui,,1650,23,17,29,19,0,0
326056,University of California-Berkeley,,1249,30kB-8UAAAAJ,{'indices'},,Kevin Klues,,276,15,9,16,9,0,0
326057,Amazon Web Services,,423,aU-FAtUAAAAJ,{'indices'},,Tahir Azim,,120,10,6,11,3,0,0
326058,"Professor of Electrical and Computer Engineering, Purdue University",,21476,OP7F8jEAAAAJ,{'indices'},,Anand Raghunathan,,8834,77,48,285,144,0,0
326059,University Colorado Boulder,,7625,AnBUn0QAAAAJ,{'indices'},,Li Shang,,2851,46,31,103,67,0,0
326060,"Professor of Computer Science, National University of Singapore",,18589,H-l2HbsAAAAJ,{'indices'},,Li-Shiuan Peh,,5482,60,35,119,91,0,0
326061,"Professor of Computer Science, Yale University",,11138,hJPN-G8AAAAJ,{'indices'},,Lin Zhong,,5841,57,40,125,89,0,0
326062,"University of Michigan, Stryd",,10285,p2I_CecAAAAJ,{'indices'},,Robert Dick,,3868,50,30,112,69,0,0
326063,"Platform Architect, Apple",,1827,4HvCTnYAAAAJ,{'indices'},,Amit Kumar,,411,12,9,12,9,0,0
326064,Fujitsu Labs. of America,,2229,8iRgoj0AAAAJ,{'indices'},,Indradeep Ghosh,,721,25,12,55,19,0,0
326065,,,678,KAv7mdYAAAAJ,{'indices'},,Anish Muttreja,,235,9,6,8,3,0,0
326066,Google Assistant,,895,X09D-5oAAAAJ,{'indices'},,Arsalan Mosenia,,885,12,11,12,12,0,0
326067,Hong Kong University of Science and Technology,,2273,1nl6hScAAAAJ,{'indices'},,Wei Zhang,,1331,25,20,48,36,0,0
326068,"Professor of Electrical and Computer Engineering, Northeastern University",,2432,Ja64KW4AAAAJ,{'indices'},,Yunsi Fei,,1515,23,19,59,38,0,0
326069,Professor of Computer Science,,1413,KjdkL_8AAAAJ,{'indices'},,Susmita Sur-Kolay,,728,20,13,36,13,0,0
326070,princeton university,,775,xSL9rdoAAAAJ,{'indices'},,Sandeep Bhatia,,82,11,5,11,2,0,0
326071,University of Massachusetts,,8409,6yT3QWUAAAAJ,{'indices'},,Sandip Kundu,,3681,46,27,200,100,0,0
326072,Koch Professor of Engineering and CSE Chair,,21117,dA88kLYAAAAJ,{'indices'},,Marilyn Wolf,,3995,66,30,270,78,0,0
326073,"Professor, University of Texas",,17457,rmkFbFsAAAAJ,{'indices'},,Jacob Abraham,,2797,61,22,300,52,0,0
326074,Associate Professor of Computer Engineering at University of South Florida,,1994,RhJC3vkAAAAJ,{'indices'},,Mehran Mozaffari Kermani,,1484,26,21,46,42,0,0
326075,"Department of Computer Science, National Tsing Hua University",,312,5mYNdo0AAAAJ,{'indices'},,Chun-Yi Lee,,237,10,8,10,7,0,0
326076,"Professor and Director, A.K.Choudhury School of Information Technology, University of",,1629,LTSiNggAAAAJ,{'indices'},,Amlan Chakrabarti,,1303,18,16,40,30,0,0
326077,"Assistant Professor, Georgia Tech",,8530,P__ztgcAAAAJ,{'indices'},,Tushar Krishna,,6324,24,23,38,35,0,0
326078,"Emerita Evan Pugh University Professor, CSE, Penn State University",,17883,4Mj-BjwAAAAJ,{'indices'},,Mary Jane (Janie) Irwin,,2730,67,24,274,70,0,0
326079,Pennsylvania State University,,24263,j67v24EAAAAJ,{'indices'},,Mahmut Kandemir,,7271,73,38,441,163,0,0
326080,Professor of University of California at Santa Barbara,,23717,dK2ZuDcAAAAJ,{'indices'},,Yuan Xie,,13054,79,57,349,251,0,0
326081,Stinson Chair Professor,,25149,glw0_RkAAAAJ,{'indices'},,Suman Datta,,12121,82,52,385,289,0,0
326082,"Associate Professor, Pennsylvania State University",,3291,fSQCT0YAAAAJ,{'indices'},,Jack Sampson,,1951,26,21,57,48,0,0
326083,Penn State University,,12689,2kXsgI4AAAAJ,{'indices'},,Chita R. Das,,4684,58,38,182,92,0,0
326084,"Associate Professor, Tsinghua University",,1675,jccAay8AAAAJ,{'indices'},,Xueqing Li,,1554,23,22,48,46,0,0
326085,"Associate Professor, Department of ECE, University of Cyprus",,3539,4m8b4aEAAAAJ,{'indices'},,Chrysostomos Nicopoulos,,1214,24,19,49,36,0,0
326086,"Distinguished Professor of Computer Science & Engineering, Penn State University",,14441,JWXlepgAAAAJ,{'indices'},,Anand Sivasubramaniam,,4232,61,31,195,102,0,0
326087,"Intel Labs, Intel Corporation",,4794,YAvVxoYAAAAJ,{'indices'},,Huichu Liu,,2369,24,21,49,43,0,0
326088,IBM Corporation,,2527,x_4eLDwAAAAJ,{'indices'},,Dongkook Park,,606,14,11,15,11,0,0
326089,"School of Electrical and Computer Engineering, Purdue University",,2745,1pRIDP4AAAAJ,{'indices'},,Sumeet Gupta,,2089,28,25,66,53,0,0
326090,"PhD in computer Science and Engineering, Penn State University",,846,gUmkCGcAAAAJ,{'indices'},,vinay saripalli,,428,16,11,19,11,0,0
326091,"Institute for Interdisciplinary Information Sciences, Tsinghua University",,1199,VtDpVoEAAAAJ,{'indices'},,Kaisheng Ma,,1124,18,18,29,27,0,0
326092,"Associate Professor  of ECE , KIOS Research Center, University of Cyprus",,2484,lXj_NCsAAAAJ,{'indices'},,Theocharis (Theo) Theocharides,,1026,23,18,41,31,0,0
326093,Pennsylvania State University,,904,l3yJjKIAAAAJ,{'indices'},,Soumya Eachempati,,249,11,7,11,6,0,0
326094,"Professor, Computer Engineering, Clemson University",,8322,eJADzDEAAAAJ,{'indices'},,Richard Brooks,,2773,38,26,102,50,0,0
326095,"Deep Learning Computer Architect, Nvidia",,4598,SUh3W84AAAAJ,{'indices'},,Asit Mishra,,2959,32,27,43,40,0,0
326096,Koch Professor of Engineering and CSE Chair,,21117,dA88kLYAAAAJ,{'indices'},,Marilyn Wolf,,3995,66,30,270,78,0,0
326097,"Senior Integration Engineer, GCS Inc",,1420,ta_guiYAAAAJ,{'indices'},,Dheeraj Mohata,,639,20,13,23,17,0,0
326098,"Professor of Computer Science and Engineering, Washington University in St. Louis",,7625,G7D5O-0AAAAJ,{'indices'},,Chris Gill,,2039,39,20,104,38,0,0
326099,"Professor of Computer Science, University of Virginia",,66542,4VJre9IAAAAJ,{'indices'},,John Stankovic,,15832,119,53,363,199,0,0
326100,University of Illinois,,38449,cA28Zs0AAAAJ,{'indices'},,Tarek Abdelzaher,,10369,92,50,295,193,0,0
326101,"Professor, University of New Mexico",,9683,P4aWmYEAAAAJ,{'indices'},,Catalin Roman,,1317,45,21,138,37,0,0
326102,The Chinese University of Hong Kong,,10182,kI5JKs8AAAAJ,{'indices'},,Guoliang Xing,,3814,46,30,112,79,0,0
326103,"Professor, Computer Science Department, Washington University",,11173,NByrsK0AAAAJ,{'indices'},,Yixin Chen,,6274,51,37,198,114,0,0
326104,Associate Professor at University of Iowa,,2185,uBbYp8gAAAAJ,{'indices'},,Octav Chipara,,717,23,15,30,22,0,0
326105,University of Virginia,,17158,pHox8i0AAAAJ,{'indices'},,Sang H Son,,3704,55,28,250,95,0,0
326106,"Professor of Computer Engineering, The Ohio State University",,8952,88L1-JYAAAAJ,{'indices'},,Xiaorui Wang,,2911,44,30,86,63,0,0
326107,"Professor, ACM/IEEE Fellow, Department of Computer Science & Engineering, University of Minnesota",,27488,hc1m_BQAAAAJ,{'indices'},,Tian He,,8476,74,48,214,170,0,0
326108,"Professor of Mechanical Engineering, Professor of Civil Engineering, Purdue University",,16172,d9f_YvcAAAAJ,{'indices'},,Shirley J. Dyke,,5067,48,34,151,89,0,0
326109,"Professor of Medicine, Washington University School of Medicine",,4073,VMFWEMcAAAAJ,{'indices'},,Thomas C. Bailey,,1159,36,18,71,35,0,0
326110,,,9459,NHZdlVkAAAAJ,{'indices'},,Xenofon Koutsoukos,,3893,48,30,180,92,0,0
326111,"Assistant Professor, Binghamton University",,1677,hVZiQDQAAAAJ,{'indices'},,Mo Sha,,1176,22,19,28,24,0,0
326112,"Associate Professor of Computer Science and Engineering, Washington University in St Louis",,2894,W362rUwAAAAJ,{'indices'},,Kunal Agrawal,,1732,27,22,55,42,0,0
326113,"Ying Wu College of Computing, NJIT",,1123,eFjZ6jAAAAAJ,{'indices'},,Jing Li,,808,13,13,14,14,0,0
326114,"Professor of Electrical and Computer Engineering, University of Virginia",,15248,YOZbkCEAAAAJ,{'indices'},,Gang Tao,,5688,54,34,182,105,0,0
326115,AI.codes,,12526,KQmFXsoAAAAJ,{'indices'},,Eric (You) Xu,,6641,46,32,341,174,0,0
326116,Washington University in St Louis,,4090,enpgnuQAAAAJ,{'indices'},,Qingfeng Huang,,1077,33,18,63,34,0,0
326117,Facebook,,952,Gw0lZtQAAAAJ,{'indices'},,Chengjie Wu,,734,14,12,15,13,0,0
326118,Robert Noll Chair Professor at The Pennsylvania State University,,24984,UyeTBeoAAAAJ,{'indices'},,Vijaykrishnan Narayanan,,7177,81,42,371,181,0,0
326119,"Staff Software Engineer, Google",,4110,u_GxnI8AAAAJ,{'indices'},,Xiangyu Dong,,2151,22,19,39,27,0,0
