,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
427199,"Professor, University of Cagliari, Italy",,17707,sCypmFAAAAAJ,{'indices'},,Fabio Roli,,8680,71,50,227,147,0,0
427200,Full Professor of Electronics (Univ of Granada - Spain),,3369,J4jKMjsAAAAJ,{'indices'},,Alberto J Palma,,1986,31,23,69,44,0,0
427201,University of Granada,,7881,hNeZ940AAAAJ,{'indices'},,Luis Fermin Capitan-Vallvey,,3376,44,27,210,83,0,0
427202,Universidad de Granada,,840,R9_aTHcAAAAJ,{'indices'},,Antonio Martínez Olmos,,559,16,12,23,15,0,0
427203,Universidad Granada - ECsens(FQM-118),,966,Bc4aBdkAAAAJ,{'indices'},,Miguel M Erenas,,779,12,10,14,10,0,0
427204,"Professor of Sensor Science, Dublin City University",,20281,zIHEmXMAAAAJ,{'indices'},,Dermot Diamond,,8294,72,45,327,188,0,0
427205,Universidad de Granada,,1062,HtbFqg8AAAAJ,{'indices'},,M.A. Carvajal,,659,19,14,31,22,0,0
427206,,,1775,jHIkMkAAAAAJ,{'indices'},,Vincenzo Fabio Curto,,1557,18,18,23,22,0,0
427207,Assoc. Prof.,,3293,sDFg1woAAAAJ,{'indices'},,Dr. Fernando Benito Lopez,,2105,32,26,56,44,0,0
427208,University of Granada,,634,L_ifJrgAAAAJ,{'indices'},,Isabel M. Perez de Vargas Sansalvador,,459,15,11,17,13,0,0
427209,Universidad de Granada,,1314,oAb74v8AAAAJ,{'indices'},,Ignacio de Orbe-Payá,,590,19,14,33,17,0,0
427210,University of Granada (UGR),,175,LUP3HWAAAAAJ,{'indices'},,Pablo Escobedo-Araque,,173,7,7,5,5,0,0
427211,Universidad de Granada,,500,i9RalAMAAAAJ,{'indices'},,LUIS GOMEZ ROBLEDO,,319,11,9,13,9,0,0
427212,"Professor of Analytical Chemistry, Granada University",,1157,WTGwvNUAAAAJ,{'indices'},,María Dolores Fernández Ramos,,313,21,10,40,10,0,0
427213,PhD Researcher,,953,zO1Zn80AAAAJ,{'indices'},,José F. Salmerón,,841,16,16,21,19,0,0
427214,Tenured Professor at University of Granada,,741,lxhBxuYAAAAJ,{'indices'},,Diego P. Morales,,539,15,12,21,15,0,0
427215,"Full Professor, Dept. Electronics and Computer Technology, University of Granada",,1795,siNd6FEAAAAJ,{'indices'},,Antonio García,,675,22,11,44,16,0,0
427216,Professor at University of Granada (Profesora Titular de Universidad),,737,ACFqd84AAAAJ,{'indices'},,Encarni Castillo,,439,13,11,19,11,0,0
427217,Universidad de Granada,,760,GN4K2gkAAAAJ,{'indices'},,Manuel Pegalajar,,452,14,13,20,15,0,0
427218,Universidad de Granada,,741,I1s5Z_EAAAAJ,{'indices'},,LUIS PARRILLA,,333,13,8,17,7,0,0
427219,Universidad Carlos III de Madrid,,1092,rlqoEgUAAAAJ,{'indices'},,Pablo Acedo,,691,19,14,37,22,0,0
427220,"Professor, EECS, UC Irvine",,7578,WIXl6-gAAAAJ,{'indices'},,Athina Markopoulou,,2887,41,27,95,61,0,0
427221,EPFL,,1033,CeWWuzcAAAAJ,{'indices'},,Lorenzo Keller,,468,13,10,16,11,0,0
427222,"Associate Professor, University of Illinois at Chicago",,1382,3hy76zkAAAAJ,{'indices'},,Hulya Seferoglu,,678,18,14,31,20,0,0
427223,UCLA,,8903,sJIAF-gAAAAJ,{'indices'},,Christina Fragouli,,2201,43,21,132,59,0,0
427224,IMDEA Networks Institute,,5121,KaqnVUcAAAAJ,{'indices'},,Nikolaos Laoutaris,,2333,34,22,63,43,0,0
427225,"Postdoctoral Research Fellow, University of California - Irvine",,1213,gdlqbBMAAAAJ,{'indices'},,Anh Le,,700,16,12,20,14,0,0
427226,"Scientific Researcher, Telefonica Research, Madrid, Spain",,3974,R3GAd3sAAAAJ,{'indices'},,Enrique Frias-Martinez,,2435,34,26,59,46,0,0
427227,Google,,2345,5NhC2RsAAAAJ,{'indices'},,Minas Gjoka,,1047,17,14,21,17,0,0
427228,"Professor, Departments of Sociology, Statistics, Computer Science, and EECS, University of",,10487,-VGAs1cAAAAJ,{'indices'},,Carter T. Butts,,5889,45,34,104,85,0,0
427229,"Professor of Computer Science, Athens University of Economics and Business",,4431,f7tP8gcAAAAJ,{'indices'},,George Xylomenos,,2096,23,14,56,23,0,0
427230,"University of California, Irvine",,6387,ffdt7gMAAAAJ,{'indices'},,Alexander Ihler,,2778,35,26,80,57,0,0
427231,Apple Inc.,,59,xTHdU4wAAAAJ,{'indices'},,Emmanouil Alimpertis,,57,5,5,2,2,0,0
427232,University of La Laguna,,1190,SlO_vGoAAAAJ,{'indices'},,P Caballero-Gil,,561,18,13,44,22,0,0
427233,RESEARCHER,,539,bp9M4vsAAAAJ,{'indices'},,J.  MOLINA-GIL,,290,14,10,20,10,0,0
427234,Universidad de La Laguna,,251,BIxZU78AAAAJ,{'indices'},,MARIA CANDELARIA HERNANDEZ G...,,99,11,5,11,3,0,0
427235,,,43,u1Z4al0AAAAJ,{'indices'},,Moisés Lodeiro-Santiago,,43,4,4,1,1,0,0
427236,Institute of Physical and Information Technologies (CSIC),,922,pm_43H4AAAAJ,{'indices'},,Amparo FUSTER SABATER,,392,16,11,30,12,0,0
427237,Professor at Universitat Politècnica de Catalunya,,1783,lj39RwQAAAAJ,{'indices'},,Miguel Soriano,,608,22,13,50,19,0,0
427238,"Associate Professor, University of British Columbia",,4742,6CdatVEAAAAJ,{'indices'},,Ali Mesbah,,2792,37,32,67,60,0,0
427239,"Professor of software engineering, University of British Columbia",,19866,u74gQEUAAAAJ,{'indices'},,Philippe Kruchten,,5665,47,32,108,62,0,0
427240,MAA,,90,sJnwLy4AAAAJ,{'indices'},,MOHAMED ALI MESBAH,,89,4,4,3,3,0,0
427241,"Guangzhou University, China",,10361,cfFEEDcAAAAJ,{'indices'},,Guojun Wang,,7704,51,46,189,153,0,0
427242,"School of Computer Science and Engineering, Central South University",,3767,QvqnU8wAAAAJ,{'indices'},,Ju Ren,,3666,34,34,59,59,0,0
427243,"IEEE Fellow, Highly Cited Researcher, University of Oslo, Norway",,22239,-gahn9AAAAAJ,{'indices'},,Yan Zhang,,16234,79,70,252,196,0,0
427244,中南大学计算机学院教授,,1866,zDnAE_cAAAAJ,{'indices'},,Shiwen He,,1589,19,19,27,25,0,0
427245,Central South University,,332,T-JlACIAAAAJ,{'indices'},,Qin Liao,,332,10,10,10,10,0,0
427246,Hunan University,,5344,lgK7k8QAAAAJ,{'indices'},,Wei Liang,,3674,36,28,151,113,0,0
427247,Sun Yat-sen University,,755,EaqeskUAAAAJ,{'indices'},,Jiajing Wu,,703,14,14,22,21,0,0
427248,"Senior Lecturer, University of Exeter, UK",,1418,I4xXPOYAAAAJ,{'indices'},,Yulei Wu,,1274,21,21,40,37,0,0
427249,"Professor, School of Computing, University of Utah",,7808,208pw6sAAAAJ,{'indices'},,Mary Hall,,1943,46,24,100,51,0,0
427250,Google,,5187,s7VCtl8AAAAJ,{'indices'},,Robert Hundt,,3694,29,19,54,32,0,0
427251,Samsung Electronics,,39,NHza_zoAAAAJ,{'indices'},,HyoYoung Kim,,29,3,2,1,1,0,0
427252,"Principal Software Development Engineer, Amazon",,2442,eqCVZtYAAAAJ,{'indices'},,Brian R. Murphy,,313,17,9,21,7,0,0
427253,"Senior Research Scientist, Conduent Labs India",,486,i27nd3oAAAAJ,{'indices'},,Sandya Mannarswamy,,278,13,10,16,11,0,0
427254,"PhD Student, Technische Universität  Berlin",,485,_4v4N0sAAAAJ,{'indices'},,Steffen Liebergeld,,221,11,8,11,7,0,0
427255,MUlliNER.ORG,,1809,c6qOjAYAAAAJ,{'indices'},,Collin Mulliner,,990,20,14,27,20,0,0
427256,"Professor for Computer & Communication Security, TU Berlin & T-Labs",,8179,aYbydEMAAAAJ,{'indices'},,Jean-Pierre Seifert,,4314,48,35,123,90,0,0
427257,"Professor of Computer Science, University of Malaga",,9493,TWqw688AAAAJ,{'indices'},,Javier Lopez,,5735,41,31,148,84,0,0
427258,Associate Professor (UMA),,969,JGd3lHkAAAAJ,{'indices'},,Isaac Agudo,,555,15,10,16,11,0,0
427259,Catedratico de Universidad (UMA),,11355,qgoB_i0AAAAJ,{'indices'},,José María Troya,,3062,39,16,97,26,0,0
427260,"Professor of Computer Science, University of Malaga",,1435,ZXdmdbUAAAAJ,{'indices'},,Antonio Maña,,379,20,10,43,10,0,0
427261,Emeritus Professor Queensland University of Technology,,6355,NozmrNYAAAAJ,{'indices'},,Edward Dawson,,1582,43,20,143,41,0,0
427262,"Associate Professor of Telematics, University Carlos III of Madrid, Leganes, Spain",,5945,4dX2d4gAAAAJ,{'indices'},,Andres Marin Lopez,,2140,35,19,122,53,0,0
427263,"Full Professor of Computer Science, Universidad de Málaga",,3727,sLm8YSIAAAAJ,{'indices'},,Lidia Fuentes,,1068,33,16,96,36,0,0
427264,Professor (Catedrático de Universidad) at Universitat Politecnica de Catalunya,,1904,HkTYfIAAAAAJ,{'indices'},,Jordi Forné,,849,25,15,55,29,0,0
427265,"Assistant Professor, University of Malaga, Spain",,5834,vnvXMWsAAAAJ,{'indices'},,Rodrigo Roman,,4000,27,22,45,28,0,0
427266,"Monash University, Melbourne, Australia",,1148,vLwySjQAAAAJ,{'indices'},,Carsten Rudolph,,355,19,9,34,9,0,0
427267,Associate professor Universidad Carlos III de Madrid,,27726,wGfXakIAAAAJ,{'indices'},,Daniel Diaz-Sanchez,,12665,70,47,490,246,0,0
427268,"PhD. Student and Researcher, University of Malaga",,56,DlLUnFAAAAAJ,{'indices'},,Daniel-Jesus Munoz,,55,5,5,1,1,0,0
427269,NIST,,4013,3qPTKUMAAAAJ,{'indices'},,Rene Peralta,,1700,28,18,45,25,0,0
427270,"Professor of Computer Science, Yale University",,25441,YVy_ry8AAAAJ,{'indices'},,Michael Fischer,,6429,51,24,103,41,0,0
427271,"Professor für Wirtschaftsinformatik, Universität Regensburg",,3677,Is7RRWYAAAAJ,{'indices'},,Pernul Günther,,967,32,14,96,29,0,0
427272,Universidad de Málga,,1031,uoiEpnwAAAAJ,{'indices'},,José L. Torres,,554,15,11,31,15,0,0
427273,Universitat Politècnica de Catalunya,,862,8xBoUTMAAAAJ,{'indices'},,oscar esparza,,288,16,9,29,9,0,0
427274,"Canada Research Chair in Security & Privacy, University of Saskatchewan, Canada",,1808,LRC4gpUAAAAJ,{'indices'},,Natalia Stakhanova,,1067,19,17,30,21,0,0
427275,"Professor and Canada Research Chair in Cybersecurity, University of New Brunswick, Canada",,12795,tMc1RhUAAAAJ,{'indices'},,Ali Ghorbani,,8032,46,35,128,75,0,0
427276,International Islamic University Malaysia,,239,AxHVWn4AAAAJ,{'indices'},,Andi Fitriah Abdul Kadir,,234,6,6,5,5,0,0
427277,"Post-Doctoral Fellow, University of Saskatchewan",,145,sRNA8ZsAAAAJ,{'indices'},,Ratinder Kaur,,128,6,6,4,3,0,0
427278,"Univerity of New Brunswick, University of Hail",,137,sPu9jCoAAAAJ,{'indices'},,Abdullah J. Alzahrani,,120,6,6,5,4,0,0
427279,"Professor of Computer Science, Universidad Politécnica de San Luis Potosi",,25,qw0BkMkAAAAJ,{'indices'},,Rafael Llamas C.,,21,3,2,0,0,0,0
427280,"Assistant professor, University of New Brunswick",,2942,qfqog_wAAAAJ,{'indices'},,Arash Habibi Lashkari,,2383,23,17,38,27,0,0
427281,"Canadian Institute for Cybersecurity, University of New Brunswick",,40,HjWh_7EAAAAJ,{'indices'},,Alina Matyukhina,,40,3,3,2,2,0,0
427282,,,35,NAwflNUAAAAJ,{'indices'},,Vaibhavi Kalgutkar,,35,2,2,2,2,0,0
427283,University of New Brunswick,,8,Pkugl3UAAAAJ,{'indices'},,Junaid Iqbal,,8,1,1,0,0,0,0
427284,censys,,3266,LKbL7A4AAAAJ,{'indices'},,jose nazario,,1087,18,13,26,14,0,0
427285,"Professor of Computer Science, Universidad Politecnica de San Luis Potosi",,73,eNBMAHcAAAAJ,{'indices'},,Omar Montano Rivas,,33,4,3,2,1,0,0
427286,Professor of Computer Science,,5839,Y9Jw4lcAAAAJ,{'indices'},,Atanas Rountev,,2252,41,27,83,61,0,0
427287,Google LLC,,381,WYDFc6YAAAAJ,{'indices'},,Haowei Wu,,355,7,7,6,6,0,0
427288,Fordham University,,263,Rg1_T8IAAAAJ,{'indices'},,Hailong Zhang,,242,8,8,6,6,0,0
427289,"Software Engineer, Google Inc.",,531,ebQTxDcAAAAJ,{'indices'},,Shengqian Yang,,437,8,8,8,7,0,0
427290,"Software Engineer, Google Inc.",,776,dKfZ_G0AAAAJ,{'indices'},,Dacong (Tony) Yan,,559,13,11,14,11,0,0
427291,Université du Québec À Montréal,,2640,C0j6heEAAAAJ,{'indices'},,Naouel Moha,,1507,25,19,47,33,0,0
427292,"Full Professor of Computer Science, University of Lille, France",,3682,U3217h0AAAAJ,{'indices'},,Romain Rouvoy,,1839,34,24,79,48,0,0
427293,"Professor of Computer Science, University of Lille",,4355,wwofzdYAAAAJ,{'indices'},,Laurence Duchien,,1506,33,20,64,31,0,0
427294,"Professor of Software Engineering, Polytechnique Montreal",,4818,YYXb3KIAAAAJ,{'indices'},,Foutse Khomh,,3450,34,32,84,72,0,0
427295,"Professor of Computer Science, University of Chile",,1875,5pG4GQ8AAAAJ,{'indices'},,Alexandre Bergel,,781,22,15,49,27,0,0
427296,Illinois Institute of Technology,,171,5l-9sJUAAAAJ,{'indices'},,Thomas Gonnot,,138,9,8,6,4,0,0
427297,PhD Candidate Illinois Institute of Technology,,68,1WlVLZQAAAAJ,{'indices'},,ehsan monsef,,64,4,4,2,2,0,0
427298,"PhD in Electrical Engineering, Illinois Institute of Technology",,137,74qND7sAAAAJ,{'indices'},,"Jia,Weidi",,74,3,3,2,2,0,0
427299,Illinois Institute of Technology,,78,ovWmESMAAAAJ,{'indices'},,Spenser Gilliland,,43,5,4,2,1,0,0
427300,"Professor of Electrical and Computer Engineering, Illinois Institute of Technology",,1433,Cx1t1PMAAAAJ,{'indices'},,erdal oruklu,,760,21,14,44,27,0,0
427301,PhD. Candidate of Illinois Institute of Technology,,108,5ovwpFQAAAAJ,{'indices'},,Boyang Wang,,107,7,7,4,4,0,0
427302,,,152,bK-rE_gAAAAJ,{'indices'},,Sufeng Niu,,124,7,7,5,4,0,0
427303,University of Maryland,,122,HhZ0KyAAAAAJ,{'indices'},,Pramod Govindan,,88,7,6,3,2,0,0
427304,HASLab / INESC TEC and Universidade do Minho,,2396,NlBmV2QAAAAJ,{'indices'},,João Saraiva,,1028,27,17,62,26,0,0
427305,Currently: HASLab / INESC TEC. Previously: Universidade do Minho & Universidade da Beira Interior,,343,7VPNqiEAAAAJ,{'indices'},,Rui Pereira,,291,10,8,11,8,0,0
427306,"Associate Professor, DEI-FEUP & CISUC",,1184,fYCE5-sAAAAJ,{'indices'},,João Paulo Fernandes,,672,18,13,31,15,0,0
427307,University of Minho & HASLab/INESC Tec,,1265,b-zzik0AAAAJ,{'indices'},,Jácome Cunha,,714,19,16,31,19,0,0
427308,HASLab/INESC  TEC and Universidade do Minho,,112,NvJ7KjYAAAAJ,{'indices'},,Rui Rua,,112,3,3,2,2,0,0
427309,University of Minho,,125,V48eTpcAAAAJ,{'indices'},,Tiago Carção,,102,5,5,3,2,0,0
427310,Federal University of Pernambuco,,4895,PpRDLgcAAAAJ,{'indices'},,Paulo Borba,,1175,34,20,103,34,0,0
427311,Researcher at INESC TEC,,34,WAn1NvQAAAAJ,{'indices'},,João F. Teixeira,,33,3,3,1,1,0,0
427312,Khalifa University of Science and Technology,,5370,s2X97uIAAAAJ,{'indices'},,Khaled Salah,,4415,37,31,108,88,0,0
427313,"Professor of Public Health, University of East Anglia",,46727,2IlTmQkAAAAJ,{'indices'},,Andy Jones,,18338,102,62,683,366,0,0
427314,"Khalifa University, UAE",,1011,ScUHY8QAAAAJ,{'indices'},,Kamal Taha,,819,14,11,23,15,0,0
427315,"Associate Professor, Khalifa University",,971,sTeBjacAAAAJ,{'indices'},,Mohamed Jamal Zemerly,,514,17,14,30,16,0,0
427316,Khalfia University,,1811,ZseoGA0AAAAJ,{'indices'},,Chan Yeob Yeun,,985,21,17,47,25,0,0
427317,Universiti Malaysia Pahang,,256,g0zEF20AAAAJ,{'indices'},,Mohd Faizal Ab Razak,,256,9,9,9,9,0,0
427318,University of Malaya,,7524,GLlE4Y8AAAAJ,{'indices'},,Nor Badrul Anuar,,6714,36,33,80,74,0,0
427319,Associate Professor,,2699,6SFSABkAAAAJ,{'indices'},,Rosli Salleh,,1832,26,23,45,35,0,0
427320,"Professor, School of Computing Science and Engineering, VIT University, Vellore, India",,9610,8yF6Xc4AAAAJ,{'indices'},,"Dr. Arun Kumar Sangaiah., Ph.D",,9499,54,53,210,209,0,0
427321,"Doctoral Researcher, Imperial College London",,79,7XHcYZ0AAAAJ,{'indices'},,Hazim Hanif,,79,4,4,4,4,0,0
427322,"Research Felow, University of Malaya",,1068,AIOVnXkAAAAJ,{'indices'},,Ali Feizollah,,1015,11,11,11,11,0,0
427323,"Fellowship, University Malaysia Pahang",,30,X1LD668AAAAJ,{'indices'},,Syafiq Bachok,,30,1,1,1,1,0,0
427324,Universiti Malaysia Pahang,,114,8GHYpzkAAAAJ,{'indices'},,Hammoudeh S. Alamri,,112,7,7,5,5,0,0
427325,"Phd Student, University of Malaya",,94,wlZb9wYAAAAJ,{'indices'},,Firdaus Afifi,,94,4,4,4,4,0,0
427326,University of Sharjah,,6749,CiiWlSgAAAAJ,{'indices'},,Ibrahim Hashem,,6520,22,22,27,27,0,0
427327,"Dept. of Electrical & Computer Engineering, Hellenic Mediterranean University, Greece",,569,EKFrOigAAAAJ,{'indices'},,Athanasios G. Malamos,,347,11,7,12,4,0,0
427328,Unaffiliated,,417,YNFYlTgAAAAJ,{'indices'},,Markos Zampoglou,,339,11,9,15,9,0,0
427329,"Associate Professor, Dept. of Electrical & Computer Engineering, Hellenic Mediterranean University",,413,4qnoU44AAAAJ,{'indices'},,Ioannis Pachoulakis,,186,12,7,15,6,0,0
427330,National Technical University Of Athens,,102,YoGB6SYAAAAJ,{'indices'},,Vrettos Moulos,,73,5,4,4,3,0,0
427331,University of the Aegean,,1118,uyOMbI8AAAAJ,{'indices'},,Athina Bourdena,,505,19,10,29,10,0,0
