Unnamed: 0,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
242018,Virginia Tech,@vt.edu,117197,C-7sFjEAAAAJ,{'indices'},e-Services|Information Systems|Technology Adoption,Viswanath Venkatesh,https://scholar.google.com/citations?view_op=medium_photo&user=C-7sFjEAAAAJ,59553,73,64,118,113,0,1
242019,"Professor of Process and Data Science, RWTH Aachen University || Fraunhofer FIT || TU/e …",@pads.rwth-aachen.de,112426,aSZYyxIAAAAJ,{'indices'},Business Process Management|Data Science|Process Mining|Petri nets|Information Systems,Wil van der Aalst,https://scholar.google.com/citations?view_op=medium_photo&user=aSZYyxIAAAAJ,39455,155,91,794,547,0,1
242020,"Professor of IT and Management, Babson College",@babson.edu,111274,QUhNN6QAAAAJ,{'indices'},analytics|business analytics|information systems|business process management|artificial intelligence,Thomas Davenport,https://scholar.google.com/citations?view_op=medium_photo&user=QUhNN6QAAAAJ,30828,102,66,313,171,0,1
242021,"Professor Emeritus, Sauder School of Business, University of British Columbia",@Sauder.UBC.ca,66598,o_M7aGYAAAAJ,{'indices'},Information systems,Izak Benbasat,https://scholar.google.com/citations?view_op=medium_photo&user=o_M7aGYAAAAJ,21909,95,60,222,153,0,1
242022,"Cullen Distinguished Chair Professor and Dean, Bauer College of Business, University of …",@bauer.uh.edu,64726,hC78QXEAAAAJ,{'indices'},Information Systems|Data Science|Online Reviews|Decision Neuroscience|Economics of Information Systems,Paul A. Pavlou,https://scholar.google.com/citations?view_op=medium_photo&user=hC78QXEAAAAJ,32212,103,81,283,211,0,1
242023,"Professor of Operations Management, California State University, Bakersfield",@csub.edu,50538,Zf2m0RUAAAAJ,{'indices'},Operations Management|Supply Chain Management|Information Systems|Operations Research|Technology Management,Angappa Gunasekaran,https://scholar.google.com/citations?view_op=medium_photo&user=Zf2m0RUAAAAJ,27666,110,86,419,317,0,1
242024,University of Texas at Austin,@uts.cc.utexas.edu,41780,MFPuyXMAAAAJ,{'indices'},Computer Science|Information Systems|Economics,Andrew Whinston,https://scholar.google.com/citations?view_op=medium_photo&user=MFPuyXMAAAAJ,9321,94,40,425,149,0,1
242025,"David D. Glass Endowed Chair and Distinguished Professor, Walton COB, University of …",@uark.edu,40822,BUnuvQwAAAAJ,{'indices'},Information Systems,Varun Grover,https://scholar.google.com/citations?view_op=medium_photo&user=BUnuvQwAAAAJ,13787,94,54,193,142,0,1
242026,University of Texas at Austin,@mccombs.utexas.edu,37635,0tjBRy8AAAAJ,{'indices'},information systems|organizations|collaboration,Sirkka Jarvenpaa,https://scholar.google.com/citations?view_op=medium_photo&user=0tjBRy8AAAAJ,9935,69,39,130,87,0,1
242027,Case Western Reserve University,@case.edu,37181,yX-R0QwAAAAJ,{'indices'},information systems|innovation|strategy,Kalle Lyytinen,https://scholar.google.com/citations?view_op=medium_photo&user=yX-R0QwAAAAJ,14355,91,51,277,164,0,1
242028,"Professor of Information Systems, University of Auckland",@auckland.ac.nz,33515,b-UjznkAAAAJ,{'indices'},Information Systems|Qualitative Research,Michael D. Myers,https://scholar.google.com/citations?view_op=medium_photo&user=b-UjznkAAAAJ,13404,46,35,88,62,0,1
242029,"J. Rex Fuqua Distinguished Chair for Internet Strategy, University of Georgia",@terry.uga.edu,32965,26VplXIAAAAJ,{'indices'},Information Systems,Richard Watson,https://scholar.google.com/citations?view_op=medium_photo&user=26VplXIAAAAJ,12525,77,40,196,113,0,1
242030,,,32675,XHZtJlkAAAAJ,{'indices'},information systems|information technology,Maryam Alavi,https://scholar.google.com/citations?view_op=medium_photo&user=XHZtJlkAAAAJ,9166,41,29,64,34,0,1
242031,University of Tartu,@ut.ee,32633,9lIttRkAAAAJ,{'indices'},Business Process Management|Process Mining|Information Systems|Software Engineering|#unitartucs,Marlon Dumas,https://scholar.google.com/citations?view_op=medium_photo&user=9lIttRkAAAAJ,11499,77,47,243,159,0,1
242032,"professor, University of Lausanne (HEC)",@unil.ch,31961,VwC-1OwAAAAJ,{'indices'},information systems|design|business model,yves pigneur,https://scholar.google.com/citations?view_op=medium_photo&user=VwC-1OwAAAAJ,19715,49,35,105,68,0,1
242033,University of Georgia,@uga.edu,30769,dELRHuAAAAAJ,{'indices'},Information Systems,Elena Karahanna,https://scholar.google.com/citations?view_op=medium_photo&user=dELRHuAAAAAJ,11794,39,33,64,54,0,1
242034,"Professor of technology, work and globalisation, London School of Economics",@lse.ac.uk,29574,Q_WHs8EAAAAJ,{'indices'},information systems|automation|outsourcing|IT|global strategy,Leslie Willcocks,https://scholar.google.com/citations?view_op=medium_photo&user=Q_WHs8EAAAAJ,7321,86,42,258,135,0,1
242035,"Professor of Information Systems, NYU",@stern.nyu.edu,27913,vs4zs0cAAAAJ,{'indices'},data mining|machine learning|personalization|recommender systems|information systems,Alexander Tuzhilin,https://scholar.google.com/citations?view_op=medium_photo&user=vs4zs0cAAAAJ,10559,50,29,98,60,0,1
242036,"Professor of Computer Science, Bahria University",@usa.edu.pk,27527,78wQeEsAAAAJ,{'indices'},Software Engineering|Databases|E-Commerce|Reverse Engineering|Information Systems,Nadim Asif,https://scholar.google.com/citations?view_op=medium_photo&user=78wQeEsAAAAJ,19064,70,55,614,486,0,1
242037,"Emeritus Professor of Management Studies, Cambridge University",@jbs.cam.ac.uk,27359,xIidqewAAAAJ,{'indices'},Information Systems,Geoff Walsham,https://scholar.google.com/citations?view_op=medium_photo&user=xIidqewAAAAJ,7868,60,34,97,61,0,1
242038,"Professor of Information Systems, LSU",@lsu.edu,26760,tcwCJ_oAAAAJ,{'indices'},information systems,Rudy Hirschheim,https://scholar.google.com/citations?view_op=medium_photo&user=tcwCJ_oAAAAJ,5213,70,37,149,86,0,1
242039,Queen's University,@queensu.ca,26171,jClLkhYAAAAJ,{'indices'},information systems,Jane Webster,https://scholar.google.com/citations?view_op=medium_photo&user=jClLkhYAAAAJ,10859,53,37,85,63,0,1
242040,Vienna University of Economics and Business (WU Vienna),@wu.ac.at,25686,e3LVAMEAAAAJ,{'indices'},business process management|process mining|information systems|software engineering|Wirtschaftsinformatik,Jan Mendling,https://scholar.google.com/citations?view_op=medium_photo&user=e3LVAMEAAAAJ,13038,77,54,293,221,0,1
242041,"Professor, New York University",@stern.nyu.edu,25427,-Km63D4AAAAJ,{'indices'},machine learning|information systems|data mining|kdd|parallel processing,Foster Provost,https://scholar.google.com/citations?view_op=medium_photo&user=-Km63D4AAAAJ,9588,61,42,131,82,0,1
242042,"Professor of Information Systems, Technische Universität München",@in.tum.de,23993,zwax5qkAAAAJ,{'indices'},Information Systems|Information Management|eGovernment|open Innovation|Mergers&Acquisitions and IT,Helmut Krcmar,https://scholar.google.com/citations?view_op=medium_photo&user=zwax5qkAAAAJ,9811,65,44,443,197,0,1
242043,"Professor of Technology Management, Universiti Sains Malaysia and Sunway University",@usm.my,23667,VzBIxYIAAAAJ,{'indices'},Technology Management|Information Systems|Operations Management|Partial Least Squares|Technology Adoption,T. Ramayah,https://scholar.google.com/citations?view_op=medium_photo&user=VzBIxYIAAAAJ,16962,74,62,370,311,0,1
242044,"Chair, Digital Development, University of Manchester",@manchester.ac.uk,23666,Iazl9wYAAAAJ,{'indices'},ICT4D|Development Informatics|Information Systems|Development Studies|Digital Development,Richard Heeks,https://scholar.google.com/citations?view_op=medium_photo&user=Iazl9wYAAAAJ,8963,65,45,193,127,0,1
242045,"Distinguished Professor of Information Science, Syracuse University",@syr.edu,23526,QlxRjroAAAAJ,{'indices'},Information Systems,Kevin Crowston,https://scholar.google.com/citations?view_op=medium_photo&user=QlxRjroAAAAJ,7067,65,40,164,100,0,1
242046,"Michael Jebsen Professor of Business, Chair Professor of Information Systems, HKUST",@ust.hk,23449,sLHqJN2Hrl8C,{'indices'},Information Systems|Technology Adoption|Human Computer Interaction|HCI|e-Government,James YL Thong,https://scholar.google.com/citations?view_op=medium_photo&user=sLHqJN2Hrl8C,12904,41,33,48,42,0,1
242047,"Professor of Digital Marketing and Innovation, Swansea University",@swansea.ac.uk,22766,SQ_uDYIAAAAJ,{'indices'},Information Systems|Technology Adoption|Electronic Government|Digital Marketing|Social Media Marketing,Yogesh K. Dwivedi,https://scholar.google.com/citations?view_op=medium_photo&user=SQ_uDYIAAAAJ,18336,81,73,298,251,0,1
242048,"Pro-Vice-Chancellor, University of Bradford",@Bradford.ac.uk,22631,-MUL7MoAAAAJ,{'indices'},information systems|operations management|electronic governance|electronic government|Food Security,Zahir Irani,https://scholar.google.com/citations?view_op=medium_photo&user=-MUL7MoAAAAJ,9630,80,53,254,176,0,1
242049,"Department of Information Systems and Cyber Security, University of Texas at San Antonio",@buffalo.edu,22430,y1pwDooAAAAJ,{'indices'},Information Systems|Information Assurance|Cybersecurity|disaster management|privacy,HR Rao,https://scholar.google.com/citations?view_op=medium_photo&user=y1pwDooAAAAJ,10848,65,45,184,109,0,1
242050,Research Scientist and Adjunct Professor of School of Information Systems at Singapore …,@smu.edu.sg,22254,Nndyb-QAAAAJ,{'indices'},Information Systems|Societal-Scale Consumer and Business …,Ray M. Chang,https://scholar.google.com/citations?view_op=medium_photo&user=Nndyb-QAAAAJ,7586,68,31,511,213,0,1
242051,University of Houston,@uh.edu,22221,r9_uGdwAAAAJ,{'indices'},Information systems|Information technology,Blake Ives,https://scholar.google.com/citations?view_op=medium_photo&user=r9_uGdwAAAAJ,4433,50,27,82,48,0,1
242052,National University of Singapore,@nus.edu.sg,22098,qXgDkJAAAAAJ,{'indices'},information systems,Thompson Teo,https://scholar.google.com/citations?view_op=medium_photo&user=qXgDkJAAAAAJ,8016,70,47,149,114,0,1
242053,"Professor of Computer Science, Ulm University, Germany",@uni-ulm.de,22066,BHDNcesAAAAJ,{'indices'},Business Process Management|Service Oriented Computing|E-Health|Information Systems|Business Process Modeling,Manfred Reichert,https://scholar.google.com/citations?view_op=medium_photo&user=BHDNcesAAAAJ,7117,74,39,338,171,0,1
242054,Singapore Institute of Management,@sim.edu.sg,21947,guwEcjAAAAAJ,{'indices'},Information Systems,KK Wei,https://scholar.google.com/citations?view_op=medium_photo&user=guwEcjAAAAAJ,9206,61,40,136,77,0,1
242055,Georgia State University,@gsu.edu,21876,saFD-H8AAAAJ,{'indices'},Digital Innovation|Digital Transformation|Information Systems|IT Business Value,Arun Rai,https://scholar.google.com/citations?view_op=medium_photo&user=saFD-H8AAAAJ,9049,63,44,116,87,0,1
242056,Full Professor (UCLM),@uclm.es,21572,M91TyJcAAAAJ,{'indices'},Software Engineering|Information Systems|Security|Quantum Computing,Mario Piattini,https://scholar.google.com/citations?view_op=medium_photo&user=M91TyJcAAAAJ,7344,70,38,449,194,0,1
242057,"Professor of Information Systems, UPR-Mayaguez Campus",@upr.edu,20319,NxF1n2IAAAAJ,{'indices'},Information Systems|Human Resources|Operational Management|Technology-Based Learning|Distance Learning,José G. Martínez Martínez,https://scholar.google.com/citations?view_op=medium_photo&user=NxF1n2IAAAAJ,8199,61,39,475,218,0,1
242058,Singapore Management University,@thulasidas.com,20295,hQi0WZAAAAAJ,{'indices'},Data Analytics|Information Systems|Foundational Physics,Manoj Thulasidas,https://scholar.google.com/citations?view_op=medium_photo&user=hQi0WZAAAAAJ,2332,73,17,186,40,0,1
242059,"John B. McKinnon Professor of Management, Wake Forest University",@wfu.edu,20274,uZZDWI4AAAAJ,{'indices'},Information Systems,Ron Thompson,https://scholar.google.com/citations?view_op=medium_photo&user=uZZDWI4AAAAJ,8020,21,16,25,23,0,1
242060,"Professor of Business Administration, Duke University",@xamax.com.au,19897,3hJ8ZyoAAAAJ,{'indices'},Group DSS|Information Systems|Automated Decision Support,Gerardine DeSanctis,https://scholar.google.com/citations?view_op=medium_photo&user=3hJ8ZyoAAAAJ,2755,54,24,76,36,0,1
242061,"Professor of Information Systems, Karlsruhe Institute of Technology KIT",@kit.edu,19888,NLWSjCIAAAAJ,{'indices'},Information Systems|Interactive Intelligent Systems|Design Science Research|Human-Computer Interaction,Alexander Maedche,https://scholar.google.com/citations?view_op=medium_photo&user=NLWSjCIAAAAJ,4807,62,33,145,94,0,1
242062,University of Arkansas,@uark.edu,19455,jS4lsI8AAAAJ,{'indices'},information systems|blockchain|artificial intelligence|robotic process automation|cognitive automation,Mary Lacity,https://scholar.google.com/citations?view_op=medium_photo&user=jS4lsI8AAAAJ,5285,58,35,123,87,0,1
242063,"Distinguished Emeritus Professor in Information Systems, ESSEC Business School, Paris",@essec.fr,19272,skTI6XoAAAAJ,{'indices'},Information Systems,David Avison,https://scholar.google.com/citations?view_op=medium_photo&user=skTI6XoAAAAJ,5245,46,26,97,48,0,1
242064,"Professor of Computer Science, Utrecht University || Eindhoven University of Technology",@uu.nl,18702,hsfC0rEAAAAJ,{'indices'},Business Process Management|Information Systems|Process Mining|Robotic Process Automation|#bpm@uu,Hajo A. Reijers,https://scholar.google.com/citations?view_op=medium_photo&user=hsfC0rEAAAAJ,9567,61,47,199,146,0,1
242065,"School of Computing and Information Systems, The University of Melbourne",@unimelb.edu.au,18610,r3xSME0AAAAJ,{'indices'},Compression|indexing|retrieval|search|information systems,Alistair Moffat,https://scholar.google.com/citations?view_op=medium_photo&user=r3xSME0AAAAJ,4766,56,30,173,82,0,1
242066,Peter the Great St.Petersburg Polytechnic University (SPbPU),@spbstu.ru,17739,dX_RYB4AAAAJ,{'indices'},Enterprise Architecture|Information Systems|Business Processes|Project Management,Igor Ilin,https://scholar.google.com/citations?view_op=medium_photo&user=dX_RYB4AAAAJ,8427,26,21,63,58,0,1
242067,"Professor of Information Systems, Harbin Institute of Technology",@hit.edu.cn,17707,p8YrZKsAAAAJ,{'indices'},mobile applications|e-health|e-learning|information systems,doug vogel,https://scholar.google.com/citations?view_op=medium_photo&user=p8YrZKsAAAAJ,4064,62,31,170,73,0,1
242068,"Professore ordinario, Università di Bologna",@unibo.it,17544,Zbrh680AAAAJ,{'indices'},biometric systems|fingerprint recognition|smart city|artificial vision|information systems,dario maio,https://scholar.google.com/citations?view_op=medium_photo&user=Zbrh680AAAAJ,4757,41,26,99,50,0,1
242069,"CWRU, Professor of Design and Innovation",@case.edu,16576,VGFsdcAAAAAJ,{'indices'},Information Systems|Design|Implementation|systems philosophy|qualitative studies,"Richard J. Boland, Jr.",https://scholar.google.com/citations?view_op=medium_photo&user=VGFsdcAAAAAJ,5150,51,34,96,60,0,1
242070,"Professor of Computer Science, Hasso Plattner Institute, University of Potsdam",@hpi.uni-potsdam.de,16491,Qc4JtWcAAAAJ,{'indices'},Business Process Management|Information Systems|Computer Science|Conceptual Modeling,Mathias Weske,https://scholar.google.com/citations?view_op=medium_photo&user=Qc4JtWcAAAAJ,6318,59,34,197,120,0,1
242071,"Charles Gilliland Distinguished Professor of Marketing, IS, and Strategy, Temple University",@temple.edu,16452,YibmWJwAAAAJ,{'indices'},mobile|marketing|information systems|behavioral economics|strategic analytics data science,Xueming Luo,https://scholar.google.com/citations?view_op=medium_photo&user=YibmWJwAAAAJ,9049,45,41,75,71,0,1
242072,Michigan State University,@msu.edu,16359,qyT-1AcAAAAJ,{'indices'},Organizational Routines|Routine Dynamics|Information Systems,Brian T. Pentland,https://scholar.google.com/citations?view_op=medium_photo&user=qyT-1AcAAAAJ,6082,37,27,64,44,0,1
242073,"Professor, Cass Business School, City University, UK",@city.ac.uk,16130,nuTTfvYAAAAJ,{'indices'},Innovation|organizational behaviour|information systems,Harry Scarbrough,https://scholar.google.com/citations?view_op=medium_photo&user=nuTTfvYAAAAJ,4264,56,33,110,67,0,1
242074,"Professor of Information Systems, National University of Singapore",@comp.nus.edu.sg,15798,XPYhxGYAAAAJ,{'indices'},Information Systems,Bernard CY Tan,https://scholar.google.com/citations?view_op=medium_photo&user=XPYhxGYAAAAJ,6305,53,36,114,76,0,1
