,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
410484,"Professor of Université catholique de Louvain (UCL), CORE(IMMAQ) and INMA(ICTEAM, EPL)",,36347,DJ8Ep8YAAAAJ,{'indices'},,Yurii Nesterov,,19021,63,45,143,106,0,0
410485,"UC Berkeley (EECS, IEOR)",,57014,GDe65XEAAAAJ,{'indices'},,Laurent El Ghaoui,,16381,55,31,123,71,0,0
410486,"Professor, Georgia Tech",,29891,GkG9GO8AAAAJ,{'indices'},,Alexander Shapiro,,12776,71,46,178,122,0,0
410487,Georgia Institute of Technology,,6428,l3SflUcAAAAJ,{'indices'},,Guanghui (George) Lan,,5067,31,30,39,37,0,0
410488,институт проблем управления,,23225,Zhlib28AAAAJ,{'indices'},,Boris Polyak (Борис Поляк),,8922,57,34,165,87,0,0
410489,TU Delft,,9094,t4Xzuy8AAAAJ,{'indices'},,C. Roos,,2382,49,23,146,58,0,0
410490,"Department of Statistics, University of Haifa",,1757,Qvu6Y3kAAAAJ,{'indices'},,Alexander Goldenshluger,,750,23,14,35,22,0,0
410491,"Math and Computer Science, Weizmann",,35530,vyX6kpwAAAAJ,{'indices'},,Yonina Eldar,,20089,83,63,375,303,0,0
410492,University of Washington,,9023,yCyR-TsAAAAJ,{'indices'},,Zaid Harchaoui,,7122,42,37,53,51,0,0
410493,"Professor of Electrical Engineering, Computer Science, and Management Science, Stanford",,188878,GExyiRkAAAAJ,{'indices'},,Stephen Boyd,,84327,121,81,409,271,0,0
410494,"University of Birmingham, UK",,3925,hizPCIIAAAAJ,{'indices'},,Michal Kocvara,,1113,33,18,56,31,0,0
410495,"Professor of industrial Engineering and Management, The Technion Israel Institute of Technology",,14536,wCqTDhUAAAAJ,{'indices'},,Boaz Golany,,4551,51,32,84,60,0,0
410496,"Professor for Statistics, Humboldt University und WIAS Berlin",,6824,edIy5-0AAAAJ,{'indices'},,Vladimir Spokoiny,,2345,39,25,96,53,0,0
410497,FGV,,515,0vQ7-z0AAAAJ,{'indices'},,Vincent Guigues,,369,11,10,14,12,0,0
410498,St. Petersburg Department of V.A. Steklov Institute of Mathematics of the Russian Academy of Sciences,,17496,OP0PnxgAAAAJ,{'indices'},,Ildar Ibragimov,,5476,53,33,175,91,0,0
410499,"Operations Research and Information Engineering, Cornell University",,15587,7yG8mNQAAAAJ,{'indices'},,Michael Todd,,3869,53,26,134,49,0,0
410500,"Endowed Chair Professor Industrial and Systems Engineering, Lehigh University",,9438,sp3ewV4AAAAJ,{'indices'},,Tamas Terlaky,,2573,47,21,158,58,0,0
410501,"Professor of Statistics, University of Haifa",,3230,A16zK7IAAAAJ,{'indices'},,Shmuel Gal,,832,28,15,46,25,0,0
410502,"Professor of Applied Mathematics, University of Louvain, Belgium",,36707,ChLWT2oAAAAJ,{'indices'},,"Laurence Wolsey,",,9742,68,34,155,90,0,0
410503,Georgia Institute of Technology,,28156,k8ReGDoAAAAJ,{'indices'},,Martin Savelsbergh,,10757,75,54,191,144,0,0
410504,"Professor Emeritus, Georgia Tech",,16662,iVucKQgAAAAJ,{'indices'},,Ellis L Johnson,,3714,60,32,123,63,0,0
410505,"Professor of Industrial & Systems Engineering, Georgia Institute of Technology",,9614,4D9lk0MAAAAJ,{'indices'},,Shabbir Ahmed,,5070,42,36,103,83,0,0
410506,"UPS Professor, Wharton, University of Pennsylvania",,31609,oyJEvvYAAAAJ,{'indices'},,marshall fisher,,8858,56,35,88,54,0,0
410507,Professor of Operations Research,,12966,9lFYMIkAAAAJ,{'indices'},,gerard cornuejols,,3803,54,26,132,67,0,0
410508,"Professor and Director, Master of Science in Analytics, Georgia Institute of Technology",,1174,PYspUysAAAAJ,{'indices'},,Joel Sokol,,588,20,14,26,16,0,0
410509,"Research Scientist, Google",,2143,4y7ebPMAAAAJ,{'indices'},,Juan Pablo Vielma,,1490,23,19,43,35,0,0
410510,"Dean, Carnegie Mellon University in Qatar",,6143,6dkoOx8AAAAJ,{'indices'},,Michael Trick,,1620,32,19,53,31,0,0
410511,"Professor, UC Berkeley",,4069,NzjKoWIAAAAJ,{'indices'},,Alper Atamturk,,1739,37,25,56,46,0,0
410512,"Professor of Computational and Applied Mathematics, Rice University",,4272,YE3iwn0AAAAJ,{'indices'},,Andrew J. Schaefer,,2195,36,26,64,45,0,0
410513,"Institute of Information Science, Academia Sinica",,9741,NqkY4tIAAAAJ,{'indices'},,Wen-Lian Hsu,,4649,46,26,167,75,0,0
410514,"Professor, Industrial, Manufacturing, & Systems Engineering, University of Texas at Arlington",,1815,ZgqIhscAAAAJ,{'indices'},,Jay Rosenberger,,777,21,16,36,25,0,0
410515,ExxonMobil Corporate Strategic Research,,681,_KQQtY8AAAAJ,{'indices'},,Dimitri J. Papageorgiou,,516,15,14,16,15,0,0
410516,"Professor of Information Systems and Supply Chain Management, Loyola University Chicago",,1178,607SgccAAAAJ,{'indices'},,Mike Hewitt,,982,20,19,29,27,0,0
410517,"Professor, University of Florida",,5798,nOooEyoAAAAJ,{'indices'},,Yongpei Guan,,4023,31,27,47,39,0,0
410518,ExxonMobil,,419,MWAmYWcAAAAJ,{'indices'},,Yufen Shao,,369,11,11,11,11,0,0
410519,"Lecturer in the faculty of IT, Monash University",,363,wQcDC-YAAAAJ,{'indices'},,Pierre Le Bodic,,308,8,7,8,7,0,0
410520,"Professor, Ind. & Sys. Engr and Wisconsin Institute for Discovery, UW-Madison",,2744,f-GQKN0AAAAJ,{'indices'},,James Luedtke,,1938,25,20,33,28,0,0
410521,"Professor of Operations Research, Universidad Adolfo Ibañez",,1366,SAU_hdkAAAAJ,{'indices'},,Marcos Goycoolea,,695,18,13,24,15,0,0
410522,"HEC Montréal, CIRRELT and University of Bath",,74989,o4n0KvgAAAAJ,{'indices'},,Gilbert Laporte,,32101,138,91,530,436,0,0
410523,Université de Montréal,,18099,CtGMLsMAAAAJ,{'indices'},,Jean-Yves Potvin,,5902,58,38,112,75,0,0
410524,"ESG, UQAM and CIRRELT",,21965,C_zcTIAAAAAJ,{'indices'},,Teodor Gabriel Crainic,,9707,77,53,220,156,0,0
410525,"Professor, CIRRELT - École Polytechnique de Montréal",,4711,DVZF0PIAAAAJ,{'indices'},,Louis-Martin Rousseau,,2821,38,29,81,67,0,0
410526,Professeur Université du Québec à Montréal,,2564,6FysZfcAAAAJ,{'indices'},,Walter Rei,,1991,27,25,35,29,0,0
410527,"Centrale Lille, CRIStAL and INRIA , France",,9477,6iUyQhMAAAAJ,{'indices'},,Frederic Semet,,3575,39,29,55,43,0,0
410528,"Professor, PUC-Rio",,3559,qbO0xwUAAAAJ,{'indices'},,Vidal Thibaut,,2882,25,25,35,35,0,0
410529,"Professor, HES-SO, HEIG-VD",,19215,vj-4SjYAAAAJ,{'indices'},,Éric D. Taillard,,4269,38,27,55,36,0,0
410530,"Troyes University of Technology, France",,12181,j0tI9RYAAAAJ,{'indices'},,Christian Prins,,6011,59,41,123,95,0,0
410531,"Professor, École Polytechnique de Montréal -- CIRRELT",,3455,m_w7RAIAAAAJ,{'indices'},,Gilles Pesant,,1155,30,18,59,33,0,0
410532,"professeur, Polytechnique Montréal",,12954,C_zesQgAAAAJ,{'indices'},,Alain Hertz,,2846,48,25,107,58,0,0
410533,"Ecole Nationale Supérieure des Mines de Saint-Etienne, CMP, LIMOS UMR CNRS 6158",,4973,x55ZD5wAAAAJ,{'indices'},,Dominique Feillet,,2760,34,29,62,53,0,0
410534,University of Leicester,,28272,rUHfmpQAAAAJ,{'indices'},,Edmund Kieran Burke,,9963,88,49,303,186,0,0
410535,"Provost, CEO and Pro-Vice Chancellor, University of Nottingham",,16233,VjJm3zYAAAAJ,{'indices'},,Professor Graham Kendall,,6770,66,40,199,122,0,0
410536,Université Laval (Canada),,3396,ebZKrLUAAAAJ,{'indices'},,Mustapha Nourelfath,,1901,32,25,65,52,0,0
410537,"Professor of Computer Science, University of Stirling",,5366,9jBS1tEAAAAJ,{'indices'},,Gabriela Ochoa,,3272,37,27,91,73,0,0
410538,"Associate professor, Polytechnique Montreal",,1086,msbeB7oAAAAJ,{'indices'},,Nadia Lahrichi,,710,12,9,12,9,0,0
410539,Academic,,1567,rFW52kUAAAAJ,{'indices'},,Soumia Ichoua,,593,12,9,12,9,0,0
410540,Assistant Professor at Politecnico di Milano,,2473,X_qgZ4QAAAAJ,{'indices'},,Ola Jabali,,2220,26,25,32,32,0,0
410541,HEC Montréal,,23643,spq_FncAAAAJ,{'indices'},,Jean-François Cordeau,,11352,72,55,157,142,0,0
410542,"Professor of Electrical Engineering, Computer Science, and Management Science, Stanford",,188878,GExyiRkAAAAJ,{'indices'},,Stephen Boyd,,84327,121,81,409,271,0,0
410543,Georgia Institute of Technology,,322,rvIwsNMAAAAJ,{'indices'},,Mark Mote,,321,5,5,4,4,0,0
410544,University of Illinois at Urbana-Champaign,,26031,tDWt_MQAAAAJ,{'indices'},,R Srikant,,6477,78,42,199,110,0,0
410545,"Director, Texas A&M Institute of Data Science; Royce E. Wisenbaker Professorship I in ECE",,17581,hrQOcZcAAAAJ,{'indices'},,Nick Duffield,,4155,66,33,171,92,0,0
410546,National Institute of Standards and Technology,,5696,n9RqomsAAAAJ,{'indices'},,Dr. Kotikalapudi Sriram,,725,33,14,58,17,0,0
410547,"Direktor, Max Planck Institut für Informatik, Saarland Informatics Campus, Saarland University",,19346,mSK3340AAAAJ,{'indices'},,Anja Feldmann,,5345,69,40,162,115,0,0
410548,"Associate Professor, King Fahd University of Petroleum and Minerals",,1007,OL3svNoAAAAJ,{'indices'},,Ahmad AL Hanbali,,343,15,11,23,15,0,0
410549,"School of Industrial Engineering, Purdue University",,8372,CKsVJugAAAAJ,{'indices'},,Gesualdo Scutari,,4300,46,33,96,69,0,0
410550,"Schad Professor, The Johns Hopkins University",,17258,3oKvgGcAAAAJ,{'indices'},,BF Hobbs,,6548,69,42,221,140,0,0
410551,"Chair Professor of Applied mathematics, The Hong Kong Polytechnic University",,21492,qH2pUnsAAAAJ,{'indices'},,Liqun Qi,,9093,69,45,313,197,0,0
410552,"Chair Professor of Applied Optimization and OR, The Hong Kong Polytechnic University",,7712,QdIzNxgAAAAJ,{'indices'},,Defeng Sun  (孙德锋),,3312,50,33,95,70,0,0
410553,"Senior Computational Mathematician, Argonne National Laboratory",,8606,UubsxcAAAAAJ,{'indices'},,Sven Leyffer,,3091,37,25,79,60,0,0
410554,"Professor, University of Bologna",,19446,2kk8d_AAAAAJ,{'indices'},,Daniele Vigo,,8636,58,44,102,91,0,0
410555,Universita' di Bologna,,9522,4bwKgxIAAAAJ,{'indices'},,Alberto Caprara,,2949,52,30,110,69,0,0
410556,University of Padova,,13213,5rOdaqAAAAAJ,{'indices'},,Matteo Fischetti,,4862,64,40,124,90,0,0
410557,"DEI, University of Bologna",,2483,EiOw_WMAAAAJ,{'indices'},,Valentina Cacchiani,,1886,22,20,33,27,0,0
410558,University of Bologna,,1299,3nD4vYkAAAAJ,{'indices'},,Enrico Malaguti,,831,18,16,25,20,0,0
410559,"Professor of Operations Research, Università di Bologna",,5152,wORMYBMAAAAJ,{'indices'},,Michele Monaci,,2323,35,26,63,50,0,0
410560,Polytechnique Montréal,,11426,udwtIesAAAAJ,{'indices'},,Andrea Lodi,,5264,53,36,117,94,0,0
410561,Universidad de La Laguna,,5720,pd7y0AcAAAAJ,{'indices'},,Juan José Salazar González,,2497,41,30,89,57,0,0
410562,"Prof., DTU Management, Technical University of Denmark (Adjoint Prof. University of Copenhagen)",,17202,efbuX70AAAAJ,{'indices'},,David Pisinger,,7743,50,40,102,81,0,0
410563,"Vrije Universiteit Amsterdam, School of Business & Economics, Dept. of Operations Analytics",,1826,pNQZmwIAAAAJ,{'indices'},,Roberto Roberti,,1344,17,16,18,18,0,0
410564,Pontificia Universidad Javeriana Cali & Universidad del Valle,,1086,RfTG9iIAAAAJ,{'indices'},,John Willmer Escobar,,955,18,17,29,29,0,0
410565,National Research Council,,879,Kx7v180AAAAJ,{'indices'},,Fabio Furini,,790,17,16,29,24,0,0
410566,Smith School of Business University of Maryland,,3044,0N61WiUAAAAJ,{'indices'},,S. Raghavan,,1297,24,15,42,21,0,0
410567,"G. Lawton and Louise G. Johnson Professor of Engineering, University of Michigan",,5886,8AkztB0AAAAJ,{'indices'},,Jon Lee,,2849,32,22,86,51,0,0
410568,Universidad de Talca,,474,9XlvJEIAAAAJ,{'indices'},,Eduardo Álvarez-Miranda,,404,13,11,17,16,0,0
410569,HEC Montréal,,23643,spq_FncAAAAJ,{'indices'},,Jean-François Cordeau,,11352,72,55,157,142,0,0
410570,"Professor of Operations Research, ESSEC Business School, Paris",,2624,o1Ym0_AAAAAJ,{'indices'},,Ivana Ljubic,,1409,26,20,61,43,0,0
410571,Professor of Intelligent Systems,,4314,bQBpCnEAAAAJ,{'indices'},,Michela Milano,,1420,32,18,100,39,0,0
410572,University of Modena and Reggio Emilia,,3936,bAQNSHQAAAAJ,{'indices'},,Manuel Iori,,2361,32,25,55,53,0,0
410573,"Professore di Informatica, Universita'  di Bologna",,6390,KaSp3GYAAAAJ,{'indices'},,Paola Mello,,1918,36,15,124,27,0,0
410574,Associate Professor (UMA),,8466,OZFGJdsAAAAJ,{'indices'},,Juan Miguel Morales González,,5833,35,34,58,54,0,0
410575,"Associate Professor, Universidad de Castilla-La Mancha",,3684,L_sI7kIAAAAJ,{'indices'},,Luis Baringo,,2624,21,21,25,23,0,0
410576,UCLM,,13286,2dbYe1sAAAAJ,{'indices'},,Javier Contreras,,7202,56,47,132,116,0,0
410577,Universidad de Cantabria,,14962,JFfLP-EAAAAJ,{'indices'},,Enrique Castillo,,4868,56,34,221,104,0,0
410578,"Associate Professor at Universidad Carlos III, Madrid, Department of Statistics.",,2688,YTGbRUAAAAAJ,{'indices'},,Carlos Ruiz,,2044,21,19,22,21,0,0
410579,"Associate Professor, University of Castilla-La Mancha",,5042,GW9XoLYAAAAJ,{'indices'},,Miguel Carrión,,2977,22,18,25,22,0,0
410580,"Professor Emeritus, Department of Electrical and Computer Engineering, McGill University, Canada",,13881,MSmUtnkAAAAJ,{'indices'},,Francisco D. Galiana,,3567,54,29,121,54,0,0
410581,University of Maryland,,5003,WuJQB8YAAAAJ,{'indices'},,Steven A. Gabriel,,2181,37,24,66,45,0,0
410582,"Associate Professor of Statistics and Optimization, Universidad Carlos III de Madrid, Spain",,5983,wMZspsEAAAAJ,{'indices'},,Francisco J.Nogales,,2639,21,19,27,23,0,0
410583,The Ohio State University,,6404,JF-UBx8AAAAJ,{'indices'},,Ramteen Sioshansi,,4023,42,38,72,69,0,0
410584,"Associate Professor, Technical University of Denmark (DTU)",,1938,paWy7YYAAAAJ,{'indices'},,Jalal Kazempour,,1552,22,22,38,32,0,0
410585,University College Dublin,,7788,nLDsAhsAAAAJ,{'indices'},,Federico Milano,,4617,41,32,99,83,0,0
410586,Universidad de Malaga,,1924,YeEYhX0AAAAJ,{'indices'},,Sebastian de la Torre,,980,20,16,25,20,0,0
410587,"Schad Professor, The Johns Hopkins University",,17258,3oKvgGcAAAAJ,{'indices'},,BF Hobbs,,6548,69,42,221,140,0,0
410588,University of Waterloo,,23550,NqIpnMkAAAAJ,{'indices'},,Claudio Canizares,,11807,71,52,186,138,0,0
410589,"Post Doctoral Researcher, Technical University of Denmark",,2863,uw7SI1IAAAAJ,{'indices'},,Marco Zugno,,1711,18,16,24,20,0,0
410590,"Professor, Technical University of Denmark",,14075,8Ai6cssAAAAJ,{'indices'},,Pierre Pinson,,9782,60,48,172,147,0,0
410591,"Professor, PhD, DTU Compute, Technical University of Denmark",,26091,jwRQrkAAAAAJ,{'indices'},,Henrik Madsen,,13283,74,52,441,270,0,0
410592,Universidad Politécnica de Madrid,,525,0ULDg90AAAAJ,{'indices'},,Eduardo Caro Huertas,,336,12,11,14,14,0,0
410593,Semnan University,,10911,OoXxKesAAAAJ,{'indices'},,Nima Amjady,,6924,54,46,161,137,0,0
410594,Professor of Industrial & Systems Engineering at University of Florida,,26222,WKuBdzQAAAAJ,{'indices'},,Ravindra Ahuja,,5947,51,27,101,57,0,0
410595,Northeastern University,,4571,sXRglRYAAAAJ,{'indices'},,Ozlem Ergun,,2179,32,26,47,37,0,0
410596,"Professor of Computer Science, Princeton University",,81883,lazJixIAAAAJ,{'indices'},,Robert Tarjan,,16789,113,63,298,185,0,0
410597,"Professor of Operations Research, Simon Fraser University",,4743,6YYJk1QAAAAJ,{'indices'},,Abraham P. Punnen,,1667,28,16,73,32,0,0
410598,"Bell labs, Alcatel-Lucent",,9641,anR-HpoAAAAJ,{'indices'},,Murali Kodialam,,2249,43,23,81,44,0,0
410599,"Amazon AWS, Seattle, USA",,14879,h8M0U0oAAAAJ,{'indices'},,Sudipta Sengupta,,7368,50,34,117,77,0,0
410600,UCLA Medical School,,2828,5gQOiZ8AAAAJ,{'indices'},,Ely Dahan,,766,16,12,17,13,0,0
410601,Georgia Institute of Technology,,7422,Bch75qQAAAAJ,{'indices'},,John J. Bartholdi III,,2147,35,23,53,33,0,0
410602,Optym,,828,otORCAQAAAAJ,{'indices'},,Krishna Jha,,381,9,6,9,5,0,0
410603,"Eller Professor of MIS, University of Arizona",,7554,ofBD_hQAAAAJ,{'indices'},,Moshe Dror,,1794,40,21,81,39,0,0
410604,Professor of Engineering Systems at MIT,,26841,h8LFExAAAAAJ,{'indices'},,David Simchi-Levi,,8689,70,42,184,133,0,0
410605,"Professor of Computer Science, Max Planck Institute for Informatics, Saarland Informatics Campus",,22893,28CWXPUAAAAJ,{'indices'},,Kurt Mehlhorn,,5372,73,31,245,98,0,0
410606,Verizon Labs,,3521,DnEWjKwAAAAJ,{'indices'},,Jack Jianxiu Hao,,2474,29,25,84,63,0,0
410607,"Bell Labs, Nokia",,24577,EzDbOKoAAAAJ,{'indices'},,T. V. Lakshman,,6917,77,39,201,116,0,0
