,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
93265,Stanford University,@stanford.edu,87123,GljRwkUAAAAJ,{'indices'},immunology,Mark M. Davis,https://scholar.google.com/citations?view_op=medium_photo&user=GljRwkUAAAAJ,24838,149,84,474,317,0,0
93266,Lyell Immunopha,@lyell.com,86240,LVBMEQ8AAAAJ,{'indices'},Immunology|Tumor Immunology|T cell differentiation,"Nicholas P Restifo, MD",https://scholar.google.com/citations?view_op=medium_photo&user=LVBMEQ8AAAAJ,33368,145,96,334,247,0,0
93267,,,86120,Vq6NVkAAAAAJ,{'indices'},Immunology|Immunotherapy,James Allison,https://scholar.google.com/citations?view_op=medium_photo&user=Vq6NVkAAAAAJ,39741,137,91,349,245,0,0
93268,National Institutes for Quantum and Radiological Science and Technology,@alumni.osaka-u.ac.jp,84128,m5gIzNUAAAAJ,{'indices'},Immunology,Toshio Hirano,https://scholar.google.com/citations?view_op=medium_photo&user=m5gIzNUAAAAJ,11478,129,53,770,208,0,0
93269,,@liai.org,83826,Ep4PitkAAAAJ,{'indices'},immunology|MHC|bioinformatics|virology|microbiology,Alessandro Sette,https://scholar.google.com/citations?view_op=medium_photo&user=Ep4PitkAAAAJ,25995,162,74,699,453,0,0
93270,"Division of Infectious Diseases and International Health, University of Virginia",@virginia.edu,79037,6yMIM1MAAAAJ,{'indices'},Infectious diseases|global health|parasitology|immunology|microbiology,"William A. Petri, Jr., MD, Pj.D.",https://scholar.google.com/citations?view_op=medium_photo&user=6yMIM1MAAAAJ,21794,95,57,383,248,0,0
93271,Washington University,@wustl.edu,78784,AcFkmbcAAAAJ,{'indices'},Immunology,Kenneth M. Murphy,https://scholar.google.com/citations?view_op=medium_photo&user=AcFkmbcAAAAJ,21254,121,68,308,216,0,0
93272,professor in rheumatology Karolinska Institutet,@ki.se,78350,8G5QgykAAAAJ,{'indices'},Rheumatology|immunology|genetics|immunotherapy,lars klareskog,https://scholar.google.com/citations?view_op=medium_photo&user=8G5QgykAAAAJ,25299,145,83,595,354,0,0
93273,"GlaxoSmithKline, Kintai Therapeutics, Academic Medical Center, Amsterdam University …",,77870,il0b8HsAAAAJ,{'indices'},immunology|oncology|rheumatology|internal medicine,Paul Peter Tak,https://scholar.google.com/citations?view_op=medium_photo&user=il0b8HsAAAAJ,32668,131,74,577,436,0,0
93274,"Department of Immunobiology, Yale University",@yale.edu,77282,QK8z7dYAAAAJ,{'indices'},Immunology|T-cell biology|cancer|immunotherapy,Lieping Chen,https://scholar.google.com/citations?view_op=medium_photo&user=QK8z7dYAAAAJ,36827,116,75,304,231,0,0
93275,The Walter and Eliza Hall Institute,@wehi.edu.au,77062,ixs9MCIAAAAJ,{'indices'},cell death|cancer|immunology,Andreas Strasser,https://scholar.google.com/citations?view_op=medium_photo&user=ixs9MCIAAAAJ,22355,130,66,394,293,0,0
93276,"TUM Emeritus of Excellence:  Med. Mikrobiologie , Immunolgy and Hygiene",@lrz.tu-muenchen.de,76194,v3Fzj8QAAAAJ,{'indices'},Immunology,Hermann Wagner,https://scholar.google.com/citations?view_op=medium_photo&user=v3Fzj8QAAAAJ,14279,132,53,463,192,0,0
93277,"Research Center for Biological Therapy, Beijing 302 Hospital, Beijing, China",@moon.ibp.ac.cn,75957,Fqi0PiYAAAAJ,{'indices'},Immunology|virus|infection,Zheng Zhang,https://scholar.google.com/citations?view_op=medium_photo&user=Fqi0PiYAAAAJ,46748,113,92,629,454,0,0
93278,"Dept. Immunology, Max Planck Institute for Infection Biology",@mpiib-berlin.mpg.de,75924,8MFp8N4AAAAJ,{'indices'},Immunology|Infection|Microbiology|Vaccinology|Tuberculosis,Stefan HE Kaufmann,https://scholar.google.com/citations?view_op=medium_photo&user=8MFp8N4AAAAJ,21700,142,72,780,406,0,0
93279,Karolinska Institute,@ki.se,75762,kBsrta0AAAAJ,{'indices'},Cardiovascular Medicine|Immunology,Goran K. Hansson,https://scholar.google.com/citations?view_op=medium_photo&user=kBsrta0AAAAJ,21089,115,57,432,235,0,0
93280,"Professor of Medicine, UC San Diego",@ucsd.edu,75345,7-JruXEAAAAJ,{'indices'},Hematology/Oncology|Biology|Immunology,Thomas J. Kipps,https://scholar.google.com/citations?view_op=medium_photo&user=7-JruXEAAAAJ,27858,122,74,500,291,0,0
93281,"Professor of Neurology and Immunobiology, Yale University",@yale.edu,74718,_R2wQEkAAAAJ,{'indices'},neuroimmunology|immunology,David Hafler,https://scholar.google.com/citations?view_op=medium_photo&user=_R2wQEkAAAAJ,24839,132,71,412,236,0,0
93282,The Scripps Research Institute,@scripps.edu,74057,IwpVn00AAAAJ,{'indices'},virology|immunology|HBV|HCV,Francis V. Chisari,https://scholar.google.com/citations?view_op=medium_photo&user=IwpVn00AAAAJ,16856,144,58,302,177,0,0
93283,Kobe International Frontier Medical Center,,73855,jQcypQ4AAAAJ,{'indices'},immunology|transplantation|surgery|living-donor liver transplantation,Koichi Tanaka,https://scholar.google.com/citations?view_op=medium_photo&user=jQcypQ4AAAAJ,18992,119,55,1282,538,0,0
93284,Washington University St Louis,@wustl.edu,73835,dMX8FwkAAAAJ,{'indices'},immunology,Marco Colonna,https://scholar.google.com/citations?view_op=medium_photo&user=dMX8FwkAAAAJ,30152,139,91,397,333,0,0
93285,"Vice President of Cancer Immunology, Genentech",@gene.com,72303,QbKkAdkAAAAJ,{'indices'},cell biology|cancer|immunology,Ira Mellman,https://scholar.google.com/citations?view_op=medium_photo&user=QbKkAdkAAAAJ,22072,125,55,261,162,0,0
93286,"Group Leader, Institute for Research in Biomedicine",@irb.usi.ch,72198,AnIMWD4AAAAJ,{'indices'},Immunology,Federica Sallusto,https://scholar.google.com/citations?view_op=medium_photo&user=AnIMWD4AAAAJ,20705,106,76,201,174,0,0
93287,Rockefeller University,@rockefeller.edu,69312,aPI8STwAAAAJ,{'indices'},immunology,Jeffrey Ravetch,https://scholar.google.com/citations?view_op=medium_photo&user=aPI8STwAAAAJ,18178,122,72,263,187,0,0
93288,Harvard Medical School,@hms.harvard.edu,68366,B4a4828AAAAJ,{'indices'},microbiology|immunology,Dennis Kasper,https://scholar.google.com/citations?view_op=medium_photo&user=B4a4828AAAAJ,22448,109,56,399,184,0,0
93289,National Institutes of Health,@mail.nih.gov,67742,1qB8VokAAAAJ,{'indices'},immunology,John J. OShea,https://scholar.google.com/citations?view_op=medium_photo&user=1qB8VokAAAAJ,21556,128,81,325,224,0,0
93290,Trinity College Dublin,,67527,epyNTTwAAAAJ,{'indices'},Immunology,Luke O'Neill,https://scholar.google.com/citations?view_op=medium_photo&user=epyNTTwAAAAJ,31178,135,84,328,261,0,0
93291,Checkmate Pharma,@checkmatepharma.com,67452,RrY0SpUAAAAJ,{'indices'},immunology|oligonucleotide therapeutics,Arthur M. Krieg,https://scholar.google.com/citations?view_op=medium_photo&user=RrY0SpUAAAAJ,9780,130,45,380,188,0,0
93292,Professor of Molecular Immunology,@kennedy.ox.ac.uk,66807,g8grUOcAAAAJ,{'indices'},Immunology|Cell Biology|Inflammation,Michael Dustin,https://scholar.google.com/citations?view_op=medium_photo&user=g8grUOcAAAAJ,16904,124,70,299,225,0,0
93293,stanford university,@stanford.edu,65909,DQARXU4AAAAJ,{'indices'},immunology,lawrence steinman,https://scholar.google.com/citations?view_op=medium_photo&user=DQARXU4AAAAJ,14385,130,60,480,252,0,0
93294,Professor of Pathology and of Microbiology and Immunology,@stanford.edu,65505,PKqWL4MAAAAJ,{'indices'},mast cells and basophils|immunology,Stephen Galli,https://scholar.google.com/citations?view_op=medium_photo&user=PKqWL4MAAAAJ,15419,124,59,368,217,0,0
93295,Professor of pathology,@emory.edu,61554,pmXolpMAAAAJ,{'indices'},immunology,max d cooper,https://scholar.google.com/citations?view_op=medium_photo&user=pmXolpMAAAAJ,7253,134,41,572,162,0,0
93296,"Chief, Laboratory of Molecular Immunology and Director, Immunology Center, National …",@helix.nih.gov,61072,Koy776AAAAAJ,{'indices'},immunology,Warren J. Leonard,https://scholar.google.com/citations?view_op=medium_photo&user=Koy776AAAAAJ,14473,123,65,321,200,0,0
93297,"University Zurich, Swiss Institute of Allergy and Asthma Research (SIAF), Davos, Switzerland",@siaf.uzh.ch,60489,78B7QRMAAAAJ,{'indices'},Immunology|allergy|asthma,Cezmi Akdis,https://scholar.google.com/citations?view_op=medium_photo&user=78B7QRMAAAAJ,29588,124,85,429,360,0,0
93298,Keio University School of Medicine,@a6.keio.jp,59239,kAvrlkAAAAAJ,{'indices'},Immunology|biochemistry|molecular biology,Akihiko Yoshimura,https://scholar.google.com/citations?view_op=medium_photo&user=kAvrlkAAAAAJ,17513,128,68,426,296,0,0
93299,prof,@radboudumc.nl,59037,ONsy2TEAAAAJ,{'indices'},Immunology|Tumor immunology|Immunotherapy|Chemical Immunology,Carl G. Figdor,https://scholar.google.com/citations?view_op=medium_photo&user=ONsy2TEAAAAJ,14278,121,61,430,262,0,0
93300,FAU Erlangen-Nürnberg,@uk-erlangen.de,58760,64zbpyQAAAAJ,{'indices'},Immunology,Georg Andreas Schett,https://scholar.google.com/citations?view_op=medium_photo&user=64zbpyQAAAAJ,32680,122,85,587,501,0,0
93301,,,58410,LeCwJaoAAAAJ,{'indices'},Genetics|Immunology|Bioinformatics|HIV|HCV,Richard A Lempicki,https://scholar.google.com/citations?view_op=medium_photo&user=LeCwJaoAAAAJ,29526,50,31,91,64,0,0
93302,UCL and The Royal Free London NHS Foundation Trust,@ucl.ac.uk,58284,34LYhlMAAAAJ,{'indices'},Hepatology|Gastroenterology|Immunology,William M. Rosenberg OR W. Rosenberg OR WMC Rosenberg OR William Rosenberg OR WM Rosenberg,https://scholar.google.com/citations?view_op=medium_photo&user=34LYhlMAAAAJ,16845,65,41,154,100,0,0
93303,"Professor of Chemistry Emeritus, Stanford University",@uoregon.edu,57931,up4EpJoAAAAJ,{'indices'},Physical chemistry|biophysics|membrane structure|immunology,Harden M. McConnell,https://scholar.google.com/citations?view_op=medium_photo&user=up4EpJoAAAAJ,4481,116,32,416,99,0,0
93304,"Research Assistant Professor, UIC",@uic.edu,57701,IeqPtU8AAAAJ,{'indices'},Immunology|Rheumatoid arthritis|Asthma|autoimmune disease,Seung-jae Kim,https://scholar.google.com/citations?view_op=medium_photo&user=IeqPtU8AAAAJ,22874,97,51,1262,664,0,0
93305,"Vaccine Research Center, NIAID, NIH",@nih.gov,57397,EskAJY0AAAAJ,{'indices'},Vaccines|Immunology|Flow Cytometry|Technology|HIV,Mario Roederer,https://scholar.google.com/citations?view_op=medium_photo&user=EskAJY0AAAAJ,20409,123,76,325,242,0,0
93306,oxford university,@path.ox.ac.uk,57363,2AiIOTgAAAAJ,{'indices'},immunology,HERMAN WALDMANN,https://scholar.google.com/citations?view_op=medium_photo&user=2AiIOTgAAAAJ,8225,128,43,463,187,0,0
93307,Dana Farber Cancre Institute,@dfci.harvard.edu,57293,cpfGOFYAAAAJ,{'indices'},Immunology,Ellis Reinherz,https://scholar.google.com/citations?view_op=medium_photo&user=cpfGOFYAAAAJ,4687,121,36,422,124,0,0
93308,Weil-Granat Professor of Neurology at Columbia University,@cumc.columbia.edu,57053,kA8Kyz0AAAAJ,{'indices'},genetics|immunology|multiple sclerosis|Alzheimer|systems biology,Philip L. De Jager,https://scholar.google.com/citations?view_op=medium_photo&user=kA8Kyz0AAAAJ,39234,105,86,338,311,0,0
93309,professor,@hms.harvard.edu,57044,0HRt6uoAAAAJ,{'indices'},microbiology|immunology|molecular biology|and bacterial cell biology,john mekalanos,https://scholar.google.com/citations?view_op=medium_photo&user=0HRt6uoAAAAJ,13552,125,63,320,205,0,0
93310,Harvard Medical School,@hms.harvard.edu,56201,9sIHNxEAAAAJ,{'indices'},immunology,Ulrich H. von Andrian,https://scholar.google.com/citations?view_op=medium_photo&user=9sIHNxEAAAAJ,17407,119,69,234,207,0,0
93311,Karolinska Institutet,@ki.se,55188,MIvb8RAAAAAJ,{'indices'},immunology|molecular biology|cell biology|genetics,CIE Smith,https://scholar.google.com/citations?view_op=medium_photo&user=MIvb8RAAAAAJ,16680,109,54,851,381,0,0
93312,Seattle BioMed,@seattlebiomed.org,54668,jjMn92sAAAAJ,{'indices'},immunology|pathogenesis|systems biology,Alan Aderem,https://scholar.google.com/citations?view_op=medium_photo&user=jjMn92sAAAAJ,15114,102,60,207,159,0,0
93313,Los Alamos National Laboratory,@lanl.gov,54063,wFMWxAIAAAAJ,{'indices'},HIV|immunology|vaccines|evolution,Bette Korber,https://scholar.google.com/citations?view_op=medium_photo&user=wFMWxAIAAAAJ,15518,120,69,333,223,0,0
93314,"Professor of Respiratory Medicine & Allergy, Imperial College London",@imperial.ac.uk,53953,PqTmYnsAAAAJ,{'indices'},Respiratory Medicine|Allergy|Infectious Disease|Immunology,Sebastian L Johnston,https://scholar.google.com/citations?view_op=medium_photo&user=PqTmYnsAAAAJ,20215,105,70,354,268,0,0
93315,"Professor, Washington University",@wusm.wustl.edu,53863,VBgE9FcAAAAJ,{'indices'},Virology|Immunology|Infectious Diseases,Michael S. Diamond,https://scholar.google.com/citations?view_op=medium_photo&user=VBgE9FcAAAAJ,28420,132,89,411,373,0,0
93316,"Professor of Psychiatry, Université Paris Est Créteil",@inserm.fr,53629,oouUizwAAAAJ,{'indices'},Psychiatry|genetics|immunology|brain imaging,marion Leboyer,https://scholar.google.com/citations?view_op=medium_photo&user=oouUizwAAAAJ,25733,113,77,483,376,0,0
93317,"Professor, Department Biological sciences, Tata Institute of Fundamental Research",,53158,bHJwWmYAAAAJ,{'indices'},parasite biology|immunology|molecular biology,Shobhona Sharma,https://scholar.google.com/citations?view_op=medium_photo&user=bHJwWmYAAAAJ,28468,93,64,1041,711,0,0
93318,"Gardiner Professor of Immunology, University of Glasgow, UK",@glasgow.ac.uk,52873,yfMaqUoAAAAJ,{'indices'},Immunology|inflammation|infection|nitric oxide|cytokines,Foo Yew Liew,https://scholar.google.com/citations?view_op=medium_photo&user=yfMaqUoAAAAJ,11124,127,56,341,172,0,0
93319,"Retired--Formerly NIH, MedImmune, MacroGenics and PAREXEL",,52638,1v9vBjEAAAAJ,{'indices'},Rheumatology|Immunology,Ronald L Wilder,https://scholar.google.com/citations?view_op=medium_photo&user=1v9vBjEAAAAJ,7052,84,26,205,55,0,0
93320,"Professor of Pediatrics, Cincinnati Children's Hospital Medical Center",@cchmc.org,52179,CUMkMnUAAAAJ,{'indices'},Immunology|Genetics|Allergy|Pediatrics,"Marc E. Rothenberg, MD, PhD",https://scholar.google.com/citations?view_op=medium_photo&user=CUMkMnUAAAAJ,18924,126,75,372,298,0,0
93321,"university of utah, Mayo clinic",@hsc.utah.edu,52018,a_2KbzEAAAAJ,{'indices'},immunology,Gerald Gleich,https://scholar.google.com/citations?view_op=medium_photo&user=a_2KbzEAAAAJ,8440,119,38,464,182,0,0
93322,"Professor of Medicine, Harvard University",@research.bwh.harvard.edu,51831,X6sP4F8AAAAJ,{'indices'},immunology|rheumatology,Michael Brenner,https://scholar.google.com/citations?view_op=medium_photo&user=X6sP4F8AAAAJ,13353,119,59,295,198,0,0
93323,Professor,@rockefeller.edu,50868,ExnK51wAAAAJ,{'indices'},Dermatology|immunology|cell biology|skin biology,James Krueger,https://scholar.google.com/citations?view_op=medium_photo&user=ExnK51wAAAAJ,22591,124,83,351,287,0,0
93324,"Professor of Immunology, Madrid",@cnb.csic.es,50440,KEkdzH4AAAAJ,{'indices'},Immunology,Carlos Martínez,https://scholar.google.com/citations?view_op=medium_photo&user=KEkdzH4AAAAJ,12205,106,49,700,325,0,0
93325,"Professor of Pathology, University of Brescia",@med.unibs.it,49925,0bI7H5UAAAAJ,{'indices'},Immunology,Silvano Sozzani,https://scholar.google.com/citations?view_op=medium_photo&user=0bI7H5UAAAAJ,13859,105,44,245,166,0,0
93326,"Pathology, University of Cambridge",@cam.ac.uk,49537,oKOfAl4AAAAJ,{'indices'},Immunology,John Trowsdale,https://scholar.google.com/citations?view_op=medium_photo&user=oKOfAl4AAAAJ,10769,115,48,377,180,0,0
93327,Immunology,@jhmi.edu,48588,5m8_XiEAAAAJ,{'indices'},Cancer|Immunotherapy|Immunology|Prostate Cancer|Kidney Cancer,Charles G. Drake,https://scholar.google.com/citations?view_op=medium_photo&user=5m8_XiEAAAAJ,31505,76,63,170,138,0,0
93328,"Professor of Immunology, Weizmann Institute of Science",@weizmann.ac.il,48296,islxto4AAAAJ,{'indices'},Immunology|ImmunoGenomics|Single Cell Genomics|Systems Immunology|Immunotherapy,Ido Amit,https://scholar.google.com/citations?view_op=medium_photo&user=islxto4AAAAJ,35945,71,67,127,126,0,0
93329,"Academic Medical Centre, and AIMM therapeutics, Amsterdam",@amc.uva.nl,48289,4BTHrdIAAAAJ,{'indices'},Immunology,Hergen Spits,https://scholar.google.com/citations?view_op=medium_photo&user=4BTHrdIAAAAJ,15332,114,51,305,161,0,0
93330,Professor of Medicine,@ugent.be,47903,I7S5MxQAAAAJ,{'indices'},Immunology|Pulmonary Medicine,Bart N Lambrecht,https://scholar.google.com/citations?view_op=medium_photo&user=I7S5MxQAAAAJ,24004,118,80,357,308,0,0
93331,"Professor, Garvan institute",@garvan.org.au,46989,qfyLU2IAAAAJ,{'indices'},Immunology,jonathan sprent,https://scholar.google.com/citations?view_op=medium_photo&user=qfyLU2IAAAAJ,7142,112,41,305,108,0,0
93332,The Walter and Eliza Hall Institute,@wehi.edu.au,46881,MH2y26gAAAAJ,{'indices'},Immunology|Dendritic Cell Biology,Ken Shortman,https://scholar.google.com/citations?view_op=medium_photo&user=MH2y26gAAAAJ,7448,104,43,282,111,0,0
93333,,@tsinghua.edu.cn,46663,6GA62U8AAAAJ,{'indices'},immunology|inflammation|T cell differentiation,Chen Dong,https://scholar.google.com/citations?view_op=medium_photo&user=6GA62U8AAAAJ,17360,98,70,224,198,0,0
93334,MOMA Therapeutics,@aksoy.org,46356,GPRquTYAAAAJ,{'indices'},Computational Biology|Genetics|Bioinformatics|Molecular Biology|Immunology,Bulent Arman Aksoy,https://scholar.google.com/citations?view_op=medium_photo&user=GPRquTYAAAAJ,37096,29,27,43,43,0,0
93335,"Professor and Chair of Department of Surgery and Cancer Center Director, University of …",@ucdenver.edu,46033,Ya9MUH4AAAAJ,{'indices'},Surgery|Immunology|Oncology|Pancreatic Disease,Richard Schulick,https://scholar.google.com/citations?view_op=medium_photo&user=Ya9MUH4AAAAJ,25287,104,71,266,231,0,0
93336,Mount Sinai school of medicine,@mssm.edu,45928,BwnLjw0AAAAJ,{'indices'},Immunology,Miriam Merad,https://scholar.google.com/citations?view_op=medium_photo&user=BwnLjw0AAAAJ,28943,94,78,192,175,0,0
93337,"Associate Professor, Icahn School of Medicine at Mount Sinai",@mssm.edu,45600,n3vpktQAAAAJ,{'indices'},Microbiome|Computational Biology|Machine Learning|Bioinformatics|Immunology,Jose C. Clemente,https://scholar.google.com/citations?view_op=medium_photo&user=n3vpktQAAAAJ,36122,51,49,78,72,0,0
93338,professor harvard medical school,,45286,9lCAkb8AAAAJ,{'indices'},immunology,craig gerard,https://scholar.google.com/citations?view_op=medium_photo&user=9lCAkb8AAAAJ,8090,102,46,236,139,0,0
93339,"University of Cincinnati, Cincinnati Children's",@ucmail.uc.edu,45075,9rHWzH4AAAAJ,{'indices'},Immunology|Rheumatology|Allergy,Fred Finkelman,https://scholar.google.com/citations?view_op=medium_photo&user=9rHWzH4AAAAJ,8195,111,46,380,181,0,0
93340,"Duchossois Family Institute, University of Chicago",@uchicago.edu,44591,BtcDQ2IAAAAJ,{'indices'},Microbiome|Immunology|Infectious Diseases,Eric Pamer,https://scholar.google.com/citations?view_op=medium_photo&user=BtcDQ2IAAAAJ,21527,107,72,225,164,0,0
93341,"Chief, Vaccine Branch, CCR, NCI, NIH",@mail.nih.gov,44590,lUihU3wAAAAJ,{'indices'},Immunology|vaccines|cancer immunotherapy|HIV/AIDS,Jay Berzofsky,https://scholar.google.com/citations?view_op=medium_photo&user=lUihU3wAAAAJ,6171,117,38,422,153,0,0
93342,Emory School of Medicine,@emory.edu,44536,XqnJ0pIAAAAJ,{'indices'},cancer|immunology,Vikas P. Sukhatme,https://scholar.google.com/citations?view_op=medium_photo&user=XqnJ0pIAAAAJ,9974,103,46,254,145,0,0
