Unnamed: 0,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
569959,University of Warwick,,21356.0,z15CRRcAAAAJ,{'indices'},,Patrick R. Unwin,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=z15CRRcAAAAJ&citpid=2,8399.0,76,51,327,190,1,0
569960,University of Warwick,,1332.0,CSfA3UcAAAAJ,{'indices'},Electrochemistry|Nanotechnology|Single molecule detection,Minkyung Kang,,1197.0,22,19,25,23,1,0
569961,Victoria University of Wellington,,2661.0,yOZCr0QAAAAJ,{'indices'},Electrochemistry,Kim Mckelvey,,1929.0,29,26,39,36,1,0
569962,University of Warwick,,422.0,PcghzkUAAAAJ,{'indices'},,Ashley Page,,422.0,9,9,9,9,1,0
569963,Senior Lecturer in Chemical Sciences and PI in the Bernal Institute at the University of Limerick,,3341.0,T7fgm9MAAAAJ,{'indices'},Electrochemistry|liquid-liquid electrochemistry|soft interfaces|photoelectrochemistry|interfacial self-assembly,Micheál D. Scanlon,,2423.0,28,23,37,35,1,0
569964,ETH Zürich,,189.0,UxUWJ8cAAAAJ,{'indices'},Analytical Science|Atomic Force Microscopy|Physical Chemistry|Material Science|Crystal Growth and Dissolution,Maria Adobes-Vidal,,189.0,9,9,8,8,1,0
569965,The Hebrew University of Jerusalem,,494.0,z9HxNscAAAAJ,{'indices'},physical and analytical electrochemistry|analytical chemistry|nano science|lithography|electrocatalysis and batteries,Haiqiang Deng,,399.0,13,11,19,14,1,0
569966,Fudan University,,1804.0,LkVG_nMAAAAJ,{'indices'},analytical chemistry|mass spectrometry|proteomics|microfluidics,Liang Qiao,,1069.0,23,17,52,43,1,0
569967,Microfluidics and biosensors modeling,,1897.0,orjMvqwAAAAJ,{'indices'},Numerical simulation|fluidics|chemical reactions|electrochemistry|magnetism,"J. Josserand, Iris Consulting",,387.0,20,9,26,9,1,0
569968,Université du Québec à Montréal,,570.0,EjRsWnQAAAAJ,{'indices'},,Joshua Byers,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EjRsWnQAAAAJ&citpid=1,460.0,13,11,15,13,1,0
569969,Warwick University,,262.0,pyBNotQAAAAJ,{'indices'},,Philip Voyias,,229.0,4,4,3,3,1,0
569970,"Associate Professor, Kwangwoon University",,2327.0,emXtsyYAAAAJ,{'indices'},Electrochemistry,Yang-Rae Kim,,1324.0,20,17,26,23,1,0
569971,Syngenta,,3559.0,jKY3clwAAAAJ,{'indices'},,Stanley Lai,,2087.0,27,23,32,30,1,0
569972,University of Warwick,,369.0,do7ijcEAAAAJ,{'indices'},Electrochemistry|Bioelectricity|SECM|SICM|scanning probe techniques,Gabriel Negrão Meloni,,349.0,8,8,8,8,1,0
569973,"Postdoctoral Researcher, LEPA, EPFL",,506.0,h8XadPoAAAAJ,{'indices'},material science|optical microscopy|electron microscopy|electrochemistry|liquid-liquid interfaces,Evgeny Smirnov,,488.0,11,11,11,11,1,0
569974,International Centre of Biodynamics,,626.0,aksspFEAAAAJ,{'indices'},biophysics|biodynamics|electro-optic biosensing platforms,Mihaela Gheorghiu,,293.0,14,11,20,12,1,0
569975,Beckman Coulter,,1636.0,a09kZj0AAAAJ,{'indices'},Capillary Electrophoresis|Mass Spectrometry|Proteomics|Metabolomics|Miniaturization,Jean-Marc Busnel,,607.0,24,13,36,19,1,0
569976,Sanofi Pasteur,,93.0,Or5ULlYAAAAJ,{'indices'},Proteomics|Mass Spectrometry,Reza Pourhaghighi,,58.0,5,5,4,4,1,0
569977,University of Toronto,,129.0,FP5aVQUAAAAJ,{'indices'},Crystal growth|atomic force microscopy|molecular crystallization,Laura N Poloni,,121.0,7,7,6,6,1,0
569978,"Department of Biochemistry, University of KwaZulu-Natal (Westville Campus), Durban 4000, South",,2994.0,faUD7hYAAAAJ,{'indices'},Type 2 diabetes|animal model|nutrition|functional foods|medicinal plants,"Prof. Shahidul Islam, PhD",,2192.0,28,25,72,66,1,0
569979,"Senior Lecturer, Department of Biochemistry, Ahmadu Bello University Zaria",,815.0,F11zgDcAAAAJ,{'indices'},Cancer Research|Biotherapeutics|Cellular and Molecular Toxicology,Dr. Aliyu Muhammad,,656.0,17,15,30,26,1,0
569980,"Postdoctoral Research Fellow, University of Johannesburg",,160.0,lx1utnoAAAAJ,{'indices'},Biochemistry|Molecular Biology|Medicinal Plants|Diabetic Wound Healing|Laser Applications,"Olajumoke Oyebode, PhD",,160.0,7,7,5,5,1,0
569981,"Professor of Biochemistry, Lagos State University",,336.0,ZI3C4NoAAAAJ,{'indices'},Food and Nutrition Biochemistry,Elemo Babajide Olufemi,,177.0,10,7,10,4,1,0
569982,"Federal Institute of Industrial Research, Oshodi, Lagos, Nigeria.",,271.0,r8XX-mcAAAAJ,{'indices'},biochemistry|toxicology|nutrition|medicinal plants,Okukwe Christa Obode,,165.0,7,5,5,3,1,0
569983,"PCMD, ICCBS, Karachi University",,740.0,YjsFRN4AAAAJ,{'indices'},β-cell modulation|insulin secretion|anti-glycation,Dr. M. Hafizur Rahman,,540.0,15,12,19,14,1,0
569984,"Ahmadu Bello University, Zaria, Nigeria",,1485.0,kI-WnhgAAAAJ,{'indices'},Chemotherapy of trypanosomiasis|malaria and type 2 Diabetes,Mohammed Auwal Ibrahim,,1135.0,23,19,47,39,1,0
569985,Federal Institute of Industrial Research,,749.0,A28KpzUAAAAJ,{'indices'},Biochemistry|Nutraceuticals|Functional foods|Neurochemistry|Alzheimer's disease,Tosin Olasehinde,,736.0,17,17,28,28,1,0
569986,Doctor of Food Science and  Food ProcessingTechnology,,292.0,SeupYD0AAAAJ,{'indices'},Food Processing|Food Preservation and Utilization|Food Product Development|Food & Nutrition Technology,Oladunmoye O.O,,223.0,7,6,6,4,1,0
569987,"Department of Chemistry, University of Ilorin, Ilorin, Nigeria.",,604.0,orXFUpoAAAAJ,{'indices'},Medicinal Chemistry|Natural Products Chemistry|Chemoinformatics|Drug Development|Organic Synthesis,"Dr. Atolani, Olubunmi (FNYA, MRSC,...",,474.0,13,12,19,17,1,0
569988,"Associate Professor,  Central Department of Chemistry, Tribhuvan University, Kirtipur, Nepal",,1002.0,ZH8AQAIAAAAJ,{'indices'},Natural Products Chemistry|NMR spectroscopy|Mass spectrometry,Achyut Adhikari,,828.0,17,16,38,29,1,0
569989,"Lecturer at Adventist University of West Africa,  Monrovia,  Liberia",,9.0,MWp_ohIAAAAJ,{'indices'},Molecular Biology|Natural Product Biochemistry|Nutritional Biochemistry|Natural Product Chemistry and Biochemistry,Emeka Emea Okoro,,9.0,2,2,0,0,1,0
569990,University of Ibadan,,479.0,jB3l5v8AAAAJ,{'indices'},Biochemistry|Genetics|Chemical carcinogenesis,Solomon E Owumi,,412.0,11,11,14,11,1,0
569991,"lecturer of Accounting, Covenant University",,158.0,EdPGmkMAAAAJ,{'indices'},Cost Accounting|Management Accounting,Folashade Owolabi,,136.0,8,8,7,6,1,0
569992,University of Ibadan,,2221.0,AipWMUkAAAAJ,{'indices'},Cardiovascular pharmacology and cell signalling,"Ademola Adetokunbo Oyagbemi, Seni...",,1663.0,23,22,56,51,1,0
569993,"Lecturer/Research Scientist, Charite and Freie University, Berlin",,929.0,77dfe_AAAAAJ,{'indices'},Cheminformatics|Computational Toxicology|Machine Learning|Structural Bioinformatics|Computational  Drug Discovery,Priyanka Banerjee,,891.0,11,11,11,11,1,0
569994,"Department of Biochemistry, Federal University of Technology, Akure, Nigeria",,2216.0,7CAoUeYAAAAJ,{'indices'},PhD Applied Biochemistry|Special Interest in Functional Foods|Nutraceuticals and Phytomedicine,Stephen Adeniyi Adefegha,,1891.0,25,24,51,49,1,0
569995,Babcock University,,794.0,2I5tAg4AAAAJ,{'indices'},Drug Biochemistry|Drug discovery|Toxicology|Pharmacological Biochemistry|Membrane and Lipid Biochemistry,"Godswill N. Anyasor,PhD",,522.0,13,12,17,14,1,0
569996,"Doctor of Animal Science, Federal University of Agriculture, Abeokuta (FUNAAB) Ogun State and",,47.0,JzAmImEAAAAJ,{'indices'},Monogastric Animal Science and Production|Food Processing Technology|Meat Science|Complementary foods|post harvest losses of,Dr. Abel F. A. Silas,,42.0,3,3,2,1,1,0
569997,Federal University of Agriculture,,1096.0,RbQty_cAAAAJ,{'indices'},Animal Production|Animal Science|Rabbit Production|Animal Nutrition|Avian Sciences,O. A. Adeyemi,,660.0,18,11,33,19,1,0
569998,"Professor of Chemistry, University of Houston",,3821.0,dLd0j24AAAAJ,{'indices'},Self-Organizing Systems|Fluorescent Sensors|Functional Porous Materials|Visual Tools in Science,Ognjen Miljanic,,1758.0,33,23,67,50,1,0
569999,National Cheng Kung University,,703.0,kVyOLYIAAAAJ,{'indices'},metal-organic frameworks|covalent organic frameworks|noncovalent organic frameworks|porous materials,Teng-Hao Chen,,589.0,13,12,14,13,1,0
570000,Oak Ridge National Laboratary/University of Tennessee,,65452.0,SBZpIYwAAAAJ,{'indices'},Mesoporous Materials|Ionic Liquids,Sheng Dai,,36367.0,124,90,725,604,1,0
570001,National Cheng Kung University,,945.0,mDshUWQAAAAJ,{'indices'},Li-ion batteries|Post-Li-ion batteries|Energy storage technologies|Porous functional materials|Functional redox-active materials,Watchareeya Kaveevivitchai,,878.0,13,12,15,14,1,0
570002,Oak Ridge National Laboratory,,387.0,ddDmI-8AAAAJ,{'indices'},chemistry|chemical separations,Santa Jansone-Popova,,330.0,10,10,12,12,1,0
570003,Oak Ridge National Laboratory,,4413.0,ktiYHk0AAAAJ,{'indices'},porous organic polymers|carbon dioxide|ionic liquids,Zhenzhen Yang,,3399.0,37,35,68,65,1,0
570004,Oak Ridge National Laboratory,,1485.0,-809YacAAAAJ,{'indices'},Electron Microscopy|Monochromated EELS|Optical Properties,Jordan Adam Hachtel,,1317.0,18,18,29,27,1,0
570005,Oak Ridge National Laboratory,,16365.0,5P3knO0AAAAJ,{'indices'},Physics|Electron Spectroscopy|Electron Microscopy,Juan Carlos Idrobo,,11780.0,55,47,126,106,1,0
570006,"R&D Staff Scientist, Oak Ridge National Laboratory",,1097.0,YL98KA4AAAAJ,{'indices'},neutron/x-ray scattering|computational chemistry|materials|nanotechnology|energy,Alexander S. Ivanov,,915.0,21,21,36,30,1,0
570007,University of Houston,,174.0,4PGkGQYAAAAJ,{'indices'},Chemistry and Chemical Engineering,Hung-Vu Tran,,139.0,5,5,4,4,1,0
570008,"RDE Program Leader, NALCO Water, an Ecolab Company",,533.0,LUVvZ8IAAAAJ,{'indices'},Organic synthesis|Nanoscale coatings|Nano-porous Materials|Corrosion Sensors|Corrosion Inhibitors,Oussama Zenasni,,466.0,12,11,13,12,1,0
570009,,,1014.0,WYlKWYUAAAAJ,{'indices'},,Dong Sub Kim,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=WYlKWYUAAAAJ&citpid=13,715.0,15,13,17,16,1,0
570010,University of Texas at Austin,,5000.0,78u8M6oAAAAJ,{'indices'},supramolecular chemistry & organic chemistry,Huacheng Zhang (张华承),,3573.0,39,34,72,55,1,0
570011,"Senior Chemist, Dow",,4266.0,E_LV-yIAAAAJ,{'indices'},chemistry,Hien-Quang Do,,1562.0,14,13,14,13,1,0
570012,University of Georgia,,6258.0,BK67ivwAAAAJ,{'indices'},Computational Chemistry|physical organic chemistry|theoretical chemistry|quantum chemistry,Steven E. Wheeler,,3741.0,40,33,85,73,1,0
570013,Oak Ridge National Laboratory,,6412.0,6AN_hw4AAAAJ,{'indices'},Inorganic Separations|Desalination|f-element chemistry,Richard Mayes,,4800.0,35,33,64,61,1,0
570014,Corteva Agriscience,,553.0,bnjPe4sAAAAJ,{'indices'},,James J. Henkelis,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bnjPe4sAAAAJ&citpid=4,419.0,13,11,16,12,1,0
570015,"Northwestern University, University of Illinois at Urbana-Champaign",,4069.0,Y5Uni7IAAAAJ,{'indices'},Organic Chemistry,Nicolaas Vermeulen,,3626.0,34,31,47,47,1,0
570016,"SNSF Assistant Professor, University of Zurich",,1722.0,A0iacEUAAAAJ,{'indices'},Organic Chemistry|Materials Science|Supramolecular Chemistry,Michal Juríček,,1231.0,20,18,30,24,1,0
570017,King Fahd Univ of Petroleum & Minerals,,4778.0,iiG6W6AAAAAJ,{'indices'},Bioinorganic Chemistry,Anvarhusein A. Isab,,1420.0,36,17,145,39,1,0
570018,King Fahd University of Petroleum & Minerals,,5330.0,AZID4QMAAAAJ,{'indices'},Chemistry,SHAIKH ALI,,1790.0,38,22,117,51,1,0
570019,King Fahd University of Petroleum and Minerals,,1974.0,7tTARmUAAAAJ,{'indices'},Inorganic Chemistry|Catalysis|Molecular Materials,Mohammed Fettouhi,,590.0,25,11,63,16,1,0
570020,"GC University Lahore, Pakistan",,1218.0,epdh3jMAAAAJ,{'indices'},Inorganic/Medicinal Chemistry,Dr. Muhammad Altaf,,861.0,19,14,40,25,1,0
570021,"Professor of Analytical Chemistry , University of Tabriz",,1700.0,jM7MBJgAAAAJ,{'indices'},Analytical Chemistry,Karim Asadpour-Zeynali,,1034.0,21,19,50,35,1,0
570022,Razi University,,1668.0,HQSsmCkAAAAJ,{'indices'},Nano|Metal-organic frameworks (MOFs)|Supramolecular Chemistry,Amirreza Abbasi (Research Scientist),,1117.0,22,18,44,40,1,0
570023,"Research Institute for Applied Physics and Astronomy, University of Tabriz, Tabriz, Iran",,1661.0,1j2Q5R0AAAAJ,{'indices'},liquid crystal,Mohammad Sadegh Zakerhamidi,,970.0,22,16,46,33,1,0
570024,"Faculty of Pharmacy, Tabriz University of Medical Sciences",,8465.0,2hmStGwAAAAJ,{'indices'},Pharmaceutical nanotechnology|Smart drug delivery systems|Nanostructured polymeric scaffolds,soodabeh davaran,,6902.0,44,39,133,116,1,0
570025,Razi University,,1590.0,qvG8hasAAAAJ,{'indices'},Catalyst|Nanochemistry|Organometallics,Mohammad Joshaghani,,696.0,23,14,46,27,1,0
570026,Azarbaijan Shahid Madani University,,26.0,T2md6lMAAAAJ,{'indices'},chemistry,Zolfaghar Rezvani,,4.0,1,1,1,0,1,0
570027,Penn State University,,23758.0,89CxjTwAAAAJ,{'indices'},Imaging SIMS|cluster ion sources,Nicholas Winograd,,3882.0,79,32,337,93,1,0
570028,University of Delaware,,8236.0,tW4Zxd0AAAAJ,{'indices'},Surfaces|Interfaces|Electronic Materials,R Opila,,1762.0,43,19,116,46,1,0
570029,University of Texas at Dallas,,5556.0,SZjdXcsAAAAJ,{'indices'},neural engineering,Joseph Pancrazio,,1699.0,40,23,101,52,1,0
570030,Rochester Institute of Technology,,2966.0,5ZbxhwUAAAAJ,{'indices'},,David A. Borkholder,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5ZbxhwUAAAAJ&citpid=4,831.0,24,16,42,28,1,0
570031,"Professor of Chemistry and Biochemistry, University Of British Columbia",,36251.0,28-Qs-UAAAAJ,{'indices'},Chemical biology|glycobiology,Steve Withers,,9131.0,98,43,455,248,1,0
570032,"School of Chemistry and Bio21 Institute, University of Melbourne",,5630.0,41NEeJQAAAAJ,{'indices'},Carbohydrate chemistry|organic chemistry|medicinal chemistry|chemical biology|glycobiology,Spencer J Williams,,2845.0,40,29,125,96,1,0
570033,"YSBL, Department of Chemistry, University of York",,38799.0,6rHWVvgAAAAJ,{'indices'},Structural Enzymology|Carbohydrate Biochemistry|Glycobiology|Chemical Biology|Biofuels,"Professor Gideon Davies, FRS, FMedSci",,13539.0,97,52,295,232,1,0
570034,Cardiff University,,323.0,A7Os4CAAAAAJ,{'indices'},Enzymology|bacterial metabolic pathways|antibiotic resistance|post-translational modification,Yi Jin,,307.0,10,10,10,10,1,0
570035,Pennsylvania State University,,308.0,Ea5B-GwAAAAJ,{'indices'},,Christina R Tysoe,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ea5B-GwAAAAJ&citpid=4,263.0,8,8,8,8,1,0
570036,Curtin University,,23200.0,RDUIaDcAAAAJ,{'indices'},Conservation biology|restoration ecology|seed science,Kingsley Wayne Dixon,,10788.0,80,47,327,234,1,0
570037,UWA,,5677.0,7FBvjFgAAAAJ,{'indices'},,Gavin Flematti,,3463.0,36,31,73,63,1,0
570038,"University of Alberta, Jilin University",,711.0,xWRopwcAAAAJ,{'indices'},X-ray Crystallography|Materials Science|enzyme|intermetallics|coordination compound,Haiying Bie,,201.0,15,8,19,8,1,0
570039,Murdoch University,,5036.0,aTuiBhcAAAAJ,{'indices'},,Robert Trengove,,2413.0,38,25,94,56,1,0
570040,"Department of Biodiversity, Conservation and Attractions; Kings Park Science",,3819.0,WQiDBdwAAAAJ,{'indices'},seed conservation|seed physiology|seed ecology,David J Merritt,,2486.0,38,29,73,63,1,0
570041,"Research Fellow, The University of Western Australia",,2516.0,wK_aYE0AAAAJ,{'indices'},,Adrian Scaffidi,,1668.0,24,18,31,22,1,0
570042,The Walter and Eliza Hall Institute of Medical Research,,43064.0,stz-mSwAAAAJ,{'indices'},malaria|microbiology|parasitology,Alan F. Cowman,,12588.0,115,63,312,219,1,0
570043,,,664.0,Nhfhm0UAAAAJ,{'indices'},Enzymology|Glycoside Hydrolases|Carbohydrates,Gaetano Speciale,,606.0,11,11,11,11,1,0
570044,Lulea University of Technology,,2257.0,3rPh8WEAAAAJ,{'indices'},NMR molecular mobility ionic liquids biomolecules carbon dioxide diffusivity,Andrei Filippov,,1019.0,19,17,47,28,1,0
570045,"Kazan Federal University, Kazan, Russia",,1725.0,x4IxLV0AAAAJ,{'indices'},analytical methods|material sciences|spectroscopy|electron paramagnetic resonance|electron spin resonance,Marat Gafurov,,1088.0,25,20,51,40,1,0
570046,Leipzig University,,26484.0,deCmCVgAAAAJ,{'indices'},Diffusion,Jörg Kärger,,6362.0,78,36,399,167,1,0
570047,"Associate Professor, Brown University School of Engineering",,11005.0,KNCqExkAAAAJ,{'indices'},Heterogeneous catalysis|Electronic structure|Sustainable fuels,Andrew Peterson,,8953.0,39,35,60,55,1,0
570048,ETH Zürich,,2850.0,Ueo7hVcAAAAJ,{'indices'},Energy conversion|Materials Science|Catalysis|Reaction Engineering|Membrane technology,Ronald Michalsky,,2558.0,21,19,30,25,1,0
570049,Washington State University,,3786.0,ATTxfh0AAAAJ,{'indices'},Environmental Engineering|Nanomaterial Catalysis,wenlei zhu,,3369.0,20,20,25,23,1,0
570050,National University of Singapore,,7050.0,1BD1bRoAAAAJ,{'indices'},electrocatalysis|CO2 electroreduction,Boon Siang Yeo,,5338.0,40,34,59,52,1,0
570051,National University of Singapore,,593.0,Xs0maRIAAAAJ,{'indices'},Electrocatalysis|CO2 Electroreduction,Louisa Rui Lin Ting,,586.0,5,5,5,5,1,0
570052,"Department of Chemistry, Brown University",,69346.0,tPoTQBwAAAAJ,{'indices'},nanomaterials|magnetics|catalysis|energy|nanomedicine,Shouheng Sun,,27718.0,129,94,282,230,1,0
570053,"Professor, Huazhong University of Science and Technology",,8324.0,ltlG5J8AAAAJ,{'indices'},Electrocatalysis|Fuel cells|Electrochemistry|Batteries|Materials Chemistry,Qing Li (李箐),,7113.0,45,42,94,89,1,0
570054,Faraday Laboratory,,4512.0,gse8mzYAAAAJ,{'indices'},Electrochemistry,Vijay Anand Sethuraman,,2647.0,25,24,31,28,1,0
570055,Brown University,,17000.0,XnW2bgNfwdUC,{'indices'},environmental nanotechnology|2D materials|nano-bio-interface|carbon materials|graphene-based materials,Robert Hurt,,8484.0,67,43,146,103,1,0
570056,Korea Research Institute of Chemical Technology,,1376.0,vPEgEv0AAAAJ,{'indices'},Heterogeneous catalyst|C1 chemistry|CO2 conversion|Electrocatalyst|Reactor design,Seok Ki Kim,,1085.0,19,18,26,24,1,0
570057,"Dipartimento di Agricoltura, Ambiente e Alimenti, Università del Molise",,3388.0,bLBt4pQAAAAJ,{'indices'},Colloid Science|Assembly|Physical Chemistry|NMR|Micelles,Andrea Ceglie,,1111.0,33,19,88,41,1,0
