Unnamed: 0,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
535098,Research Associate,,777,ZES-L5YAAAAJ,{'indices'},Nanomedicine|Nanobiotechnology|pharmacology&toxicology,Gregory Marslin,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ZES-L5YAAAAJ&citpid=2,652,15,15,20,20,0,0
