Unnamed: 0,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
554202,Universitas Mulawarman,,81.0,tV2q-yQAAAAJ,{'indices'},Biology|Toxicology|Environment|Plant Medicine,Sudrajat,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=tV2q-yQAAAAJ&citpid=1,69.0,4,3,1,1,0,0
554203,"Associate Professor in Science Education, University of Nigeria, Nsukka",,144.0,IZULgs8AAAAJ,{'indices'},Science|Biology|ICT|Measurement,Ass. Prof. Ngozi Anyaegbunam,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IZULgs8AAAAJ&citpid=4,123.0,7,7,4,4,0,0
554204,Max Planck Institute for Heart and Lung,,3814.0,vUY33gMAAAAJ,{'indices'},Genomics|Genetics|Transcription|Development|Neural Crest,Christopher M. Dooley,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=vUY33gMAAAAJ&citpid=5,2931.0,12,12,13,13,0,0
554205,Max Planck Institut für Entwicklungsbiologie,,1208.0,e4YL2-wAAAAJ,{'indices'},Developmental Biology|Genetics,Uwe Irion,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=e4YL2-wAAAAJ&citpid=2,786.0,18,15,22,20,0,0
554206,Max Planck Institut für Enwicklungsbiologie,,92.0,AA6ZbRUAAAAJ,{'indices'},Developmental Biology|Cell Biology,Anastasia Eskova,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=e4YL2-wAAAAJ&citpid=2,53.0,5,4,3,2,0,0
554207,"Post-Doc fellow, Tulane University, New Orleans, LA, USA",,194.0,y-PUK2EAAAAJ,{'indices'},Neuroscience|Neuropharmacology|Fear and anxiety|Biology|Physiology,Chandrashekhar Borkar,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=y-PUK2EAAAAJ&citpid=4,169.0,8,8,7,7,0,0
554208,"PhD Scholar (Pharmacology), R.T.M. University, Nagpur (MH), India",,,jwudyIsAAAAJ,{'indices'},Neuroscience,Sanjay Awathale,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=jwudyIsAAAAJ&citpid=1,,0,0,0,0,0,0
554209,"IISER, Pune",,3031.0,Dxz7P40AAAAJ,{'indices'},Neuroscience,Nishikant K. Subhedar,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Dxz7P40AAAAJ&citpid=2,1042.0,33,17,91,42,0,0
554210,Associate Professor of Pharmacology,,1930.0,nSNhzXkAAAAJ,{'indices'},Neuroscience|Neuropharmacology|Reward and reinforcement,Dr. Dadasaheb M. Kokare,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=nSNhzXkAAAAJ&citpid=1,1006.0,28,18,56,45,0,0
554211,"College of Medicine, MU- Varna",,147.0,ufjwKCQAAAAJ,{'indices'},Dermatology|Venereology|Lasers|Cosmetology,Ilko Bakardzhiev,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=nSNhzXkAAAAJ&citpid=1,123.0,7,6,3,2,0,0
554212,,,,StTLEeAAAAAJ,{'indices'},paleontology|psychology|psychodermatology|microbiome|dermatology,Balabanova Milla,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=nSNhzXkAAAAJ&citpid=1,,0,0,0,0,0,0
554213,associate professor of biology,,44.0,7pxHI2QAAAAJ,{'indices'},microbiology,Liswara Neneng,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=7pxHI2QAAAAJ&citpid=1,34.0,4,2,1,1,0,0
554214,Universitas Palangka Raya,,8.0,M0lXxJMAAAAJ,{'indices'},Biologi molekuler,yohanes edy gunawan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=M0lXxJMAAAAJ&citpid=1,8.0,2,2,0,0,0,0
554215,Universitas Palangka raya,,7.0,zw0u5PEAAAAJ,{'indices'},Ekofisiologi,Sih Winarti,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=zw0u5PEAAAAJ&citpid=1,7.0,1,1,0,0,0,0
554216,Professor Development Biology Universitas Palangkaraya,,2.0,cfkbOwoAAAAJ,{'indices'},Development Toxicology,Agus Haryono FKIP,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=cfkbOwoAAAAJ&citpid=1,2.0,1,1,0,0,0,0
554217,Yusuf maitama Sule University Kano,,,PQRzv7kAAAAJ,{'indices'},Hydrobiology|Ecology|Zoology|Botany,A.H.Dankaka,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PQRzv7kAAAAJ&citpid=3,,0,0,0,0,0,0
554218,"Yusuf Maitama Sule University, Kano, Nigeria",,310.0,MvF1XUkAAAAJ,{'indices'},Taxonomy|biodiversity|parasitology|nematology,"Mohammad  Manjur shah, PhD",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=MvF1XUkAAAAJ&citpid=6,235.0,9,7,8,6,0,0
554219,"Undergraduate student, BHU",,,bwu_XG0AAAAJ,{'indices'},relativity and space curvature,Archisman Roy,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bwu_XG0AAAAJ&citpid=1,,0,0,0,0,0,0
554220,"Student of B.Tech , Asansol Engineering College",,,eTtDDJMAAAAJ,{'indices'},Technology,Subha Sundar Chakraborty,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eTtDDJMAAAAJ&citpid=1,,0,0,0,0,0,0
554221,"Assistant Professor, Mizoram university",,169.0,m0vrtawAAAAJ,{'indices'},microbiology,ralte lalfakzuala,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eTtDDJMAAAAJ&citpid=1,112.0,5,5,3,3,0,0
554222,"Professor of Microbology, University of Sumatera Utara, Medan, Indonesia",,575.0,1Cp2vhQAAAAJ,{'indices'},Biological control|Bioremediation|Thermophile,Dwi Suryanto,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1Cp2vhQAAAAJ&citpid=3,421.0,11,10,18,13,0,0
554223,"Department of Biology, University of Sumatera Utara",,749.0,O_JaOUgAAAAJ,{'indices'},Microbiology,Erman Munir,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=O_JaOUgAAAAJ&citpid=2,363.0,13,10,17,10,0,0
554224,University of the Philippines Visayas,,149.0,OTNeSMUAAAAJ,{'indices'},algae|harmful algal blooms|phytoplankton|ecology,Leni Yap-Dejeto,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=O_JaOUgAAAAJ&citpid=2,77.0,4,4,3,1,0,0
554225,"Senior Lecturer in Vertebrate Ecology and Biodiversity, Newcastle University",,1207.0,0PyM9ScAAAAJ,{'indices'},Ecological Modelling|Ecology|Biodiversity,Aileen Mill,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=O_JaOUgAAAAJ&citpid=2,790.0,16,14,22,19,0,0
554226,APHA,,787.0,7dPIgokAAAAJ,{'indices'},bats|landscape ecology|spatial modelling,James Aegerter,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=O_JaOUgAAAAJ&citpid=2,316.0,15,11,22,14,0,0
554227,Newcastle University,,5168.0,Pp4SviIAAAAJ,{'indices'},Evolutionary Genetics,Kirsten Wolff,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=O_JaOUgAAAAJ&citpid=2,1112.0,30,15,57,23,0,0
554228,Newcastle University,,3886.0,2Kcd0zoAAAAJ,{'indices'},computational biology,Mark DF Shirley,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=O_JaOUgAAAAJ&citpid=2,1988.0,30,21,48,36,0,0
554229,"Assistant Professor, School of Pharmaceutical Sciences, Lovely Professional University",,1148.0,2hnm_hAAAAAJ,{'indices'},Drug Discovery|Ethnopharmacology|Pharmacognosy|Grassroots Innovation|Nanotechnology,"Devesh Tewari, देवेश तिवारी",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2hnm_hAAAAAJ&citpid=10,1121.0,20,20,35,33,0,0
554230,Lovely Professional University,,1.0,EA2Yc6kAAAAJ,{'indices'},Pharmacognosy|herbal drug|microbiology|COPD|asthma,Manveer Singh,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EA2Yc6kAAAAJ&citpid=3,1.0,1,1,0,0,0,0
554231,"Assoc. Prof, Lovely Professional University",,3249.0,jLpgnBYAAAAJ,{'indices'},Pharmacology,Dr. Bimlesh Kumar,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=jLpgnBYAAAAJ&citpid=3,2366.0,14,14,23,18,0,0
554232,University Of Debrecen,,305.0,riiZQJoAAAAJ,{'indices'},Biochemistry|Evolution|Microbiology|Entomology|Enzymology,BHARAT KWATRA,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=riiZQJoAAAAJ&citpid=1,305.0,11,11,22,22,0,0
554233,Student at lovely professional university,,,O_IyryYAAAAJ,{'indices'},Pharmaceutical sciences|pharmacology|pharmacognosy,Mohit,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=O_IyryYAAAAJ&citpid=1,,0,0,0,0,0,0
554234,Guru kimia MAN IC Paser,,3.0,YFpexQgAAAAJ,{'indices'},kimia,Andri Agustina,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=O_IyryYAAAAJ&citpid=1,3.0,1,1,0,0,0,0
554235,"Undergraduated Student in Food and Agriculture Product Technology, Universitas Gadjah Mada",,2.0,5RHl89QAAAAJ,{'indices'},biotechnology,Tulus Dharmawan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5RHl89QAAAAJ&citpid=1,2.0,1,1,0,0,0,0
554236,New Mexico State University,,60.0,w5ZTeIoAAAAJ,{'indices'},Ecology|Global change biology,Jacob E. Lucero,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=w5ZTeIoAAAAJ&citpid=2,58.0,4,4,3,3,0,0
554237,York University,,27.0,Xt98RMkAAAAJ,{'indices'},Pollination ecology|spatial ecology|community ecology,Jenna Braun,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Xt98RMkAAAAJ&citpid=2,27.0,3,3,1,1,0,0
554238,PhD,,,R4YjrC8AAAAJ,{'indices'},Biology,sahar farzaneh,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=R4YjrC8AAAAJ&citpid=4,,0,0,0,0,0,0
554239,University of Leipzig,,2003.0,pBFkVEwAAAAJ,{'indices'},,Andreas Thum,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=R4YjrC8AAAAJ&citpid=4,1253.0,24,21,34,34,0,0
554240,Kurt-Schwabe-Institut Meinsberg,,1278.0,2kv57a4AAAAJ,{'indices'},organic light-emitting diodes|biophotonics|emitter orientation|exciton quenching and annihilation,Caroline Murawski,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2kv57a4AAAAJ&citpid=5,1025.0,13,13,15,15,0,0
554241,"Lecturer, University of St andrews",,8527.0,gBGyOqoAAAAJ,{'indices'},neuroethology,Stefan Pulver,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2kv57a4AAAAJ&citpid=5,6155.0,23,18,29,21,0,0
554242,,,8203.0,b2RZ9-MAAAAJ,{'indices'},Biophotonics|Organic Electronics|Plasmonics|Centre of Biophotonics St Andrews,Malte C Gather,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=b2RZ9-MAAAAJ&citpid=2,5607.0,45,37,109,94,0,0
554243,Asociacion Gaica,,762.0,30NhwToAAAAJ,{'indices'},Conservation Biology|Entomology|Tropical Ecology|Restoration,Alejandro Lopera,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=30NhwToAAAAJ&citpid=3,344.0,11,8,11,8,0,0
554244,Investigador Instituto Humboldt,,148.0,2cZoo9QAAAAJ,{'indices'},Taxonomía|Sistemática y Biogeografía de Angiospermas,Jose Aguilar Cano,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=30NhwToAAAAJ&citpid=3,147.0,5,5,3,3,0,0
554245,"Instituto Nacional de Salud, YOLUKA ONG",,189.0,blk3LS0AAAAJ,{'indices'},Taxonomía|Ecología|Demografia|Conservación|Gestion de Cuencas Hidrograficas,Teddy Angarita Sierra,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=blk3LS0AAAAJ&citpid=4,143.0,9,8,9,7,0,0
554246,Instituto de Investigación de Recursos Biológicos Alexander von Humboldt,,1121.0,d9JHO7sAAAAJ,{'indices'},Herpetology|Biological collections|Colombia|Species distribution.,Andrés Rymel Acosta-Galvis,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=d9JHO7sAAAAJ&citpid=13,560.0,15,11,25,15,0,0
554247,PhD,,,R4YjrC8AAAAJ,{'indices'},Biology,sahar farzaneh,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=R4YjrC8AAAAJ&citpid=4,,0,0,0,0,0,0
554248,phD,,176.0,7QMuuRwAAAAJ,{'indices'},Biology-Genetics,mohammad javad dehghan esmatabadi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=7QMuuRwAAAAJ&citpid=4,167.0,7,7,7,7,0,0
554249,Adventist University of the Philippines,,10.0,aMmMWBkAAAAJ,{'indices'},Engineering|Sciences and Technology|Allied Health,Lorcelie B. Taclan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=aMmMWBkAAAAJ&citpid=4,9.0,2,2,0,0,0,0
554250,Research Consultant,,1.0,yvp4qWUAAAAJ,{'indices'},education|nursing practice and research|spiritual development,Sabina L Pariñas,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=yvp4qWUAAAAJ&citpid=1,1.0,1,1,0,0,0,0
554251,University of Anbar,,27.0,1RM1BMYAAAAJ,{'indices'},Biology,Sabah Ibrahim,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1RM1BMYAAAAJ&citpid=1,10.0,4,1,0,0,0,0
554252,,,178.0,seY1HYwAAAAJ,{'indices'},Biophysics|Nanotechnology|Cancer treatment|Drug delivery|microgravity,Azadeh Hekmat,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=seY1HYwAAAAJ&citpid=5,102.0,7,6,6,3,0,0
554253,"Razi Vaccine & Serum Research Institute, Agricultural Research, Education & Extension Organization",,1382.0,gAE51KAAAAAJ,{'indices'},Toxinology|Cancer|Toxicology|Venom,Abbas Zare Mirakabadi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gAE51KAAAAAJ&citpid=4,719.0,17,12,44,24,0,0
554254,Razi Vaccine and Serum Research Institute,,212.0,yFbRHBcAAAAJ,{'indices'},Laboratory Animals|Aquatic Animal Disease|Virology,Roozbeh Fallahi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=yFbRHBcAAAAJ&citpid=2,72.0,5,4,3,2,0,0
554255,"Department of Biology, Science and Research Branch, Islamic Azad University, Tehran, Iran",,213.0,aKKRovwAAAAJ,{'indices'},Molecular phylogeny of the heterocystous cyanobacteria,Bahareh Nowruzi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=aKKRovwAAAAJ&citpid=2,181.0,8,7,7,6,0,0
554256,Associate  professor university of zanjan,,245.0,6D0OPD8AAAAJ,{'indices'},genetics,bahram maleki zanjani,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6D0OPD8AAAAJ&citpid=1,132.0,8,5,7,4,0,0
554257,"Dean of Research Center for Animal Develoment Applied Biology ,Islamic Azad University ,Mashhad",,1666.0,5wj1CBYAAAAJ,{'indices'},Professor of Cell & Developmental Biology,Dr.Javad  Baharara,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5wj1CBYAAAAJ&citpid=3,1365.0,20,17,44,35,0,0
554258,"Professor of Cell and Developmental Biology, Bu-Ali Sina University",,2122.0,ItMsfVEAAAAJ,{'indices'},Cell Biology|Plant Biology|Developmental Biology|Pollution|Toxicology,Abdolkarim Chehregani Rad,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ItMsfVEAAAAJ&citpid=2,1147.0,25,19,50,25,0,0
554259,"Professor of Biochemistry, Institute of Biochemistry and Biophysics, University of Tehran",,1532.0,lxTGwvkAAAAJ,{'indices'},Neuro-chemistry|Protein-chemistry.,"Gholamhossein Riazi,",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lxTGwvkAAAAJ&citpid=1,1053.0,22,18,43,33,0,0
