Unnamed: 0,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
528380,Shanghai Jiao Tong University,,10020,soQGu18AAAAJ,{'indices'},error,Changying Zhao (C. Y. Zhao),,6713,40,35,115,102,1,0
528381,Shanghai Jiao Tong University,,39,VAeFsOsAAAAJ,{'indices'},error,Mengqi Liu (M. Q. Liu),,39,4,4,1,1,1,0
528382,Shanghai Jiao Tong University,,2260,KWfbGvwAAAAJ,{'indices'},Micro and nanoscale heat transfer,Hua Bao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=KWfbGvwAAAAJ&citpid=3,1811,25,22,44,42,1,0
528383,"Professor, School of Mechanical Engineering, Purdue University",,6319,UdzRNdAAAAAJ,{'indices'},Nanoscale Heat Transfer|Molecular Dynamics|First Principles Calculations|Machine Learning|Energy,Xiulin Ruan,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=UdzRNdAAAAAJ&citpid=4,4354,45,39,92,80,1,0
528384,Shanghai Jiao Tong University,,30,3k7BOiAAAAAJ,{'indices'},Nanophotonics,Tiancheng Huang,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=UdzRNdAAAAAJ&citpid=4,30,3,3,1,1,1,0
528385,"Associate Professor of Biology, University of Gent",,5814,SQCsQRYAAAAJ,{'indices'},Structural color|feathers|optics|sexual selection|bacteria,Matthew D Shawkey,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SQCsQRYAAAAJ&citpid=2,3518,44,33,85,77,1,0
528386,Harvard University / The University of Akron,,514,Qhqg62IAAAAJ,{'indices'},Soft Materials|Structural Color|Colloids and Interface|Self-assembly|Melanin,Ming Xiao,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Qhqg62IAAAAJ&citpid=9,500,8,8,8,8,1,0
528387,"Professor of Chemistry, Materials Science & Engineering, Biomedical Engineering, Northwestern",,6735,QCHhvXcAAAAJ,{'indices'},Chemistry|Materials Science|Biomedicine,Nathan C. Gianneschi,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Qhqg62IAAAAJ&citpid=9,4802,44,38,101,97,1,0
528388,The University of Akron,,7642,fbDWTvQAAAAJ,{'indices'},Adhesion|Bioinspired Adhesives|Nonlinear Optical Spectroscopy|Thin Films|Polymers,Ali Dhinojwala,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fbDWTvQAAAAJ&citpid=6,3373,47,31,132,101,1,0
528389,"Thomas Eakins Professor of Biochemistry and Molecular Biology, Thomas Jefferson University",,41742,cjyugH0AAAAJ,{'indices'},Regulation of G protein-coupled receptor signaling and trafficking,Jeffrey Benovic,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=cjyugH0AAAAJ&citpid=2,6551,115,40,286,172,1,0
528390,"Harrington Discovery Institute, Case, Duke, Mt Sinai",,18319,KJRKngMAAAAJ,{'indices'},Signal transduction|Crosstalk|Desensitization|GTP-binding proteins,Richard T Premont,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=KJRKngMAAAAJ&citpid=1,4454,64,34,124,92,1,0
528391,"Professor of Pharmacology, University of North Carolina",,14585,mYUeIl4AAAAJ,{'indices'},Signal transduction,Henrik Dohlman,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=KJRKngMAAAAJ&citpid=1,2272,58,26,111,63,1,0
528392,"Professor of Biochem. and Mol. Med., IRIC, Univ. de Montréal",,34699,jWcM8YoAAAAJ,{'indices'},Molecular Pharmacology,Michel Bouvier,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=jWcM8YoAAAAJ&citpid=2,8318,103,49,266,179,1,0
528393,"Associate Professor, EMBO Young Investigator and Swarnajayanti Fellow",,5865,xIgDSCwAAAAJ,{'indices'},Structure and Function of G Protein Coupled Receptors (GPCRs) and their signaling complexes,Arun K. Shukla,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xIgDSCwAAAAJ&citpid=2,3551,31,27,48,38,1,0
528394,"Odysseus Professor of Receptor Pharmacology and Vice-Chair, Department of Biomedical Sciences",,16352,KQ6pwbEAAAAJ,{'indices'},Receptor Pharmacology|Proteomics|Bioinformatics|GPCRs|Signal transduction,Stuart Maudsley,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=KQ6pwbEAAAAJ&citpid=4,6178,60,40,152,120,1,0
528395,"Division of Cardiology, Duke University Medical Center",,6325,P0yjaOIAAAAJ,{'indices'},GPCRs|Arrestin|Signaling|Biased Agonism,Sudarshan Rajagopal,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=P0yjaOIAAAAJ&citpid=2,3351,31,26,48,44,1,0
528396,Directeur de recherche INRA,,6644,iza3zrUAAAAJ,{'indices'},Reproduction|Molecular pharmacology|GPCR|Signaling|Systems Biology,Eric Reiter,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=iza3zrUAAAAJ&citpid=2,2676,38,27,77,57,1,0
528397,Harvard Medical School,,1327,GwwcCYAAAAAJ,{'indices'},GPCRs|Dermatology|Pharmacology|Chemokines,Jeffrey S. Smith,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GwwcCYAAAAAJ&citpid=3,1015,12,12,13,13,1,0
