,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
83586,American Museum of Natural History,,12453,P9NYYCMAAAAJ,{'indices'},ichthyology|systematics|fishes,Donn E. Rosen (1929-1986),https://scholar.google.com/citations?view_op=medium_photo&user=P9NYYCMAAAAJ,1369,35,18,50,25,0,0
83587,"Professor Emeritus, Moss Landing Marine Laboratories",@mlml.calstate.edu,12361,cYt-NO8AAAAJ,{'indices'},Ichthyology|Marine Ecology|Population Biology|Age|Growth,Gregor Cailliet,https://scholar.google.com/citations?view_op=medium_photo&user=cYt-NO8AAAAJ,3121,59,28,146,77,0,0
83588,"Institute for Marine and Antarctic Studies, Uni of Tasmania& Australian Museum Research …",@utas.edu.au,11081,9R6vJQoAAAAJ,{'indices'},ichthyology|larval fish biology|phylogeny|life history studies,Jeffrey M Leis,https://scholar.google.com/citations?view_op=medium_photo&user=9R6vJQoAAAAJ,2770,52,27,118,69,0,0
83589,"Emeritus Curator, Ichthyology, Academy of Natural Sciences, Philadelphia",@ansp.org,10935,gsRwXP0AAAAJ,{'indices'},ichthyology|systematics|evolution|biogeography,John Lundberg,https://scholar.google.com/citations?view_op=medium_photo&user=gsRwXP0AAAAJ,4435,45,26,81,57,0,0
83590,"Professor Emeritus, University of Oklahoma",@ou.edu,10792,kYuhd8QAAAAJ,{'indices'},fish ecology|ichthyology,William Matthews,https://scholar.google.com/citations?view_op=medium_photo&user=kYuhd8QAAAAJ,1941,54,20,105,49,0,0
83591,Yale University,@yale.edu,10716,15X9OTYAAAAJ,{'indices'},ichthyology|fishes|evolution|systematics|speciation,Thomas J. Near,https://scholar.google.com/citations?view_op=medium_photo&user=15X9OTYAAAAJ,5018,54,33,107,85,0,0
83592,"Louis Weintraub Professor of Biology, The George Washington University, Washington DC",@gwu.edu,9706,T5NDlsEAAAAJ,{'indices'},Evolutionary Biology|Systematics|Phylogeny|Ichthyology,Guillermo Orti,https://scholar.google.com/citations?view_op=medium_photo&user=T5NDlsEAAAAJ,4098,53,33,89,72,0,0
83593,"Curator of Ichthyology, California Academy of Sciences",@calacademy.org,8686,xVOucqgAAAAJ,{'indices'},Coral Reefs|Ichthyology|Evolution|Ecology|Conservation Biology,Luiz A. Rocha,https://scholar.google.com/citations?view_op=medium_photo&user=xVOucqgAAAAJ,4994,50,39,107,90,0,0
83594,Natural History Museum,,7283,VWcGXkQAAAAJ,{'indices'},ichthyology|systematics|fishes,P. Humphry Greenwood (1927-1995),https://scholar.google.com/citations?view_op=medium_photo&user=VWcGXkQAAAAJ,764,46,11,83,16,0,0
83595,"Professor of Biodiversity Genomics, Flinders University",@flinders.edu.au,7160,H6cjJZkAAAAJ,{'indices'},Conservation Biology|Landscape Genomics|Ichthyology|Ecological Genomics|Aquatic Biodiversity,Luciano Beheregaray,https://scholar.google.com/citations?view_op=medium_photo&user=H6cjJZkAAAAJ,3332,48,31,133,109,0,0
83596,"Centre for Environment, Fisheries and Aquaculture Science (CEFAS)",@cefas.co.uk,6930,w6aW9qEAAAAJ,{'indices'},Elasmobranch ecology|Elasmobranch fisheries|Ichthyology|Marine zoology,Jim Ellis,https://scholar.google.com/citations?view_op=medium_photo&user=w6aW9qEAAAAJ,2963,37,22,79,59,0,0
83597,"Professor, University of Louisiana at Lafayette",@louisiana.edu,6622,BSslDaEAAAAJ,{'indices'},Evolutionary Biology|Biogeography|Fish systematics|Ichthyology|Tropical biodiversity,James S. Albert,https://scholar.google.com/citations?view_op=medium_photo&user=BSslDaEAAAAJ,3794,39,27,103,79,0,0
83598,"National Marine Fisheries Service and Dept. Invertebrate Zoology, National Museum of …",@si.edu,6346,Xn0YvQIAAAAJ,{'indices'},Ichthyology|Sharks|shark behavior|taxonomy,Stewart Springer (1906-1991),https://scholar.google.com/citations?view_op=medium_photo&user=Xn0YvQIAAAAJ,710,32,10,51,11,0,0
83599,"Proressor Emeritus, Swedish Museum of Natural History",@svenkullander.se,6242,ivgoZvwAAAAJ,{'indices'},Ichthyology|systematics,Sven O. Kullander,https://scholar.google.com/citations?view_op=medium_photo&user=ivgoZvwAAAAJ,2163,34,19,83,39,0,0
83600,Professor of Zoology at Universidade Federal do Rio Grande do Sul,@ufrgs.br,6145,m6a-2h0AAAAJ,{'indices'},Ichthyology|systematics|comparative biology,Luiz R. Malabarba,https://scholar.google.com/citations?view_op=medium_photo&user=m6a-2h0AAAAJ,2064,37,21,113,55,0,0
83601,"Professor Emeritus of Anatomy, Ohio University",@ohio.edu,6042,abWUqJMAAAAJ,{'indices'},Antarctic fish biology|Ichthyology,Joseph T. Eastman,https://scholar.google.com/citations?view_op=medium_photo&user=abWUqJMAAAAJ,1534,39,17,94,43,0,0
83602,"Professor, Faculty of Science, Universiti Brunei Darussalam",@ubd.edu.bn,5740,NDWllLYAAAAJ,{'indices'},Fish Biology|Marine Science|Fisheries Science|Ichthyology|Tropical Ecology,Takaomi Arai,https://scholar.google.com/citations?view_op=medium_photo&user=NDWllLYAAAAJ,1919,43,21,133,71,0,0
83603,"Museum of Paleontology, Department of Earth and Environmental Sciences, University of …",@umich.edu,5598,4d4zhI8AAAAJ,{'indices'},ichthyology|paleontology|macroevolution|fishes|anatomy,Matt Friedman,https://scholar.google.com/citations?view_op=medium_photo&user=4d4zhI8AAAAJ,3760,39,32,79,71,0,0
83604,"National Museum of Natural History & Secretary, Smithsonian Institution",@si.edu,5523,RUu0kzMAAAAJ,{'indices'},Ichthyology|Ornithology|Herpetology,Spencer Fullerton Baird (1823–1887),https://scholar.google.com/citations?view_op=medium_photo&user=RUu0kzMAAAAJ,1037,35,16,71,28,0,0
83605,Stanford University,,5486,S94bosYAAAAJ,{'indices'},Ichthyology,George S. Myers (1905-1985),https://scholar.google.com/citations?view_op=medium_photo&user=S94bosYAAAAJ,821,24,11,65,12,0,0
83606,"Professor of Biology, Boston University",@bu.edu,5228,dPAnEj0AAAAJ,{'indices'},ichthyology|coral reefs|tropical ecology|ecological impact|systematics,Phillip S. Lobel,https://scholar.google.com/citations?view_op=medium_photo&user=dPAnEj0AAAAJ,1177,39,21,75,43,0,0
83607,"Curator, Dept. Vertebrate Zoology, National Museum of Natural History, Smithsonian …",@si.edu,5124,Wlj9x7QAAAAJ,{'indices'},Taxonomy|Ichthyology,Robert H. Gibbs  (1929-1988),https://scholar.google.com/citations?view_op=medium_photo&user=Wlj9x7QAAAAJ,323,21,8,49,5,0,0
83608,South African Institute for Aquatic Biodiversity,@saiab.ac.za,5058,GghPldIAAAAJ,{'indices'},Biology|Ecology|Fisheries|Ichthyology,PD Cowley,https://scholar.google.com/citations?view_op=medium_photo&user=GghPldIAAAAJ,2762,40,25,97,71,0,0
83609,"Professor of Biology, Texas A&M University/Co-director, CICHAZ",@bio.tamu.edu,5019,vCWLBq4AAAAJ,{'indices'},Animal Behavior|Evolutionary Biology|Animal Communication|Evolutionary Genetics|Ichthyology,Gil Rosenthal,https://scholar.google.com/citations?view_op=medium_photo&user=vCWLBq4AAAAJ,2389,42,26,84,64,0,0
83610,Natural History Museum,,4973,Lra98LcAAAAJ,{'indices'},ichthyology|systematics|fishes|evolution,Charles Tate Regan (1878-1943),https://scholar.google.com/citations?view_op=medium_photo&user=Lra98LcAAAAJ,662,36,11,109,15,0,0
83611,Associated Professor Fluminense Federal University,@id.uff.br,4964,Ysqcx3oAAAAJ,{'indices'},Reef fish ecology|Coral reef conservation|Macroecology|Ichthyology,Carlos EL Ferreira,https://scholar.google.com/citations?view_op=medium_photo&user=Ysqcx3oAAAAJ,2518,34,28,66,58,0,0
83612,"NOAA Systematics Laboratory and Dept. Vertebrate Zoology, National Museum of Natural …",@si.edu,4757,OmcxPXYAAAAJ,{'indices'},Fishes|Ichthyology|taxonomy,Daniel M Cohen,https://scholar.google.com/citations?view_op=medium_photo&user=OmcxPXYAAAAJ,1124,31,13,86,25,0,0
83613,The Nature Conservancy,@tnc.org,4695,5QSXjdYAAAAJ,{'indices'},Freshwater Conservation|environmental monitoring|ichthyology,Paulo Petry,https://scholar.google.com/citations?view_op=medium_photo&user=5QSXjdYAAAAJ,3161,19,17,28,21,0,0
83614,"Professor, Fisheries, Wildlife, and Conservation Biology",@umn.edu,4637,t90y_bMAAAAJ,{'indices'},Ichthyology|phylogeography|systematics,Andrew Simons,https://scholar.google.com/citations?view_op=medium_photo&user=t90y_bMAAAAJ,2053,36,24,77,53,0,0
83615,"Researcher, Former Director of the Institute of Marine Biological Resources, HCMR",@hcmr.gr,4607,jmSKf-MAAAAJ,{'indices'},Fish Biology|Fisheries|Fisheries management|Ichthyology|Biodiversity,Costas Papaconstantinou,https://scholar.google.com/citations?view_op=medium_photo&user=jmSKf-MAAAAJ,1389,36,19,96,38,0,0
83616,"Fisheries Resources Institute Shiogama Branch,  Japan Fisheries Research and Education …",@affrc.go.jp,4602,RMqz0DMAAAAJ,{'indices'},ichthyology|fisheries|molecular phylogeny|aquatic biology|freshwater fish,Kenji Saitoh,https://scholar.google.com/citations?view_op=medium_photo&user=RMqz0DMAAAAJ,1669,34,22,56,33,0,0
83617,"Profesor Titular, UNELLEZ, (retired)",,4449,5HOp_7sAAAAJ,{'indices'},Ichthyology|Neotropical Freshwater fishes,Donald C. Taphorn,https://scholar.google.com/citations?view_op=medium_photo&user=5HOp_7sAAAAJ,1390,31,17,99,39,0,0
83618,University of Texas at Austin,@austin.utexas.edu,4407,hXJfm1wAAAAJ,{'indices'},Biodiversity|Conservation Biology|Ichthyology|Aquatic ecosystems|Desert fishes,Dean A. Hendrickson,https://scholar.google.com/citations?view_op=medium_photo&user=hXJfm1wAAAAJ,1027,27,15,54,26,0,0
83619,"University of North Carolina, Charlotte",@uncc.edu,4306,VgPd6sMAAAAJ,{'indices'},Evolution|phylogenetics|ichthyology|fishes|macroevolution,alex dornburg,https://scholar.google.com/citations?view_op=medium_photo&user=VgPd6sMAAAAJ,3047,26,22,36,34,0,0
83620,"Professor of Ichthyology, Shiraz University, Shiraz, Iran",@shirazu.ac.ir,4293,8TtkbrcAAAAJ,{'indices'},Ichthyology|Fish biology|Molecular systematics|Conservation|Developmental biosystematics,Hamid Reza Esmaeili,https://scholar.google.com/citations?view_op=medium_photo&user=8TtkbrcAAAAJ,2959,30,24,133,96,0,0
83621,"Dept. Vertebrate Zoology, National Museum of Natural History, Smithsonian Institution",@si.edu,4055,0lAsnqYAAAAJ,{'indices'},Ichthyology|Taxonomy|Systematics,Leonard P. Schultz (1901-1986),https://scholar.google.com/citations?view_op=medium_photo&user=0lAsnqYAAAAJ,498,28,12,74,14,0,0
83622,Brown University,@brown.edu,4040,0-hcsnoAAAAJ,{'indices'},Comparative Biomechanics|Functional Morphology|Evolution|Ichthyology,Elizabeth L. Brainerd,https://scholar.google.com/citations?view_op=medium_photo&user=0-hcsnoAAAAJ,1945,33,23,73,52,0,0
83623,"Professor emeritus at Escuela de Biología, Universidad de Costa Rica (UCR); Fish …",@ucr.ac.cr,3833,NNGdwg4AAAAJ,{'indices'},Ichthyology|Systematics|Biogeography,William Bussing,https://scholar.google.com/citations?view_op=medium_photo&user=NNGdwg4AAAAJ,1363,21,11,54,13,0,0
83624,"Professor of Ichthyology, Rhodes University",@ru.ac.za,3750,n2QPcxkAAAAJ,{'indices'},Ichthyology|ecology,Anthony Booth,https://scholar.google.com/citations?view_op=medium_photo&user=n2QPcxkAAAAJ,1417,31,16,94,39,0,0
83625,"University of Kansas, Ecology and Evolutionary Biology and Biodiversity Institute",@ku.edu,3737,twVHi_EAAAAJ,{'indices'},Phylogeny|Systematics|Evolution|Fishes|Ichthyology,Leo Smith,https://scholar.google.com/citations?view_op=medium_photo&user=twVHi_EAAAAJ,1876,27,21,36,31,0,0
83626,"Battelle, National Ecological Observatory Network (NEON)",@battelleecology.org,3708,ZKnlvcoAAAAJ,{'indices'},Environment|Development|Evolution|Informatics|Ichthyology,Paula M. Mabee,https://scholar.google.com/citations?view_op=medium_photo&user=ZKnlvcoAAAAJ,1237,33,19,53,35,0,0
83627,"Biodiversity Informatics Scientist, ISBEARG",@zoology.ubc.ca,3697,WvOZVbEAAAAJ,{'indices'},Ichthyology|Taxonomy|Systematics|Biodiversity Informatics|Marine ecology,Nicolas Bailly,https://scholar.google.com/citations?view_op=medium_photo&user=WvOZVbEAAAAJ,2691,22,20,37,29,0,0
83628,"Professor and Curator of Fishes, Auburn University",@auburn.edu,3675,qJrv0wIAAAAJ,{'indices'},ichthyology|taxonomy|systematics,Jonathan W. Armbruster,https://scholar.google.com/citations?view_op=medium_photo&user=qJrv0wIAAAAJ,2361,26,22,57,36,0,0
83629,University of California Los Angeles,@eeb.ucla.edu,3673,C3y5LlsAAAAJ,{'indices'},systematics|paleontology|phylogenetics|macroevolution|ichthyology,Francesco Santini,https://scholar.google.com/citations?view_op=medium_photo&user=C3y5LlsAAAAJ,1955,26,20,38,33,0,0
83630,"Professor of Biology (Emeritus), Virginia Tech",@vt.edu,3648,6QJbQhwAAAAJ,{'indices'},VT Biological Sciences|Evolutionary Genetics|Ichthyology,Bruce Turner,https://scholar.google.com/citations?view_op=medium_photo&user=6QJbQhwAAAAJ,595,35,14,63,15,0,0
83631,"Dept of Vertebrate Zoology, National Museum of Natural History, Smithsonian Institution",@si.edu,3615,OInLvLYAAAAJ,{'indices'},Ichthyology|paleobiology|pleistocene,Oliver Perry Hay (1846-1930),https://scholar.google.com/citations?view_op=medium_photo&user=OInLvLYAAAAJ,711,25,9,69,8,0,0
83632,"President, Aquatic Research & Communication; USGS, retired",,3569,6nnuOp8AAAAJ,{'indices'},Invasive species ecology|Wetland ecology|Ichthyology,William F. Loftus,https://scholar.google.com/citations?view_op=medium_photo&user=6nnuOp8AAAAJ,864,33,17,51,27,0,0
83633,"Dept. Vertebrate Zoology, National Museum of Natural History, Smithsonian Institution",@si.edu,3507,_eMIHKoAAAAJ,{'indices'},Ichthyology|taxonomy|systematics,Theodore N. Gill (1837-1914),https://scholar.google.com/citations?view_op=medium_photo&user=_eMIHKoAAAAJ,655,27,11,72,11,0,0
83634,"National Museum of Natural History, Smithsonian Institution",@si.edu,3491,jPgQ9wwAAAAJ,{'indices'},Ichthyology|Evolution|Biodiversity|Conservation Biology|Taxonomy,Jeffrey T Williams,https://scholar.google.com/citations?view_op=medium_photo&user=jPgQ9wwAAAAJ,1230,21,14,47,23,0,0
83635,"Research collaborator, Museu de Zoologia da Universidade Estadual de Campinas ""Adão …",@unicamp.br,3457,j21tIKUAAAAJ,{'indices'},Ichthyology|systematics|biogeography,Flávio CT Lima,https://scholar.google.com/citations?view_op=medium_photo&user=j21tIKUAAAAJ,1463,26,19,67,39,0,0
83636,"Federal University of Espirito Santo, Brazil",@ufes.br,3428,qO2qzkYAAAAJ,{'indices'},Biological oceanography|Ichthyology|Marine ecology|Biogeography,Jean-Christophe Joyeux,https://scholar.google.com/citations?view_op=medium_photo&user=qO2qzkYAAAAJ,1657,31,22,70,44,0,0
83637,"Professor, Departamento de Vertebrados, Museu Nacional, Universidade Federal do Rio de …",@acd.ufrj.br,3428,ybi4V0kAAAAJ,{'indices'},ichthyology|molecular diversity|systematics|phylogeny,Paulo Andreas Buckup,https://scholar.google.com/citations?view_op=medium_photo&user=ybi4V0kAAAAJ,1185,28,17,52,33,0,0
83638,"Institute of Oceanography, National Taiwan University",@ntu.edu.tw,3423,QQi7UmkAAAAJ,{'indices'},Evolution|Marine Biology|Phylogeny|Ichthyology|Genomics,Wei-Jen CHEN,https://scholar.google.com/citations?view_op=medium_photo&user=QQi7UmkAAAAJ,1545,32,24,54,46,0,0
83639,СПбГУ,,3388,GIjhQNwAAAAJ,{'indices'},ихтиология|морфология|систематика|пресноводные рыбы|ichthyology,Alexander Naseka,https://scholar.google.com/citations?view_op=medium_photo&user=GIjhQNwAAAAJ,1622,23,14,34,19,0,0
83640,Professor of Applied Ecology and Conservation Biology - Federal University of Parana,@ufpr.br,3337,aiaiXBgAAAAJ,{'indices'},Ecology|Biological Invasions|Biotic Homogenization|Aquatic Ecology|Ichthyology,Jean Ricardo Simões Vitule,https://scholar.google.com/citations?view_op=medium_photo&user=aiaiXBgAAAAJ,2477,32,29,78,64,0,0
83641,Museum of Riverside; California Academy of Sciences,@riversideca.gov,3283,H68VYDUAAAAJ,{'indices'},Elasmobranchs|Ichthyology|Deep Sea Biology|Vertebrate Paleontology|Marine Biology,Douglas J. Long,https://scholar.google.com/citations?view_op=medium_photo&user=H68VYDUAAAAJ,736,20,11,36,11,0,0
83642,UNC-W,@uncw.edu,3193,tLmofCkAAAAJ,{'indices'},ichthyology|deep-sea ecosystems|coastal ecosystems|reefs|deep-sea corals,Steve Ross,https://scholar.google.com/citations?view_op=medium_photo&user=tLmofCkAAAAJ,1283,33,22,75,44,0,0
