,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
515675,Ningbo University 宁波大学 A-3774-2009 ORCID: 0000-0002-0724-7538,@nbu.edu.cn,36302,UqR2PaAAAAAJ,{'indices'},Vibration|Piezoelectric|Plate|Resonator|Wave,Ji Wang王骥,https://scholar.google.com/citations?view_op=medium_photo&user=UqR2PaAAAAAJ,16368,74,51,770,433,0,0
