Unnamed: 0,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
632888,"Assistant professor, Biology, Université Laval",,1683,QLFiuioAAAAJ,{'indices'},Molecular ecology|evolutionary biology|Arctic fish conservation and management,Jean-Sébastien Moore,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QLFiuioAAAAJ&citpid=4,1175,17,16,25,23,0,0
632889,Fisheries & Oceans Canada,,7895,YQysXpQAAAAJ,{'indices'},Northern & Arctic Fishes,James Reist,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QLFiuioAAAAJ&citpid=4,3375,47,28,143,97,0,0
632890,University of Windsor - GLIER,,16129,rPAEPykAAAAJ,{'indices'},,Aaron Thomas Fisk,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QLFiuioAAAAJ&citpid=4,8007,65,46,202,177,0,0
632891,Researcher at University of Glasgow,,409,qwjKYtoAAAAJ,{'indices'},aquatic ecology|arctic fisheries|ichthyology|Evolution|functional morphology,Louise Chavarie,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qwjKYtoAAAAJ&citpid=2,354,11,11,11,11,0,0
632892,Professeur biologie,,38410,yA7aaLwAAAAJ,{'indices'},Conservation genetics|evolutionary biology|population genetics|molecular ecology,Louis Bernatchez,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=yA7aaLwAAAAJ&citpid=3,15237,112,61,425,348,0,0
632893,Fisheries and Oceans Canada,,703,mhT7CDgAAAAJ,{'indices'},Ecological Genomics|Molecular Ecology|Transcriptomics|Bioinformatics|Genetic Stock Identification,Ben Sutherland,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mhT7CDgAAAAJ&citpid=5,540,14,14,16,16,0,0
632894,"Biologist, Department of Fisheries and Oceans, Yellowknife, NWT",,1346,OgPcN5kAAAAJ,{'indices'},aquatic ecology|fisheries biology|applied science,Pete Cott,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OgPcN5kAAAAJ&citpid=2,702,17,13,27,18,0,0
632895,Montana Tech Dept of Geological Engineering,,4993,vcOBS8IAAAAJ,{'indices'},Aqueous geochemistry|mine water|economic geology,Christopher Gammons,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=vcOBS8IAAAAJ&citpid=3,1728,38,23,72,43,0,0
632896,"Dept. of Biomedical Sciences, Atlantic Veterinary College, UPEI",,2528,hIJrprcAAAAJ,{'indices'},Host-pathogen-environment interactions|domestic|marine|wildlife|protozoan parasites,Spencer J Greenwood,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hIJrprcAAAAJ&citpid=10,1484,25,19,52,33,0,0
632897,Université Laval and Ressources Aquatiques Québec (RAQ),,2359,m9F47HYAAAAJ,{'indices'},Bioinformatics|Genomics|Genetics|Programming,Eric Normandeau,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=m9F47HYAAAAJ&citpid=4,1647,25,21,42,40,0,0
