Unnamed: 0,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
188947,"Professor of Physics, University of Maryland",,9477,5L3LfOYAAAAJ,{'indices'},Computational physics|theoretical astrophysics|artificial general intelligence,Jonathan C. McKinney,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5L3LfOYAAAAJ&citpid=3,4760,47,39,61,57,0,0
188948,Los Alamos National Laboratory,,2149,znZemloAAAAJ,{'indices'},Astrophysics|Computational Physics|Radiation Hydrodynamics,Josh Dolence,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5L3LfOYAAAAJ&citpid=3,1538,27,24,31,30,0,0
188949,University of Virginia,,21437,gU_YYxwAAAAJ,{'indices'},Astrophysics,John Hawley,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5L3LfOYAAAAJ&citpid=3,5089,58,32,83,59,0,0
188950,"Rakuten Institute of Technology, Boston MA, USA",,2495,20M9rvwAAAAJ,{'indices'},Artificial Intelligence|Machine Learning|Natural Language Processing|Black Hole Astrophysics,Hotaka Shiokawa,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=5L3LfOYAAAAJ&citpid=3,2202,15,15,17,17,0,0
188951,"Research Astrophysicist, Gravitational Astrophysics Lab, NASA Goddard Space Flight Center",,1954,K2THAaMAAAAJ,{'indices'},Accretion disks|black holes|magnetohydrodynamics|general relativity,Scott C Noble,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=K2THAaMAAAAJ&citpid=1,1242,22,19,29,27,0,0
188952,University of Nevada Las Vegas,,7202,JSFuns8AAAAJ,{'indices'},Astronomy,zhaohuan zhu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=K2THAaMAAAAJ&citpid=1,5833,46,43,91,88,0,0
188953,"Associate Professor of Physics, McGill University",,10469,Ov73SNQAAAAJ,{'indices'},Astronomy|Astrophysics,Daryl Haggard,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ov73SNQAAAAJ&citpid=9,7583,35,27,59,48,0,0
188954,"Research Division, Quazar Technologies",,375,zkBNungAAAAJ,{'indices'},,Mani Chandra,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ov73SNQAAAAJ&citpid=9,326,9,8,9,8,0,0
188955,"Professor of Astroparticle Physics and Radio Astronomy, Radboud University, Nijmegen",,49387,bWgc6xMAAAAJ,{'indices'},astrophysics|black holes|cosmic rays|radio astronomy|LOFAR,Heino Falcke,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bWgc6xMAAAAJ&citpid=2,23775,104,73,407,308,0,0
188956,"Assistant Professor, Northwestern University",,6252,UooLslwAAAAJ,{'indices'},high-energy astrophysics|numerical simulations,Alexander Tchekhovskoy,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=UooLslwAAAAJ&citpid=2,4237,40,36,58,56,0,0
188957,"Dipartimento di Fisica e Astronomia, Universita' di Firenze",,5077,kj08KTEAAAAJ,{'indices'},High Energy Astrophysics|Plasma Physics,Luca Del Zanna,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kj08KTEAAAAJ&citpid=2,2363,39,31,71,54,0,0
188958,"Research Professor, University of Michigan",,12519,B0vk2ZcAAAAJ,{'indices'},computational physics,Gabor Toth,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kj08KTEAAAAJ&citpid=2,5508,57,39,167,124,0,0
188959,Smithsonian Astrophysical Observatory,,14176,Sdtw1BkAAAAJ,{'indices'},Astrophysics|communications,Robert Wilson,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Sdtw1BkAAAAJ&citpid=2,2520,48,19,103,28,0,0
188960,College of Charleston,,4862,4V8oYz8AAAAJ,{'indices'},Computational Astrophysics,P. Chris Fragile,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4V8oYz8AAAAJ&citpid=2,2143,39,23,67,55,0,0
188961,MPE Garching,,7501,3HX2DFAAAAAJ,{'indices'},Astrophysics,Jason Dexter,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4V8oYz8AAAAJ&citpid=2,6643,46,42,84,81,0,0
188962,University of New Hampshire,,3269,kVAo0uYAAAAJ,{'indices'},Numerical relativity|Accretion Disks,Francois Foucart,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kVAo0uYAAAAJ&citpid=2,2534,34,30,55,54,0,0
188963,University of Washington,,22792,VTE0fokAAAAJ,{'indices'},Extrasolar planets|black holes|gravitational lensing,Eric Agol,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VTE0fokAAAAJ&citpid=2,12724,74,54,170,135,0,0
188964,University of Toronto,,10565,TMPpkVMAAAAJ,{'indices'},,Kristen Menou,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VTE0fokAAAAJ&citpid=2,3018,53,30,102,73,0,0
188965,"Professor Emerita of Astrophysical Sciences, Princeton University",,111095,ZyH3HIAAAAAJ,{'indices'},planet imaging|stellar astrophysics|interstellar medium,Gillian Knapp,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VTE0fokAAAAJ&citpid=2,31895,130,71,370,224,0,0
188966,researcher,,9922,RH1p6rkAAAAJ,{'indices'},Astrofisica,Isabella Maria Gioia,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RH1p6rkAAAAJ&citpid=1,694,52,14,108,18,0,0
188967,INAF osservatorio astronomico di brera,,10344,qbwjMvIAAAAJ,{'indices'},astrofisica space science astronomia,Tommaso Maccacaro,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qbwjMvIAAAAJ&citpid=1,958,50,15,108,23,0,0
188968,University of Toronto,,15454,QrFEi_QAAAAJ,{'indices'},,Roberto Abraham,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qbwjMvIAAAAJ&citpid=1,4879,64,38,125,82,0,0
188969,Saint Mary's University,,5524,Ix2t-ucAAAAJ,{'indices'},extragalactic astronomy|formation and evolution of galaxies,Marcin Sawicki,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ix2t-ucAAAAJ&citpid=1,1937,37,21,68,45,0,0
188970,"Professor of Astronomy, University of Toronto",,23894,eJ6sIFAAAAAJ,{'indices'},dark matter|galaxies|cosmology,Raymond G. Carlberg,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eJ6sIFAAAAAJ&citpid=1,8058,75,40,135,101,0,0
188971,,,22953,rdTglicAAAAJ,{'indices'},,John hutchings,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eJ6sIFAAAAAJ&citpid=1,3740,75,29,370,76,0,0
188972,trent university,,7393,01jjxxMAAAAJ,{'indices'},Astronomy and Astrophysics|Interacting and Merging Galaxies|Galaxy Evolution,David R. Patton,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eJ6sIFAAAAAJ&citpid=1,3186,45,32,64,53,0,0
188973,Durham University,,26323,mKlvSLQAAAAJ,{'indices'},Astrophysics|Cosmology,tom theuns,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mKlvSLQAAAAJ&citpid=2,16617,84,67,222,195,0,0
188974,Emeritus Astronomer Harvard-Smithsonoan Center for Astrophysics,,9355,RsXe1V0AAAAJ,{'indices'},Cosmology|Black Holes|Dark Matter,Rudolph Schild,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RsXe1V0AAAAJ&citpid=2,1055,48,13,113,17,0,0
188975,Laboratoire d'Astrophysique de Marseille,,7926,MuX918YAAAAJ,{'indices'},Astronomy and astrophysics,Jean-Gabriel Cuby,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RsXe1V0AAAAJ&citpid=2,2916,40,25,85,47,0,0
188976,Durham University,,6435,1AQs2j4AAAAJ,{'indices'},Galaxy formation and evolution,Michele Fumagalli,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RsXe1V0AAAAJ&citpid=2,4548,45,39,102,98,0,0
188977,"PDRA, Centre for Extragalactic Astronomy (CEA), Durham University",,1914,VXJDiAwAAAAJ,{'indices'},Intergalactic Medium|Galaxy Evolution|Astrophysics|Astronomy|Cosmology,Rich M Bielby,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VXJDiAwAAAAJ&citpid=6,1218,22,18,29,24,0,0
188978,Pontificia Universidad Catolica de Valparaiso,,1751,T70m45sAAAAJ,{'indices'},Astronomy,Nicolas Tejos,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=T70m45sAAAAJ&citpid=4,1536,22,18,30,27,0,0
188979,Western Michigan University,,15542,urgRPDQAAAAJ,{'indices'},astrophysics|spectroscopy,Kirk Korista,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=T70m45sAAAAJ&citpid=4,4414,66,33,129,91,0,0
188980,Durham University,,28843,HxQbxU8AAAAJ,{'indices'},astrophysics|cosmology,Cedric Lacey,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=T70m45sAAAAJ&citpid=4,9135,80,48,161,123,0,0
188981,Dalhousie University,,41384,hvOg2xoAAAAJ,{'indices'},Galaxy Evolution|Cosmology|Instrumentation in Astronomy,Scott Chapman,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hvOg2xoAAAAJ&citpid=2,17893,112,72,375,292,0,0
188982,"Institute for Computational Cosmology, Durham University, UK",,41952,DZVUsuoAAAAJ,{'indices'},Astrophysics|Astronomy|Cosmology|Space Sciences,Carlton Baugh,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hvOg2xoAAAAJ&citpid=2,11769,96,53,244,187,0,0
188983,"University of California, Berkeley",,22251,41aogyQAAAAJ,{'indices'},Astronomy|exoplanets|instrumentation,James R. Graham,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=41aogyQAAAAJ&citpid=2,6929,78,45,293,146,0,0
188984,"Professor, Astrophysics Unit, Department of Physics, University of Milan Bicocca",,4015,f_dNapIAAAAJ,{'indices'},Astrophysics|Cosmology|Galaxy Formation|Intergalactic Medium,Sebastiano Cantalupo,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=41aogyQAAAAJ&citpid=2,3574,36,33,60,60,0,0
188985,Max Planck Institute for Extraterrestrial Physics (MPE) and Universitaet Sternwarte Muenchen (USM),,4414,9GtfCt8AAAAJ,{'indices'},Astrophysics|Astronomy,Dave Wilman,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=41aogyQAAAAJ&citpid=2,2892,40,29,64,56,0,0
188986,"Associate Professor of Physics and Astronomy, Stony Brook University",,5949,2wyHvK8AAAAJ,{'indices'},computational astrophysics|high performance computing|computational fluid dynamics,Michael Zingale,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=41aogyQAAAAJ&citpid=2,2270,30,22,51,41,0,0
188987,"Professor, Depts. of Astrophysics and Physics and Harris School of Public Policy",,24633,vOIziFYAAAAJ,{'indices'},Astrophysics theory|fluid dynamics|plasma physics|energy policy,Robert Rosner,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=vOIziFYAAAAJ&citpid=1,3865,73,23,202,63,0,0
188988,"Associate Professor of Physics and Astronomy, Stony Brook University",,3210,J7dq6FsAAAAJ,{'indices'},Nuclear Astrophysics|Large-Scale Computing|Computational Science Education,Alan Calder,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=vOIziFYAAAAJ&citpid=1,974,28,18,43,35,0,0
