Unnamed: 0,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
639922,"Professor of Biology, Macquarie University",,65739.0,lc5qpkUAAAAJ,{'indices'},conservation|evolution|ecology|evolutionary ecology,Richard Shine,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lc5qpkUAAAAJ&citpid=3,21147.0,123,59,884,600,0,0
639923,Macquarie University,,9207.0,sYKGMBYAAAAJ,{'indices'},Reptile / Amphibian Ecology|Invasion Biology|Ecoimmunology,Gregory P Brown,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=sYKGMBYAAAAJ&citpid=3,4418.0,51,34,145,120,0,0
639924,"Associate Professor in Integrative Biology, University of Guelph",,3222.0,asAmsGYAAAAJ,{'indices'},Evolutionary Biology,Jinzhong Fu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=sYKGMBYAAAAJ&citpid=3,1258.0,35,19,76,48,0,0
639925,"Associate Professor, University of Melbourne",,9318.0,Kk1JhPwAAAAJ,{'indices'},Ecology and Evolution,Ben Phillips,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Kk1JhPwAAAAJ&citpid=2,4921.0,51,39,110,91,0,0
639926,"Professor of Biology, Queen's University",,6133.0,F1Nh9xgAAAAJ,{'indices'},Speciation|Phylogeography|Landscape Genetics|Conservation Biology,Stephen C. Lougheed,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=F1Nh9xgAAAAJ&citpid=2,2336.0,41,24,92,59,0,0
639927,"Postdoctoral Researcher, University of Amsterdam",,353.0,be2CcIYAAAAJ,{'indices'},Conservation Biology|Evolutionary Ecology|Speciation|Hybridization|Environmental DNA,Kathryn Stewart,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=F1Nh9xgAAAAJ&citpid=2,254.0,9,9,9,8,0,0
639928,The Australian Museum,,407.0,OlrgNwUAAAAJ,{'indices'},Palaeontology|Biomechanics|Functional Morphology|Evolutionary Biology,Matthew R. McCurry,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OlrgNwUAAAAJ&citpid=2,332.0,12,11,13,13,0,0
639929,Monash University,,2808.0,A4gowUUAAAAJ,{'indices'},Anatomy|Biomechanics|Palaeoecology,Colin McHenry,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OlrgNwUAAAAJ&citpid=2,1581.0,27,23,39,36,0,0
639930,Smithsonian Tropical Research Institute,,891.0,QhyMGRUAAAAJ,{'indices'},,Crystal Kelehear,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QhyMGRUAAAAJ&citpid=2,551.0,16,13,22,17,0,0
639931,"Microbial Systems Ecology, ETH Zurich and Eawag, Switzerland",,6945.0,kk5lwecAAAAJ,{'indices'},Microbiology|Evolution|Ecology,Martin Ackermann,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kk5lwecAAAAJ&citpid=10,4635.0,43,36,78,70,0,0
639932,Harvard University,,284.0,WZldRLMAAAAJ,{'indices'},Systems Biology|Collective Behaviour|Microbial Ecology,Alma Dal Co,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=WZldRLMAAAAJ&citpid=6,283.0,7,7,7,7,0,0
639933,University of British Columbia,,16047.0,qHUy6RMAAAAJ,{'indices'},evolution,Michael Doebeli,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qHUy6RMAAAAJ&citpid=2,5986.0,56,40,125,83,0,0
639934,"Professor of Microbiology, Ludwig-Maximilians-University Munich",,10854.0,b1DLxQUAAAAJ,{'indices'},Microbiology|Gut Microbiome|Infection|minimal bacterial consortia|gnotobiotic mouse models,Bärbel Stecher,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=b1DLxQUAAAAJ&citpid=5,6529.0,45,39,63,61,0,0
639935,"Zuckerberg Institute for Water Research, Blaustein Institutes for Desert Research, Ben Gurion",,2824.0,DbhGPtMAAAAJ,{'indices'},Microbial Ecology and Evolution,Osnat Gillor,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=DbhGPtMAAAAJ&citpid=6,1494.0,30,24,47,38,0,0
639936,University of Missouri - St. Louis,,735.0,X2pZpy0AAAAJ,{'indices'},Microbial Ecology|Microbial Evolution|Evolution of Virulence,R Fredrik Inglis,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=X2pZpy0AAAAJ&citpid=3,497.0,14,12,16,16,0,0
639937,"Department of Physics, Bar-Ilan University",,2918.0,2jY4aysAAAAJ,{'indices'},Physics of complex systems.,Nadav Shnerb,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2jY4aysAAAAJ&citpid=1,1174.0,28,19,67,39,0,0
639938,,,671.0,SZyOnEkAAAAJ,{'indices'},,David Toubiana,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2jY4aysAAAAJ&citpid=1,552.0,14,14,18,18,0,0
639939,University of Aysen,,3029.0,YDqfmQoAAAAJ,{'indices'},Biology|Physics|Complexity|Ecology|Applied Mathematics,Juan Keymer,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2jY4aysAAAAJ&citpid=1,1244.0,20,17,25,21,0,0
639940,Biological Research Centre of the Hungarian Academy of Sciences,,2425.0,I2NQO8UAAAAJ,{'indices'},microbiology|biophysics|nanotechnology|cell biology,Peter Galajda,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2jY4aysAAAAJ&citpid=1,898.0,19,14,22,18,0,0
639941,Stanford University,,602.0,Kib_WzkAAAAJ,{'indices'},,Felix Hol,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2jY4aysAAAAJ&citpid=1,466.0,10,10,11,10,0,0
639942,"Group leader, Eawag",,2845.0,1jDBiQ0AAAAJ,{'indices'},Microbial Ecology|Microbial Evolution|Engineering,David R. Johnson,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=1jDBiQ0AAAAJ&citpid=2,1943.0,27,23,39,35,0,0
639943,University of Missouri,,1710.0,KgKkoMkAAAAJ,{'indices'},Cranial Biomechanics|Vertebrate Paleontology|Skeletal Tissue Biology|Functional Morphology|Evolutionary Biology,Casey M Holliday,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=KgKkoMkAAAAJ&citpid=2,1066.0,23,19,31,27,0,0
639944,"Professor of Anatomy, Ohio University Heritage College of Osteopathic Medicine",,10670.0,6H1ool4AAAAJ,{'indices'},anatomy|functional morphology|vertebrate paleontology|evolutionary biology|dinosaurs,Lawrence Witmer,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6H1ool4AAAAJ&citpid=2,4029.0,49,33,95,80,0,0
639945,University of Missouri,,2177.0,Ziha7x8AAAAJ,{'indices'},skeletal biology|biomechanics|bone|theropod evolution|locomotion,Kevin M. Middleton,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ziha7x8AAAAJ&citpid=1,848.0,22,18,29,26,0,0
639946,University of Missouri,,48.0,sutVs3kAAAAJ,{'indices'},Functional Morphology|Biomechanics|Evolutionary Biology|Vertebrate Paleontology,Kaleb Sellers,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=sutVs3kAAAAJ&citpid=3,47.0,3,3,1,1,0,0
639947,University of Texas,,5371.0,US55pAsAAAAJ,{'indices'},Systematic Paleontology|Evolution of Birds|Evolutionary Morphology,Julia Clarke,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=US55pAsAAAAJ&citpid=2,2599.0,38,26,82,71,0,0
639948,Washington University School of Medicine in St. Louis,,240.0,kSdSgGQAAAAJ,{'indices'},Vertebrate Paleobiology|Comparative Paleoneurology,Ashley Morhardt,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=kSdSgGQAAAAJ&citpid=2,231.0,4,3,1,1,0,0
639949,Sam Houston State University,,1209.0,VPVRi20AAAAJ,{'indices'},Morphology|Herpetology|Cladistics,Juan D. Daza,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VPVRi20AAAAJ&citpid=4,881.0,18,14,32,26,0,0
