,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
83657,"Professor, Principal, Durham University",@durham.ac.uk,40559,Pb4Z-0wAAAAJ,{'indices'},Palaeontology|Paleobiology|Geology,David AT Harper,https://scholar.google.com/citations?view_op=medium_photo&user=Pb4Z-0wAAAAJ,21140,53,32,224,101,0,0
83658,Chevron,@chevron.com,35535,C8_jRBcAAAAJ,{'indices'},Geology,Subhotosh Banerjee,https://scholar.google.com/citations?view_op=medium_photo&user=C8_jRBcAAAAJ,20084,72,62,350,218,0,0
83659,"Chief Scientist, Woodside",@woodside.com.au,33990,7Fn4f5EAAAAJ,{'indices'},geophysics|geology,T Ridsdill-Smith,https://scholar.google.com/citations?view_op=medium_photo&user=7Fn4f5EAAAAJ,12937,82,48,511,250,0,0
83660,"Professor, University of Oslo",@nhm.uio.no,33862,zv5lr64AAAAJ,{'indices'},Geology|biology,Øyvind Hammer,https://scholar.google.com/citations?view_op=medium_photo&user=zv5lr64AAAAJ,19340,31,21,87,56,0,0
83661,University of Wisconsin,@wisc.edu,33654,mEV9pnYAAAAJ,{'indices'},Geochemistry|Petrology|Mineralogy|Geology|SIMS,JOHN VALLEY,https://scholar.google.com/citations?view_op=medium_photo&user=mEV9pnYAAAAJ,12360,92,50,355,241,0,0
83662,Berkeley Geochronology Center and UC Berkeley,@bgc.org,33007,rBp-LtUAAAAJ,{'indices'},Geology,Paul R. Renne,https://scholar.google.com/citations?view_op=medium_photo&user=rBp-LtUAAAAJ,10963,93,53,292,195,0,0
83663,"School of Natural Sciences, NUI Galway",@nuigalway.ie,32451,UCQw0TAAAAAJ,{'indices'},Geology|Tectonics|Statistics,Paul D Ryan,https://scholar.google.com/citations?view_op=medium_photo&user=UCQw0TAAAAAJ,17666,38,21,86,36,0,0
83664,University of California (Santa Barbara),@geol.ucsb.edu,32052,ocbjavsAAAAJ,{'indices'},Geology|Geochemistry|Geophysics|Lithium Isotopes,Roberta L. Rudnick,https://scholar.google.com/citations?view_op=medium_photo&user=ocbjavsAAAAJ,12895,75,46,143,122,0,0
83665,Monash University,@monash.edu,29268,OyRcBjMAAAAJ,{'indices'},Geology|mountain building|continental crust,Peter Cawood,https://scholar.google.com/citations?view_op=medium_photo&user=OyRcBjMAAAAJ,15876,85,66,252,199,0,0
83666,California Institute of Technology,@caltech.edu,26895,f8BGdpgAAAAJ,{'indices'},Paleomagnetism|Magnetoreception|Geology|Rockmagnetism|geobiology,Joseph L. Kirschvink,https://scholar.google.com/citations?view_op=medium_photo&user=f8BGdpgAAAAJ,6470,79,40,177,115,0,0
83667,"Distinguished Professor of Earth, Ocean, and Atmospheric Sciences, Oregon State …",@oregonstate.edu,26595,WZSLXm0AAAAJ,{'indices'},oceanography|geology|climate|paleoclimate|paleoceanography,Alan C. Mix,https://scholar.google.com/citations?view_op=medium_photo&user=WZSLXm0AAAAJ,7346,80,37,207,132,0,0
83668,"University of Leeds, School of Earth & Environment",@leeds.ac.uk,26505,vP97ZkAAAAAJ,{'indices'},geology,Marjorie Wilson,https://scholar.google.com/citations?view_op=medium_photo&user=vP97ZkAAAAAJ,6927,58,33,139,83,0,0
83669,LMU - University of Munich,@lmu.de,25215,xuZjZKUAAAAJ,{'indices'},volcanology|geochemistry|geophysics|geology|petrology,Donald B. Dingwell,https://scholar.google.com/citations?view_op=medium_photo&user=xuZjZKUAAAAJ,9628,80,49,359,264,0,0
83670,"Planetary scientist, NASA Ames Research Center",,25176,OU9tg9cAAAAJ,{'indices'},Astronomy|planetary science|geology,DP Cruikshank,https://scholar.google.com/citations?view_op=medium_photo&user=OU9tg9cAAAAJ,6546,81,38,326,151,0,0
83671,"Director General, Civil Protection Department, Office of the Council of Ministers, Italy",@protezionecivile.it,25088,lGZMXu0AAAAJ,{'indices'},Geology|Geomorphology|Landslides|Natural Hazards|Risk,Fausto Guzzetti,https://scholar.google.com/citations?view_op=medium_photo&user=lGZMXu0AAAAJ,12769,68,57,173,139,0,0
83672,UBC,@mail.ubc.ca,24768,SdMa-fsAAAAJ,{'indices'},geology,Robert Bustin,https://scholar.google.com/citations?view_op=medium_photo&user=SdMa-fsAAAAJ,12261,73,46,249,135,0,0
83673,MIT,@mit.edu,24657,gfqeKSgAAAAJ,{'indices'},geology|tectonics|geodynamics,Leigh Royden,https://scholar.google.com/citations?view_op=medium_photo&user=gfqeKSgAAAAJ,6696,71,40,107,80,0,0
83674,"Department of Geosciences and CEED, Univeristy of Oslo",@geo.uio.no,23487,c6GnNcoAAAAJ,{'indices'},geology|geochronology,Fernando Corfu,https://scholar.google.com/citations?view_op=medium_photo&user=c6GnNcoAAAAJ,10525,72,42,237,172,0,0
83675,"Professor, Research School of Earth Science, The Australian National University",@anu.edu.au,22843,RhSVX8sAAAAJ,{'indices'},Geophysics|Geology|Earth Science|Igneous Petrology|Economic Geology,Ian Campbell,https://scholar.google.com/citations?view_op=medium_photo&user=RhSVX8sAAAAJ,6889,81,43,177,130,0,0
83676,"Emeritus Professor, ISTerre, University Grenoble Alpes",,22621,iZVzxvYAAAAJ,{'indices'},geology|petrology|geochemistry,nicholas arndt,https://scholar.google.com/citations?view_op=medium_photo&user=iZVzxvYAAAAJ,7454,85,43,178,121,0,0
83677,"Principal Professional Staff, Applied Physics Laboratory",@jhuapl.edu,22527,8C6TTR8AAAAJ,{'indices'},Planetary Science|Space Science|Geology,Scott Murchie,https://scholar.google.com/citations?view_op=medium_photo&user=8C6TTR8AAAAJ,8913,83,48,239,158,0,0
83678,"Institute of Geology and Geophysics, CAS",@mail.iggcas.ac.cn,21952,u1GiM64AAAAJ,{'indices'},Geology|Chemistry,WG Xu,https://scholar.google.com/citations?view_op=medium_photo&user=u1GiM64AAAAJ,13813,63,50,543,379,0,0
83679,"University of Arizona, Department of Geosciences",@arizona.edu,21045,uCPrPhwAAAAJ,{'indices'},geology|tectonics|orogenic systems|Himalaya|Andes,PG DeCelles,https://scholar.google.com/citations?view_op=medium_photo&user=uCPrPhwAAAAJ,8900,77,51,157,133,0,0
83680,"Professor of Geology, University of Houston",@central.uh.edu,20913,aTYSzCcAAAAJ,{'indices'},geology|geophysics|plumes|hot spots|tectonics,Kevin Burke,https://scholar.google.com/citations?view_op=medium_photo&user=aTYSzCcAAAAJ,4968,72,39,178,85,0,0
83681,"Professor of Isotope Geochemistry, Royal Holloway University of London",@es.rhul.ac.uk,20859,HoIPUskAAAAJ,{'indices'},Geology|Isotope Geochemistry,Matthew Thirlwall,https://scholar.google.com/citations?view_op=medium_photo&user=HoIPUskAAAAJ,6142,86,42,204,138,0,0
83682,"Professor of Astrobiology, University of New South Wales",@unsw.edu.au,20607,El9Y9pEAAAAJ,{'indices'},geology|biology|space science,Malcolm Walter,https://scholar.google.com/citations?view_op=medium_photo&user=El9Y9pEAAAAJ,4470,70,34,152,93,0,0
83683,"Professor Emeritus, Paleontology, University of Michigan",@umich.edu,20487,g8QN6OYAAAAJ,{'indices'},Geology|Paleontology|Evolutionary Biology|Paleoanthropology,Philip D. Gingerich,https://scholar.google.com/citations?view_op=medium_photo&user=g8QN6OYAAAAJ,4060,74,31,293,124,0,0
83684,Stanford University,@stanford.edu,20411,AFHKzqgAAAAJ,{'indices'},Geology|Geophysics,David D Pollard,https://scholar.google.com/citations?view_op=medium_photo&user=AFHKzqgAAAAJ,4914,72,38,141,107,0,0
83685,Professor of geology,@ed.ac.uk,19954,7rO58NgAAAAJ,{'indices'},geology,Alastair Robertson,https://scholar.google.com/citations?view_op=medium_photo&user=7rO58NgAAAAJ,5693,80,38,271,165,0,0
83686,Retired,,19825,TnxT_nQAAAAJ,{'indices'},geology|geophysics|sequence stratigraphy|seismic geomorphology,Henry Posamentier,https://scholar.google.com/citations?view_op=medium_photo&user=TnxT_nQAAAAJ,5698,45,32,81,57,0,0
83687,Australian National University,@anu.edu.au,19523,mdduC9IAAAAJ,{'indices'},Geology|archaeology|geochemistry|geochronology,Richard Armstrong,https://scholar.google.com/citations?view_op=medium_photo&user=mdduC9IAAAAJ,8354,72,45,326,246,0,0
83688,"Professor of Geoscience, University of Wisconsin - Madison",@geology.wisc.edu,19329,y-SsCXoAAAAJ,{'indices'},crustal deformation|plate tectonics|geodesy|tectonics|geology,Charles DeMets,https://scholar.google.com/citations?view_op=medium_photo&user=y-SsCXoAAAAJ,5021,57,31,110,83,0,0
83689,"Senior Scientist, Woods Hole Oceanographic Insitution",@whoi.edu,19142,5tXx52UAAAAJ,{'indices'},Igneous Petrology|Ocean Ridges|Geology|Tectonics|Structural Geology,Henry JB Dick,https://scholar.google.com/citations?view_op=medium_photo&user=5tXx52UAAAAJ,4673,68,33,133,88,0,0
83690,American Museum of Natural History,@amnh.org,18871,9rhTp_0AAAAJ,{'indices'},paleontology|systematics|geology,Mark Norell,https://scholar.google.com/citations?view_op=medium_photo&user=9rhTp_0AAAAJ,6512,83,44,204,169,0,0
83691,PALEOMAP Project,@uta.edu,18456,2Yb1IB0AAAAJ,{'indices'},Earth History|Geology|Paleoclimatology|Plate Tectonics|Paleogeography,Christopher Scotese,https://scholar.google.com/citations?view_op=medium_photo&user=2Yb1IB0AAAAJ,4116,62,36,137,74,0,0
83692,"Professor, Australian National University",@anu.edu.au,18369,o0wCKpYAAAAJ,{'indices'},Paleomagnetism|Environmental Magnetism|Geophysics|Geology|Paleoclimate,Andrew P Roberts,https://scholar.google.com/citations?view_op=medium_photo&user=o0wCKpYAAAAJ,8068,71,44,217,158,0,0
83693,Trinity College Dublin,@tcd.ie,18268,5r23J_EAAAAJ,{'indices'},oceanography|paleoceanography|geochemistry|geology,Gerald Dickens,https://scholar.google.com/citations?view_op=medium_photo&user=5r23J_EAAAAJ,5809,61,33,144,97,0,0
83694,"Professor of Geological Sciences, Stanford University",@stanford.edu,18201,W0-tM5gAAAAJ,{'indices'},geology,stephan a. graham,https://scholar.google.com/citations?view_op=medium_photo&user=W0-tM5gAAAAJ,7577,76,47,189,147,0,0
83695,"Earth Sciences, ETH-Zurich",@erdw.ethz.ch,17537,NLYYGMwAAAAJ,{'indices'},Geology|numerical modelling|tectonophysics,Jean-Pierre Burg,https://scholar.google.com/citations?view_op=medium_photo&user=NLYYGMwAAAAJ,5228,70,40,232,146,0,0
83696,ETH Zurich,@erdw.ethz.ch,17290,2Z5yhVIAAAAJ,{'indices'},geology|geochemistry|biogeochemistry,Stefano Bernasconi,https://scholar.google.com/citations?view_op=medium_photo&user=2Z5yhVIAAAAJ,7834,71,46,225,189,0,0
83697,Professor Earth Sciences University of Cambridge,@esc.cam.ac.uk,17039,6mqvBSIAAAAJ,{'indices'},Geology|carbon sequestration,Michael Bickle,https://scholar.google.com/citations?view_op=medium_photo&user=6mqvBSIAAAAJ,4396,72,34,168,94,0,0
83698,"Professor (Emeritus) of Quaternary Sciences, Department of Geology, Lund University",@geol.lu.se,16782,yvmt6m4AAAAJ,{'indices'},Geology|Earth Science|paleoclimate|sea level changes|Quaternary stratigraphy,Svante Björck,https://scholar.google.com/citations?view_op=medium_photo&user=yvmt6m4AAAAJ,5064,68,35,184,103,0,0
83699,"Professor für Geologie, RWTH Aachen",@emr.rwth-aachen.de,16746,dKjduzYAAAAJ,{'indices'},Geology,Ralf Littke,https://scholar.google.com/citations?view_op=medium_photo&user=dKjduzYAAAAJ,7664,66,40,247,182,0,0
83700,Mount Holyoke College,@mtholyoke.edu,16731,PUYhogcAAAAJ,{'indices'},geology|chemistry|biology|planetary science,Melinda Dyar,https://scholar.google.com/citations?view_op=medium_photo&user=PUYhogcAAAAJ,8762,67,42,229,165,0,0
83701,"Professor of Geology, University of Florida",@ufl.edu,16669,WFrJn7UAAAAJ,{'indices'},Geology|UF-Geology|Paleomagnetism,Channell JET,https://scholar.google.com/citations?view_op=medium_photo&user=WFrJn7UAAAAJ,4278,76,34,200,121,0,0
83702,"Duke University, MagLab FSU",@magnet.fsu.edu,16644,OEZ2DacAAAAJ,{'indices'},Ocean Science|Geochemistry|Geology|Chemical Oceanography,Philip Froelich,https://scholar.google.com/citations?view_op=medium_photo&user=OEZ2DacAAAAJ,3387,51,24,73,50,0,0
83703,California Institute of Technology,@gps.caltech.edu,16345,DvYzx-wAAAAJ,{'indices'},Geology,Brian Wernicke,https://scholar.google.com/citations?view_op=medium_photo&user=DvYzx-wAAAAJ,3353,60,29,105,63,0,0
83704,"Professor of Geology, Royal Holloway University of London",@es.rhul.ac.uk,16167,HLGpuDMAAAAJ,{'indices'},SE Asia|Tectonics|Geology,Robert Hall,https://scholar.google.com/citations?view_op=medium_photo&user=HLGpuDMAAAAJ,7110,61,42,172,122,0,0
83705,"Research Associate, Natural History Museum, London UK",@nhm.ac.uk,16149,2sIgK6wAAAAJ,{'indices'},geology|petrology|volcanology|geochemistry,alan woolley,https://scholar.google.com/citations?view_op=medium_photo&user=2sIgK6wAAAAJ,4668,44,27,93,47,0,0
83706,Tuebingen University,@uni-tuebingen.de,16028,-YdQxHUAAAAJ,{'indices'},geology|micropaleontology|paleoceanography|protistology,Ch Hemleben,https://scholar.google.com/citations?view_op=medium_photo&user=-YdQxHUAAAAJ,4408,65,32,153,95,0,0
83707,"Geologist, US Geological Survey",@usgs.gov,15977,VLDRHDcAAAAJ,{'indices'},geology|volcanology,james g moore,https://scholar.google.com/citations?view_op=medium_photo&user=VLDRHDcAAAAJ,1826,70,21,158,57,0,0
83708,Louisiana State University,@lsu.edu,15933,DZwEtdMAAAAJ,{'indices'},Geology|Earth sciences,Peter D. Clift,https://scholar.google.com/citations?view_op=medium_photo&user=DZwEtdMAAAAJ,8128,70,49,226,163,0,0
83709,"Palaeoecologist, Landcare Research",@landcareresearch.co.nz,15857,aGjqYO4AAAAJ,{'indices'},Palaeoecology|biogeography|ecology|geology,Matt S McGlone,https://scholar.google.com/citations?view_op=medium_photo&user=aGjqYO4AAAAJ,5200,68,38,164,105,0,0
83710,University of California Santa Cruz,@ucsc.edu,15591,RNeP4toAAAAJ,{'indices'},geology|geochemistry,James Gill,https://scholar.google.com/citations?view_op=medium_photo&user=RNeP4toAAAAJ,3185,59,27,117,73,0,0
83711,"Professor of Geology, Istanbul Technical University, Eurasian Institute of Earth Sciences …",@itu.edu.tr,15576,bG8g-5MAAAAJ,{'indices'},Geology|tectonics|metamorphic petrology|stratigraphy|structural geology,Aral I Okay,https://scholar.google.com/citations?view_op=medium_photo&user=bG8g-5MAAAAJ,5717,63,42,134,113,0,0
83712,"Professor, China University of Geosciences Beijing",@cugb.edu.cn,15391,YBgupacAAAAJ,{'indices'},Geology|Geochemistry,Zhidan Zhao / 赵志丹,https://scholar.google.com/citations?view_op=medium_photo&user=YBgupacAAAAJ,8833,59,47,165,133,0,0
83713,"Institute of Vertebrate Paleontology and Paleoanthropology, Chinese Academy of Sciences",@vip.sina.com,15349,aLblwX0AAAAJ,{'indices'},Paleontology|Evolutionary Biology|Geology,Xing Xu,https://scholar.google.com/citations?view_op=medium_photo&user=aLblwX0AAAAJ,6174,64,41,190,162,0,0
83714,"Professor of Earth and Planetary Sciences, University of New Mexico",@unm.edu,15288,qZUyDngAAAAJ,{'indices'},Geology|tectonics|structural geology|science education|geosciences,Karl Karlstrom,https://scholar.google.com/citations?view_op=medium_photo&user=qZUyDngAAAAJ,5598,58,32,184,100,0,0
83715,Carnegie Institution for Science,@carnegiescience.edu,15066,h599XFwAAAAJ,{'indices'},geology|isotope geochemistry|continent formation|mantle evolution|diamond formation,Steve Shirey,https://scholar.google.com/citations?view_op=medium_photo&user=h599XFwAAAAJ,4544,64,34,127,91,0,0
83716,"Jackson School of Geosciences, University of Texas at Austin",@jsg.utexas.edu,15004,dXMQVFIAAAAJ,{'indices'},geology|computed tomography|thermochronology,Richard Ketcham,https://scholar.google.com/citations?view_op=medium_photo&user=dXMQVFIAAAAJ,6631,57,41,131,100,0,0
83717,"Department of Geophysics, Stanford University",@stanford.edu,14971,R73nAI4AAAAJ,{'indices'},Seismology|Geophysics|Geology|Earth Science,Greg Beroza,https://scholar.google.com/citations?view_op=medium_photo&user=R73nAI4AAAAJ,5993,62,42,134,104,0,0
83718,"Oxford University, University of North Carolina at Chapel Hill, Stanford University, University …",@pitt.edu,14709,XC1GTa4AAAAJ,{'indices'},geology,Charles E. Jones,https://scholar.google.com/citations?view_op=medium_photo&user=XC1GTa4AAAAJ,5536,51,34,181,107,0,0
83719,Virginia Tech,@vt.edu,14456,zwvROeUAAAAJ,{'indices'},Paleontology|Paleobiology|Geology|Geobiology,Shuhai Xiao,https://scholar.google.com/citations?view_op=medium_photo&user=zwvROeUAAAAJ,6779,65,47,182,158,0,0
83720,"University Distinguished Professor, Boise State University",@boisestate.edu,14422,xSyB1KQAAAAJ,{'indices'},Geology|Geochemistry|Metamorphic petrology|Paleoclimatology|Geochronology,Matt Kohn,https://scholar.google.com/citations?view_op=medium_photo&user=xSyB1KQAAAAJ,5939,63,44,126,106,0,0
83721,"Department of Geosciences, University of Wisconsin-Madison",@geology.wisc.edu,14298,0etzx-QAAAAJ,{'indices'},Geology|Astrobiology|Isotope Geochemistry,Brian Beard,https://scholar.google.com/citations?view_op=medium_photo&user=0etzx-QAAAAJ,5712,66,45,148,127,0,0
83722,"School of Earth Sciences, The University of Melbourne",@unimelb.edu.au,14247,jr2g8BkAAAAJ,{'indices'},geology|geochemistry|magmatic processes,Janet Hergt,https://scholar.google.com/citations?view_op=medium_photo&user=jr2g8BkAAAAJ,6450,52,31,92,77,0,0
83723,China University of Geosciences Beijing,@mines.edu,14044,UXiAz8oAAAAJ,{'indices'},Economic Geology|Geology|Geochemistry,Richard J. Goldfarb,https://scholar.google.com/citations?view_op=medium_photo&user=UXiAz8oAAAAJ,6103,51,38,96,69,0,0
83724,"Professor of Geological Sciences [Emeritus], Stanford University, CSIRO, GNS Science",@stanford.edu,13916,xMEYWr0AAAAJ,{'indices'},Earth Sciences|Geophysics|Geochemistry|Geology|Isotope Science,Michael McWilliams,https://scholar.google.com/citations?view_op=medium_photo&user=xMEYWr0AAAAJ,3185,62,30,130,64,0,0
83725,"professeur honoraire, Université Lausanne",@unil.ch,13769,JBMGj0YAAAAJ,{'indices'},geology|geodynamics|tethyan geology,Gérard Stampfli,https://scholar.google.com/citations?view_op=medium_photo&user=JBMGj0YAAAAJ,4951,54,33,101,61,0,0
83726,University of South Florida,@usf.edu,13746,RPeG8LUAAAAJ,{'indices'},geology|geochemistry|volcanology,Marc J. Defant,https://scholar.google.com/citations?view_op=medium_photo&user=RPeG8LUAAAAJ,4274,36,21,46,32,0,0
83727,"Professor for chemical paleo-oceanography, GEOMAR, Kiel",@geomar.de,13549,d-uUnhwAAAAJ,{'indices'},Paleooceanography|geology|low temperature geochemistry,Martin Frank,https://scholar.google.com/citations?view_op=medium_photo&user=d-uUnhwAAAAJ,5552,64,41,185,155,0,0
83728,North Carolina State University,@ncsu.edu,13419,fx5CNeMAAAAJ,{'indices'},Geology|Geomorphology|Quaternary science|Geochronology|Natural hazards,Lewis Andrew Owen,https://scholar.google.com/citations?view_op=medium_photo&user=fx5CNeMAAAAJ,5385,67,37,177,141,0,0
83729,University of Michigan,@umich.edu,13393,3Qh_Y1YAAAAJ,{'indices'},geology,Christopher N. Smith,https://scholar.google.com/citations?view_op=medium_photo&user=3Qh_Y1YAAAAJ,4935,53,35,165,80,0,0
83730,"Professor of Palaeobiology, Leicester University",@le.ac.uk,13355,jeHXaswAAAAJ,{'indices'},Anthropocene|biosphere|Palaeontology|Palaeoclimatology|Geology,Mark Williams,https://scholar.google.com/citations?view_op=medium_photo&user=jeHXaswAAAAJ,8308,49,33,155,95,0,0
83731,Smithsonian,@si.edu,13291,2BFy8QIAAAAJ,{'indices'},paleontology|palynology|geology|evolution,Carlos Jaramillo,https://scholar.google.com/citations?view_op=medium_photo&user=2BFy8QIAAAAJ,7448,56,41,170,138,0,0
83732,"Emeritus Professor of Sedimentary Geology, Imperial College London",@imperial.ac.uk,13150,3Df8hKIAAAAJ,{'indices'},geology|geosciences,Philip Allen,https://scholar.google.com/citations?view_op=medium_photo&user=3Df8hKIAAAAJ,4249,54,36,100,71,0,0
83733,"Professor of Palaeobiology, University of Leicester",@le.ac.uk,13150,lu0YlfYAAAAJ,{'indices'},geology,Jan Zalasiewicz,https://scholar.google.com/citations?view_op=medium_photo&user=lu0YlfYAAAAJ,8229,50,34,134,86,0,0
83734,"Professor of Earth and Planetary Sciences, UC Santa Cruz",@ucsc.edu,12996,rZgr7JAAAAAJ,{'indices'},Geology|Geophysics,J.Casey Moore,https://scholar.google.com/citations?view_op=medium_photo&user=rZgr7JAAAAAJ,2605,62,26,162,69,0,0
83735,"Honorary Professor, School of Earth and Ocean Sciences, Cardiff University",@cardiff.ac.uk,12974,e_-D6EQAAAAJ,{'indices'},paleoclimate|micropaleontology|geology|geobiology|foraminifera,Paul N. Pearson,https://scholar.google.com/citations?view_op=medium_photo&user=e_-D6EQAAAAJ,5631,54,36,124,89,0,0
83736,"Tectonics and Earth Systems Group (TES), Dept. of Earth Sciences, The University of …",@adelaide.edu.au,12865,mdIoI48AAAAJ,{'indices'},Geology|Tectonics|Geochronology|Earth System History,Alan S Collins,https://scholar.google.com/citations?view_op=medium_photo&user=mdIoI48AAAAJ,6693,56,40,145,122,0,0
83737,Penn State University,@psu.edu,12844,tjj5U8AAAAAJ,{'indices'},geology,Terry Engelder,https://scholar.google.com/citations?view_op=medium_photo&user=tjj5U8AAAAAJ,3421,61,28,137,83,0,0
83738,"Professor of Earth and Space Sciences, University of Washington, Seattle",@uw.edu,12837,uCjZ69sAAAAJ,{'indices'},geophysics|geology|geochemistry|planetary science,Mark A. RICHARDS,https://scholar.google.com/citations?view_op=medium_photo&user=uCjZ69sAAAAJ,2655,53,26,87,58,0,0
83739,"Professor of Geology, Earth Sciences, St. Francis Xavier University",@stfx.ca,12799,hiAjcCgAAAAJ,{'indices'},Geology|Tectonics|Petrology|Geochemistry,J. Brendan Murphy,https://scholar.google.com/citations?view_op=medium_photo&user=hiAjcCgAAAAJ,5177,61,36,192,119,0,0
83740,"Bureau of Economic Geology, University of Texas at Austin",@beg.utexas.edu,12669,npB7jAMAAAAJ,{'indices'},geology,MPA Jackson,https://scholar.google.com/citations?view_op=medium_photo&user=npB7jAMAAAAJ,3884,54,34,132,83,0,0
83741,"Professor, School of Earth & Environmental Sciences, The University of Queensland",@uq.edu.au,12416,vKt0kAEAAAAJ,{'indices'},geology|geochemistry|geochronology|palaeoclimatology|archaeology,Jian-xin Zhao,https://scholar.google.com/citations?view_op=medium_photo&user=vKt0kAEAAAAJ,6166,62,40,226,176,0,0
83742,"Professor, Dept. of Earth Sciences, University College London",@ucl.ac.uk,12416,nA_HNR0AAAAJ,{'indices'},Geology|Paleoclimate|Paleoceanography|Micropaleontology|Nannoplankton,Paul Bown,https://scholar.google.com/citations?view_op=medium_photo&user=nA_HNR0AAAAJ,5095,56,37,140,103,0,0
83743,"Student at faculty of petroleum and mining engineering, Suez University",@pme.suezuni.edu.eg,12367,SaBPCIAAAAAJ,{'indices'},Geology|Geophysics and Geotechnical engineering,Mohamad Siraj,https://scholar.google.com/citations?view_op=medium_photo&user=SaBPCIAAAAAJ,7277,63,47,171,148,0,0
83744,Dr Geology Geological Survey of Israel,@gsi.gov.il,12348,xUy5b24AAAAJ,{'indices'},geology|speleothems|paleoclimate,Miryam Bar-Matthews,https://scholar.google.com/citations?view_op=medium_photo&user=xUy5b24AAAAJ,5044,54,40,109,81,0,0
