,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
135690,"Professeur de mathématiques, Aix-Marseille Université",@univ-amu.fr,5355,GoLlI7UAAAAJ,{'indices'},Partial Differential Equations|Analysis|Propagation Phenomena|Reaction-Diffusion Equations,Francois Hamel,https://scholar.google.com/citations?view_op=medium_photo&user=GoLlI7UAAAAJ,2503,37,30,77,54,0,0
135691,İnönü Üniversitesi,@inonu.edu.tr,5159,uhWs28gAAAAJ,{'indices'},Analysis|Functional Analysis|Summability Theory|Sequence Spaces,Feyzi Başar,https://scholar.google.com/citations?view_op=medium_photo&user=uhWs28gAAAAJ,2316,37,28,84,65,0,0
135692,Lncc,@lncc.br,5142,vWdGqSYAAAAJ,{'indices'},Partial Differential Equations|Analysis,Jaime E. Muñoz Rivera,https://scholar.google.com/citations?view_op=medium_photo&user=vWdGqSYAAAAJ,2203,38,25,100,55,0,0
135693,Bonn University,@uni-bonn.de,5107,4Ap41EAAAAAJ,{'indices'},Probability|Analysis|Geometry,Karl-Theodor Sturm,https://scholar.google.com/citations?view_op=medium_photo&user=4Ap41EAAAAAJ,2350,32,21,59,37,0,0
135694,"Institute for applied mathematics, University of Bonn",@uni-bonn.de,4945,p4fZxpIAAAAJ,{'indices'},Analysis|Mechanik|Variationsrechnung,Sergio Conti,https://scholar.google.com/citations?view_op=medium_photo&user=p4fZxpIAAAAJ,2012,37,25,105,61,0,0
135695,"University of Minnesota, Twin Cities",@umn.edu,4873,iUJHucMAAAAJ,{'indices'},Probability Theory|Analysis|Information Theory|Convex Geometry|Discrete Mathematics,Sergey Bobkov,https://scholar.google.com/citations?view_op=medium_photo&user=iUJHucMAAAAJ,2030,37,25,79,54,0,0
135696,GIS Manager,@usgs.gov,4842,LQSsPA4AAAAJ,{'indices'},GIS|Cartography|Analysis|Topography|Image,Trent M. Hare,https://scholar.google.com/citations?view_op=medium_photo&user=LQSsPA4AAAAJ,1909,35,21,76,42,0,0
135697,Argonne National Laboratory / Northern Illinois University,@anl.gov,4711,pQwfBFwAAAAJ,{'indices'},visualization|analysis|high performance computing,Michael E. Papka,https://scholar.google.com/citations?view_op=medium_photo&user=pQwfBFwAAAAJ,1781,31,20,82,46,0,0
135698,"Profeesor of mathematics, Rutgers University",@math.rutgers.edu,4532,r-yXetQAAAAJ,{'indices'},Analysis|PDE|mathematical Physics|Scattering Theory,avy soffer,https://scholar.google.com/citations?view_op=medium_photo&user=r-yXetQAAAAJ,1247,35,21,65,37,0,0
135699,"Professor of Mathematics, Graz University of Technology",@tugraz.at,4489,KrIDP2sAAAAJ,{'indices'},Number Theory|Analysis|Probabilty,Robert Tichy,https://scholar.google.com/citations?view_op=medium_photo&user=KrIDP2sAAAAJ,1121,32,14,98,24,0,0
135700,Professor of Mathematics,@math.gatech.edu,4448,dkXcmTMAAAAJ,{'indices'},Analysis|Mathematical Physics,Michael Loss,https://scholar.google.com/citations?view_op=medium_photo&user=dkXcmTMAAAAJ,1296,38,21,83,44,0,0
135701,"Professor of Pharmaceutical  Chemistry. Pharmacy, Alexandria University, Egypt.University",@pharmacy.alexu.edu.eg,4160,x6G4MbgAAAAJ,{'indices'},Drug design|Synthesis|Analysis|Cancer Nanotechnology|Bioactives from co-products,Adnan A. Bekhit,https://scholar.google.com/citations?view_op=medium_photo&user=x6G4MbgAAAAJ,2313,34,27,77,62,0,0
135702,California Institute of Technology,,4154,RXzqE3YAAAAJ,{'indices'},Probability|Machine Learning|Optimization|Analysis,"Clint Scovel, James C. Scovel",https://scholar.google.com/citations?view_op=medium_photo&user=RXzqE3YAAAAJ,1282,32,18,52,24,0,0
135703,The Institute of Cancer Research,@icr.ac.uk,4131,W5LjGBcAAAAJ,{'indices'},Cancer Genetics|Prostate Cancer|Analysis|Statistics,Tokhir Dadaev,https://scholar.google.com/citations?view_op=medium_photo&user=W5LjGBcAAAAJ,3129,23,23,32,30,0,0
135704,"Professor of Mathematics, Caltech",@caltech.edu,4101,shUpPi8AAAAJ,{'indices'},Mathematical Physics|Analysis,Rupert Frank,https://scholar.google.com/citations?view_op=medium_photo&user=shUpPi8AAAAJ,2769,33,25,90,65,0,0
135705,"Professor of Mathematics, Babeș-Bolyai University Cluj-Napoca",@math.ubbcluj.ro,3980,kOS-Q18AAAAJ,{'indices'},Mathematics|Analysis|Academy of Romanian Scientists,Adrian Petrusel,https://scholar.google.com/citations?view_op=medium_photo&user=kOS-Q18AAAAJ,1801,30,19,81,45,0,0
135706,Delft University of Technology,@tudelft.nl,3953,NRBPWvQAAAAJ,{'indices'},Analysis|Functional Analysis|Operator Theory|Noncommutative Integration,Ben de Pagter,https://scholar.google.com/citations?view_op=medium_photo&user=NRBPWvQAAAAJ,1092,35,18,63,32,0,0
135707,Professor of Mathematics (Universitat Politecnica de Valencia),@mat.upv.es,3854,V3B9EBMAAAAJ,{'indices'},Analysis|Dynamical Systems|Chaos|Operator Theory,Alfred Peris,https://scholar.google.com/citations?view_op=medium_photo&user=V3B9EBMAAAAJ,1675,36,20,65,43,0,0
135708,ICMat-CSIC,@icmat.es,3851,8uvGWKYAAAAJ,{'indices'},Analysis|Partial Differential Equations|Fluid Mechanics,Diego Cordoba,https://scholar.google.com/citations?view_op=medium_photo&user=8uvGWKYAAAAJ,1873,34,25,62,51,0,0
135709,None,,3824,Z-udY2MAAAAJ,{'indices'},Machine learning|analysis,Andrew Jennings,https://scholar.google.com/citations?view_op=medium_photo&user=Z-udY2MAAAAJ,1314,33,20,87,42,0,0
135710,Professor of Mathematics,@gakushuin.ac.jp,3773,7fQTWV0AAAAJ,{'indices'},Analysis|PDE|Mathematical Physics,Kenji Yajima,https://scholar.google.com/citations?view_op=medium_photo&user=7fQTWV0AAAAJ,886,30,14,56,27,0,0
135711,"State Key Laboratory of Pollution Control and Resources Reuse, College of Environmental …",@tongji.edu.cn,3721,ifN8faYAAAAJ,{'indices'},Identification|Analysis|Formation|and Control of Disinfection Byproducts in …,Wen-hai Chu,https://scholar.google.com/citations?view_op=medium_photo&user=ifN8faYAAAAJ,3068,35,32,83,76,0,0
135712,"Professor of Electrical and Computer Engineering, UNLV",@unlv.edu,3688,mnoV9msAAAAJ,{'indices'},systems|control|dynamics|analysis|transportation systems,Pushkin Kachroo,https://scholar.google.com/citations?view_op=medium_photo&user=mnoV9msAAAAJ,1500,31,22,86,43,0,0
135713,Arizona State University,@asu.edu,3665,kOZrmNQAAAAJ,{'indices'},analysis|mathematical physics|special functions|quantum mechanics|quantum optics,Sergei K. Suslov,https://scholar.google.com/citations?view_op=medium_photo&user=kOZrmNQAAAAJ,730,30,12,68,17,0,0
135714,Group Leader (R&D) at Promega Corporation,@promega.com,3545,SJYiFJ0AAAAJ,{'indices'},Antibody and Protein purification|analysis|and characterization. Development of …,nidhi nath,https://scholar.google.com/citations?view_op=medium_photo&user=SJYiFJ0AAAAJ,785,18,13,23,16,0,0
135715,"professor of mathematics, University of Athens",@math.uoa.gr,3533,DaGG0d4AAAAJ,{'indices'},Analysis|pde|dynamics|geometric analysis,nicholas Alikakos,https://scholar.google.com/citations?view_op=medium_photo&user=DaGG0d4AAAAJ,889,30,14,57,22,0,0
135716,Department of Healthcare Administration and Medical Informatics; Research Center for …,,3512,dwjIZ_IAAAAJ,{'indices'},Optimization|Control|Artificial Intelligence|Software Engineering|Analysis,Yeong-Cheng Liou,https://scholar.google.com/citations?view_op=medium_photo&user=dwjIZ_IAAAAJ,1343,36,20,81,34,0,0
135717,Google,@google.com,3485,R_-vzSEAAAAJ,{'indices'},visualization|analysis|high performance computing|parallel computing,Jeremy Meredith,https://scholar.google.com/citations?view_op=medium_photo&user=R_-vzSEAAAAJ,1898,26,20,42,28,0,0
135718,UT Austin,@math.utexas.edu,3416,UnuEcZEAAAAJ,{'indices'},analysis|statistics|optimization,Rachel Ward,https://scholar.google.com/citations?view_op=medium_photo&user=UnuEcZEAAAAJ,2505,29,24,47,41,0,0
135719,"Professor of Mathematics, University LA SAPIENZA, Rome, Italy",@sbai.uniroma1.it,3347,G-EaBPkAAAAJ,{'indices'},Applied Mathematics|Mathematical Physics|Mathematical|Analysis,Sandra CARILLO,https://scholar.google.com/citations?view_op=medium_photo&user=G-EaBPkAAAAJ,883,31,16,57,26,0,0
135720,"Dipartimento di Matematica, ""Sapienza"" Università di Roma",@uniroma1.it,3316,5323QmUAAAAJ,{'indices'},Analysis|Elliptic and parabolic nonlinear equations,Luigi Orsina,https://scholar.google.com/citations?view_op=medium_photo&user=5323QmUAAAAJ,1317,27,16,47,27,0,0
135721,Google,@google.com,3296,EMQBQoAAAAAJ,{'indices'},Internet|Mobile|Systems|Measurements|Analysis,Vasileios Pappas,https://scholar.google.com/citations?view_op=medium_photo&user=EMQBQoAAAAAJ,1761,22,17,34,27,0,0
135722,"University of Amsterdam, Centrum Wiskunde & Informatica",@uva.nl,3293,IYzFozQAAAAJ,{'indices'},Analysis|Bayesian statistics|functional analysis|geometry|model selection,Alexander Ly,https://scholar.google.com/citations?view_op=medium_photo&user=IYzFozQAAAAJ,3243,25,25,30,30,0,0
135723,Johns Hopkins university,@math.jhu.edu,3256,sd1Qv2EAAAAJ,{'indices'},PDEs|dynamical systems|Analysis|Geometry,yannick sire,https://scholar.google.com/citations?view_op=medium_photo&user=sd1Qv2EAAAAJ,2354,24,20,55,43,0,0
135724,INRA,@inra.fr,3186,zwLqmrYAAAAJ,{'indices'},Integrated|analysis|modelling|design and assessment of agricultural and …,Olivier Therond,https://scholar.google.com/citations?view_op=medium_photo&user=zwLqmrYAAAAJ,2159,31,26,56,47,0,0
135725,"Professor of Mathematics, Weizmann Institute of Science",@weizmann.ac.il,3090,UT5ymwEAAAAJ,{'indices'},geometry|analysis|differential equations,yomdin,https://scholar.google.com/citations?view_op=medium_photo&user=UT5ymwEAAAAJ,757,26,14,72,24,0,0
135726,"Professor of Mathematics, University of Texas at Austin",@math.utexas.edu,3021,b7tHpQ4AAAAJ,{'indices'},Analysis,William Beckner,https://scholar.google.com/citations?view_op=medium_photo&user=b7tHpQ4AAAAJ,969,18,14,27,15,0,0
135727,University of Wisconsin-Madison,@wisc.edu,2986,Le0fJWUAAAAJ,{'indices'},Design|Analysis|Control and Fault Diagnosis of Electrical …,Bashir Mahdi Ebrahimi,https://scholar.google.com/citations?view_op=medium_photo&user=Le0fJWUAAAAJ,1501,28,21,47,33,0,0
135728,"Center for Research Facilities, Yeungnam University",@ynu.ac.kr,2926,xo-H2R0AAAAJ,{'indices'},Materials science|Analysis,Bong-Ki Min,https://scholar.google.com/citations?view_op=medium_photo&user=xo-H2R0AAAAJ,2085,30,26,71,55,0,0
135729,National Weather Service / NOAA,@noaa.gov,2862,YdiIld0AAAAJ,{'indices'},Modeling|forecast|analysis|and verification of the atmosphere and the …,"Young-Joon ""YJ"" Kim",https://scholar.google.com/citations?view_op=medium_photo&user=YdiIld0AAAAJ,971,25,16,55,22,0,0
135730,"Université Lyon 1, Institut Camille Jordan",@math.univ-lyon1.fr,2840,7eUhW3MAAAAJ,{'indices'},Analysis|Probability,Ivan Gentil,https://scholar.google.com/citations?view_op=medium_photo&user=7eUhW3MAAAAJ,1455,22,15,30,20,0,0
135731,"Professor of Mathematics, University of Central Florida, Orlando, FL, 32817",@ucf.edu,2826,XWtQbMgAAAAJ,{'indices'},Analysis|Differential Equations|Fluid Mathematics|Frame Theory,Ram Mohapatra,https://scholar.google.com/citations?view_op=medium_photo&user=XWtQbMgAAAAJ,1039,26,16,58,25,0,0
135732,"Emeritus Professor of Mathematics, UCSB",@math.ucsb.edu,2804,ML6eUrUAAAAJ,{'indices'},Analysis,Stephen Simons,https://scholar.google.com/citations?view_op=medium_photo&user=ML6eUrUAAAAJ,490,28,9,55,8,0,0
135733,UNIVERSITY OF PATRAS,@upatras.gr,2774,NftfY4QAAAAJ,{'indices'},chemistry|pharmaceutics|analysis,CHRISTOS KONTOYANNIS,https://scholar.google.com/citations?view_op=medium_photo&user=NftfY4QAAAAJ,1026,28,16,45,23,0,0
135734,Professor,@uky.edu,2772,6eR2PyEAAAAJ,{'indices'},Bridges|Fiber Reinforced Polymer Composites|Analysis|Repair|Field Testing,Issam Harik,https://scholar.google.com/citations?view_op=medium_photo&user=6eR2PyEAAAAJ,1042,27,16,64,30,0,0
135735,Deutsch,@tum.de,2702,MDM5bz8AAAAJ,{'indices'},wireless communications|resource management|modeling|simulation|analysis,christian hartmann,https://scholar.google.com/citations?view_op=medium_photo&user=MDM5bz8AAAAJ,679,20,12,33,12,0,0
135736,"Professor of Social Medicine, Public Health and Health Management at the Faculty of …",@med.bg.ac.rs,2695,8WxUdZgAAAAJ,{'indices'},Analysis|Planning & Evaluation: Human Resources for …|Burden of Disease|Health Care Quality|Health Policy & Management,"Milena Santric Milicevic MD., Sci., MSc., PhD.",https://scholar.google.com/citations?view_op=medium_photo&user=8WxUdZgAAAAJ,2476,16,16,25,21,0,0
135737,"University of Toronto, Department of Mathematics",@math.toronto.edu,2669,9qVRm-AAAAAJ,{'indices'},Analysis,Almut Burchard,https://scholar.google.com/citations?view_op=medium_photo&user=9qVRm-AAAAAJ,647,24,14,33,18,0,0
135738,"Department of Mathematics, University of Texas at Austin",@math.utexas.edu,2637,oYetQoIAAAAJ,{'indices'},Analysis|Partial Differential Equations|Calculus of Variations|Geometric Measure Theory,Francesco Maggi,https://scholar.google.com/citations?view_op=medium_photo&user=oYetQoIAAAAJ,1620,23,18,41,35,0,0
135739,Washington State University,@wsu.edu,2595,EnToQ2oAAAAJ,{'indices'},computational chemistry|solutions|applied mathematics|analysis,Aurora E Clark,https://scholar.google.com/citations?view_op=medium_photo&user=EnToQ2oAAAAJ,1079,30,18,59,40,0,0
135740,Tehran university of medical sciences,@sina.tums.ac.ir,2561,iP2pbcIAAAAJ,{'indices'},food|control|analysis,Mannan Hajimahmoodi,https://scholar.google.com/citations?view_op=medium_photo&user=iP2pbcIAAAAJ,1453,27,20,54,46,0,0
135741,"Professor of Mathematics, University of Vienna",@univie.ac.at,2444,KG2ES7sAAAAJ,{'indices'},Differential Geometry|Analysis|Algebra,Andreas Cap,https://scholar.google.com/citations?view_op=medium_photo&user=KG2ES7sAAAAJ,786,23,12,43,15,0,0
135742,"Ohio-State.University, Columbus, Ohio",@math.ohio-state.edu,2299,yKc9M2gAAAAJ,{'indices'},topology|geometry|analysis,Dan Burghelea,https://scholar.google.com/citations?view_op=medium_photo&user=yKc9M2gAAAAJ,470,26,11,54,13,0,0
135743,Professor of Pure Mathematics,@bristol.ac.uk,2289,58vl1uIAAAAJ,{'indices'},Analysis,Michiel van den Berg,https://scholar.google.com/citations?view_op=medium_photo&user=58vl1uIAAAAJ,696,28,16,68,27,0,0
135744,"Professor of Mathematics, Jadavpur University",@jdvu.ac.in,2229,aQWe7WYAAAAJ,{'indices'},Set Theory|Set Theoretic and General Topology|Analysis,Pratulananda Das,https://scholar.google.com/citations?view_op=medium_photo&user=aQWe7WYAAAAJ,1220,24,19,42,33,0,0
135745,ICREA Research Professor at CRM,@crm.cat,2204,SJXrd5EAAAAJ,{'indices'},Analysis,Sergey Tikhonov,https://scholar.google.com/citations?view_op=medium_photo&user=SJXrd5EAAAAJ,1370,26,20,62,42,0,0
135746,University of Connecticut,@uconn.edu,2112,PBKSZmIAAAAJ,{'indices'},Probability|Analysis|Geometric analysis|Sub-Riemannian geometry,Fabrice Baudoin,https://scholar.google.com/citations?view_op=medium_photo&user=PBKSZmIAAAAJ,1071,26,19,49,40,0,0
135747,"Professor of Mathematics, University of Washington",@math.washington.edu,2045,YXu3qgYAAAAJ,{'indices'},Analysis|Partial Differential Equations,Hart F Smith,https://scholar.google.com/citations?view_op=medium_photo&user=YXu3qgYAAAAJ,568,20,15,31,16,0,0
135748,"Robert Davis Distinguished Professor and Head, Chemical & Materials Engineering",@nmsu.edu,2038,zr6VfCgAAAAJ,{'indices'},chemical process design|analysis|and simulation,"David A. Rockstraw, Ph. D., PE",https://scholar.google.com/citations?view_op=medium_photo&user=zr6VfCgAAAAJ,680,17,10,19,10,0,0
135749,"Head of GeoScience Laboratory, Faculty of Geo-Information Science and Earth Observation …",@utwente.nl,1993,84meR68AAAAJ,{'indices'},chemistry|analysis,Caroline Lievens,https://scholar.google.com/citations?view_op=medium_photo&user=84meR68AAAAJ,1363,27,24,32,30,0,0
135750,"School of Mathematics, Georgia Institute of Technology",@math.gatech.edu,1985,mJyp9r4AAAAJ,{'indices'},partial differential equations|analysis|optimal control,Andrzej Swiech,https://scholar.google.com/citations?view_op=medium_photo&user=mJyp9r4AAAAJ,858,23,16,40,23,0,0
135751,Professor of Mathematics,,1935,I_N0o7IAAAAJ,{'indices'},Analysis|Probability|PDE|Fractional Calculus|Special Series and Functions,zivorad tomovski,https://scholar.google.com/citations?view_op=medium_photo&user=I_N0o7IAAAAJ,1217,20,16,35,22,0,0
135752,"Research Associate Professor, University of Washington",@uw.edu,1928,Dkh-qNUAAAAJ,{'indices'},Children's Mental Health|Juvenile Justice|Family Support|Analysis,Michael D. Pullmann,https://scholar.google.com/citations?view_op=medium_photo&user=Dkh-qNUAAAAJ,1402,26,21,44,38,0,0
135753,"Professor of Mathematics, Universität Regensburg",@ur.de,1924,F7ppNroAAAAJ,{'indices'},Mathematical physics|analysis|differential geometry,Felix Finster,https://scholar.google.com/citations?view_op=medium_photo&user=F7ppNroAAAAJ,866,24,15,57,32,0,0
