Unnamed: 0,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
184383,The University of Newcastle,,8938,B8ExfA8AAAAJ,{'indices'},error,Ajay S. Karakoti,nan,4972,40,35,63,53,0,0
184384,"Professor, Burnett School of Biomedical Science, University of Central Florida",,8848,Gf365eQAAAAJ,{'indices'},Metal and metalloid metabolism|metalloenzymes|selenoproteins|cerium oxide nanomaterials|redox-active nanomaterials,William T. Self,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Gf365eQAAAAJ&citpid=2,5125,41,31,63,51,0,0
184385,Principal Scientist,,7490,3M0sbFoAAAAJ,{'indices'},Abiomed.com,Soumen Das,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3M0sbFoAAAAJ&citpid=2,4983,31,28,44,41,0,0
184386,"Distinguished University Professor and Chair, Mech & Mater Engineering, Florida International",,12552,l8bhxd0AAAAJ,{'indices'},Thermal Spray|Ultrahigh Temp Ceramics|SPS|Nanotube composites and coatings|Nanoindentation,Arvind Agarwal,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=l8bhxd0AAAAJ&citpid=4,7137,58,41,185,152,0,0
184387,"Co-Founder, Parisodhana Technologies Pvt. Ltd.",,3353,_tG6ccEAAAAJ,{'indices'},Product Development|Industrial Problem Solving|Surface and Interfacial Engineering/Analysis|Materials@Nanoscale|Materials Ch,Satyanarayana VNT Kuchibhatla,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_tG6ccEAAAAJ&citpid=2,1558,21,14,30,19,0,0
184388,"UCF, BRIDG, BSI",,2716,CCEbzLYAAAAJ,{'indices'},Advanced 3D Integration|Wafer Level Packaging|Sensors,Amit Kumar,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=CCEbzLYAAAAJ&citpid=2,1712,21,18,26,23,0,0
184389,"Associate Professor, Division of Biological and Life Sciences, Ahmedabad University, Gujarat, India",,4840,sQr5shUAAAAJ,{'indices'},Nanoscience and Nanotechnology|Nanozymes|Cancer Nanotechnology|Biosensing|Nanobiotechnology,Sanjay Singh,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=sQr5shUAAAAJ&citpid=2,3406,34,31,50,47,0,0
184390,University of Central Florida,,15358,LCkw0hQAAAAJ,{'indices'},Polymer|Self-assembly|Carbon Nanotubes|Graphene|ceramics,Lei Zhai,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LCkw0hQAAAAJ&citpid=3,8121,51,35,89,79,0,0
184391,Virginia Commonwealth University,,4947,sq3UWUdynmsC,{'indices'},Bioprinting|Neural Regeneration|Self-Folding|Biomedical Devices|Graphene Oxide,Daeha Joung,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=sq3UWUdynmsC&citpid=12,3137,17,15,21,21,0,0
184392,University of Central Florida,,8597,dQ7QCvoAAAAJ,{'indices'},,saiful I khondaker,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=sq3UWUdynmsC&citpid=12,4751,38,27,68,48,0,0
184393,"Assistant Professor, Materials Science and Engineering, Indian Institute of Technology, Patna",,2047,4hrHGWsAAAAJ,{'indices'},Ceramic Matrix and Metal Matrix Nanocomposite|Thermal Spraying|Tribology,Anup Kumar Keshri,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=4hrHGWsAAAAJ&citpid=2,1329,26,22,43,40,0,0
184394,Associate Professor at University of Central Florida,,5505,p1Q3peAAAAAJ,{'indices'},Computational Chemistry and Materials,Artem Masunov,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=p1Q3peAAAAAJ&citpid=2,2500,43,25,106,82,0,0
184395,"CIIRC, Jyothy Insitute of Technology Campus, Bengaluru",,1046,vcuI5skAAAAJ,{'indices'},Surfaces/Interface Physics|Advanced electron microscopy|nanostructures,Umananda Bhatta,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=vcuI5skAAAAJ&citpid=6,554,17,15,25,18,0,0
184396,"Professor of Materials Science and Chemical Engineering, The University of Tennessee",,2774,sTlBKLUAAAAJ,{'indices'},Nanomaterials|Thin films|Plasmonics|Renewable energy|Amorphous Materials,ramki kalyanaraman,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=sTlBKLUAAAAJ&citpid=2,949,29,18,60,29,0,0
184397,"Professor, North Dakota State University",,3924,OwUWmU0AAAAJ,{'indices'},Bio-organic chemistry|liposomes|drug delivery,Sanku Mallik,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=OwUWmU0AAAAJ&citpid=2,1890,37,26,93,55,0,0
184398,"Full Professor, Faculty of Foundry Engineering, AGH University of Science and Technology, Krakow",,1580,6LODBb8AAAAJ,{'indices'},Advanced Foundry Technology|Materials Science|Composites|Alloys Development|Specialty Aluminum,Jerzy Jozef Sobczak,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6LODBb8AAAAJ&citpid=6,576,21,10,45,10,0,0
184399,Clarkson University,,7074,rHq05n8AAAAJ,{'indices'},,S.V. Babu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6LODBb8AAAAJ&citpid=6,1698,47,19,168,67,0,0
