Unnamed: 0,affiliation,email_domain,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
593200,"Assoc. Prof., PhD. Eng., Technical University of Cluj-Napoca",,626.0,qCmQ54UAAAAJ,{'indices'},error,Adrian Todorut,nan,446.0,10,8,10,6,0,0
593201,Lecturer,,85.0,hI_k9vsAAAAJ,{'indices'},error,Nicolae Cordos,nan,66.0,4,4,1,1,0,0
593202,"Șef l. Dr. ing., Universitatea Tehnică din Cluj-Napoca",,34.0,Idm6sIMAAAAJ,{'indices'},error,Monica Bălcău,nan,21.0,3,2,0,0,0,0
593203,"Universitatea Tehnica din Cluj-Napoca, Technical University of Cluj-Napoca",,138.0,cDJC4IoAAAAJ,{'indices'},error,Andreia Molea,nan,111.0,5,5,4,3,0,0
593204,Sen. Res. Scientist III,,382.0,I5N06lMAAAAJ,{'indices'},error,Ramona - Crina Suciu,nan,243.0,12,10,14,10,0,0
593205,"Kutató, BME",,443.0,TFdMRYkAAAAJ,{'indices'},error,"ZÖLDY, Máté",nan,250.0,11,8,13,7,0,0
593206,"Lecturer, TU of Cluj Napoca",,76.0,9mnPvjoAAAAJ,{'indices'},error,Levente Kocsis,nan,72.0,5,5,2,2,0,0
593207,"Technical University of Cluj-Napoca Romania, Automotive Department",,172.0,HC8qL4IAAAAJ,{'indices'},Automotive|IT Hardware & Software,Calin Iclodean,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=HC8qL4IAAAAJ&citpid=3,165.0,6,6,5,4,0,0
593208,Associate Prifessir,,6182.0,jNGtny0AAAAJ,{'indices'},Travel behaviours,karen lucas,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=HC8qL4IAAAAJ&citpid=3,4132.0,34,28,73,57,0,0
593209,University of Leeds,,6755.0,bqLLtSkAAAAJ,{'indices'},mobility behaviour|transport policy|energy policy,Jillian Anable,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bqLLtSkAAAAJ&citpid=2,3945.0,35,29,70,52,0,0
593210,University of Leeds,,4096.0,tMmm7JcAAAAJ,{'indices'},Transport|Governance|Energy|Climate|Policy,Greg Marsden,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=tMmm7JcAAAAJ&citpid=2,2557.0,30,24,63,43,0,0
593211,"Institute of Geography and Sustainability, Faculty of Geosciences & Environment, University of",,7057.0,c8Ar3N4AAAAJ,{'indices'},Professor of Societal Impacts of Climate Change,Professor Julia K. Steinberger,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=c8Ar3N4AAAAJ&citpid=2,4841.0,39,34,55,47,0,0
593212,University of Leeds,,2045.0,fKb4eOYAAAAJ,{'indices'},Transport|energy and environment,Zia Wadud,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fKb4eOYAAAAJ&citpid=4,1587.0,21,18,34,27,0,0
593213,"Research Associate, University of Oxford - Senior Research Fellow, University of Westminster",,407.0,m1uhxrAAAAAJ,{'indices'},mobility justice|transport planning|participatory planning|social&health impact assessment|car-free cities,Ersilia Verlinghieri,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=m1uhxrAAAAAJ&citpid=1,406.0,7,7,6,6,0,0
593214,University of Leeds,,3012.0,PHOkgrgAAAAJ,{'indices'},transportation,Eva Heinen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PHOkgrgAAAAJ&citpid=3,2237.0,24,22,32,30,0,0
593215,Linköping University,,552.0,DrLZ3O4AAAAJ,{'indices'},information visualization|visual data mining|visual analytics,Katerina Vrotsou,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PHOkgrgAAAAJ&citpid=3,346.0,13,10,16,11,0,0
593216,"Senior Research Fellow, Institute for Transport Studies, University of Leeds",,141.0,Ho9lLcgAAAAJ,{'indices'},sustainable transport|energy|GIS|Geographic Data Science,Ian PHILIPS,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=PHOkgrgAAAAJ&citpid=3,132.0,6,6,5,5,0,0
593217,"Mercator Research Institute on Global Commons and Climate Change & TUB, Berlin",,13445.0,JArbMQcAAAAJ,{'indices'},sustainability|climate change mitigation|cities|land-use|bioenergy,Felix Creutzig,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JArbMQcAAAAJ&citpid=2,11207.0,51,44,90,84,0,0
593218,Mercator Research Institute on Global Commons and Climate Change (MCC),,1902.0,2MMJ6MgAAAAJ,{'indices'},Climate change mitigation|Human well-being|Energy|Ecological Economics|Political Economy,William F. Lamb,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2MMJ6MgAAAAJ&citpid=8,1856.0,14,14,16,16,0,0
593219,"Research Fellow, School of Oriental and African Studies, London",,1836.0,TJA02M8AAAAJ,{'indices'},Development Economics|Privatisation|Financialisation,Kate Bayliss,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2MMJ6MgAAAAJ&citpid=8,774.0,24,13,39,15,0,0
593220,"Professor of Sociology, Lancaster University",,25756.0,w-t6aYYAAAAJ,{'indices'},social practice|energy demand|consumption|everyday life,"Shove, Elizabeth",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=w-t6aYYAAAAJ&citpid=2,14030.0,64,48,122,85,0,0
593221,"Professor of Energy Economics and Policy, University of Reading",,2935.0,yJ6sVuoAAAAJ,{'indices'},Energy demand|demand side response|cost benefit analysis|impact assessment,Jacopo Torriti,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=yJ6sVuoAAAAJ&citpid=4,1917.0,23,19,38,31,0,0
593222,Loughborough University,,456.0,ZjcYu9YAAAAJ,{'indices'},Transport Demand|Energy Demand|Spatial Analysis|Quality of Service,Craig Morton,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ZjcYu9YAAAAJ&citpid=2,436.0,12,12,13,13,0,0
593223,"Professor of Human Geography, University of Manchester",,6006.0,MqF57cAAAAAJ,{'indices'},Energy and social science|Justice and inequality|Urban studies|Climate transformations|Political ecology,Stefan Bouzarovski,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=MqF57cAAAAAJ&citpid=3,4572.0,36,33,70,59,0,0
593224,"Professor of Environmental Studies and Sociology, Brown University",,13171.0,G_x1m0EAAAAJ,{'indices'},environmental sociology,J. Timmons Roberts,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=G_x1m0EAAAAJ&citpid=2,6792.0,52,41,119,89,0,0
593225,"Research Fellow, Cardiff University",,3142.0,dnrKyZcAAAAJ,{'indices'},Psychology and climate change,Stuart Capstick,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dnrKyZcAAAAJ&citpid=2,2418.0,26,19,38,34,0,0
593226,Mercator Research Institute on Global Commons and Climate Change,,19583.0,-BA3AagAAAAJ,{'indices'},climate change mitigation|carbon dioxide removal|evidence synthesis|data science for evidence synthesis,Jan C Minx,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=-BA3AagAAAAJ&citpid=1,13929.0,41,37,71,61,0,0
593227,Mercator Research Institute on Global Commons and Climate Change (MCC),,184.0,Q9_WwscAAAAJ,{'indices'},climate change|computational social science|political economy,Finn Müller-Hansen,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=-BA3AagAAAAJ&citpid=1,177.0,8,8,8,8,0,0
