,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
514100,"Sichuan University, Harbin Engineering University",@mail.sustech.edu.cn,43,KXVPM_EAAAAJ,{'indices'},lanthanide nanocrystals|transparent ceramics|laser|thermometer,Kailei Lu,https://scholar.google.com/citations?view_op=medium_photo&user=KXVPM_EAAAAJ,43,5,5,1,1,0,0
