,author_1,author_2
88003,b4pdY7UAAAAJ,DiCOJ64AAAAJ
88004,b4pdY7UAAAAJ,EZqVB7wAAAAJ
88005,b4pdY7UAAAAJ,bO73-WoAAAAJ
88006,b4pdY7UAAAAJ,fG5ZXFAAAAAJ
88007,b4pdY7UAAAAJ,fvzymHYAAAAJ
88008,SEZM7ToAAAAJ,xKzHPlwAAAAJ
88009,SEZM7ToAAAAJ,fJUFk6QAAAAJ
88010,SEZM7ToAAAAJ,kXsyvAYAAAAJ
88011,SEZM7ToAAAAJ,0b1Q-3cAAAAJ
88012,SEZM7ToAAAAJ,7m2bmbsAAAAJ
88013,SEZM7ToAAAAJ,SVV7KH4AAAAJ
88014,SEZM7ToAAAAJ,OjPu1IUAAAAJ
88015,SEZM7ToAAAAJ,6HxZUPUAAAAJ
88016,SEZM7ToAAAAJ,49gkVsoAAAAJ
88017,SEZM7ToAAAAJ,kmDmwisAAAAJ
88018,SEZM7ToAAAAJ,fe8TAyEAAAAJ
88019,SEZM7ToAAAAJ,H2fiyScAAAAJ
88020,SEZM7ToAAAAJ,8JozVjMAAAAJ
88021,SEZM7ToAAAAJ,5-qU0zkAAAAJ
88022,SEZM7ToAAAAJ,TwtEk1IAAAAJ
88023,SEZM7ToAAAAJ,Qz7jSlYAAAAJ
88024,SEZM7ToAAAAJ,RdPjKVIAAAAJ
88025,jt6KdusAAAAJ,EEP2sD8AAAAJ
88026,jt6KdusAAAAJ,kiQQEhMAAAAJ
88027,jt6KdusAAAAJ,MHV79GgAAAAJ
88028,jt6KdusAAAAJ,AKNxZCgAAAAJ
88029,jt6KdusAAAAJ,NB3sGK0AAAAJ
88030,jt6KdusAAAAJ,twBI9skAAAAJ
88031,jt6KdusAAAAJ,KfEtp4gAAAAJ
88032,jt6KdusAAAAJ,aCo5d9QAAAAJ
88033,jt6KdusAAAAJ,ed0yo_QAAAAJ
88034,jt6KdusAAAAJ,_sZsSvcAAAAJ
88035,jt6KdusAAAAJ,CwHNgXwAAAAJ
88036,jt6KdusAAAAJ,LkJjCZAAAAAJ
88037,jt6KdusAAAAJ,V-nt82cAAAAJ
88038,jt6KdusAAAAJ,PXgw3lUAAAAJ
88039,jt6KdusAAAAJ,Yj-miX0AAAAJ
88040,jt6KdusAAAAJ,NLb1r10AAAAJ
88041,jt6KdusAAAAJ,U2S5zqcAAAAJ
88042,jt6KdusAAAAJ,5Ryj9xwAAAAJ
88043,jt6KdusAAAAJ,S5ExrrQAAAAJ
88044,jt6KdusAAAAJ,a9R1BVAAAAAJ
88045,BZ33lgUAAAAJ,rxvEwJIAAAAJ
88046,BZ33lgUAAAAJ,Ymqqv10AAAAJ
88047,BZ33lgUAAAAJ,YeJ4MkYAAAAJ
88048,BZ33lgUAAAAJ,zT9_ACkAAAAJ
88049,BZ33lgUAAAAJ,17OrvCkAAAAJ
88050,BZ33lgUAAAAJ,vLe-Rq4AAAAJ
88051,BZ33lgUAAAAJ,DKZNZ3EAAAAJ
88052,BZ33lgUAAAAJ,AYZ9EyAAAAAJ
88053,BZ33lgUAAAAJ,SiNVEn8AAAAJ
88054,BZ33lgUAAAAJ,9EupigYAAAAJ
88055,WdgtKEkAAAAJ,CB9f3lgAAAAJ
88056,WdgtKEkAAAAJ,3XcNK4UAAAAJ
88057,WdgtKEkAAAAJ,5URhYv4AAAAJ
88058,WdgtKEkAAAAJ,s8CwvycAAAAJ
88059,WdgtKEkAAAAJ,7MyRF-YAAAAJ
88060,WdgtKEkAAAAJ,N5WBppcAAAAJ
88061,WdgtKEkAAAAJ,zJ5agloAAAAJ
88062,WdgtKEkAAAAJ,qkDDzm4lBwsC
88063,WdgtKEkAAAAJ,iQu5bacAAAAJ
88064,WdgtKEkAAAAJ,e4yvgE8AAAAJ
88065,WdgtKEkAAAAJ,t1gs5boAAAAJ
88066,WdgtKEkAAAAJ,TBODjDkAAAAJ
88067,WdgtKEkAAAAJ,NqYLHEgAAAAJ
88068,WdgtKEkAAAAJ,FOKXcREAAAAJ
88069,WdgtKEkAAAAJ,ExTGjdMAAAAJ
88070,WdgtKEkAAAAJ,LJ4MleYAAAAJ
88071,WdgtKEkAAAAJ,-6igQ9wAAAAJ
88072,WdgtKEkAAAAJ,7yrLNuMAAAAJ
88073,WdgtKEkAAAAJ,WmAC8ZwAAAAJ
88074,WdgtKEkAAAAJ,RsgL7noAAAAJ
88075,2osOsFUAAAAJ,Sode31MAAAAJ
88076,2osOsFUAAAAJ,YlKD6e4AAAAJ
88077,2osOsFUAAAAJ,uh3_63sAAAAJ
88078,2osOsFUAAAAJ,gRBC8wQAAAAJ
88079,2osOsFUAAAAJ,ksdSmagAAAAJ
88080,2osOsFUAAAAJ,Chy_5dQAAAAJ
88081,2osOsFUAAAAJ,C9xq_zwAAAAJ
88082,2osOsFUAAAAJ,o8x4gvcAAAAJ
88083,2osOsFUAAAAJ,lvxtHqoAAAAJ
88084,2osOsFUAAAAJ,dMAxpr8AAAAJ
88085,2osOsFUAAAAJ,az_VRwUAAAAJ
88086,2osOsFUAAAAJ,05Uw_XEAAAAJ
88087,2osOsFUAAAAJ,9HvIoWEAAAAJ
88088,2osOsFUAAAAJ,MV1761QAAAAJ
88089,2osOsFUAAAAJ,JuVoMHcAAAAJ
88090,2osOsFUAAAAJ,JgZKosYAAAAJ
88091,2osOsFUAAAAJ,6zoyOd8AAAAJ
88092,2osOsFUAAAAJ,S-R2VbAAAAAJ
88093,2osOsFUAAAAJ,Fu6YxXgAAAAJ
88094,2osOsFUAAAAJ,ixAtSt0AAAAJ
88095,XgJVSYIAAAAJ,bBmK7X0AAAAJ
88096,XgJVSYIAAAAJ,orGqHhAAAAAJ
88097,XgJVSYIAAAAJ,foJmZIoAAAAJ
88098,XgJVSYIAAAAJ,iqX0oJoAAAAJ
88099,XgJVSYIAAAAJ,br76MQ4AAAAJ
88100,XgJVSYIAAAAJ,QuMuD-gAAAAJ
88101,XgJVSYIAAAAJ,aJcjt5oAAAAJ
88102,XgJVSYIAAAAJ,wVoPsFAAAAAJ
88103,XgJVSYIAAAAJ,IaGXYfgAAAAJ
88104,XgJVSYIAAAAJ,Ol-P2LQAAAAJ
88105,XgJVSYIAAAAJ,Xxv_f1cAAAAJ
88106,XgJVSYIAAAAJ,F0ekkeMAAAAJ
88107,XgJVSYIAAAAJ,Jhya3psAAAAJ
88108,XgJVSYIAAAAJ,p7SOj3IbOCIC
88109,XgJVSYIAAAAJ,ocylq3EAAAAJ
88110,XgJVSYIAAAAJ,tQkXS3IAAAAJ
88111,XgJVSYIAAAAJ,rynLY48AAAAJ
88112,XgJVSYIAAAAJ,NuhMuY0AAAAJ
88113,XgJVSYIAAAAJ,WiSe0LkAAAAJ
88114,XgJVSYIAAAAJ,BcB6tksAAAAJ
88115,z5tGIooAAAAJ,H3JArYIAAAAJ
88116,z5tGIooAAAAJ,jXo8h0oAAAAJ
88117,z5tGIooAAAAJ,S59PVtMAAAAJ
88118,jgWZfZ0AAAAJ,N5WBppcAAAAJ
88119,jgWZfZ0AAAAJ,afBhj30AAAAJ
88120,jgWZfZ0AAAAJ,HaH_ElsAAAAJ
88121,jgWZfZ0AAAAJ,rhum600AAAAJ
88122,jgWZfZ0AAAAJ,m5skJ1cAAAAJ
88123,jgWZfZ0AAAAJ,WiSe0LkAAAAJ
88124,jgWZfZ0AAAAJ,odiWkYUAAAAJ
88125,jgWZfZ0AAAAJ,qf6eWtgAAAAJ
88126,jgWZfZ0AAAAJ,IRiLeFEAAAAJ
88127,jgWZfZ0AAAAJ,J8okeqoAAAAJ
88128,jgWZfZ0AAAAJ,HJtu-gEAAAAJ
88129,jgWZfZ0AAAAJ,7T0wn5AAAAAJ
88130,jgWZfZ0AAAAJ,8_R0N_0AAAAJ
88131,jgWZfZ0AAAAJ,HAWHgEMAAAAJ
88132,jgWZfZ0AAAAJ,YcHg1ocAAAAJ
88133,jgWZfZ0AAAAJ,NWdPabcAAAAJ
88134,jgWZfZ0AAAAJ,0Jlh2vQAAAAJ
88135,jgWZfZ0AAAAJ,v7a8-e0AAAAJ
88136,jgWZfZ0AAAAJ,_rdStNMAAAAJ
88137,jgWZfZ0AAAAJ,K9NRypQAAAAJ
88138,7LURe94AAAAJ,jNUs6LsAAAAJ
88139,7LURe94AAAAJ,6hHYSxQAAAAJ
88140,7LURe94AAAAJ,3QPUGRwAAAAJ
88141,7LURe94AAAAJ,vuxET5YAAAAJ
88142,7LURe94AAAAJ,0FDcbqkAAAAJ
88143,7LURe94AAAAJ,KfPH0zYAAAAJ
88144,7LURe94AAAAJ,nYx9xasAAAAJ
88145,7LURe94AAAAJ,Tt9uKf4AAAAJ
88146,7LURe94AAAAJ,x20bM6cAAAAJ
88147,7LURe94AAAAJ,Uqm_4EQAAAAJ
88148,7LURe94AAAAJ,BOCmDQIAAAAJ
88149,7LURe94AAAAJ,gNU5tAwAAAAJ
88150,7LURe94AAAAJ,4zfSSkQAAAAJ
88151,7LURe94AAAAJ,uHN9MicAAAAJ
88152,7LURe94AAAAJ,5ExUXSkAAAAJ
88153,7LURe94AAAAJ,dh6KLl8AAAAJ
88154,7LURe94AAAAJ,YwaP3wcAAAAJ
88155,7LURe94AAAAJ,khsdwwEAAAAJ
88156,7LURe94AAAAJ,qlULh5oAAAAJ
88157,7LURe94AAAAJ,nFeE_W4AAAAJ
88158,jr080YsAAAAJ,_PzzF24AAAAJ
88159,jr080YsAAAAJ,i0oMjUIAAAAJ
88160,jr080YsAAAAJ,5Z4E2ioAAAAJ
88161,jr080YsAAAAJ,TsZjKA4AAAAJ
88162,jr080YsAAAAJ,bBOB74IAAAAJ
88163,jr080YsAAAAJ,rHFCtWwAAAAJ
88164,jr080YsAAAAJ,89bio_EAAAAJ
88165,jr080YsAAAAJ,Mty5iQYAAAAJ
88166,jr080YsAAAAJ,yjNBLmEAAAAJ
88167,jr080YsAAAAJ,rBERtIwAAAAJ
88168,jr080YsAAAAJ,mrcxbQkAAAAJ
88169,jr080YsAAAAJ,WsItrHAAAAAJ
88170,jr080YsAAAAJ,tXZLmysAAAAJ
88171,jr080YsAAAAJ,L6Z3CWsAAAAJ
88172,jr080YsAAAAJ,MJMwbjAAAAAJ
88173,jr080YsAAAAJ,wV8yidYAAAAJ
88174,jr080YsAAAAJ,9rOOivYAAAAJ
88175,jr080YsAAAAJ,yrHDETIAAAAJ
88176,jr080YsAAAAJ,aoZ7FEQAAAAJ
88177,jr080YsAAAAJ,Artg2RoAAAAJ
88178,XK_dB5kAAAAJ,0OyHbDcAAAAJ
88179,XK_dB5kAAAAJ,SHMlDzoAAAAJ
88180,XK_dB5kAAAAJ,0OdjAAkAAAAJ
88181,XK_dB5kAAAAJ,M1NZAX4AAAAJ
88182,XK_dB5kAAAAJ,u6e2blwAAAAJ
88183,8PfC9EUAAAAJ,cxMb8EcAAAAJ
88184,8PfC9EUAAAAJ,C1bRuD8AAAAJ
88185,8PfC9EUAAAAJ,TtMuNJoAAAAJ
88186,8PfC9EUAAAAJ,Rzvl4oQAAAAJ
88187,8PfC9EUAAAAJ,MBkG_FYAAAAJ
88188,8PfC9EUAAAAJ,JKgwdxEAAAAJ
88189,8PfC9EUAAAAJ,cMNSbBwAAAAJ
88190,8PfC9EUAAAAJ,lVs1oN4AAAAJ
88191,8PfC9EUAAAAJ,aS4-5AYAAAAJ
88192,8PfC9EUAAAAJ,S5ExrrQAAAAJ
88193,8PfC9EUAAAAJ,-66nqTEAAAAJ
88194,8PfC9EUAAAAJ,n9j1hPUAAAAJ
88195,8PfC9EUAAAAJ,opVlZZgAAAAJ
88196,8PfC9EUAAAAJ,q7Iu-boAAAAJ
88197,8PfC9EUAAAAJ,I4pj1tYAAAAJ
88198,8PfC9EUAAAAJ,SDg8ZzsAAAAJ
88199,8PfC9EUAAAAJ,NrWyPzAAAAAJ
88200,8PfC9EUAAAAJ,UqM-uncAAAAJ
88201,8PfC9EUAAAAJ,mdP2FF0AAAAJ
88202,8PfC9EUAAAAJ,bEGQfLgAAAAJ
88203,4vxC34wAAAAJ,6Xz_jvcAAAAJ
88204,4vxC34wAAAAJ,Ui2j_MIAAAAJ
88205,4vxC34wAAAAJ,q7NUwkcAAAAJ
88206,4vxC34wAAAAJ,00E8LukAAAAJ
88207,4vxC34wAAAAJ,O3V3M5EAAAAJ
88208,4vxC34wAAAAJ,moocej8AAAAJ
88209,4vxC34wAAAAJ,T8I2A9gAAAAJ
88210,4vxC34wAAAAJ,vaW21SIAAAAJ
88211,4vxC34wAAAAJ,t-Vu-9cAAAAJ
88212,4vxC34wAAAAJ,BD03F2cAAAAJ
88213,4vxC34wAAAAJ,QOWcMFoAAAAJ
88214,4vxC34wAAAAJ,WmYBejoAAAAJ
88215,4vxC34wAAAAJ,H86l2_sAAAAJ
88216,4vxC34wAAAAJ,TPSonG8AAAAJ
88217,4vxC34wAAAAJ,Go754xMAAAAJ
88218,4vxC34wAAAAJ,0dp2nXsAAAAJ
88219,4vxC34wAAAAJ,LUx9VZoAAAAJ
88220,4vxC34wAAAAJ,EzBhFB8AAAAJ
88221,4vxC34wAAAAJ,sD8YzJgAAAAJ
88222,4vxC34wAAAAJ,ZzsWOFgAAAAJ
88223,7se7WOEAAAAJ,wE8x2SsAAAAJ
88224,7se7WOEAAAAJ,mfymHMkAAAAJ
88225,7se7WOEAAAAJ,dZXh--gAAAAJ
88226,7se7WOEAAAAJ,5lBgWZ4AAAAJ
88227,7se7WOEAAAAJ,kem4lXAAAAAJ
88228,7se7WOEAAAAJ,JiEFFkIAAAAJ
88229,7se7WOEAAAAJ,3Fdnq2sAAAAJ
88230,7se7WOEAAAAJ,xhSZ32AAAAAJ
88231,7se7WOEAAAAJ,QoUPVjYAAAAJ
88232,7se7WOEAAAAJ,sCyxdYsAAAAJ
88233,7se7WOEAAAAJ,o4fKQD0AAAAJ
88234,7se7WOEAAAAJ,Rm_RjrIAAAAJ
88235,7se7WOEAAAAJ,EPC9uVAAAAAJ
88236,7se7WOEAAAAJ,KvbwyMYAAAAJ
88237,7se7WOEAAAAJ,0eN24oQAAAAJ
88238,7se7WOEAAAAJ,cVeXErsAAAAJ
88239,7se7WOEAAAAJ,OU40PIAAAAAJ
88240,7se7WOEAAAAJ,YbgdkwwAAAAJ
88241,7se7WOEAAAAJ,QhbO4ggwbZkC
88242,7se7WOEAAAAJ,9AKjsG4AAAAJ
88243,qdXpqWEAAAAJ,ji0W0yEAAAAJ
88244,qdXpqWEAAAAJ,Q_OwF1MAAAAJ
88245,qdXpqWEAAAAJ,QC1TVVQAAAAJ
88246,qdXpqWEAAAAJ,Q7TXQ0gAAAAJ
88247,qdXpqWEAAAAJ,0gXovuEAAAAJ
88248,qdXpqWEAAAAJ,3Lf6I5MAAAAJ
88249,qdXpqWEAAAAJ,_94O6bQAAAAJ
88250,qdXpqWEAAAAJ,8mP3uj4AAAAJ
88251,qdXpqWEAAAAJ,_cujuUcAAAAJ
88252,qdXpqWEAAAAJ,kyhp54IAAAAJ
88253,qdXpqWEAAAAJ,OqSVL8IAAAAJ
88254,qdXpqWEAAAAJ,dv3TtvAAAAAJ
88255,qdXpqWEAAAAJ,RpB-DF0AAAAJ
88256,qdXpqWEAAAAJ,FD1fNFMAAAAJ
88257,qdXpqWEAAAAJ,spdCq68AAAAJ
88258,qdXpqWEAAAAJ,GTpxEz4AAAAJ
88259,qdXpqWEAAAAJ,EMyDbf4AAAAJ
88260,qdXpqWEAAAAJ,go6cLgsAAAAJ
88261,qdXpqWEAAAAJ,EL9PIWIAAAAJ
88262,qdXpqWEAAAAJ,nGqhUpUAAAAJ
88263,z8HnNNUAAAAJ,gUJMYCcAAAAJ
88264,z8HnNNUAAAAJ,VNZ7CugAAAAJ
88265,z8HnNNUAAAAJ,6qF7vGkAAAAJ
88266,z8HnNNUAAAAJ,PQZ9nUoAAAAJ
88267,z8HnNNUAAAAJ,320PPeIAAAAJ
88268,z8HnNNUAAAAJ,RAnJ4boAAAAJ
88269,z8HnNNUAAAAJ,-n7A9KQAAAAJ
88270,z8HnNNUAAAAJ,3R5Sw3AAAAAJ
88271,z8HnNNUAAAAJ,SBWgrfwAAAAJ
88272,z8HnNNUAAAAJ,PjlRAXkAAAAJ
88273,z8HnNNUAAAAJ,R9bVYhUAAAAJ
88274,z8HnNNUAAAAJ,18KHwLcAAAAJ
88275,z8HnNNUAAAAJ,TAhre0QAAAAJ
88276,z8HnNNUAAAAJ,lvXg8XAAAAAJ
88277,z8HnNNUAAAAJ,jkLKJMgAAAAJ
88278,z8HnNNUAAAAJ,lj8WscwAAAAJ
88279,z8HnNNUAAAAJ,tkFr4FkAAAAJ
88280,z8HnNNUAAAAJ,bx9LuwcAAAAJ
88281,z8HnNNUAAAAJ,5huC0dkAAAAJ
88282,z8HnNNUAAAAJ,CfE-fi8AAAAJ
88283,tU-6CiYAAAAJ,FzE-34YAAAAJ
88284,tU-6CiYAAAAJ,-BRSA7UAAAAJ
88285,tU-6CiYAAAAJ,82b99k8AAAAJ
88286,tU-6CiYAAAAJ,_7PTKBMAAAAJ
88287,tU-6CiYAAAAJ,5sKZzs8AAAAJ
88288,tU-6CiYAAAAJ,-0hh2rcAAAAJ
88289,tU-6CiYAAAAJ,0iT8m9cAAAAJ
88290,tU-6CiYAAAAJ,ddDQGCYAAAAJ
88291,tU-6CiYAAAAJ,OB66CDIAAAAJ
88292,tU-6CiYAAAAJ,w8lSX_4AAAAJ
88293,tU-6CiYAAAAJ,LPwYRIkAAAAJ
88294,tU-6CiYAAAAJ,uOTlovoAAAAJ
88295,tU-6CiYAAAAJ,Uj0eCoQAAAAJ
88296,tU-6CiYAAAAJ,misuSsoAAAAJ
88297,tU-6CiYAAAAJ,qh4gZBMAAAAJ
88298,tU-6CiYAAAAJ,r4OMnO8AAAAJ
88299,tU-6CiYAAAAJ,VoBNag8AAAAJ
88300,tU-6CiYAAAAJ,i8EP79UAAAAJ
88301,tU-6CiYAAAAJ,81bxBTwAAAAJ
88302,tU-6CiYAAAAJ,uLun3nEAAAAJ
88303,yi1LdVEAAAAJ,_rdStNMAAAAJ
88304,yi1LdVEAAAAJ,GW9VN6kAAAAJ
88305,yi1LdVEAAAAJ,DH_RNS8AAAAJ
88306,yi1LdVEAAAAJ,i9qbQicAAAAJ
88307,yi1LdVEAAAAJ,t8q9_Y4AAAAJ
88308,yi1LdVEAAAAJ,X419fPAAAAAJ
88309,yi1LdVEAAAAJ,we7WLk8AAAAJ
88310,yi1LdVEAAAAJ,reouVgMAAAAJ
88311,yi1LdVEAAAAJ,DtpVRoIAAAAJ
88312,yi1LdVEAAAAJ,hVLMjrkAAAAJ
88313,yi1LdVEAAAAJ,snqNp-0AAAAJ
88314,yi1LdVEAAAAJ,GMdt6sEAAAAJ
88315,yi1LdVEAAAAJ,ovexfN4AAAAJ
88316,yi1LdVEAAAAJ,lzCZnWIAAAAJ
88317,yi1LdVEAAAAJ,JXclsGAAAAAJ
88318,yi1LdVEAAAAJ,CaFn-28AAAAJ
88319,yi1LdVEAAAAJ,BPYHzYQAAAAJ
88320,yi1LdVEAAAAJ,CHxSTBkAAAAJ
88321,yi1LdVEAAAAJ,Lrd2-IMAAAAJ
88322,yi1LdVEAAAAJ,yMBj7nYAAAAJ
88323,Mxb6XkcAAAAJ,WkrOMEoAAAAJ
88324,Mxb6XkcAAAAJ,f7RMi04AAAAJ
88325,Mxb6XkcAAAAJ,r1S7HvEAAAAJ
88326,Mxb6XkcAAAAJ,poiY85MAAAAJ
88327,Mxb6XkcAAAAJ,oDgHcmcAAAAJ
88328,Mxb6XkcAAAAJ,frprXKcAAAAJ
88329,Mxb6XkcAAAAJ,dtFSO_4AAAAJ
88330,Mxb6XkcAAAAJ,wmgHD2kAAAAJ
88331,Mxb6XkcAAAAJ,J4Ot_OQAAAAJ
88332,Mxb6XkcAAAAJ,ib-jUXgAAAAJ
88333,Mxb6XkcAAAAJ,gTInMR0AAAAJ
88334,Mxb6XkcAAAAJ,sqHyH_MAAAAJ
88335,Mxb6XkcAAAAJ,muZUfswAAAAJ
88336,Mxb6XkcAAAAJ,GW9VN6kAAAAJ
88337,Mxb6XkcAAAAJ,FN0UOrEAAAAJ
88338,Mxb6XkcAAAAJ,OvAV_eoAAAAJ
88339,Mxb6XkcAAAAJ,XDROAYwAAAAJ
88340,Mxb6XkcAAAAJ,0uj4niwAAAAJ
88341,Mxb6XkcAAAAJ,HT55pVsAAAAJ
88342,Mxb6XkcAAAAJ,pE1qHfQAAAAJ
88343,Ubh19Y8AAAAJ,PENhrsoAAAAJ
88344,Ubh19Y8AAAAJ,RKBa5Q4AAAAJ
88345,Ubh19Y8AAAAJ,_Zoy4fUAAAAJ
88346,Ubh19Y8AAAAJ,DUGvmakAAAAJ
88347,Ubh19Y8AAAAJ,3uVuvhYAAAAJ
88348,Ubh19Y8AAAAJ,86Yxbz0AAAAJ
88349,Ubh19Y8AAAAJ,KxEwP9UAAAAJ
88350,Ubh19Y8AAAAJ,-oOoJdMAAAAJ
88351,Ubh19Y8AAAAJ,wMP1tkIAAAAJ
88352,Ubh19Y8AAAAJ,FUsy7xYAAAAJ
88353,Ubh19Y8AAAAJ,QkmCzu0AAAAJ
88354,Ubh19Y8AAAAJ,40jU1PAAAAAJ
88355,Ubh19Y8AAAAJ,IuLDReQAAAAJ
88356,Ubh19Y8AAAAJ,5sAmhxwAAAAJ
88357,aB55FWAAAAAJ,EBLCjRN1xl4C
88358,aB55FWAAAAAJ,CYEVwzoAAAAJ
88359,aB55FWAAAAAJ,x6wXzFwAAAAJ
88360,aB55FWAAAAAJ,JPM3RdEAAAAJ
88361,aB55FWAAAAAJ,Q9fzhu4AAAAJ
88362,aB55FWAAAAAJ,gDZycOwAAAAJ
88363,aB55FWAAAAAJ,e0zz1LgAAAAJ
88364,aB55FWAAAAAJ,tpMw9RkAAAAJ
88365,aB55FWAAAAAJ,h1tg8OUAAAAJ
88366,aB55FWAAAAAJ,RSj042oAAAAJ
88367,aB55FWAAAAAJ,Kd8NmFwAAAAJ
88368,aB55FWAAAAAJ,Ige4r2YAAAAJ
88369,aB55FWAAAAAJ,3Le9bawAAAAJ
88370,aB55FWAAAAAJ,9rOOivYAAAAJ
88371,aB55FWAAAAAJ,3xWtS6AAAAAJ
88372,aB55FWAAAAAJ,hsHp1-UAAAAJ
88373,aB55FWAAAAAJ,42tznqgAAAAJ
88374,aB55FWAAAAAJ,LkWOEY0AAAAJ
88375,aB55FWAAAAAJ,us2tDNEAAAAJ
88376,aB55FWAAAAAJ,mCpDQqYAAAAJ
88377,47RNZ3MAAAAJ,FjCWOq4AAAAJ
88378,47RNZ3MAAAAJ,Z3tiOoAAAAAJ
88379,47RNZ3MAAAAJ,tQynSj0AAAAJ
88380,47RNZ3MAAAAJ,P-j0rRcAAAAJ
88381,47RNZ3MAAAAJ,x1d3PxUAAAAJ
88382,47RNZ3MAAAAJ,3NX7nXIAAAAJ
88383,47RNZ3MAAAAJ,ybsWfwYAAAAJ
88384,47RNZ3MAAAAJ,9T2gTpwAAAAJ
88385,47RNZ3MAAAAJ,J67CrV8AAAAJ
88386,47RNZ3MAAAAJ,7tB6PFIAAAAJ
88387,47RNZ3MAAAAJ,nsA3IsgAAAAJ
88388,47RNZ3MAAAAJ,mxS1rJoAAAAJ
88389,47RNZ3MAAAAJ,_g09pvUAAAAJ
88390,47RNZ3MAAAAJ,TOM0-QMAAAAJ
88391,47RNZ3MAAAAJ,4hChDkkAAAAJ
88392,47RNZ3MAAAAJ,gVwJZpAAAAAJ
88393,47RNZ3MAAAAJ,-jeTR5wAAAAJ
88394,47RNZ3MAAAAJ,1dizk4UAAAAJ
88395,47RNZ3MAAAAJ,STDh3vkAAAAJ
88396,47RNZ3MAAAAJ,v1nVwmsAAAAJ
88397,iqUURk0AAAAJ,n_TbX9QAAAAJ
88398,iqUURk0AAAAJ,Zsk3tswAAAAJ
88399,iqUURk0AAAAJ,vP85Jo8AAAAJ
88400,iqUURk0AAAAJ,LVNjOgUAAAAJ
88401,iqUURk0AAAAJ,IQ8Zk6sAAAAJ
88402,iqUURk0AAAAJ,QFT1ZXgAAAAJ
88403,iqUURk0AAAAJ,gwxMkgMAAAAJ
88404,iqUURk0AAAAJ,uhFKfVcAAAAJ
88405,iqUURk0AAAAJ,lc5qpkUAAAAJ
88406,iqUURk0AAAAJ,MqpDXKAAAAAJ
88407,iqUURk0AAAAJ,W6qnZUUAAAAJ
88408,iqUURk0AAAAJ,Q2aCoJYAAAAJ
88409,iqUURk0AAAAJ,1Mo_C_8AAAAJ
88410,iqUURk0AAAAJ,MVqnhoYAAAAJ
88411,iqUURk0AAAAJ,dayoRvwAAAAJ
88412,iqUURk0AAAAJ,hHFWDGMAAAAJ
88413,iqUURk0AAAAJ,5wcrtr4AAAAJ
88414,iqUURk0AAAAJ,Ki71PzUAAAAJ
88415,iqUURk0AAAAJ,NrWyPzAAAAAJ
88416,iqUURk0AAAAJ,cWd667QAAAAJ
88417,McgMhW0AAAAJ,YvjuUugAAAAJ
88418,McgMhW0AAAAJ,0et-ZhgAAAAJ
88419,McgMhW0AAAAJ,U7Zah1YAAAAJ
88420,McgMhW0AAAAJ,zxz_OGgAAAAJ
88421,McgMhW0AAAAJ,5i9FResAAAAJ
88422,McgMhW0AAAAJ,DUGvmakAAAAJ
88423,McgMhW0AAAAJ,a45-Ka8AAAAJ
88424,McgMhW0AAAAJ,uj0vPSoAAAAJ
88425,McgMhW0AAAAJ,HCk_mjkAAAAJ
88426,McgMhW0AAAAJ,zPduskUAAAAJ
88427,McgMhW0AAAAJ,JgkVmPEAAAAJ
88428,McgMhW0AAAAJ,SS1MGRMAAAAJ
88429,McgMhW0AAAAJ,02avRO4AAAAJ
88430,McgMhW0AAAAJ,NLLMDCkAAAAJ
88431,McgMhW0AAAAJ,LWlN_BUAAAAJ
88432,McgMhW0AAAAJ,M0fnh30AAAAJ
88433,McgMhW0AAAAJ,RXVh8oUAAAAJ
88434,McgMhW0AAAAJ,uXTtbXUAAAAJ
88435,McgMhW0AAAAJ,FRU1LksAAAAJ
88436,McgMhW0AAAAJ,_KWHrHYAAAAJ
88437,SpEQbS4AAAAJ,P4K_wIUAAAAJ
88438,SpEQbS4AAAAJ,mnHLZP0AAAAJ
88439,SpEQbS4AAAAJ,YaNxXHkAAAAJ
88440,SpEQbS4AAAAJ,-JN8GvMAAAAJ
88441,SpEQbS4AAAAJ,rvlqfe0AAAAJ
88442,SpEQbS4AAAAJ,hpTJbo4AAAAJ
88443,SpEQbS4AAAAJ,kjXJR4QAAAAJ
88444,SpEQbS4AAAAJ,py08wGMAAAAJ
88445,SpEQbS4AAAAJ,9VS1E9YAAAAJ
88446,SpEQbS4AAAAJ,s_m9owQAAAAJ
88447,SpEQbS4AAAAJ,YdSyTagAAAAJ
88448,SpEQbS4AAAAJ,1K-L0nIAAAAJ
88449,SpEQbS4AAAAJ,p8CEpg4AAAAJ
88450,SpEQbS4AAAAJ,F6mLNzoAAAAJ
88451,SpEQbS4AAAAJ,RrsIFt8AAAAJ
88452,SpEQbS4AAAAJ,1U86vHsAAAAJ
88453,SpEQbS4AAAAJ,4WKcrboAAAAJ
88454,SpEQbS4AAAAJ,3ywn38AAAAAJ
88455,SpEQbS4AAAAJ,gLU_rocAAAAJ
88456,SpEQbS4AAAAJ,hy0MUEYAAAAJ
88457,lCEWhZYAAAAJ,TY2Ts-MAAAAJ
88458,lCEWhZYAAAAJ,Keh258EAAAAJ
88459,lCEWhZYAAAAJ,dYE-HoMAAAAJ
88460,lCEWhZYAAAAJ,PmG0A7wAAAAJ
88461,lCEWhZYAAAAJ,CEerVlgAAAAJ
88462,lCEWhZYAAAAJ,ptDEg44AAAAJ
88463,lCEWhZYAAAAJ,xayY9ZQAAAAJ
