,Unnamed: 0,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
161,42048,Static and dynamic stereochemistry of dicoordinate phosphorus cations,1978.0,Alan H Cowley and Mike C Cushner and John S Szobota,100.0,Journal of the American Chemical Society,24,7784-7786,American Chemical Society,,True,J666WVMAAAAJ:QI7uKX5mnFEC,88,,14289708508091894763,/scholar?cites=14289708508091894763,,,0,1,None | None | None
162,42049,Addition reactions of tris (triphenylphosphine) chlororhodium (I); hydrido-. alkyl. and acyl complexes; carbon monoxide insertion and decarbonylation reactions,1967.0,MC Baird and JT Mague and JA Osborn and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,1347-1360,Royal Society of Chemistry,,True,J666WVMAAAAJ:IWHjjKOFINEC,88,,366962304456879294,/scholar?cites=366962304456879294,,,0,1,None | z1wz9bwAAAAJ | siOwbosAAAAJ | pe0em2MAAAAJ
163,42050,467. Substituted carbonyl compounds of chromium. molybdenum. tungsten. and manganese,1959.0,EW Abel and MA Bennett and G Wilkinson,,Journal of the Chemical Society (Resumed),,2323-2327,Royal Society of Chemistry,,True,J666WVMAAAAJ:Azgs6IHzeyYC,88,,7708345095467319163,/scholar?cites=7708345095467319163,,,0,1,Yr5Ub-UAAAAJ | NHB1wvYAAAAJ | pe0em2MAAAAJ
164,42051,Capture of Phosphorus (I) and Arsenic (I) Moieties by a 1. 2-Bis (arylimino) acenaphthene (Aryl-BIAN) Ligand. A Case of Intramolecular Charge Transfer [J. Am. Chem. Soc. 2006 …,2006.0,Gregor Reeske and Clint R Hoberg and Nicholas J Hill and Alan H Cowley,128.0,Journal of the American Chemical Society,15,5300-5300,American Chemical Society,,True,J666WVMAAAAJ:YsMSGLbcyi4C,87,,9441719161811704404,/scholar?cites=9441719161811704404,,,0,1,None | None | cXj4DiEAAAAJ | None
165,42052,Capture of phosphorus (I) and arsenic (I) moieties by a 1. 2-bis (arylimino) acenaphthene (aryl-BIAN) ligand. A case of intramolecular charge transfer,2006.0,Gregor Reeske and Clint R Hoberg and Nicholas J Hill and Alan H Cowley,128.0,Journal of the American Chemical Society,9,2800-2801,American Chemical Society,,True,J666WVMAAAAJ:wBLCggQE-ToC,87,,9441719161811704404,/scholar?cites=9441719161811704404,,,0,1,None | None | cXj4DiEAAAAJ | None
166,42053,A Lewis Acid Adduct of an Alanediyl: An Aluminum (I)− Boron Donor− Acceptor Bond,2000.0,John D Gorden and Andreas Voigt and Charles LB Macdonald and Joel S Silverman and Alan H Cowley,122.0,Journal of the American Chemical Society,5,950-951,American Chemical Society,,True,J666WVMAAAAJ:LjlpjdlvIbIC,87,,2042117742347691060,/scholar?cites=2042117742347691060,,,0,1,BBhuu8IAAAAJ | d-zZDKEAAAAJ | None | None | None
167,42054,Chlorotris (triphenylphosphine) rhodium (I)(Wilkinson's catalyst),1990.0,JA Osborn and G Wilkinson and JJ Mrowca,28.0,Inorganic Syntheses: Reagents for Transition Metal Complex and Organometallic Syntheses,,77-79,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:-jrNzM816MMC,87,,5315271059046962151,/scholar?cites=5315271059046962151,,,0,1,siOwbosAAAAJ | pe0em2MAAAAJ | None
168,42055,Organometallic chemical vapor deposition of III/V compound semiconductors with novel organometallic precursors,1988.0,Alan H Cowley and Brian L Benac and John G Ekerdt and Richard A Jones and Kenneth B Kidd and James Y Lee and James E Miller,110.0,Journal of the American Chemical Society,18,6248-6249,American Chemical Society,,True,J666WVMAAAAJ:K3LRdlH-MEoC,87,,1199617373651960488,/scholar?cites=1199617373651960488,,,0,1,None | None | None | tbQhhAUAAAAJ | None | HQv0p0kAAAAJ | K5hmGHcAAAAJ
169,42056,The protonation of ruthenium-and rhodium-bridged carboxylates and their use as homogeneous hydrogenation catalysts for unsaturated substances,1970.0,P_ Legzdins and RW Mitchell and GL Rempel and JD Ruddick and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,3322-3326,Royal Society of Chemistry,,True,J666WVMAAAAJ:nPTYJWkExTIC,87,,7437470761407551357,/scholar?cites=7437470761407551357,,,0,1,None | 0TgqJ18AAAAJ | None | None | pe0em2MAAAAJ
170,42057,Synthesis and structures of intramolecularly base-coordinated group 15 aryl halides,1997.0,Claire J Carmalt and Alan H Cowley and Robert D Culp and Richard A Jones and Smuruthi Kamepalli and Nicholas C Norman,36.0,Inorganic chemistry,13,2770-2776,American Chemical Society,,True,J666WVMAAAAJ:hMsQuOkrut0C,86,,2799928312357644555,/scholar?cites=2799928312357644555,,,0,1,MHxWUhsAAAAJ | None | kMqR-TMAAAAJ | tbQhhAUAAAAJ | None | None
171,42058,919. Transition-metal complexes of seven-membered ring systems. Part I. The cyclo heptatriene–metal complexes and related compounds,1958.0,EW Abel and MA Bennett and R Burton and G Wilkinson,,Journal of the Chemical Society (Resumed),,4559-4563,Royal Society of Chemistry,,True,J666WVMAAAAJ:fHS53ZCY-AEC,86,,17957634300801037769,/scholar?cites=17957634300801037769,,,0,1,Yr5Ub-UAAAAJ | NHB1wvYAAAAJ | zOVMj64AAAAJ | pe0em2MAAAAJ
172,42059,Reactions of tetra-µ-carboxylato-diruthenium (II. II) compounds. X-Ray crystal structures of Ru 2 (µ-O 2 CCF 3) 4 (thf) 2. Ru 2 (µ-O 2 CR) 4 (NO) 2 (R= Et or CF 3). and {Na 3 …,1987.0,Alan J Lindsay and Geoffrey Wilkinson and Majid Motevalli and Michael B Hursthouse,,"Journal of the Chemical Society, Dalton Transactions",11,2723-2736,Royal Society of Chemistry,,True,J666WVMAAAAJ:Ltc9rfRcsxEC,85,,17084366951356269856,/scholar?cites=17084366951356269856,,,0,1,QV1LIx8AAAAJ | RuNPc0kAAAAJ | None | None
173,42060,Calculation of nuclear spin coupling constants. II. One-and two-bond couplings,1969.0,Alan H Cowley and Warren Dexter White,91.0,Journal of the American Chemical Society,8,1917-1921,American Chemical Society,,True,J666WVMAAAAJ:3UHJKpZgG5wC,84,,17346426292466606860,/scholar?cites=17346426292466606860,,,0,1,None | None
174,42061,Further studies on the homogeneous hydrogenation of olefins by use of tris (tertiary phosphine) chlororhodium (I) complexes,1968.0,S Montelatici and A Van der Ent and JA Osborn and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,1054-1058,Royal Society of Chemistry,,True,J666WVMAAAAJ:tYavs44e6CUC,84,,2821363821858904000,/scholar?cites=2821363821858904000,,,0,1,None | o2hQO-MAAAAJ | siOwbosAAAAJ | pe0em2MAAAAJ
175,42062,179. Infrared spectra of transition metal–nitric oxide complexes. Part IV. The pentacyanonitrosyl-complexes of chromium and molybdenum,1959.0,WP Griffith and J Lewis and G Wilkinson,,Journal of the Chemical Society (Resumed),,872-875,Royal Society of Chemistry,,True,J666WVMAAAAJ:Vno172sVVMwC,84,,8242685463364751024,/scholar?cites=8242685463364751024,,,0,1,zL_0V00AAAAJ | CMSeVXcAAAAJ | pe0em2MAAAAJ
176,42063,A β-diketiminate-supported boron dication,2007.0,Dragoslav Vidovic and Michael Findlater and Alan H Cowley,129.0,Journal of the American Chemical Society,27,8436-8437,American Chemical Society,,True,J666WVMAAAAJ:__bU50VfleQC,83,,6473848481399748521,/scholar?cites=6473848481399748521,,,0,1,ksrDs3EAAAAJ | hPn7Jq4AAAAJ | None
177,42064,Preparation and properties of hexamethyltungsten,1973.0,Anthony J Shortland and Geoffrey Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",8,872-876,Royal Society of Chemistry,,True,J666WVMAAAAJ:M7C5BM2v8n8C,83,,15044710895031989608,/scholar?cites=15044710895031989608,,,0,1,None | RuNPc0kAAAAJ
178,42065,Synthesis of novel heterobimetallic copper (I) hydrazone Schiff base complexes: a comparative study on the effect of heterocyclic hydrazides towards interaction with DNA …,2012.0,Palanisamy Sathyadevi and Paramasivam Krishnamoorthy and Rachel R Butorac and Alan H Cowley and Nallasamy Dharmaraj,4.0,Metallomics,5,498-511,Royal Society of Chemistry,,True,J666WVMAAAAJ:xckinRaLORAC,82,,14820271088679760538,/scholar?cites=14820271088679760538,,,0,1,None | 080X9HEAAAAJ | None | None | None
179,42066,Synthesis and structures of intramolecularly base-coordinated aryl Group 15 compounds,1996.0,Smuruthi Kamepalli and Claire J Carmalt and Robert D Culp and Alan H Cowley and Richard A Jones and Nicholas C Norman,35.0,Inorganic Chemistry,21,6179-6183,American Chemical Society,,True,J666WVMAAAAJ:69ZgNCALVd0C,80,,5816698584199972205,/scholar?cites=5816698584199972205,,,0,1,None | MHxWUhsAAAAJ | kMqR-TMAAAAJ | None | tbQhhAUAAAAJ | None
180,42067,Química inorgânica,1978.0,Frank Albert Cotton and Geoffrey Wilkinson,,,,,Livros Técnicos e Científicos,,True,J666WVMAAAAJ:QndmRo8phpgC,80,,17530044354066840102,/scholar?cites=17530044354066840102,,,0,1,None | RuNPc0kAAAAJ
181,42068,Selective homogeneous hydrogenation of alk-1-enes using hydridocarbonyltris (triphenylphosphine) rhodium (I) as catalyst,1968.0,Charmian O'Connor and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,2665-2671,Royal Society of Chemistry,,True,J666WVMAAAAJ:654Jc7Ppz2kC,80,,13717237121633339371,/scholar?cites=13717237121633339371,,,0,1,None | pe0em2MAAAAJ
182,42069,Synthesis. crystal structures. and photophysical properties of homodinuclear lanthanide xanthene-9-carboxylates,2007.0,R Shyni and S Biju and MLP Reddy and Alan H Cowley and Michael Findlater,46.0,Inorganic chemistry,26,11025-11030,American Chemical Society,,True,J666WVMAAAAJ:4oJvMfeQlr8C,79,,10509464872297086821,/scholar?cites=10509464872297086821,,,0,1,mqKRTWcAAAAJ | OhmRnjEAAAAJ | xLHyJ5gAAAAJ | None | hPn7Jq4AAAAJ
183,42070,New approaches to the generation of phosphinidenes,1992.0,Alan H Cowley and Francois Gabbai and Rodney Schluter and David Atwood,114.0,Journal of the American Chemical Society,8,3142-3144,American Chemical Society,,True,J666WVMAAAAJ:pUxgyZctzPYC,79,,9738200287406734038,/scholar?cites=9738200287406734038,,,0,1,None | s8VXnf0AAAAJ | None | 6nIjbwwAAAAJ
184,42071,The reactions of chlorohydrido-and dichloro-tris (triphenylphosphine) ruthenium (II) with alkali hydroxides and alkoxides. Hydridohydroxobis (triphenylphosphine) ruthenium (II …,1977.0,Bruno N Chaudret and David J Cole-Hamilton and Ronald S Nohr and Geoffrey Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",16,1546-1557,Royal Society of Chemistry,,True,J666WVMAAAAJ:X9ykpCP0fEIC,79,,6185931212837625917,/scholar?cites=6185931212837625917,,,0,1,QKdbP3oAAAAJ | qu8FDvsAAAAJ | None | RuNPc0kAAAAJ
185,42072,The single-source precursor concept. A case study of gallium arsenide,1994.0,Alan H Cowley and Richard A Jones,13.0,Polyhedron,8,1149-1157,Pergamon,,True,J666WVMAAAAJ:U_HPUtbDl20C,78,,5364047949380636683,/scholar?cites=5364047949380636683,,,0,1,None | tbQhhAUAAAAJ
186,42073,A molecular orbital study of the conformational consequences of stabilizing and destabilizing orbital interactions in hydrazine. diphosphine. and aminophosphine,1979.0,Alan H Cowley and David John Mitchell and Myung-Hwan Whangbo and Saul Wolfe,101.0,Journal of the American Chemical Society,18,5224-5231,American Chemical Society,,True,J666WVMAAAAJ:RYcK_YlVTxYC,78,,719301299269408139,/scholar?cites=719301299269408139,,,0,1,None | None | BPTHeTcAAAAJ | None
187,42074,Group 13 Halides and Hydrides with o-(Aminomethyl) phenyl Substituents,1995.0,Harold S Isom and Alan H Cowley and Andreas Decken and Frankwin Sissingh and Siegfried Corbelin and Richard J Lagow,14.0,Organometallics,5,2400-2406,American Chemical Society,,True,J666WVMAAAAJ:a9-T7VOCCH8C,77,,3626429662428738647,/scholar?cites=3626429662428738647,,,0,1,None | None | zDZk0XAAAAAJ | None | None | None
188,42075,Synthesis and structures of distibene (RSb: SbR) and bridging stibinidene (RSb) iron complexes,1985.0,AH Cowley and NC Norman and M Pakulski and D Bricker and DR Russell,107.0,Journal of the American Chemical Society,26,8211-8218,American Chemical Society,,True,J666WVMAAAAJ:Q_E8KsG3g9MC,77,,14659808370295764901,/scholar?cites=14659808370295764901,,,0,1,None | pkh1NOEAAAAJ | g0w0aTEAAAAJ | Fkf-necAAAAJ | jP7OZGoAAAAJ
189,42076,µ 3-Oxotrimetal acetato-complexes of chromium. manganese. iron. cobalt. rhodium. and iridium,1973.0,Sakae Uemura and Alwyn Spencer and Geoffrey Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",23,2565-2571,Royal Society of Chemistry,,True,J666WVMAAAAJ:UY3hNwcQ290C,76,,14027290910726607927,/scholar?cites=14027290910726607927,,,0,1,None | None | RuNPc0kAAAAJ
190,42077,Reactions of tris (triphenylphosphine) platinum (o) and tetrakis (triphenylphosphine) palladium (o) with oxygen and carbon dioxide,1968.0,CJ Nyman and CE Wymore and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,561-563,Royal Society of Chemistry,,True,J666WVMAAAAJ:O0nohqN1r9EC,76,,5448316629494020048,/scholar?cites=5448316629494020048,,,0,1,None | None | pe0em2MAAAAJ
191,42078,Infra-red spectra of transition metal-nitric oxide complexes—II complexes involving the NO− ion,1958.0,WP Griffith and J Lewis and G Wilkinson,7.0,Journal of Inorganic and Nuclear Chemistry,1-2,38-44,Pergamon,,True,J666WVMAAAAJ:djcsc3XHdKAC,75,,16659393941157988338,/scholar?cites=16659393941157988338,,,0,1,zL_0V00AAAAJ | CMSeVXcAAAAJ | pe0em2MAAAAJ
192,42079,Primary amide and amine complexes of gallium and indium: X-ray crystal structures of [Me2Ga (μ-NH (tBu))] 2. Me3Ga· NH2 (tBu) and Me3In· NH2 (tBu).,1992.0,David A Atwood and Richard A Jones and Alan H Cowley and Simon G Bott and LA Jerry,434.0,Journal of organometallic chemistry,2,143-150,Elsevier,,True,J666WVMAAAAJ:Q17yWvk9gpwC,74,,16360256938343263833,/scholar?cites=16360256938343263833,,,0,1,6nIjbwwAAAAJ | tbQhhAUAAAAJ | None | rxBeg6wAAAAJ | s4LfZrYAAAAJ
193,42080,NMR study of the reactions of phosphorus (III) halides with halide ion acceptors. Two-coordinate phosphorus cations with bulky ligands,1981.0,AH Cowley and M Lattman and JC Wilburn,20.0,Inorganic Chemistry,9,2916-2919,American Chemical Society,,True,J666WVMAAAAJ:GFxP56DSvIMC,74,,4089494276261238932,/scholar?cites=4089494276261238932,,,0,1,None | swprvbwAAAAJ | None
194,42081,Tris (2-pyridyl) phosphine complexes of ruthenium (II) and rhodium (I). Hydroformylation of hex-1-ene by rhodium complexes,1980.0,Kurti Kurtev and Dominique Ribola and Richard A Jones and David J Cole-Hamilton and Geoffrey Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",1,55-58,Royal Society of Chemistry,,True,J666WVMAAAAJ:wbdj-CoPYUoC,74,,1587272992148722537,/scholar?cites=1587272992148722537,,,0,1,None | None | tbQhhAUAAAAJ | qu8FDvsAAAAJ | RuNPc0kAAAAJ
195,42082,The transition metal to carbon sigma bond,1972.0,G Wilkinson,30.0,Pure and Applied Chemistry,3-4,627-636,De Gruyter,,True,J666WVMAAAAJ:Vch7EZszQGgC,74,,16430950945509452045,/scholar?cites=16430950945509452045,,,0,1,pe0em2MAAAAJ
196,42083,Products from the reaction of trans-oxotrihalogenobis (triphenylphosphine) rhenium (V) with carboxylic acids. and related compounds,1966.0,G Rouschias and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,465-472,Royal Society of Chemistry,,True,J666WVMAAAAJ:dQ2og3OwTAUC,74,,2108181587592651193,/scholar?cites=2108181587592651193,,,0,1,None | pe0em2MAAAAJ
197,42084,761. The solubility of alkali metals in ethers,1959.0,JL Down and J Lewis and B Moore and G Wilkinson,,Journal of the Chemical Society (Resumed),,3767-3773,Royal Society of Chemistry,,True,J666WVMAAAAJ:P2d6BWbXU0IC,74,,14802265641391543392,/scholar?cites=14802265641391543392,,,0,1,None | CMSeVXcAAAAJ | ELkA3tgAAAAJ | pe0em2MAAAAJ
198,42085,Synthesis and structures of free and coordinated phosphaalkenes,1984.0,AH Cowley and RA Jones and JG Lasch and NC Norman and CA Stewart and AL Stuart and JL Atwood and WE Hunter and HM Zhang,106.0,Journal of the American Chemical Society,23,7015-7020,American Chemical Society,,True,J666WVMAAAAJ:dBzKUGQurMsC,73,,16356810360331101770,/scholar?cites=16356810360331101770,,,0,1,None | fqLzGQ8AAAAJ | None | pkh1NOEAAAAJ | QksAIqsAAAAJ | vlQ1Y9wAAAAJ | None | None | y2BA7ToAAAAJ
199,42086,Dihydridotetrakis (Triphenylphosphine)‐Ruthenium (II),1977.0,R Young and G Wilkinson and S Komiya and A Yamamoto,17.0,Inorganic Syntheses,,75-77,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:XtJa11BXPS4C,73,,10478546712274932249,/scholar?cites=10478546712274932249,,,0,1,yuKCGCkAAAAJ | pe0em2MAAAAJ | R-zUYKAAAAAJ | UMAk904AAAAJ
200,42087,J. Chem. Soc.. Dalton Trans.,1973.0,J Evans and A Spencer and G Wilkinson,,,,204,,,True,J666WVMAAAAJ:OzeSX8-yOCQC,73,,7121230019807185576,/scholar?cites=7121230019807185576,,,0,1,LjfGNNwAAAAJ | wtNRWZMAAAAJ | pe0em2MAAAAJ
201,42088,Synthesis and properties of the divalent 1. 2-bis (dimethylphosphino) ethane (dmpe) complexes MCl 2 (dmpe) 2 and MMe 2 (dmpe) 2 (M= Ti. V. Cr. Mn. or Fe). X-Ray crystal …,1985.0,Gregory S Girolami and Geoffrey Wilkinson and Anita MR Galas and Mark Thornton-Pett and Michael B Hursthouse,,"Journal of the Chemical Society, Dalton Transactions",7,1339-1348,Royal Society of Chemistry,,True,J666WVMAAAAJ:0iM-huCvmk0C,72,,15587124414328362032,/scholar?cites=15587124414328362032,,,0,1,None | RuNPc0kAAAAJ | None | None | None
202,42089,Crystal and molecular structure of the 1: 2 aluminum trichloride-tetrahydrofuran complex AlCl3. 2THF,1981.0,Alan H Cowley and Mike C Cushner and Raymond E Davis and Paul E Riley,20.0,Inorganic Chemistry,4,1179-1181,American Chemical Society,,True,J666WVMAAAAJ:3AIi9tQMIrsC,72,,17251959281121586599,/scholar?cites=17251959281121586599,,,0,1,None | None | JC0gwS8AAAAJ | 06xMAx4AAAAJ
203,42090,New complexes of ruthenium (II) with triphenylphosphine and other ligands,1969.0,JD Gilbert and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,1749-1753,Royal Society of Chemistry,,True,J666WVMAAAAJ:cNe27ouKFcQC,72,,8801710239851148775,/scholar?cites=8801710239851148775,,,0,1,2k2ygBkAAAAJ | pe0em2MAAAAJ
204,42091,Bis-indenyl Derivatives of Iron and Cobalt,1954.0,PL Pauson and G Wilkinson,76.0,Journal of the American Chemical Society,7,2024-2026,American Chemical Society,,True,J666WVMAAAAJ:I9gX6wnfuA8C,72,,10247784985053838294,/scholar?cites=10247784985053838294,,,0,1,None | pe0em2MAAAAJ
205,42092,Reaction of (chlorophosphine) iron tetracarbonyl complexes with aluminum chloride. Iron tetracarbonyl complexes of two-coordinate phosphorus cations,1981.0,AH Cowley and RA Kemp and JC Wilburn,20.0,Inorganic Chemistry,12,4289-4293,American Chemical Society,,True,J666WVMAAAAJ:ujxm2eEBZHIC,70,,10247497366167418163,/scholar?cites=10247497366167418163,,,0,1,None | None | None
206,42093,Selective catalytic homogeneous hydrogenation of terminal olefins using tris (triphenylphosphine) hydridochlororuthenium (II); hydrogen transfer in exchange and isomerisation …,1967.0,PS Hallman and D Evans and JA Osborn and G Wilkinson,,Chemical Communications (London),7,305-306,Royal Society of Chemistry,,True,J666WVMAAAAJ:6YFk0eKgftsC,70,,16783904666551543730,/scholar?cites=16783904666551543730,,,0,1,None | LjfGNNwAAAAJ | siOwbosAAAAJ | pe0em2MAAAAJ
207,42094,TRANSITION-METAL COMPLEXES OF 7-MEMBERED RING SYSTEMS. 3. CYCLOHEPTATRIENEIRON CARBONYL AND RELATED COMPOUNDS,1961.0,R Burton and L Pratt and G Wilkinson,,JOURNAL OF THE CHEMICAL SOCIETY,FEB,594-&,ROYAL SOC CHEMISTRY,,True,J666WVMAAAAJ:QhqSGEHatosC,70,,17253280545309977021,/scholar?cites=17253280545309977021,,,0,1,zOVMj64AAAAJ | 0z7dqZgAAAAJ | pe0em2MAAAAJ
208,42095,The reduction of bis-cyclopentadienyl compounds,1955.0,JM Birmingham and AK Fischer and G Wilkinson,42.0,Naturwissenschaften,4,96-96,Springer Berlin/Heidelberg,,True,J666WVMAAAAJ:NnTm98qLMbgC,70,,11163010821951800003,/scholar?cites=11163010821951800003,,,0,1,5PbwBQ0AAAAJ | EPycQ3EAAAAJ | pe0em2MAAAAJ
209,42096,Cyclic trimeric hydroxy. amido. phosphido. and arsenido derivatives of aluminum and gallium. X-ray structures of [tert-Bu2Ga (. mu.-OH)] 3 and [tert-Bu2Ga (. mu.-NH2)] 3,1993.0,David A Atwood and Alan H Cowley and Paul R Harris and Richard A Jones and Stefan U Koschmieder and Christine M Nunn and Jerry L Atwood and Simon G Bott,12.0,Organometallics,1,24-29,American Chemical Society,,True,J666WVMAAAAJ:jE2MZjpN3IcC,68,,5242143470404804461,/scholar?cites=5242143470404804461,,,0,1,6nIjbwwAAAAJ | None | iwfcfk4AAAAJ | tbQhhAUAAAAJ | None | None | jEYVBzgAAAAJ | rxBeg6wAAAAJ
210,42097,Tetrameric Gallium and Aluminum Chalcogenides. [tBuME]4 (M  Al. Ga; E  S. Se. Te). A New Class of Heterocubanes,1991.0,Alan H Cowley and Richard A Jones and Paul R Harris and David A Atwood and Leopoldo Contreras and Christof J Burek,30.0,Angewandte Chemie International Edition in English,9,1143-1145,Hüthig & Wepf Verlag,,True,J666WVMAAAAJ:v7SMsomtfXcC,68,,15110726341802671205,/scholar?cites=15110726341802671205,,,0,1,None | tbQhhAUAAAAJ | iwfcfk4AAAAJ | 6nIjbwwAAAAJ | None | None
211,42098,The nature of the phosphorus-phosphorus double bond as studied by solid-state NMR,1988.0,Kurt W Zilm and Gretchen G Webb and Alan H Cowley and Marek Pakulski and Anita Orendt,110.0,Journal of the American Chemical Society,7,2032-2038,American Chemical Society,,True,J666WVMAAAAJ:38eRAUXPO10C,68,,17577130992548288823,/scholar?cites=17577130992548288823,,,0,1,None | None | None | None | FZGUdJkAAAAJ
212,42099,Tris (triphenylarsine)-and tris (triphenylstibine)-chlororhodium (I) complexes and their reactions with hydrogen. olefins. and other reagents,1966.0,JT Mague and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,1736-1740,Royal Society of Chemistry,,True,J666WVMAAAAJ:1Ye0OR6EYb4C,68,,5207524529697067592,/scholar?cites=5207524529697067592,,,0,1,z1wz9bwAAAAJ | pe0em2MAAAAJ
213,42100,Use of the 2. 6-bis [(dimethylamino) methyl] phenyl ligand to form some pentacoordinate derivatives of P (III). As (III). Sb (III) and Bi (III),1992.0,David A Atwood and Alan H Cowley and Jaime Ruiz,198.0,Inorganica chimica acta,,271-274,Elsevier,,True,J666WVMAAAAJ:kuK5TVdYjLIC,67,,2845589775201077788,/scholar?cites=2845589775201077788,,,0,1,6nIjbwwAAAAJ | None | HaLF1gYAAAAJ
214,42101,Unidentate dithiocarbamate complexes of rhodium and iron: dithiocarbamate and dithiocarbonate complexes of ruthenium,1969.0,Charmian O'Connor and JD Gilbert and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,84-87,Royal Society of Chemistry,,True,J666WVMAAAAJ:xtoqd-5pKcoC,67,,3270455952643440146,/scholar?cites=3270455952643440146,,,0,1,None | 2k2ygBkAAAAJ | pe0em2MAAAAJ
215,42102,Restricted rotation around phosphorus-nitrogen bonds,1968.0,AH Cowley and MJS Dewar and W Ro Jackson,90.0,Journal of the American Chemical Society,15,4185-4186,American Chemical Society,,True,J666WVMAAAAJ:mvPsJ3kp5DgC,67,,1504165228630431996,/scholar?cites=1504165228630431996,,,0,1,None | None | None
216,42103,209. Spectroscopic studies on alkyl and hydrido transition metal carbonyls and π-cyclopentadienyl carbonyls,1963.0,A Davison and JA McCleverty and Gf Wilkinson,,Journal of the Chemical Society (Resumed),,1133-1138,Royal Society of Chemistry,,True,J666WVMAAAAJ:oYLFIHfuHKwC,67,,9484380861245452813,/scholar?cites=9484380861245452813,,,0,1,A0ae1agAAAAJ | None | None
217,42104,206. Spectroscopic studies of some organoiron complexes,1960.0,MLH Green and L Pratt and G Wilkinson,,Journal of the Chemical Society (Resumed),,989-997,Royal Society of Chemistry,,True,J666WVMAAAAJ:tSVUDDkujAIC,67,,12814662646784702419,/scholar?cites=12814662646784702419,,,0,1,None | 0z7dqZgAAAAJ | pe0em2MAAAAJ
218,42105,Electropolymerization of an N-Heterocyclic Carbene− Gold (I) Complex,2009.0,Adam B Powell and Christopher W Bielawski and Alan H Cowley,131.0,Journal of the American Chemical Society,51,18232-18233,American Chemical Society,,True,J666WVMAAAAJ:2vr6o8x5NLkC,66,,7248824426629442066,/scholar?cites=7248824426629442066,,,0,1,BKyoAEUAAAAJ | Xwg1hYwAAAAJ | None
219,42106,Comprehensive coordination chemistry,1987.0,C Oldham and G Wilkinson and RD Gillard and JA McCleverty,2.0,"by G. Wilkinson, Pergamon Press, Oxford",,435,,,True,J666WVMAAAAJ:eFf2swCANGcC,66,,9611582187225951122,/scholar?cites=9611582187225951122,,,0,1,ZiyR-XEAAAAJ | pe0em2MAAAAJ | None | None
220,42107,Detection of rotational isomerism in diphosphines and diarsines by photoelectron spectroscopy,1974.0,AH Cowley and MJS Dewar and DW Goodman and MC Padolina,96.0,Journal of the American Chemical Society,8,2648-2650,American Chemical Society,,True,J666WVMAAAAJ:XoXfffV-tXoC,66,,3311011762558147420,/scholar?cites=3311011762558147420,,,0,1,None | None | U5-5hoYAAAAJ | None
221,42108,Elimination stabilized alkyls. Part III. Trimethylsilylmethyl and neopentyl alkyls of transition metals,1973.0,Walter Mowat and Geoffrey Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",10,1120-1124,Royal Society of Chemistry,,True,J666WVMAAAAJ:mVC4hKzE2FoC,66,,10109086973677733966,/scholar?cites=10109086973677733966,,,0,1,None | RuNPc0kAAAAJ
222,42109,Oxo-complexes of rhenium (V),1966.0,DE Grove and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,1224-1230,Royal Society of Chemistry,,True,J666WVMAAAAJ:e9bUPLv0EjcC,66,,12557466894532311204,/scholar?cites=12557466894532311204,,,0,1,GGAIUiwAAAAJ | pe0em2MAAAAJ
223,42110,Some New Transition Metal π-Cyclopentadienyl Hydrides,1959.0,MLH Green and G Wilkinson,14.0,Zeitschrift für Naturforschung B,11,738-738,Verlag der Zeitschrift für Naturforschung,,True,J666WVMAAAAJ:MGPUR4WVBMEC,66,,10134743205028943357,/scholar?cites=10134743205028943357,,,0,1,None | pe0em2MAAAAJ
224,42111,Lanthanide-based coordination polymers assembled from derivatives of 3. 5-dihydroxy benzoates: syntheses. crystal structures. and photophysical properties,2011.0,Sarika Sivakumar and MLP Reddy and Alan H Cowley and Rachel R Butorac,50.0,Inorganic chemistry,11,4882-4891,American Chemical Society,,True,J666WVMAAAAJ:r56sNq9gaawC,65,,12857944346192259343,/scholar?cites=12857944346192259343,,,0,1,ZTlVZHIAAAAJ | xLHyJ5gAAAAJ | None | None
