,Unnamed: 0,title,pub_year,author,volume,journal,number,pages,publisher,abstract,filled,author_pub_id,num_citations,pub_url,cites_id,citedby_url,author_id,eprint_url,got_citations,got_author_ids,author_ids
95,41982,Synthesis and X-ray crystal structure of oxotrimesityliridium (V),1993.0,Robyn S Hay-Motherwell and Geoffrey Wilkinson and Bilquis Hussain-Bates and Michael B Hursthouse,12.0,Polyhedron,16,2009-2012,Pergamon,,True,J666WVMAAAAJ:UebtZRa9Y70C,143,,156570888530637525,/scholar?cites=156570888530637525,,,0,1,None | RuNPc0kAAAAJ | None | None
96,41983,The Preparation and Some Properties of the Cobalticinium Salts,1952.0,Geoffrey Wilkinson,74.0,Journal of the American Chemical Society,23,6148-6149,American Chemical Society,,True,J666WVMAAAAJ:zdjWy_NXXwUC,143,,6218592464830022259,/scholar?cites=6218592464830022259,,,0,1,RuNPc0kAAAAJ
97,41984,The preparation and some properties of ruthenocene and ruthenicinium salts,1952.0,Geoffrey Wilkinson,74.0,Journal of the American Chemical Society,23,6146-6147,American Chemical Society,,True,J666WVMAAAAJ:L7vk9XBBNxgC,142,,10852601114567834733,/scholar?cites=10852601114567834733,,,0,1,RuNPc0kAAAAJ
98,41985,Synthesis and structures of compounds containing double bonds between the heavier Group VA elements: diphosphenes. diarsenes. phosphaarsenes. and phosphastibenes,1984.0,Alan H Cowley and Jan E Kilduff and Jon G Lasch and Sushil K Mehrotra and Nichlas C Norman and Marek Pakulski and Bruce R Whittlesey and Jerry L Atwood and William E Hunter,23.0,Inorganic Chemistry,17,2582-2593,American Chemical Society,,True,J666WVMAAAAJ:qSd0DAb9jMoC,140,,12219993507523459472,/scholar?cites=12219993507523459472,,,0,1,None | None | None | None | None | None | sMhbjlwAAAAJ | jEYVBzgAAAAJ | _MpO2s0AAAAJ
99,41986,Carboxylato-triphenylphosphine complexes of ruthenium. cationic triphenylphosphine complexes derived from them. and their behaviour as homogeneous hydrogenation catalysts for …,1973.0,Robert W Mitchell and Alwyn Spencer and Geoffrey Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",8,846-854,Royal Society of Chemistry,,True,J666WVMAAAAJ:u-coK7KVo8oC,140,,4156126691996489564,/scholar?cites=4156126691996489564,,,0,1,ge4B1GoAAAAJ | None | RuNPc0kAAAAJ
100,41987,Mass Spectra of Cyclopentadienyl Metal Compounds. Part I. Bis-cyclopentadienyl Compounds of V. Cr. Fe. Co. Ni. Re and Ru. and Manganese and Magnesium Cyclopentadienides1,1955.0,L Friedman and AP Irsa and G Wilkinson,77.0,Journal of the American Chemical Society,14,3689-3692,American Chemical Society,,True,J666WVMAAAAJ:8dzOF9BpDQoC,139,,6695899199604168296,/scholar?cites=6695899199604168296,,,0,1,3HwRbiQAAAAJ | None | pe0em2MAAAAJ
101,41988,Cyclopentadienyl-triethylphosphine-copper (I) and bis-cyclopentadienylmercury (II),1956.0,G Wilkinson and TS Piper,2.0,Journal of Inorganic and Nuclear Chemistry,1,32-37,Pergamon,,True,J666WVMAAAAJ:ZbXHRDTBJTgC,138,,17531047638213824469,/scholar?cites=17531047638213824469,,,0,1,pe0em2MAAAAJ | None
102,41989,WR Jackson et WB Jennings,1970.0,AH Cowley and MJS Dewar,92.0,J. Am. Chem. Soc,,1085,,,True,J666WVMAAAAJ:s9ia6_kGH2AC,137,,6727220968957100823,/scholar?cites=6727220968957100823,,,0,1,None | None
103,41990,A Theoretical Study of Free and Fe(CO)4-Complexed Borylenes (Boranediyls) and Heavier Congeners:  The Nature of the Iron−Group 13 Element Bonding,1999.0,Charles LB Macdonald and Alan H Cowley,121.0,Journal of the American Chemical Society,51,12113-12126,American Chemical Society,,True,J666WVMAAAAJ:YlPif8NxrbYC,136,,6187094669036417774,/scholar?cites=6187094669036417774,,,0,1,None | None
104,41991,A silyliron compound; an Fe-Si δ bond,1956.0,TS Piper and D Lemal and G Wilkinson,43.0,Naturwissenschaften,6,129-129,Springer Berlin/Heidelberg,,True,J666WVMAAAAJ:nj26e0utjpAC,136,,13813523882303209936,/scholar?cites=13813523882303209936,,,0,1,None | q8VHhFwAAAAJ | pe0em2MAAAAJ
105,41992,Copper (I) and nickel (II) complexes with 1: 1 vs. 1: 2 coordination of ferrocenyl hydrazone ligands: Do the geometry and composition of complexes affect DNA binding/cleavage …,2012.0,Paramasivam Krishnamoorthy and Palanisamy Sathyadevi and Rachel R Butorac and Alan H Cowley and Nattamai SP Bhuvanesh and Nallasamy Dharmaraj,41.0,Dalton Transactions,15,4423-4436,Royal Society of Chemistry,,True,J666WVMAAAAJ:pk6FPx6l9xIC,135,,17635486154620608851,/scholar?cites=17635486154620608851,,,0,1,080X9HEAAAAJ | None | None | None | None | None
106,41993,Donor-acceptor bond in phosphine-borane complexes,1971.0,Alan H Cowley and M Cristina Damasco,93.0,Journal of the American Chemical Society,25,6815-6821,American Chemical Society,,True,J666WVMAAAAJ:6MVT8mER-OMC,134,,18261247377720033589,/scholar?cites=18261247377720033589,,,0,1,None | None
107,41994,Synthesis and structure of a diarsene: the first compound with an unsupported arsenic-arsenic double bond,1983.0,AH Cowley and JG Lasch and NC Norman and M Pakulski,105.0,Journal of the American Chemical Society,16,5506-5507,American Chemical Society,,True,J666WVMAAAAJ:AZju0d2GQJ0C,132,,7247134093068831425,/scholar?cites=7247134093068831425,,,0,1,None | None | pkh1NOEAAAAJ | g0w0aTEAAAAJ
108,41995,Mild hydroformylation of olefins using rhodium catalysts,1965.0,J A_ Osborn and G Wilkinson and JF Young,,Chemical Communications (London),2,17-17,Royal Society of Chemistry,,True,J666WVMAAAAJ:DXE8ND7PrJAC,132,,7540048042682102439,/scholar?cites=7540048042682102439,,,0,1,J_qE8VAAAAAJ | pe0em2MAAAAJ | 7F7aPXAAAAAJ
109,41996,Observation of a triplet phosphinidene by ESR spectroscopy,1994.0,Xinhua Li and SI Weissman and Tien-Sung Lin and Peter P Gaspar and Alan H Cowley and Alex I Smirnov,116.0,Journal of the American Chemical Society,17,7899-7900,American Chemical Society,,True,J666WVMAAAAJ:6yz0xqPARnAC,129,,4484208593855896893,/scholar?cites=4484208593855896893,,,0,1,cZDgnr0AAAAJ | k2bY4xoAAAAJ | xOR563EAAAAJ | fijnf4MAAAAJ | None | fFAsPfAAAAAJ
110,41997,Further studies on hydridocarbonyltris (triphenylphosphine) rhodium (I); intermediate species in hydroformylation; rhodium and iridium analogues,1970.0,G Yagupsky and CK Brown and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,1392-1401,Royal Society of Chemistry,,True,J666WVMAAAAJ:eQOLeE2rZwMC,128,,113822965792573937,/scholar?cites=113822965792573937,,,0,1,muykC3sAAAAJ | xfBreBcAAAAJ | pe0em2MAAAAJ
111,41998,The quest for terminal phosphinidene complexes,1988.0,Alan H Cowley and Andrew R Barron,21.0,Accounts of Chemical Research,2,81-87,American Chemical Society,,True,J666WVMAAAAJ:LiF7i2gyBHwC,127,,18261974459974452224,/scholar?cites=18261974459974452224,,,0,1,None | JcaWZAQAAAAJ
112,41999,204. Amine. phosphine. arsine. and stibine complexes of rhenium-(III).-(IV). and-(V),1964.0,NP Johnson and CJL Lock and G Wilkinson,,Journal of the Chemical Society (Resumed),,1054-1066,Royal Society of Chemistry,,True,J666WVMAAAAJ:NtGNdKbuCngC,126,,9706921394924747130,/scholar?cites=9706921394924747130,,,0,1,tXzJoA4AAAAJ | None | pe0em2MAAAAJ
113,42000,487. Molybdenum (II) carboxylates,1964.0,TA Stephenson and E Bannister and G Wilkinson,,Journal of the Chemical Society (Resumed),,2538-2541,Royal Society of Chemistry,,True,J666WVMAAAAJ:SAZ1SQo2q1kC,126,,6420119869516882746,/scholar?cites=6420119869516882746,,,0,1,76bMMAoAAAAJ | khoYfzcAAAAJ | pe0em2MAAAAJ
114,42001,Effect of substitution and planarity of the ligand on DNA/BSA interaction. free radical scavenging and cytotoxicity of diamagnetic Ni (II) complexes: a systematic investigation,2011.0,Palanisamy Sathyadevi and Paramasivam Krishnamoorthy and Rachel R Butorac and Alan H Cowley and Nattamai SP Bhuvanesh and Nallasamy Dharmaraj,40.0,Dalton Transactions,38,9690-9702,Royal Society of Chemistry,,True,J666WVMAAAAJ:Weau3kkTRIMC,123,,14239781479950281218,/scholar?cites=14239781479950281218,,,0,1,None | 080X9HEAAAAJ | None | None | None | None
115,42002,Synthesis. crystal structure. and photoluminescence of homodinuclear lanthanide 4-(dibenzylamino) benzoate complexes,2010.0,AR Ramya and MLP Reddy and Alan H Cowley and Kalyan V Vasudevan,49.0,Inorganic chemistry,5,2407-2415,American Chemical Society,,True,J666WVMAAAAJ:vxA22ZmNLkoC,122,,10067270312990104092,/scholar?cites=10067270312990104092,,,0,1,_LPT_NkAAAAJ | xLHyJ5gAAAAJ | None | None
116,42003,955. The di-π-cyclopentadienyl hydrides of tantalum. molybdenum. and tungsten,1961.0,MLH Green and JA McCleverty and L Pratt and G Wilkinson,,Journal of the Chemical Society (Resumed),,4854-4859,Royal Society of Chemistry,,True,J666WVMAAAAJ:sbeIDTyQOFgC,122,,8712556361518773287,/scholar?cites=8712556361518773287,,,0,1,None | None | 0z7dqZgAAAAJ | pe0em2MAAAAJ
117,42004,Spontaneous Generation of Stable Pnictinyl Radicals from “Jack-in-the-Box” Dipnictines: A Solid-State. Gas-Phase. and Theoretical Investigation of the Origins of Steric …,2001.0,Sarah L Hinchley and Carole A Morrison and David WH Rankin and Charles LB Macdonald and Robert J Wiacek and Andreas Voigt and Alan H Cowley and Michael F Lappert and Grete Gundersen and Jason AC Clyburne and Philip P Power,123.0,Journal of the American Chemical Society,37,9045-9053,American Chemical Society,,True,J666WVMAAAAJ:LNjCCq68lIgC,121,,14578546487239129141,/scholar?cites=14578546487239129141,,,0,1,None | Aj3fwFkAAAAJ | None | None | None | d-zZDKEAAAAJ | None | None | None | None | crSiBTkAAAAJ
118,42005,Low‐Molecular III/V‐Complexes: A Potential New Approach to Gallium Arsenide and Related Semiconductors,1989.0,AH Cowley and RA Jones,20.0,ChemInform,48,no-no,WILEY‐VCH Verlag GmbH,,True,J666WVMAAAAJ:2VqYfGB8ITEC,121,,3669304685748492933,/scholar?cites=3669304685748492933,,,0,1,None | fqLzGQ8AAAAJ
119,42006,J. Chem. Soc.(A),1966.0,JA Osborn and FH Jardine and JF Young and G Wilkinson,,,,1711,,,True,J666WVMAAAAJ:4E1Y8I9HL1wC,119,,10916430736147384120,/scholar?cites=10916430736147384120,,,0,1,siOwbosAAAAJ | None | 7F7aPXAAAAAJ | pe0em2MAAAAJ
120,42007,Comprehensive coordination chemistry,1987.0,J Reedijk and G Wilkinson and RD Gillard,2.0,"Pergamon, Oxford",,73,,,True,J666WVMAAAAJ:0vYOBEH00j0C,116,,17075522711993575902,/scholar?cites=17075522711993575902,,,0,1,ZSpW_doAAAAJ | pe0em2MAAAAJ | None
121,42008,Infrared spectra and structures of cyclopentadienyl-carbon monoxide compounds of V. Mn. Fe. Co. Mo. and W,1955.0,FA Cotton and AD Liehr and G Wilkinson,1.0,Journal of Inorganic and Nuclear Chemistry,3,175-186,Pergamon,,True,J666WVMAAAAJ:kz9GbA2Ns4gC,116,,3038763598916808502,/scholar?cites=3038763598916808502,,,0,1,None | None | pe0em2MAAAAJ
122,42009,The reactions of stable nucleophilic carbenes with main group compounds,2000.0,Claire J Carmalt and Alan H Cowley,50.0,,,1-32,Academic Press,,True,J666WVMAAAAJ:SeFeTyx0c_EC,113,,881896228863847815,/scholar?cites=881896228863847815,,,0,1,MHxWUhsAAAAJ | None
123,42010,Synthesis and crystal structures of lanthanide 4-benzyloxy benzoates: Influence of electron-withdrawing and electron-donating groups on luminescent properties,2010.0,Sarika Sivakumar and MLP Reddy and Alan H Cowley and Kalyan V Vasudevan,39.0,Dalton Transactions,3,776-786,Royal Society of Chemistry,,True,J666WVMAAAAJ:IyxfXMz2bNAC,109,,11147327922937018399,/scholar?cites=11147327922937018399,,,0,1,ZTlVZHIAAAAJ | xLHyJ5gAAAAJ | None | None
124,42011,Synthesis and crystal structures of lanthanide 4-benzyloxy benzoates: Influence of electron-withdrawing and electron-donating groups on luminescent properties,2010.0,MLP Reddy and KV Vasudevan and AH Cowley and S Sarika,,,,,Royal Society of Chemistry,,True,J666WVMAAAAJ:QaSi33NTfwYC,109,,11147327922937018399,/scholar?cites=11147327922937018399,,,0,1,xLHyJ5gAAAAJ | Dc-auzUAAAAJ | None | 6-YsjQEAAAAJ
125,42012,Acetato complexes of palladium (II),1967.0,TA Stephenson and G Wilkinson,29.0,Journal of Inorganic and Nuclear Chemistry,8,2122-2123,Pergamon,,True,J666WVMAAAAJ:WTSGYGHz1bkC,109,,15305612432716158774,/scholar?cites=15305612432716158774,,,0,1,76bMMAoAAAAJ | pe0em2MAAAAJ
126,42013,Tetracarbonyldichlorodirhodium,1990.0,JA McCleverty and G Wilkinson and Loren G Lipson and Michael L Maddox and Herbert D Kaesz,28.0,Inorganic Syntheses: Reagents for Transition Metal Complex and Organometallic Syntheses,,84-86,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:7XUxBq3GufIC,108,,13421909342905196937,/scholar?cites=13421909342905196937,,,0,1,None | pe0em2MAAAAJ | None | ri3_zewAAAAJ | None
127,42014,The molecular structure of tetra-tert-butyldiphosphine: an extremely distorted. sterically crowded molecule,2004.0,Sarah L Hinchley and Heather E Robertson and Konstantin B Borisenko and Andrew R Turner and Blair F Johnston and David WH Rankin and Mansour Ahmadian and Jamie N Jones and Alan H Cowley,,Dalton Transactions,16,2469-2476,Royal Society of Chemistry,,True,J666WVMAAAAJ:AeM5kdmBKVwC,106,,17036928486382093349,/scholar?cites=17036928486382093349,,,0,1,None | dd-edgEAAAAJ | cT0vzc0AAAAJ | ny-KMX0AAAAJ | Q_8TRMUAAAAJ | None | None | S0PAJd0AAAAJ | None
128,42015,Elimination stabilized alkyls. Part I. Chromium. molybdenum. tungsten. and vanadium,1972.0,W Mowat and A Shortland and G Yagupsky and NJ Hill and M Yagupsky and G Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",4,533-542,Royal Society of Chemistry,,True,J666WVMAAAAJ:KI9T_ytC6pkC,106,,8402913263575633848,/scholar?cites=8402913263575633848,,,0,1,XdOw4qsAAAAJ | 3nT5Ix4AAAAJ | muykC3sAAAAJ | 8xN059EAAAAJ | muykC3sAAAAJ | pe0em2MAAAAJ
129,42016,Phosphorus Compounds Containing Sterically Demanding Groups,1990.0,Alan H Cowley and Nicholas C Norman and Marek Pakulski and G Becker and M Layh and E Kirchner and M Schmidt,27.0,Inorganic Syntheses,,235-240,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:OcBU2YAGkTUC,105,,3861052005600318846,/scholar?cites=3861052005600318846,,,0,1,None | None | None | nRWVCBQAAAAJ | None | xSkCtK8AAAAJ | PXoDO9gAAAAJ
130,42017,Chlorocarbonylbis (triphenylphosphine) rhodium and chlorocarbonylbis (triphenylarsine) rhodium,1966.0,JA McCleverty and G Wilkinson and Loren G Lipson and Michael L Maddox and Herbert D Kaesz,8.0,Inorganic Syntheses,,214-217,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:gYnLYBw1zZMC,105,,16071101459453226594,/scholar?cites=16071101459453226594,,,0,1,None | pe0em2MAAAAJ | None | ri3_zewAAAAJ | None
131,42018,Transition-metal complexes of 7-membered ring systems. 4. Proton resonance spectra of cycloheptatriene complexes of group vi metals,1961.0,MA Bennett and G Wilkinson and L Pratt,,JOURNAL OF THE CHEMICAL SOCIETY,MAY,2037-+,ROYAL SOC CHEMISTRY,,True,J666WVMAAAAJ:E7VqQtBCVmcC,105,,8447521830545298254,/scholar?cites=8447521830545298254,,,0,1,NHB1wvYAAAAJ | pe0em2MAAAAJ | 0z7dqZgAAAAJ
132,42019,Studies on the effect of metal ions of hydrazone complexes on interaction with nucleic acids. bovine serum albumin and antioxidant properties,2012.0,Palanisamy Sathyadevi and Paramasivam Krishnamoorthy and Eswaran Jayanthi and Rachel R Butorac and Alan H Cowley and Nallasamy Dharmaraj,384.0,Inorganica Chimica Acta,,83-96,Elsevier,,True,J666WVMAAAAJ:SPgmg5JLkoEC,103,,11975261169537654772,/scholar?cites=11975261169537654772,,,0,1,None | 080X9HEAAAAJ | None | None | None | None
133,42020,Carbon disulphide. carbonyl sulphide. and alkyl and aryl isothiocyanate and perfluorothioacetone complexes of nickel. palladium. platinum. rhodium. and iridium,1967.0,MC Baird and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,865-872,Royal Society of Chemistry,,True,J666WVMAAAAJ:6_6x9JMR98MC,102,,18421083984835365133,/scholar?cites=18421083984835365133,,,0,1,None | pe0em2MAAAAJ
134,42021,Synthesis. characterization. and electrochemistry of cis-dioxomolybdenum (VI) complexes of Schiff bases derived from carbohydrazide. thiocarbohydrazide. and salicylaldehyde …,1990.0,C Bustos and O Burckhardt and R Schrebler and D Carrillo and AM Arif and AH Cowley and CM Nunn,29.0,Inorganic Chemistry,20,3996-4001,American Chemical Society,,True,J666WVMAAAAJ:1lhNe0rCu4AC,101,,4623851296313159027,/scholar?cites=4623851296313159027,,,0,1,A0ztO5MAAAAJ | T5DyrYUAAAAJ | None | bYMD2qsAAAAJ | 86h8zFYAAAAJ | None | None
135,42022,The long search for stable transition metal alkyls,1974.0,Geoffrey Wilkinson,,Science,,109-112,American Association for the Advancement of Science,,True,J666WVMAAAAJ:EBV337fEn3EC,101,,8942742299905467028,/scholar?cites=8942742299905467028,,,0,1,RuNPc0kAAAAJ
136,42023,Design. synthesis. and study of main chain poly (N-heterocyclic carbene) complexes: applications in electrochromic devices,2010.0,Adam B Powell and Christopher W Bielawski and Alan H Cowley,132.0,Journal of the American Chemical Society,29,10184-10194,American Chemical Society,,True,J666WVMAAAAJ:kF1pexMAQbMC,100,,5703037242523512385,/scholar?cites=5703037242523512385,,,0,1,BKyoAEUAAAAJ | Xwg1hYwAAAAJ | None
137,42024,Use of the 2. 4. 6-tris (trifluoromethyl) phenyl ligand to stabilize indium-indium and gallium-gallium bonds,1993.0,Rodney D Schluter and Alan H Cowley and David A Atwood and Richard A Jones and Marcus R Bond and Carl J Carrano,115.0,Journal of the American Chemical Society,5,2070-2071,American Chemical Society,,True,J666WVMAAAAJ:9Nmd_mFXekcC,100,,2444404372496734069,/scholar?cites=2444404372496734069,,,0,1,None | None | 6nIjbwwAAAAJ | tbQhhAUAAAAJ | IJOjyUsAAAAJ | 5W9WqNkAAAAJ
138,42025,The Reactions of Dihydridotetrakis (triphenylphosphine) ruthenium (II). Tetrakis‐hydridotris (triphenylphosphine) ruthenium (II) and Hydrido‐(η3‐2‐diphenylphosphinophenyl) bis …,1977.0,DJ Cole‐Hamilton and G Wilkinson,8.0,Chemischer Informationsdienst,30,no-no,WILEY‐VCH Verlag GmbH,,True,J666WVMAAAAJ:eG7oJ4UONFcC,100,,16901517907781987826,/scholar?cites=16901517907781987826,,,0,1,qu8FDvsAAAAJ | pe0em2MAAAAJ
139,42026,Further studies on the homogeneous hydrogenation of olefins using tris (triphenylphosphine) halogenorhodium (I) catalysts,1967.0,FH Jardine and JA Osbron and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,1574-1578,Royal Society of Chemistry,,True,J666WVMAAAAJ:_B80troHkn4C,100,,1921565849399942822,/scholar?cites=1921565849399942822,,,0,1,None | siOwbosAAAAJ | pe0em2MAAAAJ
140,42027,992. Complexes of ruthenium. rhodium. iridium. and platinum with tin (II) chloride,1964.0,JF Young and RD Gillard and G Wilkinson,,Journal of the Chemical Society (Resumed),,5176-5189,Royal Society of Chemistry,,True,J666WVMAAAAJ:HeT0ZceujKMC,100,,3908632035635022526,/scholar?cites=3908632035635022526,,,0,1,7F7aPXAAAAAJ | None | pe0em2MAAAAJ
141,42028,Advanced Inorg. Chem,1968.0,F Albert Cotton and G Wilkinson and CA Murillo and M Bochmann,507.0,I972,,977-981,,,True,J666WVMAAAAJ:plAW456RD7MC,99,,14433290500932575840,/scholar?cites=14433290500932575840,,,0,1,None | pe0em2MAAAAJ | o5-7I1EAAAAJ | nTTn0TIAAAAJ
142,42029,3-Phenyl-4-acyl-5-isoxazolonate complex of Tb 3+ doped into poly-β-hydroxybutyrate matrix as a promising light-conversion molecular device,2009.0,Silvanose Biju and MLP Reddy and Alan H Cowley and Kalyan V Vasudevan,19.0,Journal of Materials Chemistry,29,5179-5187,Royal Society of Chemistry,,True,J666WVMAAAAJ:54SpJiyHbzwC,98,,18281670940108424355,/scholar?cites=18281670940108424355,,,0,1,alh8_E8AAAAJ | xLHyJ5gAAAAJ | None | None
143,42030,711. The formation of metal–hydrogen bonds in the protonation of transition-metal–carbonyl complexes,1962.0,A Davison and W McFarlane and L Pratt and G Wilkinson,,Journal of the Chemical Society (Resumed),,3653-3666,Royal Society of Chemistry,,True,J666WVMAAAAJ:k_7cPK9k7w8C,98,,5985340280738361965,/scholar?cites=5985340280738361965,,,0,1,A0ae1agAAAAJ | qeqTQ0MAAAAJ | 0z7dqZgAAAAJ | pe0em2MAAAAJ
144,42031,The preparation and properties of tetrakistribromophosphine nickel and tetrakistrifluorophosphine nickel,1951.0,Geoffrey Wilkinson,73.0,Journal of the American Chemical Society,11,5501-5502,American Chemical Society,,True,J666WVMAAAAJ:j8pvxH-kN2QC,98,,10261860900564863833,/scholar?cites=10261860900564863833,,,0,1,RuNPc0kAAAAJ
145,42032,Arene Complexes of Al(C6F5)3. Relationship to a Déjà Vu Silylium Ion,1999.0,Gregory S Hair and Alan H Cowley and Richard A Jones and Brian G McBurnett and Andreas Voigt,121.0,Journal of the American Chemical Society,20,4922-4923,American Chemical Society,,True,J666WVMAAAAJ:ZYsTHYU9jrMC,97,,12268896600202643302,/scholar?cites=12268896600202643302,,,0,1,None | None | tbQhhAUAAAAJ | None | d-zZDKEAAAAJ
146,42033,Chlorohydridotris (triphenylphosphine) ruthenium (II),1972.0,RA Schunn and ER Wonchoba and G Wilkinson,13.0,Inorganic Syntheses,,131-134,John Wiley & Sons. Inc.,,True,J666WVMAAAAJ:nVrZBo8bIpAC,97,,4221401909344102368,/scholar?cites=4221401909344102368,,,0,1,None | None | pe0em2MAAAAJ
147,42034,Heats of Combustion and Formation of Metal Carbonyls. III. Iron Pentacarbonyl; The Nature of the Bonding in Metal Carbonyls1,1959.0,FA Cotton and AK Fischer and G Wilkinson,81.0,Journal of the American Chemical Society,4,800-803,American Chemical Society,,True,J666WVMAAAAJ:6Zm5LS9gQ5UC,96,,11939733759100821643,/scholar?cites=11939733759100821643,,,0,1,None | EPycQ3EAAAAJ | pe0em2MAAAAJ
148,42035,µ-Oxo-triruthenium carboxylate complexes,1972.0,A Spencer and G Wilkinson,,"Journal of the Chemical Society, Dalton Transactions",14,1570-1577,Royal Society of Chemistry,,True,J666WVMAAAAJ:AzKEL7Gb_04C,94,,6582677653637755292,/scholar?cites=6582677653637755292,,,0,1,wtNRWZMAAAAJ | pe0em2MAAAAJ
149,42036,760. A new type of transition metal–cyclopentadiene compound,1959.0,MLH Green and L Pratt and G Wilkinson,,Journal of the Chemical Society (Resumed),,3753-3767,Royal Society of Chemistry,,True,J666WVMAAAAJ:sJPMR1oEGYQC,94,,7221444974719376612,/scholar?cites=7221444974719376612,,,0,1,None | 0z7dqZgAAAAJ | pe0em2MAAAAJ
150,42037,Synthesis and Characterization of a Coordinated Oxoborane: Lewis Acid Stabilization of a Boron− Oxygen Double Bond,2005.0,Dragoslav Vidovic and Jennifer A Moore and Jamie N Jones and Alan H Cowley,127.0,Journal of the American Chemical Society,13,4566-4567,American Chemical Society,,True,J666WVMAAAAJ:FepLwMwnKBMC,93,,17039278537380120883,/scholar?cites=17039278537380120883,,,0,1,ksrDs3EAAAAJ | 0GcfnB4AAAAJ | S0PAJd0AAAAJ | None
151,42038,Gallium-Containing 6. pi.-Electron Ring Systems,1995.0,David S Brown and Andreas Decken and Alan H Cowley,117.0,Journal of the American Chemical Society,19,5421-5422,American Chemical Society,,True,J666WVMAAAAJ:RZBefGmQYygC,93,,15159298047481912267,/scholar?cites=15159298047481912267,,,0,1,vSngyN8AAAAJ | zDZk0XAAAAAJ | None
152,42039,New Single-Source Precursor Approach to Gallium Nitride,1995.0,Deborah A Neumayer and Alan H Cowley and Andreas Decken and Richard A Jones and Vikas Lakhotia and John G Ekerdt,117.0,Journal of the American Chemical Society,21,5893-5894,American Chemical Society,,True,J666WVMAAAAJ:5bfplxN71z4C,91,,11972383502006816342,/scholar?cites=11972383502006816342,,,0,1,None | None | zDZk0XAAAAAJ | tbQhhAUAAAAJ | None | None
153,42040,Modern Inorganic Chemistry,1969.0,FA Cotton and G Wilkinson,3.0,"Translated into Russian), Mir, Moscow",,53,,,True,J666WVMAAAAJ:tHtfpZlB6tUC,91,,6381211140798323318,/scholar?cites=6381211140798323318,,,0,1,None | pe0em2MAAAAJ
154,42041,The preparation and reactions of trihaolgeno (alkanonitrile) bis (triphenylphosphine) rhenium (III) complexes,1967.0,G Rouschias and G Wilkinson,,"Journal of the Chemical Society A: Inorganic, Physical, Theoretical",,993-1000,Royal Society of Chemistry,,True,J666WVMAAAAJ:LPtt_HFRSbwC,89,,4999925725937191865,/scholar?cites=4999925725937191865,,,0,1,None | pe0em2MAAAAJ
155,42042,738.-Cyclohexadienylmanganese tricarbonyl and related compounds,1961.0,G Winkhaus and L Pratt and G Wilkinson,,,,,,,True,J666WVMAAAAJ:ybfzIt2tCtgC,89,,58161893688616558,/scholar?cites=58161893688616558,,,0,1,None | 0z7dqZgAAAAJ | pe0em2MAAAAJ
156,42043,738. π-Cyclohexadienylmanganese tricarbonyl and related compounds,1961.0,G Winkhaus and L Pratt and G Wilkinson,,Journal of the Chemical Society (Resumed),,3807-3813,Royal Society of Chemistry,,True,J666WVMAAAAJ:2osOgNQ5qMEC,89,,58161893688616558,/scholar?cites=58161893688616558,,,0,1,None | 0z7dqZgAAAAJ | pe0em2MAAAAJ
157,42044,Biscyclopentadienylrhenium Hydride—A New Type of Hydride,1955.0,G Wilkinson and JM Birmingham,77.0,Journal of the American Chemical Society,12,3421-3422,American Chemical Society,,True,J666WVMAAAAJ:QsKbpXNoaWkC,89,,7572855655619575383,/scholar?cites=7572855655619575383,,,0,1,pe0em2MAAAAJ | 5PbwBQ0AAAAJ
158,42045,Reactions of transition-metal metallocenes with stable carbenes,1999.0,Colin D Abernethy and Jason AC Clyburne and Alan H Cowley and Richard A Jones,121.0,Journal of the American Chemical Society,10,2329-2330,American Chemical Society,,True,J666WVMAAAAJ:it4f3qIuXWYC,88,,14469290906803421879,/scholar?cites=14469290906803421879,,,0,1,None | None | None | tbQhhAUAAAAJ
159,42046,An alkyl-substituted indium (I) tetramer,1993.0,Rodney D Schluter and Alan H Cowley and David A Atwood and Richard A Jones and Jerry L Atwood,30.0,Journal of coordination chemistry,1,25-28,Taylor & Francis Group,,True,J666WVMAAAAJ:TiLqlu47W2oC,88,,16386818633185940436,/scholar?cites=16386818633185940436,,,0,1,None | None | 6nIjbwwAAAAJ | tbQhhAUAAAAJ | jEYVBzgAAAAJ
160,42047,Electrophilic additions to diphosphenes (RP: PR),1983.0,AH Cowley and JE Kilduff and NC Norman and JL Atwood and M Pakulski and WE Hunter,105.0,Journal of the American Chemical Society,14,4845-4846,American Chemical Society,,True,J666WVMAAAAJ:37UQlXuwjP4C,88,,6988661097023632149,/scholar?cites=6988661097023632149,,,0,1,None | 7WEvKzkAAAAJ | pkh1NOEAAAAJ | None | g0w0aTEAAAAJ | None
