Unnamed: 0,affiliation,email,citedby,scholar_id,filled,interests,name,url_picture,citedby5y,hindex,hindex5y,i10index,i10index5y,got_publications,got_coauthors
269265,Michigan State University,@cse.msu.edu,218911,g-_ZXGsAAAAJ,{'indices'},Biometrics|Computer vision|Pattern recognition|Machine learning|Image processing,Anil K. Jain,https://scholar.google.com/citations?view_op=medium_photo&user=g-_ZXGsAAAAJ,64750,194,111,711,476,1,1
269266,"University of Illinois, Urbana-Champaign",@ifp.uiuc.edu,169300,rGF6-WkAAAAJ,{'indices'},Computer Vision|Image Processing|Pattern Recognition|Multimedia|AI,Thomas S. Huang,https://scholar.google.com/citations?view_op=medium_photo&user=rGF6-WkAAAAJ,52094,162,85,978,439,1,1
269267,"Cockrell Family Regents Endowed Chair Professor, The University of Texas at Austin",@ece.utexas.edu,109128,p-PC50wAAAAJ,{'indices'},Electrical Engineering|Digital Television|Digital Photography|Social Media|Image Processing,Alan Bovik,https://scholar.google.com/citations?view_op=medium_photo&user=p-PC50wAAAAJ,53074,120,75,488,292,1,1
269268,"IBM Fellow, Chief Scientist",@us.ibm.com,87603,bMHnycYAAAAJ,{'indices'},Image Processing|Computer Vision|Machine Learning|Medical Imaging,Dr. Mohamed Nooman Ahmed,https://scholar.google.com/citations?view_op=medium_photo&user=bMHnycYAAAAJ,30557,62,41,529,305,1,1
269269,"President, King Abdullah University of Science & Technology",@kaust.edu.sa,84670,UO7McmEAAAAJ,{'indices'},mathematics|computer science|image processing,TF Chan,https://scholar.google.com/citations?view_op=medium_photo&user=UO7McmEAAAAJ,23171,99,54,381,184,1,1
269270,"Software Engineer, Intel",@intel.com,76145,L1if3T8AAAAJ,{'indices'},Mobile computing|pattern recognition|image processing,Jun Li,https://scholar.google.com/citations?view_op=medium_photo&user=L1if3T8AAAAJ,41152,114,81,1014,772,1,1
269271,"CEA, Département d'Astrophysique",@cea.fr,73215,IAaAiXgAAAAJ,{'indices'},Cosmology (CMB|weak-lensing|large scale structure)|Statistics|Image Processing,Jean-Luc Starck,https://scholar.google.com/citations?view_op=medium_photo&user=IAaAiXgAAAAJ,29811,117,74,351,257,1,1
269272,"Silver Professor of Neural Science, Mathematics, Data Science, and Psychology, NYU",@nyu.edu,72684,MplR7_cAAAAJ,{'indices'},Computational Neuroscience|Computational Vision|Image Processing|Vision Science,Eero P Simoncelli,https://scholar.google.com/citations?view_op=medium_photo&user=MplR7_cAAAAJ,33441,86,56,177,121,1,1
269273,Harbin Institute of Technology,@hit.edu.cn,72206,M2dHb-4AAAAJ,{'indices'},Image Processing|Spacecraft Design|Autonomous Navigation and Control,Zhang Zexu,https://scholar.google.com/citations?view_op=medium_photo&user=M2dHb-4AAAAJ,34713,112,79,992,695,1,1
269274,"Distinguished Professor of Computer Science, Graduate Center, City University of New York",@gc.cuny.edu,71318,HMnF6i0AAAAJ,{'indices'},Pattern Recognition|Image Processing|Computer Vision|Document Image Analysis|Artificial Intelligence,Robert M. Haralick,https://scholar.google.com/citations?view_op=medium_photo&user=HMnF6i0AAAAJ,15934,76,27,339,70,1,1
269275,"Presidential Chair Prof., Chinese Univ Hong Kong (SZ); Emeritus Prof., Hong Kong Polytech …",@cuhk.edu.cn,68821,IOagLnEAAAAJ,{'indices'},Biometrics|Pattern Recognition|Image Processing,"David Zhang, Dapeng",https://scholar.google.com/citations?view_op=medium_photo&user=IOagLnEAAAAJ,32385,118,82,662,448,1,1
269276,Sourcecode Capital,@sourcecodecap.com,68687,u6wmNbQAAAAJ,{'indices'},Multimedia Computing|Pattern Recognition|Computer Vision|Image Processing|Video Processing ..,HongJiang Zhang (张宏江）,https://scholar.google.com/citations?view_op=medium_photo&user=u6wmNbQAAAAJ,15033,132,59,486,233,1,1
269277,"Pr, Directeur de Recherche",@ceremade.dauphine.fr,68458,lphQnvMAAAAJ,{'indices'},Image Processing|Partial Differential Equations|Computer Vision|Medical Imaging,Laurent D. Cohen,https://scholar.google.com/citations?view_op=medium_photo&user=lphQnvMAAAAJ,37329,134,108,716,540,1,1
269278,"Professor, Electrical and Computer Engineering, University of Waterloo",@uwaterloo.ca,68157,O0PjM4QAAAAJ,{'indices'},image processing|video processing|image quality assessment|video quality assessment|video coding,Zhou Wang,https://scholar.google.com/citations?view_op=medium_photo&user=O0PjM4QAAAAJ,35523,67,55,167,130,1,1
269279,University of Wisconsin-Madison,@wisc.edu,66610,VqKfxYcAAAAJ,{'indices'},Software Architecture|Image Processing|Visualization|Computational Biology,Curtis Rueden,https://scholar.google.com/citations?view_op=medium_photo&user=VqKfxYcAAAAJ,56270,18,14,21,15,1,1
