303316,Senior Research Software Engineer,@kent.edu,197,WXrRxaYAAAAJ,{'indices'},Software Engineering|Software Maintenance and Evolution|Mining Software Repositories.,Abdulkareem Alali,https://scholar.google.com/citations?view_op=medium_photo&user=WXrRxaYAAAAJ,111,4,4,3,2,0,1
303317,Program Manager Software Innovation,@deltares.nl,197,aipovfQAAAAJ,{'indices'},software engineering|hydroinformatics|hydrology|water quality,Joost Icke,https://scholar.google.com/citations?view_op=medium_photo&user=aipovfQAAAAJ,38,8,4,8,0,0,1
303318,Ts,@uitm.edu.my,197,ZL3B23kAAAAJ,{'indices'},Software Engineering|Database Management Systems|Examination Algorithm|Object Oriented Programming|Hybrid Programming,JAMAL OTHMAN,https://scholar.google.com/citations?view_op=medium_photo&user=ZL3B23kAAAAJ,93,7,4,4,2,0,1
303319,Quandary Peak Research,@quandarypeak.com,196,zvLRptEAAAAJ,{'indices'},Collaborative Software Development|Software Architecture|Software Engineering,Jae young Bang,https://scholar.google.com/citations?view_op=medium_photo&user=zvLRptEAAAAJ,133,7,6,6,4,0,1
303320,Universidad Andres Bello,@unab.cl,196,Skj44SgAAAAJ,{'indices'},Software Engineering|Collaborative Learning|Distributed Systems|Computer Science Education,Juan Felipe Calderón,https://scholar.google.com/citations?view_op=medium_photo&user=Skj44SgAAAAJ,141,6,6,5,5,0,1
303321,German Aerospace Center (DLR),@dlr.de,196,6EwAYnYAAAAJ,{'indices'},Energy conversion|Electrochemistry|Physical modeling|Software engineering,Georg Futter,https://scholar.google.com/citations?view_op=medium_photo&user=6EwAYnYAAAAJ,193,3,3,3,3,0,1
303322,"Professor of Computer Science and Engineering, Manipal Institute of Technology, Manipal …",@manipal.edu,196,QTphu14AAAAJ,{'indices'},Model based testing|Software Engineering,Ashalatha Nayak,https://scholar.google.com/citations?view_op=medium_photo&user=QTphu14AAAAJ,120,6,5,4,3,0,1
303323,"Associate Professor of Computer Science, Malmö University",@mau.se,196,qYiNUUQAAAAJ,{'indices'},Human-Computer Interaction|Context-Awareness|User Studies|Design Research|Software Engineering,Carl Magnus Olsson,https://scholar.google.com/citations?view_op=medium_photo&user=qYiNUUQAAAAJ,121,9,7,9,4,0,1
303324,"Professor of Computer Science, Kumaraguru College of Technology, Coimbatore",@kct.ac.in,196,dh8VdpEAAAAJ,{'indices'},Simulation and Modeling|Software Engineering,S Thangasamy,https://scholar.google.com/citations?view_op=medium_photo&user=dh8VdpEAAAAJ,108,7,6,7,5,0,1
303325,UPB,@upb.edu.co,196,DM3x7o8AAAAJ,{'indices'},Simulation|Optimization|Industry 4.0|Software Engineering,JAVIER DARIO FERNANDEZ-LEDESMA,https://scholar.google.com/citations?view_op=medium_photo&user=DM3x7o8AAAAJ,95,8,5,6,1,0,1
303326,"Research Institute for Information Technology, Kyushu University",@cc.kyushu-u.ac.jp,196,sUcQEyAAAAAJ,{'indices'},Software Engineering|Computational Physiology|Physiome,Takao Shimayoshi,https://scholar.google.com/citations?view_op=medium_photo&user=sUcQEyAAAAAJ,62,7,5,4,1,0,1
303327,"Associate Professor at Belgrade University, Faculty of Organizational Science",@fon.bg.ac.rs,196,LiXtalEAAAAJ,{'indices'},Software engineering,Sinisa Vlajic,https://scholar.google.com/citations?view_op=medium_photo&user=LiXtalEAAAAJ,108,8,7,8,4,0,1
303328,SGH Warsaw School of Economics,@sgh.waw.pl,196,8tZy13oAAAAJ,{'indices'},software engineering|software metrics|computer programming|IT,Andrzej Kobylinski,https://scholar.google.com/citations?view_op=medium_photo&user=8tZy13oAAAAJ,98,5,4,4,1,0,1
303329,"Brno University of Technology, Faculty of Information Technology",@fit.vutbr.cz,195,K6LytXAAAAAJ,{'indices'},component-based development|service-oriented architecture|software engineering,Marek Rychlý,https://scholar.google.com/citations?view_op=medium_photo&user=K6LytXAAAAAJ,96,8,5,5,3,0,1
303330,"University of Oslo, Norway",@ifi.uio.no,195,2RiLS1IAAAAJ,{'indices'},formal methods|programming languages|concurrency|software engineering|computer security,Daniel Fava,https://scholar.google.com/citations?view_op=medium_photo&user=2RiLS1IAAAAJ,102,5,5,4,3,0,1
303331,The Hong Kong University of Science and Technology,@cse.ust.hk,195,ULc_h20AAAAJ,{'indices'},Software Engineering|Software Testing|Android,Jiajun Hu,https://scholar.google.com/citations?view_op=medium_photo&user=ULc_h20AAAAJ,181,7,7,5,5,0,1
303332,"School of Computing, National University of Singapore",@andrew.cmu.edu,195,3xZtvpAAAAAJ,{'indices'},Software Engineering|Smart Contract|Blockchain,Xiao Liang Yu,https://scholar.google.com/citations?view_op=medium_photo&user=3xZtvpAAAAAJ,194,3,3,1,1,0,1
303333,"Assistant Profesor, University of Ljubljana, Faculty of Computer and Information Science",@fri.uni-lj.si,194,sNPbwOIAAAAJ,{'indices'},Semantic Web|Knowledge Management|Software Engineering|Data Analysis|Information Quality,Dejan Lavbič,https://scholar.google.com/citations?view_op=medium_photo&user=sNPbwOIAAAAJ,99,7,6,5,2,0,1
303334,"Researcher, Swansea University",@cs.ox.ac.uk,194,Ek6l42AAAAAJ,{'indices'},Concurrency Theory|Automated Verification|Software Engineering|Multicore Programming,Xu Wang,https://scholar.google.com/citations?view_op=medium_photo&user=Ek6l42AAAAAJ,47,8,3,7,1,0,1
303335,"R&D director, Zodicom Limited",@zodicom.com,194,d8gZ25sAAAAJ,{'indices'},IoT|Software Engineering|Microwave Technology|electronics,Wing Keung Tam,https://scholar.google.com/citations?view_op=medium_photo&user=d8gZ25sAAAAJ,50,5,3,3,2,0,1
303336,University of Wollongong,@uow.edu.au,194,S7cDTa8AAAAJ,{'indices'},Software Engineering|Formal Methods|Big Data,Guoxin Su,https://scholar.google.com/citations?view_op=medium_photo&user=S7cDTa8AAAAJ,162,9,8,8,6,0,1
303337,,@cs.queensu.ca,194,N8JKTH4AAAAJ,{'indices'},Software Engineering,Nafiseh Kahani,https://scholar.google.com/citations?view_op=medium_photo&user=N8JKTH4AAAAJ,190,7,7,7,6,0,1
303338,"fortiss, Research Institute of the Free State of Bavaria",@fortiss.org,194,qIByoloAAAAJ,{'indices'},Software Engineering|Software Quality|Software Performance,Johannes Kroß,https://scholar.google.com/citations?view_op=medium_photo&user=qIByoloAAAAJ,179,6,6,6,6,0,1
303339,"Departamento de Ciencias de la Computación, Universidad de Cuenca",@ucuenca.edu.ec,194,sW72O6oAAAAJ,{'indices'},https://orcid.org/0000-0002-6787-0655|Cloud Computing - IoT|Software Engineering|Software Quality|MDE,Priscila Cedillo,https://scholar.google.com/citations?view_op=medium_photo&user=sW72O6oAAAAJ,167,7,7,5,4,0,1
303340,"Institute of Software, Chinese Academy of Science",@nfs.iscas.ac.cn,194,jBcYmbwAAAAJ,{'indices'},Software Engineering|Requirements Engineering|Software Maintence and Evolution,Lin Shi,https://scholar.google.com/citations?view_op=medium_photo&user=jBcYmbwAAAAJ,169,8,8,7,7,0,1
303341,NUST,@ceme.nust.edu.pk,194,G5Wj7JQAAAAJ,{'indices'},Software Engineering|ERP Systems|Software testing|Data Mining,Dr Muhammad Abbas,https://scholar.google.com/citations?view_op=medium_photo&user=G5Wj7JQAAAAJ,187,8,8,6,6,0,1
303342,Professor at DCC/UFLA,@dcc.ufla.br,193,BXTLVhsAAAAJ,{'indices'},Software Engineering,Rafael S. Durelli,https://scholar.google.com/citations?view_op=medium_photo&user=BXTLVhsAAAAJ,150,8,7,7,6,0,1
303343,ANSYS Germany GmbH,@ansys.com,193,E-3naH0AAAAJ,{'indices'},Artificial Intelligence|Predictive Analytics|Machine Learning|Software Engineering,Benedikt Eberhardinger,https://scholar.google.com/citations?view_op=medium_photo&user=E-3naH0AAAAJ,160,8,7,7,5,0,1
303344,"Universitas Pamulang, Tangerang Selatan, Banten, Indonesia",@unpam.ac.id,193,rN9QTUgAAAAJ,{'indices'},Software Engineering|Software Testing|Intelligent Systems|Machine Learning|Data Mining,Aries Saifudin,https://scholar.google.com/citations?view_op=medium_photo&user=rN9QTUgAAAAJ,192,10,10,10,10,0,1
303345,Peking University,@ios.ac.cn,193,XbahDIIAAAAJ,{'indices'},software engineering|heuristic algorithm,Jinkun Lin,https://scholar.google.com/citations?view_op=medium_photo&user=XbahDIIAAAAJ,189,7,7,7,7,0,1
303346,Google,@google.com,193,IszZmFwAAAAJ,{'indices'},Programming Languages|Abstract Interpretation|Software Design|Software Engineering|Formal Methods,Prathmesh Prabhu,https://scholar.google.com/citations?view_op=medium_photo&user=IszZmFwAAAAJ,128,4,4,2,2,0,1
303347,Associate Professor @ UFPB and Doctorate Student @ UFRN,@dcx.ufpb.br,192,d-7Nrs0AAAAJ,{'indices'},Software Engineering|Technical Debt|Business Process Management|OO Design,Rodrigo Rebouças de Almeida,https://scholar.google.com/citations?view_op=medium_photo&user=d-7Nrs0AAAAJ,28,7,4,6,1,0,1
303348,"Vellore Institute of Technology, Bhopal Campus",@vitbhopal.ac.in,192,hRL51uEAAAAJ,{'indices'},Software Testing|Software Engineering|Optimization,Dr. Vikas Panthi,https://scholar.google.com/citations?view_op=medium_photo&user=hRL51uEAAAAJ,139,7,6,7,5,0,1
303349,Rochester Institute of Technology,@se.rit.edu,192,hb_08rUAAAAJ,{'indices'},Software Engineering|Software Maintenance|Program Transformation|Program Comprehension|Natural Language Processing,Christian D. Newman,https://scholar.google.com/citations?view_op=medium_photo&user=hb_08rUAAAAJ,173,9,8,9,8,0,1
303350,Department of Management Sciences (CCSA); Informatics Centre (CIn); Federal University …,@ufpe.br,192,yS2EXIUAAAAJ,{'indices'},Agile Governance|Information Systems|Software Engineering|Active Learning|Serious Games,Alexandre José Henrique de Oliveira Luna,https://scholar.google.com/citations?view_op=medium_photo&user=yS2EXIUAAAAJ,117,8,6,6,3,0,1
303351,King Saud University,@ksu.edu.sa,192,m2k_zVIAAAAJ,{'indices'},Computer Science|Software Engineering|Software Testing|Computing Education,Zakarya Alzamil,https://scholar.google.com/citations?view_op=medium_photo&user=m2k_zVIAAAAJ,89,8,5,7,2,0,1
303352,"Researcher, TRDDC",@tcs.com,192,CfK7sdoAAAAJ,{'indices'},Software engineering,Arun Bahulkar,https://scholar.google.com/citations?view_op=medium_photo&user=CfK7sdoAAAAJ,40,6,4,4,2,0,1
303353,Blekinge Institute of Technology,@bth.se,192,HMdPgskAAAAJ,{'indices'},DevOps|Software Engineering|Software Development Methods|Software Maturity Model,Ramtin Jabbari,https://scholar.google.com/citations?view_op=medium_photo&user=HMdPgskAAAAJ,189,3,3,2,2,0,1
303354,Al-Balqa Applied University,@bau.edu.jo,192,CTbd7uEAAAAJ,{'indices'},software engineering,haroon tarawneh,https://scholar.google.com/citations?view_op=medium_photo&user=CTbd7uEAAAAJ,105,7,5,6,4,0,1
303355,Paderborn University,@upb.de,192,rY8KM8oAAAAJ,{'indices'},Software Engineering,Christopher Gerking,https://scholar.google.com/citations?view_op=medium_photo&user=rY8KM8oAAAAJ,130,8,8,8,5,0,1
303356,"Technische Universität München, Faculty for Informatics, Chair for Software and Systems …",@in.tum.de,191,SGjsRccAAAAJ,{'indices'},Software Engineering|Smart Grid|Reference Architectures|Software Quality|Dynamic Analysis,Maximilian Irlbeck,https://scholar.google.com/citations?view_op=medium_photo&user=SGjsRccAAAAJ,108,7,6,6,4,0,1
303357,"Prof. Dr., M.Sc., B.Sc. Computer Science, Berlin School of Economics and Law, and AGISI …",@monettdiaz.com,191,huicIdcAAAAJ,{'indices'},Artificial Intelligence|Software Engineering|Computer Science Education,Dagmar Monett,https://scholar.google.com/citations?view_op=medium_photo&user=huicIdcAAAAJ,133,8,6,7,4,0,1
303358,Technical University of Košice,@tuke.sk,191,2OAhuKUAAAAJ,{'indices'},Software Engineering,Matúš Sulír,https://scholar.google.com/citations?view_op=medium_photo&user=2OAhuKUAAAAJ,184,9,9,9,9,0,1
303359,"Ph.D. candidate, University of Waterloo",@uwaterloo.ca,191,kv_dKZEAAAAJ,{'indices'},Software Engineering|Autonomous Vehicles|Robotics|Computer Science|Software Product Lines,Rodrigo Queiroz,https://scholar.google.com/citations?view_op=medium_photo&user=kv_dKZEAAAAJ,185,6,6,4,4,0,1
303360,Aston University,@aston.ac.uk,191,eocbPRkAAAAJ,{'indices'},Software Engineering|Machine/Bayesian learning|Uncertainty|self adaptive systems|runtime models,Luis-Hernán García-Paucar,https://scholar.google.com/citations?view_op=medium_photo&user=eocbPRkAAAAJ,179,9,9,8,8,0,1
303361,Imperial College London,@imperial.ac.uk,191,b_x-NuAAAAAJ,{'indices'},software engineering|machine learning|chemistry|physics,Lukas Turcani,https://scholar.google.com/citations?view_op=medium_photo&user=b_x-NuAAAAAJ,191,8,8,7,7,0,1
303362,"School of Computing, Lero, Dublin City University",@computing.dcu.ie,190,_oD5KVgAAAAJ,{'indices'},Software Engineering|Distributed Systems|Cloud Computing|Applied Formal Methods|Artificial Intelligrnace in Strategic Games,David Sinclair,https://scholar.google.com/citations?view_op=medium_photo&user=_oD5KVgAAAAJ,71,8,4,6,1,0,1
303363,X - the moonshot factory,@google.com,190,hPkJ2icAAAAJ,{'indices'},Wearable Computing|Software Engineering|User Experience|Cloud Computing,Jay Kothari,https://scholar.google.com/citations?view_op=medium_photo&user=hPkJ2icAAAAJ,57,6,2,5,2,0,1
303364,"Computing Science, University of Alberta",@ualberta.ca,190,ffk8P9oAAAAJ,{'indices'},Software Engineering|Mobile Application Development,Blerina Bazelli,https://scholar.google.com/citations?view_op=medium_photo&user=ffk8P9oAAAAJ,154,4,4,2,2,0,1
303365,"Professor of Computer Science, Singidunum University",@singidunum.ac.rs,190,4-k93WIAAAAJ,{'indices'},Artificial Intelligence|Machine Learning|Data Mining|Software Engineering|Decision Support Systems,Vladislav Miškovic,https://scholar.google.com/citations?view_op=medium_photo&user=4-k93WIAAAAJ,143,7,7,7,6,0,1
303366,"Assistant Professor, KSA",@ipa.edu.sa,190,EyWkwCIAAAAJ,{'indices'},Software Engineering|Agile Methods|Information System|Information Retrieval System|Image Processing,Mashal Kasem Alqudah,https://scholar.google.com/citations?view_op=medium_photo&user=EyWkwCIAAAAJ,185,6,5,3,3,0,1
303367,"IT Director, Antech Diagnostics",@cs.vt.edu,190,-AyrRM4AAAAJ,{'indices'},Super computing|Green computing|Software engineering,Yang Jiao,https://scholar.google.com/citations?view_op=medium_photo&user=-AyrRM4AAAAJ,79,5,3,4,3,0,1
303368,Toyama University of International Studies,@tuins.ac.jp,190,yYq5eMMAAAAJ,{'indices'},Software Engineering|Natural Language Processing|Patent Corpus Processing,Akihiro Shinmori,https://scholar.google.com/citations?view_op=medium_photo&user=yYq5eMMAAAAJ,49,6,4,6,1,0,1
303369,Southern Cross University,@scu.edu.au,190,cWcJ-hIAAAAJ,{'indices'},Software Engineering|Psychology|Artificial Intelligence|Games,Duncan Blair,https://scholar.google.com/citations?view_op=medium_photo&user=cWcJ-hIAAAAJ,116,6,5,5,4,0,1
303370,"SERVING TO MSRDC(MAISM)-RTU-INDIA, AMUIT, MOSHEFDRE under UNDP, ILO(UN) …",@dpsharma.info,190,jFrf5VsAAAAJ,{'indices'},Intranetware & ITPM|Distributed & Cloud Computing|Software Engineering|Green Computing & Converging …,Durga Prasad Sharma /DP Sharma/Dr. Durga Prasad Sharma,https://scholar.google.com/citations?view_op=medium_photo&user=jFrf5VsAAAAJ,172,7,7,5,4,0,1
303371,Assistant Professor - Carleton University,@carleton.ca,190,Snka5HcAAAAJ,{'indices'},Cybersecurity Evaluation and Assurance|Security-By-Design|Formal Methods|Distributed Systems|Software Engineering,Jason Jaskolka,https://scholar.google.com/citations?view_op=medium_photo&user=Snka5HcAAAAJ,104,8,6,5,2,0,1
303372,Post Doctorate Researcher at University of Macedonia,@uom.edu.gr,190,y3PmlL0AAAAJ,{'indices'},Technical Debt|Software Engineering|Software Metrics|DevOps|Quality Assurance,Elvira-Maria Arvanitou,https://scholar.google.com/citations?view_op=medium_photo&user=y3PmlL0AAAAJ,183,7,7,6,6,0,1
303373,Saudi Electronic University,@seu.edu.sa,190,8-WyopUAAAAJ,{'indices'},software engineering|Text Mining and machine learning,Abdul Wahab Muzaffar,https://scholar.google.com/citations?view_op=medium_photo&user=8-WyopUAAAAJ,121,6,4,5,2,0,1
303374,Big data and Machine learning developer,,190,dZyYnYQAAAAJ,{'indices'},Machine learning|Deep learning|Big data|Data engineering|Software engineering,"Soroosh Rezazadeh, PhD",https://scholar.google.com/citations?view_op=medium_photo&user=dZyYnYQAAAAJ,70,10,6,10,2,0,1
303375,MSWX Software Experts,@acm.org,190,3-DRp5gAAAAJ,{'indices'},software engineering,Dennis Mancl,https://scholar.google.com/citations?view_op=medium_photo&user=3-DRp5gAAAAJ,51,6,3,4,2,0,1
303376,Zhejiang University,@zju.edu.cn,190,K_BlTrUAAAAJ,{'indices'},software engineering|services computing|knowledge mining,Neng Zhang,https://scholar.google.com/citations?view_op=medium_photo&user=K_BlTrUAAAAJ,164,8,8,7,6,0,1
303377,"Principal, St.Joseph's College, Chennai- 600 128",,190,Pi3OCIwAAAAJ,{'indices'},Data mining|Artificial intelligence|Software engineering,Dr.R.DHANAPAL,https://scholar.google.com/citations?view_op=medium_photo&user=Pi3OCIwAAAAJ,118,6,5,6,4,0,1
303378,,,189,Zjs2TpAAAAAJ,{'indices'},Software Engineering|Software Evolution|Tool Interoperability|Energy-Efficient Applications,Jan Jelschen,https://scholar.google.com/citations?view_op=medium_photo&user=Zjs2TpAAAAAJ,103,7,5,4,3,0,1
303379,Hastings Direct,@drjonnicholson.com,189,ZAgWGpAAAAAJ,{'indices'},Software engineering|formal methods|visual languages,Jon Nicholson,https://scholar.google.com/citations?view_op=medium_photo&user=ZAgWGpAAAAAJ,42,8,4,7,1,0,1
303380,University of Michigan - Dearborn,@umich.edu,189,b9Kw58UAAAAJ,{'indices'},Software Engineering|Machine Learning,Foyzul Hassan,https://scholar.google.com/citations?view_op=medium_photo&user=b9Kw58UAAAAJ,136,8,6,6,4,0,1
303381,UVic,@uvic.ca,189,79qA0EsAAAAJ,{'indices'},Software Engineering|CSCW|Visualization|Gamification,Matthieu Foucault,https://scholar.google.com/citations?view_op=medium_photo&user=79qA0EsAAAAJ,156,7,7,6,5,0,1
303382,"Zakir Husain College of Engineering & Technology, Aligarh Muslim University",@zhcet.ac.in,189,Da-6Gq8AAAAJ,{'indices'},Programming|Data Structures|Computer Graphics|Software Engineering,kay Shahbaaz,https://scholar.google.com/citations?view_op=medium_photo&user=Da-6Gq8AAAAJ,146,2,2,2,2,0,1
303383,Le Quy Don Technical University,@mta.edu.vn,189,RVbtTEQAAAAJ,{'indices'},Evolutionary Computation|Deep learning|Software Engineering,Anh Phan Việt,https://scholar.google.com/citations?view_op=medium_photo&user=RVbtTEQAAAAJ,185,7,6,4,4,0,1
303384,"Department of Computer Science and Electronics, Universitas Gadjah Mada",@ugm.ac.id,189,_T8Rst0AAAAJ,{'indices'},Ontology and Knowledge Representation|Algorithms|Software Engineering,Anny Kartika Sari,https://scholar.google.com/citations?view_op=medium_photo&user=_T8Rst0AAAAJ,124,6,6,5,5,0,1
303385,Stony Brook University,@cs.stonybrook.edu,189,DRosC1MAAAAJ,{'indices'},Mobile Computing|Mobile Security|Software Engineering|Localization|Cognitive Radio,Taeyu Im (aka. Quoc Duy Vo),https://scholar.google.com/citations?view_op=medium_photo&user=DRosC1MAAAAJ,164,3,3,2,2,0,1
303386,"Assistant Researcher of Software Institute, Nanjing University",@nju.edu.cn,189,T6FZPEQAAAAJ,{'indices'},Software Engineering|Natural Language Processing|Business Process Management,Chuanyi Li（李传艺）,https://scholar.google.com/citations?view_op=medium_photo&user=T6FZPEQAAAAJ,183,8,8,6,6,0,1
303387,Oregon State University,@eecs.oregonstate.edu,188,qiUTyyoAAAAJ,{'indices'},Software Engineering,Caius Brindescu,https://scholar.google.com/citations?view_op=medium_photo&user=qiUTyyoAAAAJ,158,4,4,4,4,0,1
303388,"Universidade Federal de Minas Gerais, UFMG",@dcc.ufmg.br,188,2y1g2bUAAAAJ,{'indices'},Compilers|Programming Languages|Software Engineering,Péricles Alves,https://scholar.google.com/citations?view_op=medium_photo&user=2y1g2bUAAAAJ,158,7,6,6,6,0,1
303389,Tesla Inc.,@tesla.com,188,zq21zDgAAAAJ,{'indices'},Computer Architecture|Software Engineering,Soumyaroop Roy,https://scholar.google.com/citations?view_op=medium_photo&user=zq21zDgAAAAJ,75,5,3,4,3,0,1
303390,sharif university of technology,@ce.sharif.edu,188,9qnC1zIAAAAJ,{'indices'},software engineering|software architecture,shahrouz moaven,https://scholar.google.com/citations?view_op=medium_photo&user=9qnC1zIAAAAJ,73,7,5,4,2,0,1
303391,"Nordea Bank, Lund University",@cs.lth.se,188,tsi1OmoAAAAJ,{'indices'},Risk Analysis and Management|Software Engineering|Requirements Engineering|IT Dependability|Business Continuity Planning,"Sardar Muhammad Sulaman, PhD",https://scholar.google.com/citations?view_op=medium_photo&user=tsi1OmoAAAAJ,168,5,5,5,5,0,1
303392,PhD Student at Georgia Institute of Technology,@gatech.edu,188,85KT0zcAAAAJ,{'indices'},Software Engineering,Farnaz Behrang,https://scholar.google.com/citations?view_op=medium_photo&user=85KT0zcAAAAJ,143,8,7,7,6,0,1
303393,Software Engineer @ https://www.welld.ch/en/index.html,,188,Krk46S0AAAAJ,{'indices'},Software Engineering|Software Testing and Analysis,Alberto Goffi,https://scholar.google.com/citations?view_op=medium_photo&user=Krk46S0AAAAJ,144,7,6,6,5,0,1
303394,Federal Rural University of the Semi-arid,@copin.ufcg.edu.br,188,x5HqUkQAAAAJ,{'indices'},Software Engineering|Algorithms,Reudismam Rolim,https://scholar.google.com/citations?view_op=medium_photo&user=x5HqUkQAAAAJ,185,3,3,3,3,0,1
303395,Universidad Autónoma de San Luís Potosí,@uaslp.mx,188,PMjG5ygAAAAJ,{'indices'},Software Engineering|Ingeniería de Software|Software Modeling|Human Computer Interaction|Interacción Humano Computadora,Hector Gerardo Perez Gonzalez,https://scholar.google.com/citations?view_op=medium_photo&user=PMjG5ygAAAAJ,132,7,6,5,2,0,1
303396,Federal Institute of Sergipe (Instituto Federal de Sergipe,@ifs.edu.br,188,pvBSODYAAAAJ,{'indices'},Software Engineering|Technical debt|Experimental Software Engineering|Text Mining|Mining Software Repositories,Mário André de Freitas Farias,https://scholar.google.com/citations?view_op=medium_photo&user=pvBSODYAAAAJ,139,9,7,6,4,0,1
303397,"JCK Technology Co., Ltd.",@jcklab.com,188,mowD_pAAAAAJ,{'indices'},Software Engineering|Data Mining|Machine Learning,Xin Yang,https://scholar.google.com/citations?view_op=medium_photo&user=mowD_pAAAAAJ,161,9,7,9,7,0,1
303398,Waseda Univesity,@waseda.jp,188,vizAShMAAAAJ,{'indices'},Software Engineering,深澤良彰,https://scholar.google.com/citations?view_op=medium_photo&user=vizAShMAAAAJ,33,6,2,1,0,0,1
303399,ETS - Quebec University,@etsmtl.ca,188,c2P4vhIAAAAJ,{'indices'},Software Engineering|Configuration Management|Multi-component software systems|Empirical Studies|Source Code Analysis,Mohammed Sayagh,https://scholar.google.com/citations?view_op=medium_photo&user=c2P4vhIAAAAJ,184,5,5,4,4,0,1
303400,"Ericsson AB, Sweden",@ericsson.com,187,_35M8T0AAAAJ,{'indices'},Software Testing|Test Tools|Software Engineering|Empirical Software Engineering|Empirical Research,Kristian Wiklund,https://scholar.google.com/citations?view_op=medium_photo&user=_35M8T0AAAAJ,132,7,6,6,5,0,1
303401,Faculty of Engineering University of Porto,@fe.up.pt,187,Q6Dv2ZcAAAAJ,{'indices'},Cloud computing|Software Engineering|Development Processes,Tiago Boldt Sousa,https://scholar.google.com/citations?view_op=medium_photo&user=Q6Dv2ZcAAAAJ,152,8,7,4,4,0,1
303402,"Senior Lecturer, Software and Information Systems, FoICDT, University of Mauritius.",@uom.ac.mu,187,CXIe7ikAAAAJ,{'indices'},Internet of Things|Software Engineering|Pervasive Computing|Health Informatics,Leckraj Nagowah,https://scholar.google.com/citations?view_op=medium_photo&user=CXIe7ikAAAAJ,117,7,6,4,2,0,1
303403,"Senior Signal and System Analyst, Radar Applications, DPSS, Council for Scientific and …",@csir.co.za,187,pYVqbg8AAAAJ,{'indices'},passive radar|radar/EW signal processing|software engineering|high performance computing|synthetic aperture radar,Craig Tong,https://scholar.google.com/citations?view_op=medium_photo&user=pYVqbg8AAAAJ,121,8,6,8,4,0,1
303404,"Assoc. Prof.  Department of Computing, University of Ruse, Русенски университет, РУ "" …",@ecs.uni-ruse.bg,187,osnvUwQAAAAJ,{'indices'},E-learning|Software Engineering|Augmented Reality|Virtual University|Coding Theory,Galina Ivanova,https://scholar.google.com/citations?view_op=medium_photo&user=osnvUwQAAAAJ,121,7,6,5,4,0,1
303405,Netaji Subhas University of Technology,,187,lnT1-pMAAAAJ,{'indices'},Software Engineering,ankita Jain bansal,https://scholar.google.com/citations?view_op=medium_photo&user=lnT1-pMAAAAJ,119,3,3,3,2,0,1
303406,"Department of Informatics, Faculty of Physics, Astronomy and Informatics, Nicolaus …",@fizyka.umk.pl,187,DedDGzQAAAAJ,{'indices'},Atomic and Molecular Physics|HPC|Numerical optimisation|Numerical methods|Software Engineering,Piotr Ablewski,https://scholar.google.com/citations?view_op=medium_photo&user=DedDGzQAAAAJ,168,7,7,7,7,0,1
303407,Lecturer and Researcher @ National College of Ireland,@ncirl.ie,187,h9rMKdwAAAAJ,{'indices'},Cybersecurity|Data Privacy|Data Governance|Software Engineering,Vanessa Ayala-Rivera,https://scholar.google.com/citations?view_op=medium_photo&user=h9rMKdwAAAAJ,167,7,7,5,4,0,1
303408,Skyline University College,@skylineuniversity.ac.ae,187,zHj_2CIAAAAJ,{'indices'},Software Engineering|Artificial Intelligence|E-Commerce|E-Learning|Technology acceptance and adoption,Dr. Alaa M. Momani,https://scholar.google.com/citations?view_op=medium_photo&user=zHj_2CIAAAAJ,130,6,5,3,3,0,1
303409,"Research Assistant and PhD Student, Information Management and Information Systems …",@uni-osnabrueck.de,187,WQF9-TcAAAAJ,{'indices'},Service Engineering|Information Management|Augmented Reality|Virtual Reality|Software Engineering,Benedikt Zobel,https://scholar.google.com/citations?view_op=medium_photo&user=WQF9-TcAAAAJ,186,9,8,8,8,0,1
303410,"Professor , KLNCIT",,187,nsJwUSUAAAAJ,{'indices'},Software Engineering|Image Processing|Software Testing|Information retrieval|Video survillence,Dr. A. Askarunisa,https://scholar.google.com/citations?view_op=medium_photo&user=nsJwUSUAAAAJ,134,7,5,6,3,0,1
303411,Arizona State University,@asu.edu,187,RUWWk98AAAAJ,{'indices'},machine learning|software engineering|bioinformatic,Amit Sharma,https://scholar.google.com/citations?view_op=medium_photo&user=RUWWk98AAAAJ,149,2,2,2,2,0,1
303412,Technical University of Munich,@in.tum.de,186,FMZ29_gAAAAJ,{'indices'},Software Engineering,Nitesh Narayan,https://scholar.google.com/citations?view_op=medium_photo&user=FMZ29_gAAAAJ,119,8,4,6,2,0,1
303413,"UFS.br - Universidade Federal de Sergipe, EATIS.org - Euro-American Association on …",@ufs.br,186,zmSrdk0AAAAJ,{'indices'},Information System|Software Engineering|Information and Communication …,Rogério Patrício Chagas do Nascimento,https://scholar.google.com/citations?view_op=medium_photo&user=zmSrdk0AAAAJ,131,8,7,6,3,0,1
303414,Universidad Técnica Particular de Loja,@utpl.edu.ec,186,3s6gCvUAAAAJ,{'indices'},IT management|Software Engineering|OER|OCW|Social Network Analysis,Samanta Patricia Cueva Carrión,https://scholar.google.com/citations?view_op=medium_photo&user=3s6gCvUAAAAJ,113,6,5,5,2,0,1
303415,VIT University,@vit.ac.in,186,KeCfmggAAAAJ,{'indices'},Software Engineering,Justus Selwyn,https://scholar.google.com/citations?view_op=medium_photo&user=KeCfmggAAAAJ,76,8,4,8,1,0,1
